´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300027.SZ,»ªÒêÐÖµÜ,2009-10-30,N/A,4.2446,6.1209,4.2393,4.7213,29611563,2082842828.2,N/A,N/A,70.3388,88.1297,2379216000,N/A,11896080000,33600000,0,168000000,174.7765,47.9657,29.0611,333.5902,
300027.SZ,»ªÒêÐÖµÜ,2009-11-02,4.7213,4.2493,4.4846,4.2493,4.2493,8726860,560748338.4,-0.4721,-9.9986,64.2555,25.9728,2141328000,N/A,10706640000,33600000,0,168000000,157.3013,43.1698,26.1554,300.2359,
300027.SZ,»ªÒêÐÖµÜ,2009-11-03,4.2493,4.1006,4.2006,3.8472,3.8719,9208565,543886202.8,-0.3774,-8.8812,59.0631,27.4064,1951152000,N/A,9755760000,33600000,0,168000000,143.331,39.3358,23.8325,273.5713,
300027.SZ,»ªÒêÐÖµÜ,2009-11-04,3.8719,4.0006,4.0186,3.8539,3.9012,4735342,278163847.3,0.0293,0.7577,58.7421,14.0933,1965936000,N/A,9829680000,33600000,0,168000000,144.4171,39.6338,24.0131,275.6442,
300027.SZ,»ªÒêÐÖµÜ,2009-11-05,3.9012,3.9179,3.9972,3.7479,3.9006,6820572,399111908,-0.0007,-0.0171,58.5159,20.2993,1965600000,N/A,9828000000,33600000,0,168000000,144.3924,39.627,24.009,275.5971,
300027.SZ,»ªÒêÐÖµÜ,2009-11-06,3.9006,3.8539,3.9186,3.7939,3.8159,4269036,245397461.5,-0.0847,-2.1709,57.4831,12.7055,1922928000,N/A,9614640000,33600000,0,168000000,141.2577,38.7668,23.4878,269.614,
300027.SZ,»ªÒêÐÖµÜ,2009-11-09,3.8159,3.8005,3.8119,3.6805,3.6905,3518248,196025876.5,-0.1254,-3.285,55.7169,10.471,1859760000,N/A,9298800000,33600000,0,168000000,136.6174,37.4933,22.7162,260.7572,
300027.SZ,»ªÒêÐÖµÜ,2009-11-10,3.6905,3.7039,3.7579,3.6725,3.6725,3469680,192728987.7,-0.018,-0.4878,55.5466,10.3264,1850688000,N/A,9253440000,33600000,0,168000000,135.951,37.3104,22.6054,259.4852,
300027.SZ,»ªÒêÐÖµÜ,2009-11-11,3.6725,3.6792,3.6872,3.5592,3.6345,3132168,169470845.5,-0.038,-1.0349,54.1066,9.3219,1831536000,N/A,9157680000,33600000,0,168000000,134.5441,36.9243,22.3714,256.7999,
300027.SZ,»ªÒêÐÖµÜ,2009-11-12,3.6345,3.6365,3.7252,3.6025,3.6912,2934894,161928794.7,0.0567,1.5593,55.1736,8.7348,1860096000,N/A,9300480000,33600000,0,168000000,136.6421,37.5001,22.7203,260.8043,
300027.SZ,»ªÒêÐÖµÜ,2009-11-13,3.6912,3.6945,3.9339,3.6839,3.8639,5925791,341956314.1,0.1727,4.6785,57.7064,17.6363,1947120000,N/A,9735600000,33600000,0,168000000,143.0348,39.2545,23.7833,273.006,
300027.SZ,»ªÒêÐÖµÜ,2009-11-16,3.8639,3.8079,3.8339,3.7145,3.8005,3560172,201451231.6,-0.0633,-1.6393,56.5847,10.5957,1915200000,N/A,9576000000,33600000,0,168000000,140.69,38.611,23.3934,268.5305,
300027.SZ,»ªÒêÐÖµÜ,2009-11-17,3.8005,3.8045,3.8445,3.7339,3.7605,2624595,148821578.7,-0.04,-1.0526,56.7027,7.8113,1895040000,N/A,9475200000,33600000,0,168000000,139.2091,38.2045,23.1471,265.7038,
300027.SZ,»ªÒêÐÖµÜ,2009-11-18,3.7605,3.7619,3.8525,3.7272,3.8179,3765042,214594325.8,0.0573,1.5248,56.9965,11.2055,1923936000,N/A,9619680000,33600000,0,168000000,141.3317,38.7871,23.5001,269.7553,
300027.SZ,»ªÒêÐÖµÜ,2009-11-19,3.8179,3.8139,4.1973,3.7872,4.0672,8367243,505634542.5,0.2494,6.5316,60.4302,24.9025,2049600000,N/A,10248000000,33600000,0,168000000,150.563,41.3205,25.035,287.3747,
300027.SZ,»ªÒêÐÖµÜ,2009-11-20,4.0672,4.0072,4.1239,3.9686,4.0006,3788371,228666839.4,-0.0667,-1.6393,60.3602,11.2749,2016000000,N/A,10080000000,33600000,0,168000000,148.0947,40.6431,24.6246,282.6637,
300027.SZ,»ªÒêÐÖµÜ,2009-11-23,4.0006,3.9746,4.1059,3.9746,4.0286,3055843,184702210.3,0.028,0.7,60.4423,9.0948,2030112000,N/A,10150560000,33600000,0,168000000,149.1314,40.9276,24.797,284.6423,
300027.SZ,»ªÒêÐÖµÜ,2009-11-24,4.0286,4.0146,4.0639,3.7005,3.7339,4695566,273012793.5,-0.2947,-7.3155,58.1427,13.9749,1881600000,N/A,9408000000,33600000,0,168000000,138.2218,37.9336,22.983,263.8194,
300027.SZ,»ªÒêÐÖµÜ,2009-11-25,3.7339,3.7105,3.8672,3.6345,3.8459,3962329,224934244.5,0.112,3,56.7682,11.7926,1938048000,N/A,9690240000,33600000,0,168000000,142.3684,39.0716,23.6724,271.734,
300027.SZ,»ªÒêÐÖµÜ,2009-11-26,3.8459,3.8272,3.8932,3.7339,3.7405,3443595,196042741.1,-0.1053,-2.7393,56.9297,10.2488,1884960000,N/A,9424800000,33600000,0,168000000,138.4686,38.0013,23.024,264.2905,
300027.SZ,»ªÒêÐÖµÜ,2009-11-27,3.7405,3.7405,3.7405,3.7405,3.7405,N/A,N/A,0,0,N/A,N/A,1884960000,N/A,9424800000,33600000,0,168000000,138.4686,38.0013,23.024,264.2905,
300027.SZ,»ªÒêÐÖµÜ,2009-11-30,3.7405,3.8666,3.9672,3.8005,3.9286,4812787,281510087.1,0.188,5.0267,58.4921,14.3238,1979712000,N/A,9898560000,33600000,0,168000000,145.429,39.9116,24.1814,277.5757,
300027.SZ,»ªÒêÐÖµÜ,2009-12-01,3.9286,3.8739,3.9259,3.8345,3.8866,2899116,168489365.3,-0.042,-1.0692,58.1175,8.6283,1958544000,N/A,9792720000,33600000,0,168000000,143.874,39.4848,23.9228,274.6078,
300027.SZ,»ªÒêÐÖµÜ,2009-12-02,3.8866,3.8939,4.2753,3.8939,4.2753,8503245,532340414.8,0.3887,10.0017,62.6044,25.3073,2154432000,N/A,10772160000,33600000,0,168000000,158.2639,43.434,26.3155,302.0732,
