´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300351.SZ,ÓÀ¹óµçÆ÷,2012-09-20,N/A,6.6283,6.6283,6.1789,6.2148,8083698,229568062.8,N/A,N/A,28.3989,40.4185,553200000,N/A,2174076000,20000000,0,78600000,29.4383,8.3893,11.4152,-60.6329,
300351.SZ,ÓÀ¹óµçÆ÷,2012-09-21,6.2148,5.9991,6.0486,5.6419,5.6509,5404375,140731720.2,-0.564,-9.0745,26.0403,27.0219,503000000,N/A,1976790000,20000000,0,78600000,26.7669,7.628,10.3793,-55.1308,
300351.SZ,ÓÀ¹óµçÆ÷,2012-09-24,5.6509,5.588,5.7408,5.3723,5.6015,3450199,85102817.6,-0.0494,-0.8748,24.6661,17.251,498600000,N/A,1959498000,20000000,0,78600000,26.5328,7.5613,10.2885,-54.6485,
300351.SZ,ÓÀ¹óµçÆ÷,2012-09-25,5.6015,5.534,5.6059,5.4172,5.4217,2117147,51724471,-0.1797,-3.209,24.4312,10.5857,482600000,N/A,1896618000,20000000,0,78600000,25.6814,7.3186,9.9584,-52.8949,
300351.SZ,ÓÀ¹óµçÆ÷,2012-09-26,5.4217,5.3925,5.3925,5.1431,5.1588,2425904,56542848.9,-0.2629,-4.8487,23.3079,12.1295,459200000,N/A,1804656000,20000000,0,78600000,24.4361,6.9638,9.4755,-50.3301,
300351.SZ,ÓÀ¹óµçÆ÷,2012-09-27,5.1588,5.1813,5.2442,5.0779,5.2015,2032193,46809092.6,0.0427,0.8275,23.0338,10.161,463000000,N/A,1819590000,20000000,0,78600000,24.6384,7.0214,9.5539,-50.7466,
300351.SZ,ÓÀ¹óµçÆ÷,2012-09-28,5.2015,5.1566,5.3161,5.1229,5.2689,1818933,42516948.7,0.0674,1.2959,23.3747,9.0947,469000000,N/A,1843170000,20000000,0,78600000,24.9576,7.1124,9.6777,-51.4042,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-08,5.2689,5.2352,5.2981,5.1453,5.1768,1108624,25756455.6,-0.0921,-1.7484,23.2328,5.5431,460800000,N/A,1810944000,20000000,0,78600000,24.5213,6.988,9.5085,-50.5055,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-09,5.1768,5.2757,5.37,5.1948,5.3476,1663540,39366206.2,0.1708,3.2986,23.6641,8.3177,476000000,N/A,1870680000,20000000,0,78600000,25.3301,7.2185,9.8222,-52.1715,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-10,5.3476,5.3026,5.3565,5.2824,5.3521,1257141,29771764.2,0.0045,0.084,23.6821,6.2857,476400000,N/A,1872252000,20000000,0,78600000,25.3514,7.2246,9.8304,-52.2153,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-11,5.3521,5.3813,5.5902,5.3296,5.3813,2173143,52910631.4,0.0292,0.5458,24.3475,10.8657,479000000,N/A,1882470000,20000000,0,78600000,25.4898,7.264,9.8841,-52.5003,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-12,5.3813,5.3521,5.4442,5.2127,5.2689,1249134,29522277.8,-0.1123,-2.0877,23.6342,6.2457,469000000,N/A,1843170000,20000000,0,78600000,24.9576,7.1124,9.6777,-51.4042,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-15,5.2689,5.2712,5.2734,5.1161,5.1835,844147,19386481.9,-0.0854,-1.6205,22.9658,4.2207,461400000,N/A,1813302000,20000000,0,78600000,24.5532,6.9971,9.5209,-50.5713,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-16,5.1835,5.1678,5.2285,5.1498,5.1858,442167,10215437.2,0.0022,0.0433,23.1031,2.2108,461600000,N/A,1814088000,20000000,0,78600000,24.5639,7.0002,9.525,-50.5932,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-17,5.1858,5.1903,5.2442,5.1903,5.2217,568579,13222596.6,0.0359,0.6932,23.2555,2.8429,464800000,N/A,1826664000,20000000,0,78600000,24.7341,7.0487,9.5911,-50.9439,
300351.SZ,ÓÀ¹óµçÆ÷,2012-10-18,5.2217,5.2464,5.2891,5.2307,5.2689,604739,14185286.8,0.0472,0.9036,23.4569,3.0237,469000000,N/A,1843170000,20000000,0,78600000,24.9576,7.1124,9.6777,-51.4042,
