¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
000989.SZ,æ≈÷•Ã√,2000-06-28,N/A,5.9515,6.4474,5.7481,5.7605,20153700,479803011.6,N/A,N/A,23.8072,50.3842,929200000,N/A,2987842600,40000000,0,128620000,94.9456,18.9689,9.0667,N/A,
000989.SZ,æ≈÷•Ã√,2000-06-29,5.7605,5.7481,6.2441,5.6564,5.9812,8143000,196744252.8,0.2207,3.8313,24.1612,20.3575,964800000,N/A,3102314400,40000000,0,128620000,98.5833,19.6957,9.4141,N/A,
000989.SZ,æ≈÷•Ã√,2000-06-30,5.9812,5.9465,5.9465,5.7605,5.7779,3108300,73031169.5,-0.2033,-3.3997,23.4955,7.7707,932000000,N/A,2996846000,40000000,0,128620000,95.2317,19.0261,9.0941,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-03,5.7779,5.7407,5.8325,5.6539,5.6688,1755100,40326147.2,-0.1091,-1.8884,22.9766,4.3877,914400000,N/A,2940253200,40000000,0,128620000,93.4334,18.6668,8.9223,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-04,5.6688,5.6688,5.7407,5.5894,5.6812,1205500,27388445.8,0.0124,0.2187,22.7196,3.0137,916400000,N/A,2946684200,40000000,0,128620000,93.6377,18.7076,8.9418,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-05,5.6812,5.6539,5.6812,5.6068,5.6192,754000,17121114.7,-0.062,-1.0912,22.707,1.885,906400000,N/A,2914529200,40000000,0,128620000,92.6159,18.5035,8.8443,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-06,5.6192,5.5919,5.6043,5.4754,5.5051,1147900,25495541.6,-0.1141,-2.03,22.2106,2.8698,888000000,N/A,2855364000,40000000,0,128620000,90.7358,18.1278,8.6647,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-07,5.5051,5.4803,5.6936,5.4654,5.6266,879700,19864181.7,0.1215,2.2072,22.5806,2.1993,907600000,N/A,2918387800,40000000,0,128620000,92.7386,18.528,8.856,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-10,5.6266,5.6762,5.7729,5.525,5.7035,879600,20101993.4,0.0769,1.3662,22.8536,2.199,920000000,N/A,2958260000,40000000,0,128620000,94.0056,18.7811,8.977,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-11,5.7035,5.7035,5.706,5.5919,5.6093,623600,14170474.5,-0.0942,-1.6522,22.7237,1.559,904800000,N/A,2909384400,40000000,0,128620000,92.4525,18.4708,8.8287,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-12,5.6093,5.6043,5.6539,5.5547,5.6415,780100,17666416,0.0322,0.5747,22.6463,1.9502,910000000,N/A,2926105000,40000000,0,128620000,92.9838,18.577,8.8794,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-13,5.6415,5.6564,5.944,5.6068,5.7581,1950500,45570179.8,0.1165,2.0659,23.3633,4.8762,928800000,N/A,2986556400,40000000,0,128620000,94.9048,18.9607,9.0628,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-14,5.7581,5.8275,5.9168,5.7779,5.8523,1220700,28825289.3,0.0942,1.6365,23.6137,3.0517,944000000,N/A,3035432000,40000000,0,128620000,96.4579,19.271,9.2112,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-17,5.8523,5.8523,5.8523,5.6787,5.6861,849900,19577941.9,-0.1661,-2.839,23.0356,2.1247,917200000,N/A,2949256600,40000000,0,128620000,93.7195,18.7239,8.9496,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-18,5.6861,5.6837,5.7159,5.6415,5.6737,470600,10757704.8,-0.0124,-0.2181,22.8596,1.1765,915200000,N/A,2942825600,40000000,0,128620000,93.5151,18.6831,8.9301,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-19,5.6737,5.7035,5.7233,5.6316,5.6489,446300,10209825.1,-0.0248,-0.4371,22.8766,1.1158,911200000,N/A,2929963600,40000000,0,128620000,93.1064,18.6015,8.8911,N/A,
000989.SZ,æ≈÷•Ã√,2000-07-20,5.6489,5.6291,5.701,5.5795,5.5944,509900,11520550.6,-0.0546,-0.9658,22.5937,1.2748,902400000,N/A,2901667200,40000000,0,128620000,92.2072,18.4218,8.8052,N/A,
