代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002768.SZ,国恩股份,2015-06-30,N/A,7.6039,8.369,7.6039,8.369,18901,475541.9,N/A,N/A,25.1596,0.0945,503200000,N/A,2012800000,20000000,0,80000000,32.0473,6.2682,2.9479,-675.2709,
002768.SZ,国恩股份,2015-07-01,8.369,9.2072,9.2072,9.2072,9.2072,4500,124560,0.8382,10.0159,27.68,0.0225,553600000,N/A,2214400000,20000000,0,80000000,35.2571,6.896,3.2432,-742.9054,
002768.SZ,国恩股份,2015-07-02,9.2072,10.1286,10.1286,10.1286,10.1286,17400,529830,0.9214,10.0072,30.45,0.087,609000000,N/A,2436000000,20000000,0,80000000,38.7854,7.5861,3.5677,-817.2496,
002768.SZ,国恩股份,2015-07-03,10.1286,11.1431,11.1431,11.1431,11.1431,311505,10435417.5,1.0145,10.0164,33.5,1.5575,670000000,N/A,2680000000,20000000,0,80000000,42.6703,8.346,3.9251,-899.1088,
002768.SZ,国恩股份,2015-07-06,11.1431,12.2574,12.2574,12.2574,12.2574,376705,13881579.3,1.1143,10,36.85,1.8835,737000000,N/A,2948000000,20000000,0,80000000,46.9373,9.1806,4.3176,-989.0196,
002768.SZ,国恩股份,2015-07-07,12.2574,12.2574,12.274,11.0333,11.0333,10828066,374363724.7,-1.2241,-9.9864,34.5735,54.1403,663400000,N/A,2653600000,20000000,0,80000000,42.2499,8.2637,3.8864,-890.2518,
002768.SZ,国恩股份,2015-07-08,11.0333,9.929,9.929,9.929,9.929,667300,19918905,-1.1043,-10.009,29.85,3.3365,597000000,N/A,2388000000,20000000,0,80000000,38.0211,7.4366,3.4974,-801.1462,
002768.SZ,国恩股份,2015-07-09,9.929,8.9378,10.9236,8.9378,10.9236,8582681,260304140.7,0.9946,10.0168,30.329,42.9134,656800000,N/A,2627200000,20000000,0,80000000,41.8296,8.1815,3.8478,-881.395,
002768.SZ,国恩股份,2015-07-10,10.9236,12.0146,12.0146,11.3094,12.0146,2215237,79827605.7,1.091,9.9878,36.0357,11.0762,722400000,N/A,2889600000,20000000,0,80000000,46.0075,8.9987,4.2321,-969.4271,
002768.SZ,国恩股份,2015-07-13,12.0146,13.2154,13.2154,13.2154,13.2154,493411,19603219,1.2008,9.9945,39.73,2.4671,794600000,N/A,3178400000,20000000,0,80000000,50.6057,9.8981,4.655,-1066.3162,
002768.SZ,国恩股份,2015-07-14,13.2154,14.4993,14.5359,13.7842,14.5359,4514812,196239068.8,1.3205,9.9924,43.4656,22.5741,874000000,N/A,3496000000,20000000,0,80000000,55.6624,10.8871,5.1202,-1172.8672,
002768.SZ,国恩股份,2015-07-15,14.5359,14.6357,15.6336,13.0823,13.1056,9525883,400479011,-1.4303,-9.8398,42.0411,47.6294,788000000,N/A,3152000000,20000000,0,80000000,50.1853,9.8158,4.6164,-1057.4592,
002768.SZ,国恩股份,2015-07-16,13.1056,12.6399,13.997,11.795,13.538,6404628,253051100.7,0.4324,3.2995,39.5107,32.0231,814000000,N/A,3256000000,20000000,0,80000000,51.8412,10.1397,4.7687,-1092.35,
