代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
300343.SZ,联创互联,2012-08-01,N/A,4.6527,4.892,4.1901,4.4413,7957549,264477214.2,N/A,N/A,33.236,79.5755,334100000,N/A,1336400000,10000000,0,40000000,26.2564,10.3457,2.9951,50.5619,
300343.SZ,联创互联,2012-08-02,4.4413,4.2273,4.6221,4.1888,4.444,4906791,163411935.1,0.0027,0.0599,33.3032,49.0679,334300000,N/A,1337200000,10000000,0,40000000,26.2721,10.3519,2.9969,50.5921,
300343.SZ,联创互联,2012-08-03,4.444,4.3855,4.759,4.3124,4.6128,4830698,166036702.5,0.1688,3.799,34.3712,48.307,347000000,N/A,1388000000,10000000,0,40000000,27.2702,10.7451,3.1108,52.5141,
300343.SZ,联创互联,2012-08-06,4.6128,4.5849,4.7192,4.5384,4.7192,4022763,139989167.1,0.1063,2.3055,34.7993,40.2276,355000000,N/A,1420000000,10000000,0,40000000,27.8989,10.9929,3.1825,53.7248,
300343.SZ,联创互联,2012-08-07,4.7192,4.6793,4.6793,4.3602,4.3828,4512390,153228405.1,-0.3363,-7.1268,33.9573,45.1239,329700000,N/A,1318800000,10000000,0,40000000,25.9106,10.2094,2.9557,49.896,
300343.SZ,联创互联,2012-08-08,4.3828,4.2552,4.3935,4.2552,4.2885,2380977,77178709.9,-0.0944,-2.1535,32.4147,23.8098,322600000,N/A,1290400000,10000000,0,40000000,25.3526,9.9896,2.892,48.8215,
300343.SZ,联创互联,2012-08-09,4.2885,4.2632,4.4028,4.2632,4.3616,2188937,71621965,0.0731,1.7049,32.72,21.8894,328100000,N/A,1312400000,10000000,0,40000000,25.7849,10.1599,2.9413,49.6538,
300343.SZ,联创互联,2012-08-10,4.3616,4.3509,4.3842,4.1967,4.1967,2214944,71122149,-0.1648,-3.7793,32.1101,22.1494,315700000,N/A,1262800000,10000000,0,40000000,24.8104,9.7759,2.8302,47.7772,
300343.SZ,联创互联,2012-08-13,4.1967,4.1303,4.1409,3.9987,4.0518,1256138,38444197.7,-0.1449,-3.4526,30.6051,12.5614,304800000,N/A,1219200000,10000000,0,40000000,23.9538,9.4384,2.7325,46.1277,
300343.SZ,联创互联,2012-08-14,4.0518,4.0478,4.0917,3.9468,4.0877,1463323,44160241.1,0.0359,0.8858,30.1781,14.6332,307500000,N/A,1230000000,10000000,0,40000000,24.1659,9.522,2.7567,46.5363,
300343.SZ,联创互联,2012-08-15,4.0877,4.0465,4.0625,3.9933,3.9947,770794,23324320.9,-0.0931,-2.2764,30.2601,7.7079,300500000,N/A,1202000000,10000000,0,40000000,23.6158,9.3052,2.6939,45.4769,
300343.SZ,联创互联,2012-08-16,3.9947,3.9774,4.0199,3.9481,3.9535,675617,20190964.4,-0.0412,-1.0316,29.8852,6.7562,297400000,N/A,1189600000,10000000,0,40000000,23.3722,9.2092,2.6661,45.0078,
300343.SZ,联创互联,2012-08-17,3.9535,3.9521,4.0478,3.9309,4.0186,826522,24887817.2,0.0651,1.6476,30.1115,8.2652,302300000,N/A,1209200000,10000000,0,40000000,23.7573,9.361,2.7101,45.7493,
300343.SZ,联创互联,2012-08-20,4.0186,3.992,4.0877,3.9495,4.0585,877260,26700637.9,0.0399,0.9924,30.4364,8.7726,305300000,N/A,1221200000,10000000,0,40000000,23.993,9.4539,2.737,46.2033,
300343.SZ,联创互联,2012-08-21,4.0585,4.0319,4.206,4.0159,4.1342,1558935,48247901.6,0.0758,1.867,30.9493,15.5893,311000000,N/A,1244000000,10000000,0,40000000,24.441,9.6304,2.7881,47.066,
300343.SZ,联创互联,2012-08-22,4.1342,4.1874,4.3124,4.1595,4.1794,2019930,64312804.6,0.0452,1.0932,31.8391,20.1993,314400000,N/A,1257600000,10000000,0,40000000,24.7082,9.7357,2.8185,47.5805,
300343.SZ,联创互联,2012-08-23,4.1794,4.1542,4.1715,4.0944,4.1608,1248847,38836624.2,-0.0186,-0.4453,31.098,12.4885,313000000,N/A,1252000000,10000000,0,40000000,24.5982,9.6923,2.806,47.3686,
300343.SZ,联创互联,2012-08-24,4.1608,4.1489,4.1582,3.9761,3.988,1060495,32491140.5,-0.1728,-4.1534,30.6377,10.605,300000000,N/A,1200000000,10000000,0,40000000,23.5765,9.2897,2.6894,45.4012,
300343.SZ,联创互联,2012-08-27,3.988,3.988,4.0532,3.9481,3.9508,903519,27205484.6,-0.0372,-0.9333,30.1106,9.0352,297200000,N/A,1188800000,10000000,0,40000000,23.3565,9.203,2.6643,44.9775,
300343.SZ,联创互联,2012-08-28,3.9508,3.9202,4.0146,3.8391,3.9774,1465039,42998398.7,0.0266,0.6729,29.3497,14.6504,299200000,N/A,1196800000,10000000,0,40000000,23.5137,9.265,2.6823,45.2802,
300343.SZ,联创互联,2012-08-29,3.9774,3.9481,4.1143,3.8963,4.0345,1444735,43873756.1,0.0572,1.4372,30.368,14.4474,303500000,N/A,1214000000,10000000,0,40000000,23.8516,9.3981,2.7208,45.9309,
300343.SZ,联创互联,2012-08-30,4.0345,4.0332,4.1289,3.8165,3.9109,1547729,46166142.4,-0.1236,-3.0643,29.8283,15.4773,294200000,N/A,1176800000,10000000,0,40000000,23.1207,9.1101,2.6374,44.5235,
300343.SZ,联创互联,2012-08-31,3.9109,3.8697,3.9734,3.8697,3.9481,705918,20818184.3,0.0372,0.9517,29.4909,7.0592,297000000,N/A,1188000000,10000000,0,40000000,23.3408,9.1968,2.6625,44.9472,
300343.SZ,联创互联,2012-09-03,3.9481,3.9083,4.0731,3.9083,4.0665,885103,26781116.6,0.1183,2.9966,30.2576,8.851,305900000,N/A,1223600000,10000000,0,40000000,24.0402,9.4724,2.7423,46.2941,
300343.SZ,联创互联,2012-09-04,4.0665,4.0758,4.1861,4.0279,4.0372,1344581,41572261.1,-0.0292,-0.7192,30.9184,13.4458,303700000,N/A,1214800000,10000000,0,40000000,23.8673,9.4043,2.7226,45.9612,
300343.SZ,联创互联,2012-09-05,4.0372,3.988,4.117,3.988,4.0545,885960,27136982.4,0.0173,0.4281,30.63,8.8596,305000000,N/A,1220000000,10000000,0,40000000,23.9695,9.4446,2.7343,46.1579,
300343.SZ,联创互联,2012-09-06,4.0545,4.0518,4.1502,4.0518,4.1236,884876,27331700.8,0.0691,1.7049,30.8876,8.8488,310200000,N/A,1240800000,10000000,0,40000000,24.3781,9.6056,2.7809,46.9449,
300343.SZ,联创互联,2012-09-07,4.1236,4.1582,4.3057,4.1568,4.2246,1675285,53193474.8,0.101,2.45,31.7519,16.7528,317800000,N/A,1271200000,10000000,0,40000000,24.9754,9.8409,2.849,48.0951,
300343.SZ,联创互联,2012-09-10,4.2246,4.3071,4.3071,4.2246,4.2406,1080914,34577884.6,0.016,0.3776,31.9895,10.8091,319000000,N/A,1276000000,10000000,0,40000000,25.0697,9.8781,2.8598,48.2767,
300343.SZ,联创互联,2012-09-11,4.2406,4.2406,4.3004,4.202,4.2286,1146882,36744352.3,-0.012,-0.2821,32.0385,11.4688,318100000,N/A,1272400000,10000000,0,40000000,24.999,9.8502,2.8517,48.1405,
