╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002227.SZ,╟блья╦,2008-05-06,N/A,12.1992,15.6847,12.1992,13.2255,18625820,516901858,N/A,N/A,27.7519,84.6628,601040000,N/A,2966322274,22000000,0,108576950,53.4674,18.4806,15.8998,329.9411,
002227.SZ,╟блья╦,2008-05-07,13.2255,12.1557,12.5671,11.9039,11.9039,8013018,199194439.3,-1.3216,-9.9927,24.8589,36.4228,540980000,N/A,2669907200.5,22000000,0,108576950,48.1246,16.6339,14.311,296.9712,
002227.SZ,╟блья╦,2008-05-08,11.9039,11.0374,11.3278,10.713,11.0761,6855420,154980573.7,-0.8278,-6.954,22.607,31.161,503360000,N/A,2484240616,22000000,0,108576950,44.778,15.4771,13.3158,276.3196,
002227.SZ,╟блья╦,2008-05-09,11.0761,11.11,11.202,10.1951,10.4177,4590165,101867040.1,-0.6584,-5.9441,22.1925,20.8644,473440000,N/A,2336575964,22000000,0,108576950,42.1164,14.5572,12.5243,259.8951,
002227.SZ,╟блья╦,2008-05-12,10.4177,10.2289,10.7179,10.0256,10.3984,2697979,57594859.5,-0.0194,-0.1859,21.3474,12.2635,472560000,N/A,2332232886,22000000,0,108576950,42.0381,14.5301,12.501,259.412,
002227.SZ,╟блья╦,2008-05-13,10.3984,9.9772,10.35,9.924,10.1563,2579340,54052178.8,-0.242,-2.3277,20.9558,11.7243,461560000,N/A,2277944411,22000000,0,108576950,41.0596,14.1919,12.21,253.3735,
002227.SZ,╟блья╦,2008-05-14,10.1563,10.2193,10.4323,10.166,10.3064,2065995,43898174.6,0.1501,1.4776,21.248,9.3909,468380000,N/A,2311603265.5,22000000,0,108576950,41.6662,14.4016,12.3904,257.1173,
002227.SZ,╟блья╦,2008-05-15,10.3064,10.4323,10.8922,10.35,10.4952,2988405,65717477.4,0.1888,1.8318,21.9908,13.5837,476960000,N/A,2353948276,22000000,0,108576950,42.4295,14.6654,12.6174,261.8273,
002227.SZ,╟блья╦,2008-05-16,10.4952,10.4565,10.5533,9.9627,10.2144,1970525,41423840.6,-0.2808,-2.6753,21.0217,8.9569,464200000,N/A,2290973645,22000000,0,108576950,41.2944,14.2731,12.2799,254.8227,
002227.SZ,╟блья╦,2008-05-19,10.2144,10.074,10.1951,9.8756,10.0208,1129351,23281885.9,-0.1936,-1.8957,20.6153,5.1334,455400000,N/A,2247542865,22000000,0,108576950,40.5116,14.0025,12.0471,249.992,
