´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-15,N/A,9.3437,9.7356,8.5947,8.7409,23078798,1419729978.4,N/A,N/A,61.5166,86.1149,1554400000,N/A,7743000000,26800000,0,133500000,87.6737,21.1658,14.3102,-3082.3506,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-16,8.7409,9.3241,9.5954,9.0619,9.1177,12951593,800521481.9,0.3768,4.3103,61.8087,48.3268,1621400000,N/A,8076750000,26800000,0,133500000,91.4527,22.0781,14.927,-3215.2107,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-17,9.1177,8.5902,8.7364,8.2059,8.5902,10823939,597591878.8,-0.5275,-5.7851,55.2102,40.3878,1527600000,N/A,7609500000,26800000,0,133500000,86.1621,20.8008,14.0635,-3029.2065,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-20,8.5902,8.334,8.5088,7.8668,8.0718,5764787,313671287.6,-0.5184,-6.0351,54.4116,21.5104,1435408000,N/A,7150260000,26800000,0,133500000,80.9621,19.5455,13.2147,-2846.3914,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-21,8.0718,7.912,8.334,7.276,8.1637,8170985,423852968.1,0.0919,1.1389,51.8729,30.4888,1451756000,N/A,7231695000,26800000,0,133500000,81.8842,19.7681,13.3652,-2878.8093,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-27,8.1637,7.8367,8.2812,7.8261,7.8819,5278555,280408240.4,-0.2818,-3.4521,53.1222,19.6961,1401640000,N/A,6982050000,26800000,0,133500000,79.0575,19.0857,12.9039,-2779.4299,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-28,7.8819,7.686,7.8367,7.3861,7.4268,4526376,228541048.6,-0.4551,-5.7744,50.491,16.8895,1320704000,N/A,6578880000,26800000,0,133500000,74.4924,17.9836,12.1587,-2618.9351,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-29,7.4268,7.2459,7.6935,7.2399,7.6438,4015521,198428653.1,0.217,2.9221,49.4154,14.9833,1359296000,N/A,6771120000,26800000,0,133500000,76.6691,18.5091,12.514,-2695.4624,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-09-30,7.6438,7.5548,8.0175,7.4674,7.7839,3171236,163870672.9,0.1402,1.8336,51.6741,11.833,1384220000,N/A,6895275000,26800000,0,133500000,78.0749,18.8485,12.7435,-2744.8865,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-08,7.7839,7.7899,8.0778,7.5398,7.9693,3020219,157474742.3,0.1854,2.3814,52.1402,11.2695,1417184000,N/A,7059480000,26800000,0,133500000,79.9342,19.2973,13.047,-2810.2534,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-11,7.9693,8.1079,8.7665,8.1049,8.6339,4799868,272425467.2,0.6646,8.3396,56.7569,17.91,1535372000,N/A,7648215000,26800000,0,133500000,86.6005,20.9067,14.135,-3044.6184,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-12,8.6339,8.5676,8.7303,8.3641,8.4922,2068639,116939036,-0.1417,-1.6408,56.5295,7.7188,1510180000,N/A,7522725000,26800000,0,133500000,85.1795,20.5636,13.9031,-2994.6631,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-13,8.4922,8.4048,8.4847,8.0944,8.3114,1587946,87093840.7,-0.1808,-2.1295,54.8469,5.9252,1478020000,N/A,7362525000,26800000,0,133500000,83.3656,20.1257,13.607,-2930.8904,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-14,8.3114,8.2436,8.6655,8.1381,8.1682,2226180,123407898,-0.1432,-1.7226,55.4348,8.3066,1452560000,N/A,7235700000,26800000,0,133500000,81.9296,19.779,13.3726,-2880.4036,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-15,8.1682,8.1064,8.2888,7.6408,7.6543,1930196,101435944.8,-0.5139,-6.2915,52.5521,7.2022,1361172000,N/A,6780465000,26800000,0,133500000,76.775,18.5346,12.5313,-2699.1826,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-18,7.6543,7.6558,7.6709,7.1736,7.6543,2238888,109441195.4,0,0,48.8819,8.3541,1361172000,N/A,6780465000,26800000,0,133500000,76.775,18.5346,12.5313,-2699.1826,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-19,7.6543,7.5654,8.0175,7.4599,7.7689,1799872,93657811.4,0.1145,1.4964,52.0358,6.7159,1381540000,N/A,6881925000,26800000,0,133500000,77.9238,18.812,12.7188,-2739.572,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-20,7.7689,7.6106,7.8804,7.5353,7.6814,1386368,70795622.4,-0.0874,-1.1251,51.0655,5.173,1365996000,N/A,6804495000,26800000,0,133500000,77.047,18.6003,12.5757,-2708.7485,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-21,7.6814,7.6814,7.7945,7.5413,7.7432,1474008,75139744.1,0.0618,0.8044,50.9765,5.5,1376984000,N/A,6859230000,26800000,0,133500000,77.6668,18.7499,12.6769,-2730.5376,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-22,7.7432,7.7583,7.8321,7.6875,7.7025,970701,49932491,-0.0407,-0.5255,51.4396,3.622,1369748000,N/A,6823185000,26800000,0,133500000,77.2587,18.6514,12.6103,-2716.1887,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-25,7.7025,7.7025,8.3762,7.686,8.2888,2272348,121812653.9,0.5862,7.611,53.6065,8.4789,1474000000,N/A,7342500000,26800000,0,133500000,83.1389,20.071,13.57,-2922.9187,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-26,8.2888,8.1426,8.2586,8.0055,8.1712,1248603,67274542.4,-0.1176,-1.4182,53.8799,4.659,1453096000,N/A,7238370000,26800000,0,133500000,81.9598,19.7863,13.3776,-2881.4663,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-27,8.1712,8.1712,8.1863,8.0205,8.0703,1158329,62041898.9,-0.101,-1.2357,53.5616,4.3221,1435140000,N/A,7148925000,26800000,0,133500000,80.947,19.5418,13.2123,-2845.8599,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-28,8.0703,8.2436,8.4998,8.2436,8.3476,1545702,85897260.9,0.2773,3.436,55.5717,5.7675,1484452000,N/A,7394565000,26800000,0,133500000,83.7284,20.2133,13.6663,-2943.6448,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-10-29,8.3476,8.3641,8.4772,8.2134,8.337,964445,53410460,-0.0105,-0.1264,55.3795,3.5987,1482576000,N/A,7385220000,26800000,0,133500000,83.6226,20.1878,13.649,-2939.9248,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-01,8.337,8.4395,8.8434,8.3385,8.7605,1774030,101369340.2,0.4235,5.0795,57.1407,6.6195,1557884000,N/A,7760355000,26800000,0,133500000,87.8702,21.2132,14.3423,-3089.2593,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-02,8.7605,8.7635,8.7861,8.4425,8.4922,1984459,113508707,-0.2683,-3.0621,57.1988,7.4047,1510180000,N/A,7522725000,26800000,0,133500000,85.1795,20.5636,13.9031,-2994.6631,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-03,8.4922,8.4515,8.4515,8.2375,8.2767,1061154,58685665.4,-0.2155,-2.5377,55.3036,3.9595,1471856000,N/A,7331820000,26800000,0,133500000,83.0179,20.0418,13.5503,-2918.6672,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-04,8.2767,8.2767,8.9805,8.2767,8.8735,2104457,121828591.1,0.5968,7.2105,57.8907,7.8525,1577984000,N/A,7860480000,26800000,0,133500000,89.0039,21.4869,14.5273,-3129.1174,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-05,8.8735,8.869,9.2804,8.7861,9.1478,2127145,128259115.8,0.2743,3.091,60.2964,7.9371,1626760000,N/A,8103450000,26800000,0,133500000,91.7551,22.1511,14.9764,-3225.8394,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-08,9.1478,9.1327,10.052,8.9428,9.5698,3536107,225795158.6,0.422,4.6129,63.8542,13.1944,1701800000,N/A,8477250000,26800000,0,133500000,95.9876,23.1729,15.6672,-3374.6426,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-09,9.5698,9.5848,9.9465,9.502,9.8124,2014197,130005632.2,0.2426,2.5354,64.5446,7.5157,1744948000,N/A,8692185000,26800000,0,133500000,98.4213,23.7604,16.0644,-3460.2043,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-10,9.8124,9.823,10.1575,9.6632,9.9345,1847317,121808271.8,0.1221,1.244,65.9379,6.893,1766656000,N/A,8800320000,26800000,0,133500000,99.6457,24.056,16.2643,-3503.251,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-11,9.9345,9.841,10.0204,9.722,9.7506,1282981,83941362.6,-0.1839,-1.8507,65.4268,4.7872,1733960000,N/A,8637450000,26800000,0,133500000,97.8015,23.6108,15.9633,-3438.4153,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-12,9.7506,9.7506,9.7506,9.7506,9.7506,N/A,N/A,0,0,N/A,N/A,1733960000,N/A,8637450000,26800000,0,133500000,97.8015,23.6108,15.9633,-3438.4153,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-15,9.7506,9.2307,10.5373,9.0423,10.4861,2106452,136556710.4,0.7354,7.5425,64.8278,7.8599,1864744000,N/A,9288930000,26800000,0,133500000,105.1782,25.3916,17.1673,-3697.7578,
002477.SZ,³ûÓ¥Å©ÄÁ,2010-11-16,10.4861,10.474,10.474,9.4372,9.4372,2607741,170721647.8,-1.0489,-10.0029,65.4673,9.7304,1678216000,N/A,8359770000,26800000,0,133500000,94.6574,22.8517,15.4501,-3327.8757,
