´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300121.SZ,Ñô¹È»ªÌ©,2010-09-17,N/A,7.3221,7.6987,6.2803,6.3577,8598042,276263104.7,N/A,N/A,32.1309,71.6504,364680000,N/A,1823400000,12000000,0,60000000,65.5278,18.5601,6.8281,-2859.5127,
300121.SZ,Ñô¹È»ªÌ©,2010-09-20,6.3577,6.025,6.1506,5.7217,5.7217,3627038,100841650.1,-0.636,-10.0033,27.8028,30.2253,328200000,N/A,1641000000,12000000,0,60000000,58.9728,16.7034,6.1451,-2573.4673,
300121.SZ,Ñô¹È»ªÌ©,2010-09-21,5.7217,5.546,5.615,5.2363,5.2468,3412402,87357240.8,-0.4749,-8.2998,25.5999,28.4367,300960000,N/A,1504800000,12000000,0,60000000,54.0782,15.3171,5.635,-2359.8743,
300121.SZ,Ñô¹È»ªÌ©,2010-09-27,5.2468,5.2594,5.3723,5.2259,5.3033,1574683,39860680.8,0.0565,1.0766,25.3135,13.1224,304200000,N/A,1521000000,12000000,0,60000000,54.6604,15.482,5.6957,-2385.2795,
300121.SZ,Ñô¹È»ªÌ©,2010-09-28,5.3033,5.3347,5.5083,5.2301,5.3117,1662553,42901106,0.0084,0.1578,25.8044,13.8546,304680000,N/A,1523400000,12000000,0,60000000,54.7466,15.5064,5.7047,-2389.0432,
300121.SZ,Ñô¹È»ªÌ©,2010-09-29,5.3117,5.2343,5.2949,5.1025,5.1276,1444365,35763705.6,-0.1841,-3.4659,24.7609,12.0364,294120000,N/A,1470600000,12000000,0,60000000,52.8491,14.969,5.507,-2306.2407,
300121.SZ,Ñô¹È»ªÌ©,2010-09-30,5.1276,5.1297,5.433,5.1276,5.3556,1332739,33971673.9,0.228,4.4472,25.4901,11.1062,307200000,N/A,1536000000,12000000,0,60000000,55.1994,15.6347,5.7519,-2408.803,
300121.SZ,Ñô¹È»ªÌ©,2010-10-08,5.3556,5.4393,5.4978,5.3661,5.4581,1241113,32256137.5,0.1025,1.9141,25.9897,10.3426,313080000,N/A,1565400000,12000000,0,60000000,56.256,15.9339,5.862,-2454.9089,
300121.SZ,Ñô¹È»ªÌ©,2010-10-11,5.4581,5.4414,5.5648,5.4079,5.5167,1338522,35013360.5,0.0586,1.0732,26.1582,11.1544,316440000,N/A,1582200000,12000000,0,60000000,56.8597,16.1049,5.9249,-2481.2554,
300121.SZ,Ñô¹È»ªÌ©,2010-10-12,5.5167,5.4811,5.6861,5.4623,5.5648,1214446,32451123,0.0481,0.8722,26.7209,10.1204,319200000,N/A,1596000000,12000000,0,60000000,57.3556,16.2454,5.9766,-2502.897,
300121.SZ,Ñô¹È»ªÌ©,2010-10-13,5.5648,5.4393,5.523,5.3556,5.4811,1004833,26096325,-0.0837,-1.5038,25.9708,8.3736,314400000,N/A,1572000000,12000000,0,60000000,56.4932,16.0011,5.8867,-2465.2593,
300121.SZ,Ñô¹È»ªÌ©,2010-10-14,5.4811,5.4874,5.5188,5.3409,5.3556,755039,19539434.8,-0.1255,-2.2901,25.8787,6.292,307200000,N/A,1536000000,12000000,0,60000000,55.1994,15.6347,5.7519,-2408.803,
300121.SZ,Ñô¹È»ªÌ©,2010-10-15,5.3556,5.3556,5.3974,5.1987,5.251,780078,19790835.5,-0.1046,-1.9531,25.3703,6.5006,301200000,N/A,1506000000,12000000,0,60000000,54.1213,15.3293,5.6395,-2361.7561,
300121.SZ,Ñô¹È»ªÌ©,2010-10-18,5.251,5.2468,5.2468,4.9999,5.0774,881518,21427347.7,-0.1736,-3.3068,24.3073,7.346,291240000,N/A,1456200000,12000000,0,60000000,52.3316,14.8224,5.4531,-2283.6582,
300121.SZ,Ñô¹È»ªÌ©,2010-10-19,5.0774,5.0815,5.502,5.0627,5.4121,1153033,29473049.8,0.3347,6.5925,25.5613,9.6086,310440000,N/A,1552200000,12000000,0,60000000,55.7816,15.7996,5.8125,-2434.2085,
300121.SZ,Ñô¹È»ªÌ©,2010-10-20,5.4121,5.2824,5.638,5.2824,5.4351,1338483,35269454.8,0.023,0.4252,26.3503,11.154,311760000,N/A,1558800000,12000000,0,60000000,56.0188,15.8667,5.8373,-2444.5588,
300121.SZ,Ñô¹È»ªÌ©,2010-10-21,5.4351,5.4435,5.5104,5.3054,5.4518,596051,15368851,0.0167,0.3079,25.7845,4.9671,312720000,N/A,1563600000,12000000,0,60000000,56.1913,15.9156,5.8552,-2452.0862,
300121.SZ,Ñô¹È»ªÌ©,2010-10-22,5.4518,5.4372,5.6171,5.3765,5.5062,1090701,28791091.7,0.0544,0.9977,26.3969,9.0892,315840000,N/A,1579200000,12000000,0,60000000,56.7519,16.0744,5.9137,-2476.5505,
300121.SZ,Ñô¹È»ªÌ©,2010-10-25,5.5062,5.5334,5.8556,5.5271,5.8117,1677726,45634670,0.3054,5.5471,27.2003,13.981,333360000,N/A,1666800000,12000000,0,60000000,59.9,16.9661,6.2417,-2613.9277,
300121.SZ,Ñô¹È»ªÌ©,2010-10-26,5.8117,5.774,5.774,5.6213,5.6359,1035924,28112130.1,-0.1757,-3.0238,27.1373,8.6327,323280000,N/A,1616400000,12000000,0,60000000,58.0888,16.453,6.053,-2534.8889,
300121.SZ,Ñô¹È»ªÌ©,2010-10-27,5.6359,5.6338,5.7175,5.525,5.5753,807164,21773970.9,-0.0607,-1.0765,26.9759,6.7264,319800000,N/A,1599000000,12000000,0,60000000,57.4635,16.2759,5.9878,-2507.6016,
300121.SZ,Ñô¹È»ªÌ©,2010-10-28,5.5753,5.546,5.6903,5.5292,5.6652,695747,18635293.6,0.09,1.6135,26.7846,5.7979,324960000,N/A,1624800000,12000000,0,60000000,58.3906,16.5385,6.0844,-2548.062,
300121.SZ,Ñô¹È»ªÌ©,2010-10-29,5.6652,5.6652,5.8451,5.6652,5.774,969379,26665035.5,0.1088,1.9202,27.5073,8.0782,331200000,N/A,1656000000,12000000,0,60000000,59.5119,16.8561,6.2012,-2596.9907,
300121.SZ,Ñô¹È»ªÌ©,2010-11-01,5.774,5.8054,5.956,5.8054,5.9163,1157251,32715443.6,0.1423,2.4638,28.27,9.6438,339360000,N/A,1696800000,12000000,0,60000000,60.9781,17.2714,6.354,-2660.9746,
300121.SZ,Ñô¹È»ªÌ©,2010-11-02,5.9163,5.9163,5.9581,5.7824,5.7824,1030032,28752882.8,-0.1339,-2.2631,27.9146,8.5836,331680000,N/A,1658400000,12000000,0,60000000,59.5981,16.8806,6.2102,-2600.7546,
300121.SZ,Ñô¹È»ªÌ©,2010-11-03,5.7824,5.7552,5.7845,5.6799,5.6903,572684,15628005.1,-0.092,-1.5919,27.2891,4.7724,326400000,N/A,1632000000,12000000,0,60000000,58.6494,16.6118,6.1114,-2559.3533,
300121.SZ,Ñô¹È»ªÌ©,2010-11-04,5.6903,5.6736,5.8158,5.6736,5.7531,424277,11642214.4,0.0628,1.1029,27.4401,3.5356,330000000,N/A,1650000000,12000000,0,60000000,59.2963,16.7951,6.1788,-2587.5813,
300121.SZ,Ñô¹È»ªÌ©,2010-11-05,5.7531,5.7949,5.8347,5.6715,5.7322,530353,14474253.4,-0.0209,-0.3636,27.2917,4.4196,328800000,N/A,1644000000,12000000,0,60000000,59.0806,16.734,6.1563,-2578.1721,
300121.SZ,Ñô¹È»ªÌ©,2010-11-08,5.7322,5.7342,5.8974,5.7322,5.8786,944503,26236665.5,0.1464,2.5547,27.7783,7.8709,337200000,N/A,1686000000,12000000,0,60000000,60.59,17.1615,6.3136,-2644.0376,
300121.SZ,Ñô¹È»ªÌ©,2010-11-09,5.8786,5.8849,5.9476,5.8263,5.9476,934446,26303701,0.069,1.1744,28.149,7.787,341160000,N/A,1705800000,12000000,0,60000000,61.3015,17.363,6.3877,-2675.0886,
300121.SZ,Ñô¹È»ªÌ©,2010-11-10,5.9476,6.0062,6.1401,5.9476,6.0564,902938,26097542.9,0.1088,1.8291,28.9029,7.5245,347400000,N/A,1737000000,12000000,0,60000000,62.4228,17.6806,6.5046,-2724.0176,
300121.SZ,Ñô¹È»ªÌ©,2010-11-11,6.0564,6.0188,6.1255,5.9497,5.9497,878059,25379925.6,-0.1067,-1.7617,28.9046,7.3172,341280000,N/A,1706400000,12000000,0,60000000,61.3231,17.3691,6.39,-2676.0295,
300121.SZ,Ñô¹È»ªÌ©,2010-11-12,5.9497,5.8681,5.9372,5.4414,5.5753,1048235,28687217.4,-0.3745,-6.294,27.3672,8.7353,319800000,N/A,1599000000,12000000,0,60000000,57.4635,16.2759,5.9878,-2507.6016,
300121.SZ,Ñô¹È»ªÌ©,2010-11-15,5.5753,5.5899,5.8326,5.5836,5.8221,576231,15765866.5,0.2469,4.4278,27.3603,4.8019,333960000,N/A,1669800000,12000000,0,60000000,60.0078,16.9966,6.2529,-2618.6323,
300121.SZ,Ñô¹È»ªÌ©,2010-11-16,5.8221,5.8347,6.0418,5.6506,5.8598,1284448,36253282,0.0377,0.6468,28.2248,10.7037,336120000,N/A,1680600000,12000000,0,60000000,60.3959,17.1065,6.2934,-2635.5693,
300121.SZ,Ñô¹È»ªÌ©,2010-11-17,5.8598,5.7489,6.1736,5.7196,6.0271,1754534,50522097.4,0.1674,2.8561,28.7952,14.6211,345720000,N/A,1728600000,12000000,0,60000000,62.1209,17.5951,6.4731,-2710.8445,
300121.SZ,Ñô¹È»ªÌ©,2010-11-18,6.0271,6.0481,6.6129,6.046,6.5439,3155855,96446400.9,0.5167,8.5734,30.5611,26.2988,375360000,N/A,1876800000,12000000,0,60000000,67.4468,19.1036,7.0281,-2943.2561,
300121.SZ,Ñô¹È»ªÌ©,2010-11-19,6.5439,6.4644,6.5857,6.2782,6.5857,1810130,55807741.4,0.0418,0.6394,30.8308,15.0844,377760000,N/A,1888800000,12000000,0,60000000,67.878,19.2258,7.073,-2962.075,
300121.SZ,Ñô¹È»ªÌ©,2010-11-22,6.5857,6.4581,6.7572,6.3577,6.4832,1805494,56667569.3,-0.1025,-1.5565,31.3862,15.0458,371880000,N/A,1859400000,12000000,0,60000000,66.8215,18.9265,6.9629,-2915.969,
