¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-05,N/A,2.7283,2.815,2.6586,2.7752,37621658,721371130.7,N/A,N/A,19.1744,75.2433,976000000,N/A,3904000000,50000000,0,200000000,22.8822,6.2559,1.1323,69.8544,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-06,2.7752,2.8861,3.0524,2.8676,2.9714,29813619,620615006.9,0.1962,7.0697,20.8165,59.6272,1045000000,N/A,4180000000,50000000,0,200000000,24.4999,6.6981,1.2123,74.7929,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-07,2.9714,2.9074,3.0453,2.8548,2.9415,25200008,520298575,-0.0299,-1.0048,20.6468,50.4,1034500000,N/A,4138000000,50000000,0,200000000,24.2537,6.6308,1.2001,74.0414,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-10,2.9415,3.014,3.1278,2.9728,2.9927,22447706,480220103.7,0.0512,1.74,21.3928,44.8954,1052500000,N/A,4210000000,50000000,0,200000000,24.6757,6.7462,1.221,75.3297,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-11,2.9927,2.9145,3.0112,2.8846,2.9031,13774452,284372624.1,-0.0896,-2.9929,20.6449,27.5489,1021000000,N/A,4084000000,50000000,0,200000000,23.9372,6.5443,1.1845,73.0751,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-12,2.9031,2.9003,2.933,2.8164,2.8676,11706548,236620195.1,-0.0355,-1.2243,20.2126,23.4131,1008500000,N/A,4034000000,50000000,0,200000000,23.6441,6.4642,1.17,72.1805,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-13,2.8676,2.8548,2.8946,2.7283,2.7325,10352051,204855882.3,-0.1351,-4.71,19.7889,20.7041,961000000,N/A,3844000000,50000000,0,200000000,22.5305,6.1597,1.1149,68.7808,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-14,2.7325,2.7482,2.8008,2.6813,2.7709,9106930,175647307.5,0.0384,1.4048,19.2872,18.2139,974500000,N/A,3898000000,50000000,0,200000000,22.847,6.2462,1.1305,69.747,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-17,2.7709,2.7354,2.7524,2.5704,2.6017,8091010,151610324,-0.1692,-6.1057,18.7381,16.182,915000000,N/A,3660000000,50000000,0,200000000,21.452,5.8649,1.0615,65.4885,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-18,2.6017,2.5719,2.6344,2.5449,2.5761,4564464,83140761.3,-0.0256,-0.9836,18.2148,9.1289,906000000,N/A,3624000000,50000000,0,200000000,21.241,5.8072,1.0511,64.8443,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-19,2.5761,2.5903,2.623,2.5591,2.6017,3324374,60567155,0.0256,0.9934,18.2191,6.6487,915000000,N/A,3660000000,50000000,0,200000000,21.452,5.8649,1.0615,65.4885,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-20,2.6017,2.5875,2.5875,2.4169,2.424,6569627,114656961.3,-0.1777,-6.8306,17.4526,13.1393,852500000,N/A,3410000000,50000000,0,200000000,19.9867,5.4643,0.989,61.0152,
002697.SZ,∫Ï∆Ï¡¨À¯,2012-09-21,2.424,2.4141,2.434,2.3387,2.343,4893554,82185952.4,-0.081,-3.3431,16.7947,9.7871,824000000,N/A,3296000000,50000000,0,200000000,19.3186,5.2816,0.9559,58.9754,
