¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-11,N/A,5.0474,5.2717,4.8298,4.841,14100869,316101961.3,N/A,N/A,22.4172,52.6152,578344000,N/A,2880930000,26800000,0,133500000,44.8823,7.8155,2.0021,252.6248,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-12,4.841,4.5427,4.5427,4.3565,4.3565,5792941,113107274.6,-0.4846,-10.0093,19.525,21.6155,520456000,N/A,2592570000,26800000,0,133500000,40.3899,7.0333,1.8017,227.3389,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-13,4.3565,4.3408,4.4484,4.168,4.4462,4444378,85260514.3,0.0897,2.0597,19.1839,16.5835,531176000,N/A,2645970000,26800000,0,133500000,41.2218,7.1781,1.8388,232.0215,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-14,4.4462,4.3408,4.6189,4.2645,4.509,4221322,83983230.4,0.0628,1.4127,19.895,15.7512,538680000,N/A,2683350000,26800000,0,133500000,41.8042,7.2795,1.8648,235.2993,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-17,4.509,4.3901,4.5202,4.2802,4.2847,2943132,57872012.5,-0.2243,-4.9751,19.6634,10.9818,511880000,N/A,2549850000,26800000,0,133500000,39.7244,6.9174,1.772,223.5928,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-18,4.2847,4.2667,4.3251,4.0402,4.2353,2923803,54136279.4,-0.0494,-1.1518,18.5157,10.9097,505984000,N/A,2520480000,26800000,0,133500000,39.2668,6.8377,1.7516,221.0174,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-19,4.2353,4.1523,4.3744,4.1478,4.2353,2615972,49864836.6,0,0,19.0617,9.7611,505984000,N/A,2520480000,26800000,0,133500000,39.2668,6.8377,1.7516,221.0174,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-20,4.2353,4.1546,4.2308,4.0559,4.0716,2276461,41923144.6,-0.1638,-3.8665,18.4159,8.4943,486420000,N/A,2423025000,26800000,0,133500000,37.7485,6.5733,1.6839,212.4717,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-21,4.0716,3.9706,4.177,3.9482,4.168,2121643,38501491.2,0.0965,2.3691,18.147,7.9166,497944000,N/A,2480430000,26800000,0,133500000,38.6429,6.7291,1.7238,217.5055,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-24,4.168,4.1927,4.4417,4.1546,4.417,3690986,71502099.1,0.249,5.9742,19.3721,13.7723,527692000,N/A,2628615000,26800000,0,133500000,40.9514,7.1311,1.8268,230.4996,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-25,4.417,4.334,4.3632,4.2398,4.2802,2288377,43881315.9,-0.1368,-3.098,19.1757,8.5387,511344000,N/A,2547180000,26800000,0,133500000,39.6828,6.9101,1.7702,223.3587,
002404.SZ,ºŒ–¿Àø≥Ò,2010-05-26,4.2802,4.278,4.3632,4.2622,4.3183,1331507,25597062.2,0.0381,0.891,19.2241,4.9683,515900000,N/A,2569875000,26800000,0,133500000,40.0363,6.9717,1.7859,225.3488,
