´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-10,N/A,4.3915,6.8069,4.3915,6.2579,6967600,154892787,N/A,N/A,22.2304,48.8269,325356000,N/A,1299600000,14270000,0,57000000,127.3731,13.1874,2.035,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-11,6.2579,6.1729,6.5571,6.0466,6.4226,2706400,62866508.8,0.1647,2.6316,23.2288,18.9657,333918000,N/A,1333800000,14270000,0,57000000,130.725,13.5344,2.0885,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-12,6.4226,6.5599,6.7246,6.2854,6.4501,2216900,52615099.7,0.0274,0.4274,23.7336,15.5354,335345000,N/A,1339500000,14270000,0,57000000,131.2837,13.5922,2.0974,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-13,6.4501,6.3677,6.4501,5.9835,6.0384,1012700,23038198.1,-0.4117,-6.383,22.7493,7.0967,313940000,N/A,1254000000,14270000,0,57000000,122.9039,12.7246,1.9636,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-16,6.0384,5.4345,5.4345,5.4345,5.4345,23800,471240,-0.6038,-10,19.8,0.1668,282546000,N/A,1128600000,14270000,0,57000000,110.6135,11.4522,1.7672,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-17,5.4345,4.8911,4.8911,4.8911,4.8911,12000,213840,-0.5435,-10,17.82,0.0841,254291400,N/A,1015740000,14270000,0,57000000,99.5522,10.307,1.5905,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-18,4.8911,4.4025,5.075,4.4025,4.9899,1000500,16624519.9,0.0988,2.0202,16.6162,7.0112,259428600,N/A,1036260000,14270000,0,57000000,101.5633,10.5152,1.6226,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-19,4.9899,4.935,4.935,4.4904,4.4904,612400,10208398,-0.4995,-10.011,16.6695,4.2915,233457200,N/A,932520000,14270000,0,57000000,91.3958,9.4625,1.4602,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-20,4.4904,4.0402,4.2543,4.0402,4.0402,335400,4972188,-0.4501,-10.0244,14.8247,2.3504,210054400,N/A,839040000,14270000,0,57000000,82.2339,8.5139,1.3138,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-23,4.0402,3.6367,4.0073,3.6367,3.656,879000,11909513.9,-0.3843,-9.5109,13.5489,6.1598,190076400,N/A,759240000,14270000,0,57000000,74.4127,7.7042,1.1888,N/A,
000668.SZ,ÈÙ·á¿Ø¹É,1996-12-24,3.656,3.7109,3.8975,3.5105,3.5132,945200,13025217.2,-0.1427,-3.9039,13.7804,6.6237,182656000,N/A,729600000,14270000,0,57000000,71.5077,7.4034,1.1424,N/A,
