¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-15,N/A,6.0626,6.1345,5.6674,5.6751,8906537,1350273978.9,N/A,N/A,151.6048,81.116,1611644400,N/A,8025930400,10980000,0,54680000,153.8349,75.0057,39.0955,400.9673,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-16,5.6751,5.423,5.8325,5.4207,5.5638,3711392,541412837.6,-0.1114,-1.9621,145.8786,33.8014,1580022000,N/A,7868452000,10980000,0,54680000,150.8165,73.534,38.3284,393.0999,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-17,5.5638,5.5097,5.9926,5.505,5.9156,3191199,473793424.1,0.3518,6.3238,148.4688,29.0637,1679940000,N/A,8366040000,10980000,0,54680000,160.3538,78.1842,40.7522,417.9588,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-20,5.9156,5.9814,6.4047,5.935,6.1283,3160065,503637713.2,0.2127,3.5948,159.3757,28.7802,1740330000,N/A,8666780000,10980000,0,54680000,166.1182,80.9947,42.2172,432.9835,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-21,6.1283,6.1708,6.3599,6.0703,6.1859,1885511,304208431.9,0.0576,0.9401,161.34,17.1722,1756690200,N/A,8748253200,10980000,0,54680000,167.6798,81.7561,42.614,437.0538,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-22,6.1859,6.0981,6.3216,5.993,6.2829,1275257,203427451.8,0.097,1.5688,159.5188,11.6144,1784250000,N/A,8885500000,10980000,0,54680000,170.3104,83.0387,43.2826,443.9105,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-23,6.2829,6.2249,6.3023,5.9145,5.9145,1504523,236486174.3,-0.3685,-5.8646,157.1835,13.7024,1679610600,N/A,8364399600,10980000,0,54680000,160.3224,78.1688,40.7442,417.8769,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-24,5.9145,5.8774,5.9852,5.684,5.742,977194,147100649.8,-0.1724,-2.9156,150.5337,8.8998,1630639800,N/A,8120526800,10980000,0,54680000,155.648,75.8897,39.5563,405.6932,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-27,5.742,5.7687,5.9075,5.476,5.5097,1002209,148067048.1,-0.2324,-4.0469,147.7407,9.1276,1564650000,N/A,7791900000,10980000,0,54680000,149.3492,72.8186,37.9555,389.2754,
300146.SZ,Ã¿≥º±∂Ω°,2010-12-28,5.5097,5.4517,5.6748,5.4517,5.6025,703819,101179400.1,0.0928,1.6842,143.7577,6.41,1591002000,N/A,7923132000,10980000,0,54680000,151.8645,74.045,38.5948,395.8316,
