代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002766.SZ,索菱股份,2015-06-11,N/A,9.94,10.84,9.94,10.84,13200,142638,N/A,N/A,10.8059,0.0288,496472000,N/A,1983820822.84,45800000,0,183009301,30.754,3.3799,2.5738,228.5186,
002766.SZ,索菱股份,2015-06-12,10.84,11.92,11.92,11.92,11.92,2500,29800,1.08,9.9631,11.92,0.0055,545936000,N/A,2181470867.92,45800000,0,183009301,33.818,3.7167,2.8302,251.2862,
002766.SZ,索菱股份,2015-06-15,11.92,13.11,13.11,13.11,13.11,5800,76038,1.19,9.9832,13.11,0.0127,600438000,N/A,2399251936.11,45800000,0,183009301,37.1942,4.0877,3.1128,276.3726,
002766.SZ,索菱股份,2015-06-16,13.11,14.42,14.42,14.42,14.42,3400,49028,1.31,9.9924,14.42,0.0074,660436000,N/A,2638994120.42,45800000,0,183009301,40.9107,4.4962,3.4238,303.9888,
002766.SZ,索菱股份,2015-06-17,14.42,15.86,15.86,15.86,15.86,14600,231556,1.44,9.9861,15.86,0.0319,726388000,N/A,2902527513.86,45800000,0,183009301,44.9962,4.9452,3.7657,334.3455,
002766.SZ,索菱股份,2015-06-18,15.86,17.45,17.45,17.45,17.45,6100,106445,1.59,10.0252,17.45,0.0133,799210000,N/A,3193512302.45,45800000,0,183009301,49.5071,5.4409,4.1432,367.8644,
002766.SZ,索菱股份,2015-06-19,17.45,19.2,19.2,19.2,19.2,60750,1166400,1.75,10.0287,19.2,0.1326,879360000,N/A,3513778579.2,45800000,0,183009301,54.472,5.9866,4.5588,404.7562,
002766.SZ,索菱股份,2015-06-23,19.2,21.12,21.12,21.12,21.12,23200,489984,1.92,10,21.12,0.0507,967296000,N/A,3865156437.12,45800000,0,183009301,59.9192,6.5852,5.0146,445.2318,
002766.SZ,索菱股份,2015-06-24,21.12,23.23,23.23,23.23,23.23,11100,257853,2.11,9.9905,23.23,0.0242,1063934000,N/A,4251306062.23,45800000,0,183009301,65.9055,7.2431,5.5156,489.7129,
002766.SZ,索菱股份,2015-06-25,23.23,25.55,25.55,25.55,25.55,13700,350035,2.32,9.9871,25.55,0.0299,1170190000,N/A,4675887640.55,45800000,0,183009301,72.4875,7.9665,6.0665,538.6209,
002766.SZ,索菱股份,2015-06-26,25.55,28.11,28.11,28.11,28.11,601850,16918003.5,2.56,10.0196,28.11,1.3141,1287438000,N/A,5144391451.11,45800000,0,183009301,79.7504,8.7647,6.6743,592.5884,
002766.SZ,索菱股份,2015-06-29,28.11,30.92,30.92,26.33,30.92,25624010,752867720.4,2.81,9.9964,29.3813,55.9476,1416136000,N/A,5658647586.92,45800000,0,183009301,87.7226,9.6409,7.3415,651.8262,
002766.SZ,索菱股份,2015-06-30,30.92,28.3,34.01,28.3,34.01,22282650,700458496.3,3.09,9.9935,31.4352,48.6521,1557658000,N/A,6224146327.01,45800000,0,183009301,96.4892,10.6043,8.0752,716.9666,
002766.SZ,索菱股份,2015-07-01,34.01,34,37.41,32.99,36,19994738,721266321.2,1.99,5.8512,36.0728,43.6566,1648800000,N/A,6588334836,45800000,0,183009301,102.135,11.2248,8.5477,758.9179,
002766.SZ,索菱股份,2015-07-02,36,32.4,35.1,32.4,32.4,15183686,500360922.7,-3.6,-10,32.9539,33.1522,1483920000,N/A,5929501352.4,45800000,0,183009301,91.9215,10.1023,7.6929,683.0261,
002766.SZ,索菱股份,2015-07-03,32.4,29.16,31.58,29.16,29.16,10614365,312882440.2,-3.24,-10,29.4773,23.1755,1335528000,N/A,5336551217.16,45800000,0,183009301,82.7294,9.0921,6.9236,614.7235,
002766.SZ,索菱股份,2015-07-06,29.16,32.08,32.08,26.24,26.24,12890235,379672242.6,-2.92,-10.0137,29.4543,28.1446,1201792000,N/A,4802164058.24,45800000,0,183009301,74.4451,8.1817,6.2303,553.1669,
002766.SZ,索菱股份,2015-07-07,26.24,23.62,24.01,23.62,23.62,2868825,67788541.5,-2.62,-9.9848,23.6294,6.2638,1081796000,N/A,4322679689.62,45800000,0,183009301,67.0119,7.3647,5.6082,497.9345,
002766.SZ,索菱股份,2015-07-08,23.62,21.26,21.26,21.26,21.26,139700,2970022,-2.36,-9.9915,21.26,0.305,973708000,N/A,3890777739.26,45800000,0,183009301,60.3164,6.6289,5.0479,448.1832,
002766.SZ,索菱股份,2015-07-09,21.26,19.13,23.39,19.13,23.39,16099112,338155800,2.13,10.0188,21.0046,35.1509,1071262000,N/A,4280587550.39,45800000,0,183009301,66.3594,7.293,5.5536,493.0858,
002766.SZ,索菱股份,2015-07-10,23.39,25.37,25.73,23.51,25.73,6750833,171758146,2.34,10.0043,25.4425,14.7398,1178434000,N/A,4708829314.73,45800000,0,183009301,72.9982,8.0226,6.1092,542.4155,
002766.SZ,索菱股份,2015-07-13,25.73,27.82,28.3,27.01,28.3,9810354,273320885.1,2.57,9.9883,27.8605,21.42,1296140000,N/A,5179163218.3,45800000,0,183009301,80.2895,8.824,6.7194,596.5938,
002766.SZ,索菱股份,2015-07-14,28.3,29.01,31.13,28.36,31.13,16025797,486334866.2,2.83,10,30.347,34.9908,1425754000,N/A,5697079540.13,45800000,0,183009301,88.3184,9.7064,7.3914,656.2532,
002766.SZ,索菱股份,2015-07-15,31.13,29.35,29.8,28.02,28.02,5697306,162734251.8,-3.11,-9.9904,28.5634,12.4395,1283316000,N/A,5127920614.02,45800000,0,183009301,79.4951,8.7367,6.6529,590.6911,
002766.SZ,索菱股份,2015-07-16,28.02,25.23,28.9,25.22,26.03,11418329,304054158.5,-1.99,-7.1021,26.6286,24.9308,1192174000,N/A,4763732105.03,45800000,0,183009301,73.8493,8.1162,6.1804,548.7398,
