´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002399.SZ,º£ÆÕÈð,2010-05-06,N/A,74.9511,84.8844,74.4996,79.0915,22474978,3979548110.2,N/A,N/A,177.0657,70.0155,5622957000,N/A,70085517000,32100000,0,400100000,86.6262,65.8147,31.5115,246.5623,
002399.SZ,º£ÆÕÈð,2010-05-07,79.0915,78.1117,85.2818,78.0576,80.27,10636545,1922656031.3,1.1784,1.49,180.7595,33.1357,5706738000,N/A,71129778000,32100000,0,400100000,87.9169,66.7954,31.981,250.236,
002399.SZ,º£ÆÕÈð,2010-05-10,80.27,76.7572,76.7662,72.2421,72.2421,1354500,219752402.8,-8.0279,-10.0011,162.2388,4.2196,5136000000,N/A,64016000000,32100000,0,400100000,79.1242,60.1151,28.7826,225.2096,
002399.SZ,º£ÆÕÈð,2010-05-11,72.2421,67.0497,69.0815,65.0179,65.1307,9327819,1370372854.1,-7.1113,-9.8437,146.9125,29.0586,4630425000,N/A,57714425000,32100000,0,400100000,71.3354,54.1975,25.9493,203.0405,
002399.SZ,º£ÆÕÈð,2010-05-12,65.1307,61.8573,63.4285,58.8231,59.699,5437694,731831355.9,-5.4317,-8.3397,134.5849,16.9399,4244262000,N/A,52901222000,32100000,0,400100000,65.3863,49.6776,23.7852,186.1076,
002399.SZ,º£ÆÕÈð,2010-05-13,59.699,58.6922,61.4012,57.3421,61.18,4240265,563617144.7,1.481,2.4807,132.9203,13.2095,4349550000,N/A,54213550000,32100000,0,400100000,67.0083,50.91,24.3752,190.7244,
002399.SZ,º£ÆÕÈð,2010-05-14,61.18,60.0061,63.1576,57.8388,62.3991,4808337,642068883.5,1.2191,1.9926,133.5324,14.9792,4436220000,N/A,55293820000,32100000,0,400100000,68.3435,51.9244,24.8609,194.5248,
002399.SZ,º£ÆÕÈð,2010-05-17,62.3991,60.2725,66.2279,60.0557,62.3088,5053690,712136138,-0.0903,-0.1447,140.9141,15.7436,4429800000,N/A,55213800000,32100000,0,400100000,68.2446,51.8492,24.825,194.2433,
002399.SZ,º£ÆÕÈð,2010-05-18,62.3088,62.7151,63.2028,59.7713,61.4012,3015489,410055126.6,-0.9075,-1.4565,135.983,9.394,4365279000,N/A,54409599000,32100000,0,400100000,67.2506,51.0941,24.4634,191.4141,
002399.SZ,º£ÆÕÈð,2010-05-19,61.4012,60.7285,64.3361,60.4666,62.6248,3162264,440643542.9,1.2236,1.9928,139.3443,9.8513,4452270000,N/A,55493870000,32100000,0,400100000,68.5908,52.1123,24.9509,195.2285,
002399.SZ,º£ÆÕÈð,2010-05-20,62.6248,61.6315,64.169,61.18,61.478,2573502,356134125.8,-1.1468,-1.8313,138.385,8.0171,4370736000,N/A,54477616000,32100000,0,400100000,67.3347,51.1579,24.494,191.6534,
002399.SZ,º£ÆÕÈð,2010-05-21,61.478,59.5997,64.0923,58.7238,63.3066,3699072,505512428.4,1.8286,2.9744,136.6593,11.5236,4500741000,N/A,56098021000,32100000,0,400100000,69.3375,52.6796,25.2225,197.354,
002399.SZ,º£ÆÕÈð,2010-05-24,63.3066,63.3066,63.3066,63.3066,63.3066,N/A,N/A,0,0,N/A,N/A,4500741000,N/A,56098021000,32100000,0,400100000,69.3375,52.6796,25.2225,197.354,
002399.SZ,º£ÆÕÈð,2010-05-25,63.3066,64.1148,65.3339,63.1215,63.1215,4641113,660133639.4,-0.1851,-0.2924,142.2361,14.4583,4487580000,N/A,55933980000,32100000,0,400100000,69.1348,52.5255,25.1488,196.7769,
002399.SZ,º£ÆÕÈð,2010-05-26,63.1215,62.5345,63.1486,60.8188,62.1282,2778918,380717028.6,-0.9933,-1.5737,137.0019,8.6571,4416960000,N/A,55053760000,32100000,0,400100000,68.0468,51.699,24.753,193.6802,
002399.SZ,º£ÆÕÈð,2010-05-27,62.1282,61.4961,64.467,61.0942,64.0381,2601158,364261179.2,1.9099,3.0741,140.0381,8.1033,4552743000,N/A,56746183000,32100000,0,400100000,70.1387,53.2883,25.5139,199.6342,
002399.SZ,º£ÆÕÈð,2010-05-28,64.0381,64.4851,67.4019,64.1148,66.4672,3693422,542317046.6,2.4291,3.7933,146.8332,11.506,4725441000,N/A,58898721000,32100000,0,400100000,72.7992,55.3096,26.4818,207.2069,
002399.SZ,º£ÆÕÈð,2010-05-31,66.4672,65.5958,66.1331,63.2118,63.2344,2243510,321773720.3,-3.2328,-4.8638,143.4242,6.9891,4495605000,N/A,56034005000,32100000,0,400100000,69.2584,52.6195,25.1937,197.1288,
002399.SZ,º£ÆÕÈð,2010-06-01,63.2344,62.3133,63.4376,61.1349,62.3043,1729944,238038285,-0.9301,-1.4709,137.5988,5.3892,4429479000,N/A,55209799000,32100000,0,400100000,68.2397,51.8455,24.8232,194.2292,
002399.SZ,º£ÆÕÈð,2010-06-02,62.3043,61.8618,62.2998,60.8685,62.0379,1143755,155805718.1,-0.2664,-0.4276,136.223,3.5631,4410540000,N/A,54973740000,32100000,0,400100000,67.9479,51.6238,24.717,193.3987,
