¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
000573.SZ,‘¡∫Í‘∂A,1994-08-15,N/A,1.4013,1.4714,1.2472,1.3593,7077000,66317731,N/A,N/A,9.3709,39.3167,174600000,N/A,698400000,18000000,0,72000000,18.4377,2.5005,3.4258,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-16,1.3593,1.3313,1.3845,1.3243,1.3327,6610400,63656122,-0.0266,-1.9588,9.6297,36.7244,171180000,N/A,684720000,18000000,0,72000000,18.0766,2.4515,3.3587,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-17,1.3327,1.3313,1.3621,1.3032,1.3593,4284500,40466825,0.0266,1.9979,9.4449,23.8028,174600000,N/A,698400000,18000000,0,72000000,18.4377,2.5005,3.4258,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-18,1.3593,1.3803,1.5695,1.3593,1.5134,6319900,65058299,0.1541,11.3402,10.2942,35.1106,194400000,N/A,777600000,18000000,0,72000000,20.5286,2.7841,3.8143,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-19,1.5134,1.4434,1.6255,1.4434,1.5162,9703900,106648125,0.0028,0.1852,10.9902,53.9106,194760000,N/A,779040000,18000000,0,72000000,20.5666,2.7892,3.8213,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-22,1.5162,1.4714,1.5485,1.4574,1.4994,7006900,75252351,-0.0168,-1.1091,10.7397,38.9272,192600000,N/A,770400000,18000000,0,72000000,20.3385,2.7583,3.779,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-23,1.4994,1.5274,1.5555,1.4966,1.5555,3559100,38801310,0.0561,3.7383,10.902,19.7728,199800000,N/A,799200000,18000000,0,72000000,21.0988,2.8614,3.9202,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-24,1.5555,1.5835,1.6325,1.5555,1.5961,10703500,121796544,0.0406,2.6126,11.3791,59.4639,205020000,N/A,820080000,18000000,0,72000000,21.6501,2.9362,4.0226,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-25,1.5961,1.5835,1.6087,1.5695,1.5961,2733600,31120660,0,0,11.3845,15.1867,205020000,N/A,820080000,18000000,0,72000000,21.6501,2.9362,4.0226,N/A,
000573.SZ,‘¡∫Í‘∂A,1994-08-26,1.5961,1.6045,1.6396,1.5695,1.5737,2769500,31690229,-0.0224,-1.4047,11.4426,15.3861,202140000,N/A,808560000,18000000,0,72000000,21.3459,2.8949,3.9661,N/A,
