ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,2006-11-20,N/A,0.7357,0.7939,0.7247,0.7265,13360919,276426811.5,N/A,N/A,20.6892,69.5881,380928000,N/A,1864960000,19200000,0,94000000,40.4381,12.4019,1.4422,42.9839,
002081.SZ,Ѕру«тл,2006-11-21,0.7265,0.7551,0.799,0.7551,0.799,4780095,102530467.6,0.0725,9.9798,21.4495,24.8963,418944000,N/A,2051080000,19200000,0,94000000,44.4738,13.6396,1.5861,47.2736,
002081.SZ,Ѕру«тл,2006-11-22,0.799,0.8086,0.8789,0.8009,0.8789,6633027,151703582.2,0.0798,9.9908,22.8709,34.547,460800000,N/A,2256000000,19200000,0,94000000,48.9171,15.0023,1.7446,51.9966,
002081.SZ,Ѕру«тл,2006-11-23,0.8789,0.8712,0.9023,0.8503,0.8961,3713432,88727264.2,0.0172,1.9583,23.8936,19.3408,469824000,N/A,2300180000,19200000,0,94000000,49.875,15.2961,1.7788,53.0149,
002081.SZ,Ѕру«тл,2006-11-24,0.8961,0.8789,0.8972,0.8606,0.8752,1640099,39222195.7,-0.0209,-2.3294,23.9145,8.5422,458880000,N/A,2246600000,19200000,0,94000000,48.7133,14.9398,1.7373,51.78,
002081.SZ,Ѕру«тл,2006-11-27,0.8752,0.8807,0.8899,0.8642,0.8825,1394850,33401280.9,0.0073,0.8368,23.9461,7.2648,462720000,N/A,2265400000,19200000,0,94000000,49.1209,15.0649,1.7519,52.2133,
002081.SZ,Ѕру«тл,2006-11-28,0.8825,0.8712,0.8715,0.8166,0.8368,2439212,55585705,-0.0458,-5.1867,22.7884,12.7042,438720000,N/A,2147900000,19200000,0,94000000,46.5731,14.2835,1.661,49.5051,
002081.SZ,Ѕру«тл,2006-11-29,0.8368,0.8203,0.8496,0.8012,0.8349,1323530,30212193.9,-0.0018,-0.2188,22.827,6.8934,437760000,N/A,2143200000,19200000,0,94000000,46.4712,14.2522,1.6574,49.3968,
002081.SZ,Ѕру«тл,2006-11-30,0.8349,0.8379,0.8598,0.8261,0.8346,1386174,31837557.2,-0.0004,-0.0439,22.9679,7.2197,437568000,N/A,2142260000,19200000,0,94000000,46.4508,14.246,1.6566,49.3751,
002081.SZ,Ѕру«тл,2006-12-01,0.8346,0.8412,0.8712,0.8269,0.8668,1657854,38557818.6,0.0322,3.8613,23.2577,8.6347,454464000,N/A,2224980000,19200000,0,94000000,48.2445,14.7961,1.7206,51.2817,
002081.SZ,Ѕру«тл,2006-12-04,0.8668,0.8624,0.9371,0.8598,0.9045,1930800,47205833.2,0.0377,4.3515,24.4488,10.0563,474240000,N/A,2321800000,19200000,0,94000000,50.3438,15.4399,1.7955,53.5132,
002081.SZ,Ѕру«тл,2006-12-05,0.9045,0.8975,0.9213,0.891,0.8975,1399120,34480366.1,-0.007,-0.7692,24.6443,7.2871,470592000,N/A,2303940000,19200000,0,94000000,49.9566,15.3211,1.7817,53.1016,
002081.SZ,Ѕру«тл,2006-12-06,0.8975,0.8968,0.9005,0.8349,0.8708,1098018,26333666.5,-0.0267,-2.9784,23.9829,5.7188,456576000,N/A,2235320000,19200000,0,94000000,48.4687,14.8648,1.7286,51.52,
002081.SZ,Ѕру«тл,2006-12-07,0.8708,0.8606,0.8862,0.8488,0.8554,624308,14703797.8,-0.0154,-1.7662,23.5522,3.2516,448512000,N/A,2195840000,19200000,0,94000000,47.6126,14.6023,1.6981,50.6101,
002081.SZ,Ѕру«тл,2006-12-08,0.8554,0.8459,0.8477,0.8166,0.8239,780490,17655467.3,-0.0315,-3.6815,22.621,4.0651,432000000,N/A,2115000000,19200000,0,94000000,45.8598,14.0647,1.6356,48.7468,
002081.SZ,Ѕру«тл,2006-12-11,0.8239,0.8239,0.8415,0.8239,0.8415,514328,11691671.1,0.0176,2.1333,22.7319,2.6788,441216000,N/A,2160120000,19200000,0,94000000,46.8381,14.3647,1.6705,49.7868,
002081.SZ,Ѕру«тл,2006-12-12,0.8415,0.8488,0.8488,0.8049,0.8386,742922,16774411.4,-0.0029,-0.3481,22.579,3.8694,439680000,N/A,2152600000,19200000,0,94000000,46.675,14.3147,1.6646,49.6134,
002081.SZ,Ѕру«тл,2006-12-13,0.8386,0.836,0.8719,0.8239,0.8719,837213,19506520.3,0.0333,3.9738,23.2994,4.3605,457152000,N/A,2238140000,19200000,0,94000000,48.5298,14.8836,1.7308,51.585,
002081.SZ,Ѕру«тл,2006-12-14,0.8719,0.8635,0.888,0.8496,0.877,908997,21676563.8,0.0051,0.588,23.8467,4.7344,459840000,N/A,2251300000,19200000,0,94000000,48.8152,14.9711,1.741,51.8883,
002081.SZ,Ѕру«тл,2006-12-15,0.877,0.8606,0.8855,0.8606,0.8789,737500,17645352.7,0.0018,0.2088,23.9259,3.8411,460800000,N/A,2256000000,19200000,0,94000000,48.9171,15.0023,1.7446,51.9966,
002081.SZ,Ѕру«тл,2006-12-18,0.8789,0.8715,0.9155,0.8715,0.9063,1030006,25289955,0.0275,3.125,24.5532,5.3646,475200000,N/A,2326500000,19200000,0,94000000,50.4457,15.4712,1.7991,53.6215,
002081.SZ,Ѕру«тл,2006-12-19,0.9063,0.9056,0.955,0.9056,0.9404,1368448,34985647.7,0.0341,3.7576,25.5659,7.1273,493056000,N/A,2413920000,19200000,0,94000000,52.3413,16.0525,1.8667,55.6364,
002081.SZ,Ѕру«тл,2006-12-20,0.9404,0.9393,0.9594,0.9148,0.9408,725792,18557295.3,0.0004,0.0389,25.5683,3.7802,493248000,N/A,2414860000,19200000,0,94000000,52.3617,16.0588,1.8675,55.6581,
002081.SZ,Ѕру«тл,2006-12-21,0.9408,0.9397,0.9506,0.8972,0.9008,1066299,26715725.3,-0.0399,-4.2429,25.0546,5.5536,472320000,N/A,2312400000,19200000,0,94000000,50.14,15.3774,1.7882,53.2965,
002081.SZ,Ѕру«тл,2006-12-22,0.9008,0.8994,0.8994,0.8781,0.8807,523120,12657090.5,-0.0201,-2.2358,24.1954,2.7246,461760000,N/A,2260700000,19200000,0,94000000,49.019,15.0336,1.7482,52.105,
002081.SZ,Ѕру«тл,2006-12-25,0.8807,0.8935,0.9067,0.8792,0.8851,415183,10149106.5,0.0044,0.499,24.4449,2.1624,464064000,N/A,2271980000,19200000,0,94000000,49.2636,15.1086,1.757,52.3649,
002081.SZ,Ѕру«тл,2006-12-26,0.8851,0.8822,0.8917,0.8532,0.8609,451725,10701315,-0.0242,-2.7307,23.6899,2.3527,451392000,N/A,2209940000,19200000,0,94000000,47.9184,14.696,1.709,50.935,
002081.SZ,Ѕру«тл,2006-12-27,0.8609,0.8562,0.8697,0.8558,0.8591,729600,17161085.7,-0.0018,-0.2127,23.5212,3.8,450432000,N/A,2205240000,19200000,0,94000000,47.8164,14.6648,1.7054,50.8267,
002081.SZ,Ѕру«тл,2006-12-28,0.8591,0.8624,0.8679,0.8419,0.8551,642745,14923966.4,-0.004,-0.4689,23.2191,3.3476,448320000,N/A,2194900000,19200000,0,94000000,47.5922,14.596,1.6974,50.5884,
002081.SZ,Ѕру«тл,2006-12-29,0.8551,0.8624,0.8895,0.8591,0.8789,484940,11675175.5,0.0238,2.7837,24.0755,2.5257,460800000,N/A,2256000000,19200000,0,94000000,48.9171,15.0023,1.7446,51.9966,
002081.SZ,Ѕру«тл,2007-01-04,0.8789,0.8701,0.8884,0.8609,0.8609,478700,11444707.2,-0.0179,-2.0417,23.9079,2.4932,451392000,N/A,2209940000,19200000,0,94000000,33.0021,4.3581,1.2448,7.1564,
002081.SZ,Ѕру«тл,2007-01-05,0.8609,0.8609,0.9411,0.8609,0.9265,818416,20535208.8,0.0655,7.6138,25.0914,4.2626,485760000,N/A,2378200000,19200000,0,94000000,35.5148,4.69,1.3396,7.7012,
002081.SZ,Ѕру«тл,2007-01-08,0.9265,0.9126,0.9521,0.9126,0.9389,582858,14828841.3,0.0125,1.3439,25.4416,3.0357,492288000,N/A,2410160000,19200000,0,94000000,35.992,4.753,1.3576,7.8047,
002081.SZ,Ѕру«тл,2007-01-09,0.9389,0.9415,0.9759,0.9283,0.9426,886215,23184717.3,0.0037,0.39,26.1615,4.6157,494208000,N/A,2419560000,19200000,0,94000000,36.1324,4.7715,1.3629,7.8352,
002081.SZ,Ѕру«тл,2007-01-10,0.9426,0.9426,0.9572,0.9221,0.9521,492803,12660374.3,0.0095,1.0101,25.6905,2.5667,499200000,N/A,2444000000,19200000,0,94000000,36.4974,4.8197,1.3767,7.9143,
002081.SZ,Ѕру«тл,2007-01-11,0.9521,0.9521,1.0136,0.9521,0.9851,835501,22296039.5,0.033,3.4615,26.6858,4.3516,516480000,N/A,2528600000,19200000,0,94000000,37.7608,4.9866,1.4243,8.1883,
002081.SZ,Ѕру«тл,2007-01-12,0.9851,0.9851,0.9851,0.9851,0.9851,N/A,N/A,0,0,N/A,N/A,516480000,N/A,2528600000,19200000,0,94000000,37.7608,4.9866,1.4243,8.1883,
002081.SZ,Ѕру«тл,2007-01-15,0.9851,0.9539,1.0656,0.9155,1.0634,1357576,37897697,0.0784,7.9554,27.9157,7.0707,557568000,N/A,2729760000,19200000,0,94000000,40.7648,5.3833,1.5376,8.8397,
002081.SZ,Ѕру«тл,2007-01-16,1.0634,1.0803,1.1696,1.0803,1.1682,2833464,86534101.6,0.1047,9.8485,30.54,14.7576,612480000,N/A,2998600000,19200000,0,94000000,44.7795,5.9134,1.6891,9.7102,
002081.SZ,Ѕру«тл,2007-01-17,1.1682,1.1846,1.189,1.0839,1.0953,1420938,44696748.8,-0.0729,-6.2382,31.4558,7.4007,574272000,N/A,2811540000,19200000,0,94000000,41.986,5.5445,1.5837,9.1045,
002081.SZ,Ѕру«тл,2007-01-18,1.0953,1.1041,1.151,1.0605,1.1023,1006210,29805594,0.007,0.6352,29.6216,5.2407,577920000,N/A,2829400000,19200000,0,94000000,42.2527,5.5798,1.5938,9.1623,
002081.SZ,Ѕру«тл,2007-01-19,1.1023,1.1088,1.1828,1.1059,1.1572,646458,20220864.2,0.0549,4.9834,31.2795,3.367,606720000,N/A,2970400000,19200000,0,94000000,44.3584,5.8578,1.6732,9.6189,
002081.SZ,Ѕру«тл,2007-01-22,1.1572,1.1938,1.2615,1.1901,1.2235,924531,30718047,0.0663,5.7278,33.2255,4.8153,641472000,N/A,3140540000,19200000,0,94000000,46.8991,6.1933,1.769,10.1699,
002081.SZ,Ѕру«тл,2007-01-23,1.2235,1.2231,1.2297,1.1755,1.2158,1148501,38026990.3,-0.0077,-0.6286,33.1101,5.9818,637440000,N/A,3120800000,19200000,0,94000000,46.6043,6.1544,1.7579,10.1059,
002081.SZ,Ѕру«тл,2007-01-24,1.2158,1.2084,1.2084,1.1623,1.2011,1168889,37739404.1,-0.0146,-1.2048,32.2866,6.088,629760000,N/A,3083200000,19200000,0,94000000,46.0429,6.0803,1.7367,9.9842,
002081.SZ,Ѕру«тл,2007-01-25,1.2011,1.1934,1.1934,1.1209,1.1261,1082009,34524566.1,-0.0751,-6.25,31.9078,5.6355,590400000,N/A,2890500000,19200000,0,94000000,43.1652,5.7003,1.6282,9.3602,
002081.SZ,Ѕру«тл,2007-01-26,1.1261,1.0986,1.1352,1.066,1.1169,850429,25335586.3,-0.0092,-0.813,29.7915,4.4293,585600000,N/A,2867000000,19200000,0,94000000,42.8142,5.6539,1.6149,9.2841,
002081.SZ,Ѕру«тл,2007-01-29,1.1169,1.1206,1.1762,1.1096,1.1718,481348,15021286,0.0549,4.918,31.2067,2.507,614400000,N/A,3008000000,19200000,0,94000000,44.9199,5.932,1.6944,9.7407,
002081.SZ,Ѕру«тл,2007-01-30,1.1718,1.1718,1.2158,1.1652,1.2011,814566,26578011.3,0.0293,2.5,32.6284,4.2425,629760000,N/A,3083200000,19200000,0,94000000,46.0429,6.0803,1.7367,9.9842,
002081.SZ,Ѕру«тл,2007-01-31,1.2011,1.1792,1.2011,1.1019,1.1059,532759,16605935.9,-0.0952,-7.9268,31.1697,2.7748,579840000,N/A,2838800000,19200000,0,94000000,42.3931,5.5983,1.599,9.1928,
002081.SZ,Ѕру«тл,2007-02-01,1.1059,1.0865,1.1297,1.0803,1.1008,420858,12673905.2,-0.0051,-0.4636,30.1144,2.192,577152000,N/A,2825640000,19200000,0,94000000,42.1966,5.5723,1.5916,9.1501,
002081.SZ,Ѕру«тл,2007-02-02,1.1008,1.1023,1.1066,1.051,1.0546,814031,23992919.3,-0.0461,-4.1916,29.4742,4.2397,552960000,N/A,2707200000,19200000,0,94000000,40.4279,5.3388,1.5249,8.7666,
002081.SZ,Ѕру«тл,2007-02-05,1.0546,1.0568,1.1052,1.0568,1.0766,262717,7840128.6,0.022,2.0833,29.8425,1.3683,564480000,N/A,2763600000,19200000,0,94000000,41.2701,5.45,1.5567,8.9492,
002081.SZ,Ѕру«тл,2007-02-06,1.0766,1.0664,1.1239,1.0664,1.1239,249314,7457228.1,0.0472,4.3878,29.911,1.2985,589248000,N/A,2884860000,19200000,0,94000000,43.0809,5.6891,1.625,9.3419,
002081.SZ,Ѕру«тл,2007-02-07,1.1239,1.1286,1.1304,1.0861,1.1059,927176,27877896.5,-0.0179,-1.5966,30.0675,4.829,579840000,N/A,2838800000,19200000,0,94000000,42.3931,5.5983,1.599,9.1928,
002081.SZ,Ѕру«тл,2007-02-08,1.1059,1.1081,1.2011,1.0839,1.2011,794329,24483193.3,0.0952,8.6093,30.8225,4.1371,629760000,N/A,3083200000,19200000,0,94000000,46.0429,6.0803,1.7367,9.9842,
002081.SZ,Ѕру«тл,2007-02-09,1.2011,1.1718,1.1828,1.1279,1.1722,679028,21654837.4,-0.0289,-2.4085,31.8909,3.5366,614592000,N/A,3008940000,19200000,0,94000000,44.9339,5.9338,1.6949,9.7437,
002081.SZ,Ѕру«тл,2007-02-12,1.1722,1.1678,1.215,1.1678,1.1967,756517,24848118,0.0245,2.0931,32.8454,3.9402,627456000,N/A,3071920000,19200000,0,94000000,45.8744,6.058,1.7304,9.9477,
002081.SZ,Ѕру«тл,2007-02-13,1.1967,1.1967,1.2044,1.1535,1.1682,413331,13188270.7,-0.0286,-2.3868,31.9073,2.1528,612480000,N/A,2998600000,19200000,0,94000000,44.7795,5.9134,1.6891,9.7102,
002081.SZ,Ѕру«тл,2007-02-14,1.1682,1.1901,1.1967,1.1396,1.1755,749942,23678901.6,0.0073,0.627,31.5743,3.9059,616320000,N/A,3017400000,19200000,0,94000000,45.0602,5.9505,1.6996,9.7711,
002081.SZ,Ѕру«тл,2007-02-15,1.1755,1.1759,1.2147,1.1649,1.2114,831720,27112041.7,0.0359,3.053,32.5976,4.3319,635136000,N/A,3109520000,19200000,0,94000000,46.4359,6.1322,1.7515,10.0694,
002081.SZ,Ѕру«тл,2007-02-16,1.2114,1.2268,1.2396,1.1905,1.2084,499653,16498467.2,-0.0029,-0.2418,33.0199,2.6024,633600000,N/A,3102000000,19200000,0,94000000,46.3236,6.1173,1.7473,10.0451,
002081.SZ,Ѕру«тл,2007-02-26,1.2084,1.2011,1.2084,1.1704,1.1711,1644580,53171573.8,-0.0374,-3.0909,32.3314,6.8524,767520000,N/A,3006120000,24000000,0,94000000,44.8918,5.9283,1.6933,9.7346,
002081.SZ,Ѕру«тл,2007-02-27,1.1711,1.1715,1.1806,1.0539,1.062,1583850,48698677.9,-0.1091,-9.3183,30.747,6.5994,696000000,N/A,2726000000,24000000,0,94000000,40.7086,5.3758,1.5355,8.8275,
002081.SZ,Ѕру«тл,2007-02-28,1.062,1.0605,1.0913,1.0459,1.0858,751197,21856152.4,0.0238,2.2414,29.0951,3.13,711600000,N/A,2787100000,24000000,0,94000000,41.6211,5.4963,1.5699,9.0253,
002081.SZ,Ѕру«тл,2007-03-01,1.0858,1.0799,1.0799,1.0257,1.0437,440342,12615284.8,-0.0421,-3.8786,28.6488,1.8348,684000000,N/A,2679000000,24000000,0,94000000,40.0067,5.2832,1.509,8.6753,
002081.SZ,Ѕру«тл,2007-03-02,1.0437,1.0437,1.0949,1.0363,1.0803,482023,14085668.9,0.0366,3.5088,29.222,2.0084,708000000,N/A,2773000000,24000000,0,94000000,41.4105,5.4685,1.562,8.9797,
002081.SZ,Ѕру«тл,2007-03-05,1.0803,1.073,1.0971,1.0437,1.0678,302002,8869737.9,-0.0125,-1.1525,29.3698,1.2583,699840000,N/A,2741040000,24000000,0,94000000,40.9332,5.4055,1.544,8.8762,
002081.SZ,Ѕру«тл,2007-03-06,1.0678,1.0546,1.0693,1.0367,1.0612,358470,10307027.4,-0.0066,-0.6173,28.7528,1.4936,695520000,N/A,2724120000,24000000,0,94000000,40.6805,5.3721,1.5344,8.8214,
002081.SZ,Ѕру«тл,2007-03-07,1.0612,1.0656,1.0949,1.0528,1.0913,407227,11973807.5,0.03,2.8295,29.4033,1.6968,715200000,N/A,2801200000,24000000,0,94000000,41.8316,5.5241,1.5779,9.071,
002081.SZ,Ѕру«тл,2007-03-08,1.0913,1.0913,1.0949,1.073,1.0909,287451,8493577.2,-0.0004,-0.0336,29.5479,1.1977,714960000,N/A,2800260000,24000000,0,94000000,41.8176,5.5223,1.5773,9.068,
002081.SZ,Ѕру«тл,2007-03-09,1.0909,1.0942,1.1143,1.0858,1.0986,433588,13025138.3,0.0077,0.7049,30.0404,1.8066,720000000,N/A,2820000000,24000000,0,94000000,42.1124,5.5612,1.5885,9.1319,
002081.SZ,Ѕру«тл,2007-03-12,1.0986,1.1041,1.1132,1.0913,1.1055,448003,13473785,0.007,0.6333,30.0752,1.8667,724560000,N/A,2837860000,24000000,0,94000000,42.3791,5.5964,1.5985,9.1897,
002081.SZ,Ѕру«тл,2007-03-13,1.1055,1.081,1.1052,1.081,1.0949,763470,22855902.8,-0.0106,-0.9606,29.9369,3.1811,717600000,N/A,2810600000,24000000,0,94000000,41.972,5.5427,1.5832,9.1014,
002081.SZ,Ѕру«тл,2007-03-14,1.0949,1.0942,1.1601,1.0832,1.1455,736081,22639945.6,0.0505,4.6154,30.7574,3.067,750720000,N/A,2940320000,24000000,0,94000000,43.9092,5.7985,1.6562,9.5215,
002081.SZ,Ѕру«тл,2007-03-15,1.1455,1.1352,1.1682,1.1264,1.1638,727576,22772253.5,0.0183,1.5985,31.2988,3.0316,762720000,N/A,2987320000,24000000,0,94000000,44.611,5.8912,1.6827,9.6737,
002081.SZ,Ѕру«тл,2007-03-16,1.1638,1.1645,1.1718,1.1517,1.1605,656236,20811661.7,-0.0033,-0.2832,31.7137,2.7343,760560000,N/A,2978860000,24000000,0,94000000,44.4847,5.8745,1.6779,9.6463,
002081.SZ,Ѕру«тл,2007-03-19,1.1605,1.1352,1.1975,1.1066,1.1748,475000,15220661.1,0.0143,1.2307,32.0435,1.9792,769920000,N/A,3015520000,24000000,0,94000000,45.0322,5.9468,1.6986,9.765,
002081.SZ,Ѕру«тл,2007-03-20,1.1748,1.1865,1.1865,1.1352,1.1718,434567,13721774.7,-0.0029,-0.2494,31.5757,1.8107,768000000,N/A,3008000000,24000000,0,94000000,44.9199,5.932,1.6944,9.7407,
002081.SZ,Ѕру«тл,2007-03-21,1.1718,1.1605,1.1718,1.1462,1.1682,386463,12238350.4,-0.0037,-0.3125,31.6676,1.6103,765600000,N/A,2998600000,24000000,0,94000000,44.7795,5.9134,1.6891,9.7102,
002081.SZ,Ѕру«тл,2007-03-22,1.1682,1.1678,1.1964,1.1535,1.1715,471144,15065657.1,0.0033,0.2821,31.9768,1.9631,767760000,N/A,3007060000,24000000,0,94000000,44.9058,5.9301,1.6938,9.7376,
002081.SZ,Ѕру«тл,2007-03-23,1.1715,1.1572,1.1682,1.1315,1.1572,423291,13296530.2,-0.0143,-1.2191,31.4123,1.7637,758400000,N/A,2970400000,24000000,0,94000000,44.3584,5.8578,1.6732,9.6189,
002081.SZ,Ѕру«тл,2007-03-26,1.1572,1.1535,1.1649,1.1462,1.1575,449855,14206481.9,0.0004,0.0316,31.5801,1.8744,758640000,N/A,2971340000,24000000,0,94000000,44.3724,5.8597,1.6737,9.622,
002081.SZ,Ѕру«тл,2007-03-27,1.1575,1.1535,1.2117,1.1535,1.2077,836752,27486314.1,0.0502,4.3341,32.8488,3.4865,791520000,N/A,3100120000,24000000,0,94000000,46.2955,6.1136,1.7462,10.039,
002081.SZ,Ѕру«тл,2007-03-28,1.2077,1.3183,1.3286,1.2681,1.3286,1736472,62827293,0.1208,10.0061,36.181,7.2353,870720000,N/A,3410320000,24000000,0,94000000,50.9279,6.7254,1.921,11.0435,
002081.SZ,Ѕру«тл,2007-03-29,1.3286,1.311,1.311,1.2077,1.2271,1807412,61451000.9,-0.1014,-7.6351,33.9994,7.5309,804240000,N/A,3149940000,24000000,0,94000000,47.0395,6.2119,1.7743,10.2003,
002081.SZ,Ѕру«тл,2007-03-30,1.2271,1.2246,1.311,1.2084,1.2769,1237540,42848711.9,0.0498,4.0585,34.6241,5.1564,836880000,N/A,3277780000,24000000,0,94000000,48.9486,6.464,1.8463,10.6143,
002081.SZ,Ѕру«тл,2007-04-02,1.2769,1.2769,1.3842,1.2451,1.3183,1777144,64461915.7,0.0414,3.2406,36.2728,7.4048,864000000,N/A,3384000000,24000000,0,94000000,50.5348,6.6735,1.9061,10.9583,
002081.SZ,Ѕру«тл,2007-04-03,1.3183,1.3176,1.3187,1.2817,1.2949,711351,25314629.2,-0.0234,-1.7778,35.5867,2.964,848640000,N/A,3323840000,24000000,0,94000000,49.6364,6.5548,1.8723,10.7634,
002081.SZ,Ѕру«тл,2007-04-04,1.2949,1.2817,1.3037,1.2528,1.2597,713139,24792093.6,-0.0352,-2.7149,34.7647,2.9714,825600000,N/A,3233600000,24000000,0,94000000,48.2888,6.3769,1.8214,10.4712,
002081.SZ,Ѕру«тл,2007-04-05,1.2597,1.2597,1.2872,1.2524,1.2817,253445,8794677.4,0.022,1.7442,34.7005,1.056,840000000,N/A,3290000000,24000000,0,94000000,49.1311,6.4881,1.8532,10.6539,
002081.SZ,Ѕру«тл,2007-04-06,1.2817,1.2601,1.2817,1.2528,1.2736,435060,15039490.5,-0.0081,-0.6286,34.5688,1.8128,834720000,N/A,3269320000,24000000,0,94000000,48.8223,6.4473,1.8415,10.5869,
002081.SZ,Ѕру«тл,2007-04-09,1.2736,1.2744,1.2817,1.2506,1.2744,796273,27504208.2,0.0007,0.0575,34.5412,3.3178,835200000,N/A,3271200000,24000000,0,94000000,48.8503,6.451,1.8426,10.593,
002081.SZ,Ѕру«тл,2007-04-10,1.2744,1.2744,1.2886,1.2502,1.263,620701,21313665.4,-0.0114,-0.8908,34.3381,2.5863,827760000,N/A,3242060000,24000000,0,94000000,48.4152,6.3936,1.8262,10.4986,
002081.SZ,Ѕру«тл,2007-04-11,1.263,1.2645,1.274,1.2271,1.2414,870741,29680195.3,-0.0216,-1.7106,34.0861,3.6281,813600000,N/A,3186600000,24000000,0,94000000,47.587,6.2842,1.795,10.319,
002081.SZ,Ѕру«тл,2007-04-12,1.2414,1.2425,1.3366,1.2425,1.3183,1675437,58847627.8,0.0769,6.1947,35.1237,6.981,864000000,N/A,3384000000,24000000,0,94000000,50.5348,6.6735,1.9061,10.9583,
002081.SZ,Ѕру«тл,2007-04-13,1.3183,1.3183,1.3256,1.2835,1.2861,961293,34280157.7,-0.0322,-2.4444,35.6605,4.0054,842880000,N/A,3301280000,24000000,0,94000000,49.2995,6.5103,1.8596,10.6904,
002081.SZ,Ѕру«тл,2007-04-16,1.2861,1.2934,1.3179,1.293,1.3029,660819,23506991.5,0.0168,1.3098,35.5725,2.7534,853920000,N/A,3344520000,24000000,0,94000000,49.9453,6.5956,1.8839,10.8304,
002081.SZ,Ѕру«тл,2007-04-17,1.3029,1.3029,1.3168,1.2615,1.2718,1136200,39840424,-0.0311,-2.389,35.0646,4.7342,833520000,N/A,3264620000,24000000,0,94000000,48.7521,6.438,1.8389,10.5717,
002081.SZ,Ѕру«тл,2007-04-18,1.2718,1.2718,1.2718,1.2718,1.2718,N/A,N/A,0,0,N/A,N/A,833520000,N/A,3264620000,24000000,0,94000000,48.7521,6.438,1.8389,10.5717,
002081.SZ,Ѕру«тл,2007-04-19,1.2718,1.2817,1.2817,1.2377,1.267,1207756,41151992.3,-0.0048,-0.3743,34.0731,5.0323,830400000,N/A,3252400000,24000000,0,94000000,48.5696,6.4139,1.832,10.5321,
002081.SZ,Ѕру«тл,2007-04-20,1.267,1.267,1.3344,1.2637,1.3253,1231221,44340322.2,0.0582,4.5954,36.0133,5.1301,868560000,N/A,3401860000,24000000,0,94000000,50.8015,6.7087,1.9162,11.0161,
002081.SZ,Ѕру«тл,2007-04-23,1.3253,1.3322,1.363,1.311,1.3436,893114,32689626.2,0.0183,1.3816,36.6019,3.7213,880560000,N/A,3448860000,24000000,0,94000000,51.5034,6.8014,1.9427,11.1683,
002081.SZ,Ѕру«тл,2007-04-24,1.3436,1.3586,1.3622,1.311,1.3359,653872,23837957.7,-0.0077,-0.5724,36.4566,2.7245,875520000,N/A,3429120000,24000000,0,94000000,51.2086,6.7624,1.9316,11.1044,
002081.SZ,Ѕру«тл,2007-04-25,1.3359,1.3143,1.333,1.2597,1.3249,858686,30413310.9,-0.011,-0.8224,35.4184,3.5779,868320000,N/A,3400920000,24000000,0,94000000,50.7875,6.7068,1.9157,11.013,
002081.SZ,Ѕру«тл,2007-04-26,1.3249,1.3183,1.3256,1.2927,1.3,408449,14557392.6,-0.0249,-1.8795,35.6407,1.7019,852000000,N/A,3337000000,24000000,0,94000000,49.833,6.5808,1.8797,10.8061,
002081.SZ,Ѕру«тл,2007-04-27,1.3,1.3183,1.3183,1.2656,1.2689,352107,12347238.7,-0.0311,-2.3944,35.0667,1.4671,831600000,N/A,3257100000,24000000,0,94000000,48.6398,6.4232,1.8347,10.5473,
002081.SZ,Ѕру«тл,2007-04-30,1.2689,1.2623,1.2853,1.2454,1.2608,512256,17689652.8,-0.0081,-0.6349,34.5328,2.1344,826320000,N/A,3236420000,24000000,0,94000000,48.331,6.3824,1.823,10.4804,
002081.SZ,Ѕру«тл,2007-05-08,1.2608,1.2894,1.3055,1.2637,1.2817,732964,25816758.7,0.0209,1.6555,35.2224,3.054,840000000,N/A,3290000000,24000000,0,94000000,49.1311,6.4881,1.8532,10.6539,
002081.SZ,Ѕру«тл,2007-05-09,1.2817,1.2674,1.2821,1.2436,1.2597,920009,31579656.8,-0.022,-1.7143,34.3254,3.8334,825600000,N/A,3233600000,24000000,0,94000000,48.2888,6.3769,1.8214,10.4712,
002081.SZ,Ѕру«тл,2007-05-10,1.2597,1.2568,1.3,1.2451,1.2689,780567,26874416.8,0.0092,0.7267,34.4294,3.2524,831600000,N/A,3257100000,24000000,0,94000000,48.6398,6.4232,1.8347,10.5473,
002081.SZ,Ѕру«тл,2007-05-11,1.2689,1.2487,1.2626,1.2268,1.2528,345225,11752683.7,-0.0161,-1.2698,34.0435,1.4384,821040000,N/A,3215740000,24000000,0,94000000,48.0221,6.3416,1.8114,10.4134,
002081.SZ,Ѕру«тл,2007-05-14,1.2528,1.2451,1.2667,1.2326,1.2652,556869,18964185.4,0.0125,0.9939,34.055,2.3203,829200000,N/A,3247700000,24000000,0,94000000,48.4994,6.4047,1.8294,10.5169,
