ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,2008-03-24,1.7021,1.7021,1.7021,1.5769,1.5769,211700,9245719.8,-0.1252,-7.3577,43.6737,0.7698,1177275000,N/A,4024140000,27500000,0,94000000,44.5062,6.9538,1.1619,-90.5545,
002081.SZ,Ѕру«тл,2008-03-25,1.5769,1.5795,1.6207,1.5316,1.5655,131430,5609935.6,-0.0114,-0.7241,42.6838,0.4779,1168750000,N/A,3995000000,27500000,0,94000000,44.1839,6.9034,1.1535,-89.8988,
002081.SZ,Ѕру«тл,2008-03-26,1.5655,1.6023,1.6023,1.5529,1.5577,170884,7318099.3,-0.0077,-0.4941,42.825,0.6214,1162975000,N/A,3975260000,27500000,0,94000000,43.9656,6.8693,1.1478,-89.4546,
002081.SZ,Ѕру«тл,2008-03-27,1.5577,1.5286,1.5507,1.4122,1.5102,235971,9481821.6,-0.0475,-3.0504,40.1821,0.8581,1127500000,N/A,3854000000,27500000,0,94000000,42.6245,6.6598,1.1128,-86.7259,
002081.SZ,Ѕру«тл,2008-03-28,1.5102,1.469,1.5345,1.4406,1.5283,110632,4551491.9,0.018,1.1951,41.1408,0.4023,1140975000,N/A,3900060000,27500000,0,94000000,43.1339,6.7393,1.1261,-87.7624,
002081.SZ,Ѕру«тл,2008-03-31,1.5283,1.5102,1.5106,1.455,1.455,336350,13582327.9,-0.0733,-4.7963,40.3815,1.2231,1086250000,N/A,3713000000,27500000,0,94000000,41.065,6.4161,1.0721,-83.553,
002081.SZ,Ѕру«тл,2008-04-01,1.455,1.4586,1.4586,1.3463,1.3691,162300,6211053,-0.0858,-5.8987,38.269,0.5902,1022175000,N/A,3493980000,27500000,0,94000000,38.6427,6.0376,1.0088,-78.6244,
002081.SZ,Ѕру«тл,2008-04-02,1.3691,1.3923,1.4284,1.3076,1.319,314364,11773474.7,-0.0501,-3.6589,37.4517,1.1431,984775000,N/A,3366140000,27500000,0,94000000,37.2288,5.8167,0.9719,-75.7477,
002081.SZ,Ѕру«тл,2008-04-03,1.319,1.3224,1.4178,1.3224,1.4144,608483,22446343.2,0.0954,7.2326,36.889,2.2127,1056000000,N/A,3609600000,27500000,0,94000000,39.9215,6.2374,1.0422,-81.2262,
002081.SZ,Ѕру«тл,2008-04-07,1.4144,1.3879,1.49,1.3879,1.4807,382746,15198027.5,0.0663,4.6875,39.7079,1.3918,1105500000,N/A,3778800000,27500000,0,94000000,41.7928,6.5298,1.0911,-85.0337,
002081.SZ,Ѕру«тл,2008-04-08,1.4807,1.4365,1.4988,1.4365,1.4789,97840,3907277.5,-0.0018,-0.1244,39.9354,0.3558,1104125000,N/A,3774100000,27500000,0,94000000,41.7408,6.5217,1.0897,-84.9279,
002081.SZ,Ѕру«тл,2008-04-09,1.4789,1.4697,1.4914,1.4038,1.42,140100,5549537,-0.0589,-3.9851,39.6113,0.5095,1060125000,N/A,3623700000,27500000,0,94000000,40.0774,6.2618,1.0463,-81.5435,
002081.SZ,Ѕру«тл,2008-04-10,1.42,1.4108,1.4362,1.385,1.4347,54261,2092245.6,0.0147,1.0376,38.5589,0.1973,1071125000,N/A,3661300000,27500000,0,94000000,40.4933,6.3268,1.0572,-82.3896,
002081.SZ,Ѕру«тл,2008-04-11,1.4347,1.4439,1.4877,1.4347,1.4586,44200,1764676,0.0239,1.6688,39.9248,0.1607,1089000000,N/A,3722400000,27500000,0,94000000,41.169,6.4323,1.0748,-83.7645,
002081.SZ,Ѕру«тл,2008-04-14,1.4586,1.4546,1.4642,1.3868,1.3997,63330,2415987.8,-0.0589,-4.0404,38.1492,0.2303,1045000000,N/A,3572000000,27500000,0,94000000,39.5056,6.1725,1.0314,-80.3801,
002081.SZ,Ѕру«тл,2008-04-15,1.3997,1.3997,1.4487,1.3813,1.4277,109083,4156313.2,0.028,2,38.1023,0.3967,1065900000,N/A,3643440000,27500000,0,94000000,40.2957,6.2959,1.052,-81.9877,
002081.SZ,Ѕру«тл,2008-04-16,1.4277,1.4181,1.4535,1.4045,1.4111,45225,1746217.4,-0.0166,-1.161,38.6118,0.1645,1053525000,N/A,3601140000,27500000,0,94000000,39.8279,6.2228,1.0398,-81.0358,
002081.SZ,Ѕру«тл,2008-04-17,1.4111,1.4273,1.4292,1.2896,1.3187,281619,10303174.3,-0.0925,-6.5518,36.5855,1.0241,984500000,N/A,3365200000,27500000,0,94000000,37.2184,5.8151,0.9717,-75.7265,
002081.SZ,Ѕру«тл,2008-04-18,1.3187,1.3187,1.3187,1.3187,1.3187,N/A,N/A,0,0,N/A,N/A,984500000,N/A,3365200000,27500000,0,94000000,37.2184,5.8151,0.9717,-75.7265,
002081.SZ,Ѕру«тл,2008-04-21,1.3187,1.3474,1.3997,1.291,1.3039,137298,5005838.8,-0.0147,-1.1173,36.4597,0.4993,973500000,N/A,3327600000,27500000,0,94000000,36.8026,5.7501,0.9608,-74.8804,
002081.SZ,Ѕру«тл,2008-04-22,1.3039,1.2885,1.3213,1.2343,1.2524,178199,6067113.1,-0.0516,-3.9548,34.0468,0.648,935000000,N/A,3196000000,27500000,0,94000000,35.3471,5.5227,0.9228,-71.919,
002081.SZ,Ѕру«тл,2008-04-23,1.2524,1.2487,1.3279,1.2395,1.326,73503,2572329.8,0.0737,5.8824,34.9963,0.2673,990000000,N/A,3384000000,27500000,0,94000000,37.4264,5.8476,0.9771,-76.1496,
002081.SZ,Ѕру«тл,2008-04-24,1.326,1.4365,1.4586,1.4063,1.4583,478456,18733669.2,0.1322,9.9722,39.1544,1.7398,1088725000,N/A,3721460000,27500000,0,94000000,41.1586,6.4307,1.0745,-83.7433,
002081.SZ,Ѕру«тл,2008-04-25,1.4583,1.455,1.5058,1.4218,1.4679,383915,15320790.5,0.0096,0.6567,39.9067,1.3961,1095875000,N/A,3745900000,27500000,0,94000000,41.4289,6.473,1.0816,-84.2933,
002081.SZ,Ѕру«тл,2008-04-28,1.4679,1.4292,1.4833,1.4292,1.4388,187632,7411088.4,-0.0291,-1.9824,39.498,0.6823,1074150000,N/A,3671640000,27500000,0,94000000,40.6076,6.3446,1.0601,-82.6223,
002081.SZ,Ѕру«тл,2008-04-29,1.4388,1.4653,1.4918,1.4388,1.4734,197242,7893627.4,0.0346,2.4066,40.02,0.7172,1100000000,N/A,3760000000,27500000,0,94000000,41.5849,6.4973,1.0857,-84.6106,
002081.SZ,Ѕру«тл,2008-04-30,1.4734,1.4734,1.5905,1.4734,1.5839,291046,12265170.7,0.1105,7.5,42.1417,1.0583,1182500000,N/A,4042000000,27500000,0,94000000,44.7037,6.9846,1.1671,-90.9564,
002081.SZ,Ѕру«тл,2008-05-05,1.5839,1.5912,1.7309,1.5912,1.676,369055,16763698,0.0921,5.814,45.4233,1.342,1251250000,N/A,4277000000,27500000,0,94000000,47.3028,7.3907,1.2349,-96.2446,
002081.SZ,Ѕру«тл,2008-05-06,1.676,1.6763,1.7157,1.6226,1.701,225871,10348025.7,0.025,1.4945,45.8139,0.8213,1269950000,N/A,4340920000,27500000,0,94000000,48.0097,7.5012,1.2534,-97.6829,
002081.SZ,Ѕру«тл,2008-05-07,1.701,1.676,1.7183,1.5839,1.5839,353507,15908243.9,-0.1171,-6.8861,45.0012,1.2855,1182500000,N/A,4042000000,27500000,0,94000000,44.7037,6.9846,1.1671,-90.9564,
002081.SZ,Ѕру«тл,2008-05-08,1.5839,1.5545,1.6266,1.5361,1.6089,286853,8201808.4,0.025,1.5773,28.5924,0.6954,1195425000,N/A,4086180000,41250000,0,141000000,45.1923,7.061,1.1798,-91.9506,
002081.SZ,Ѕру«тл,2008-05-09,1.6089,1.6105,1.7521,1.5928,1.721,740457,22659562.3,0.1121,6.9703,30.6021,1.795,1278750000,N/A,4371000000,41250000,0,141000000,48.3424,7.5531,1.2621,-98.3598,
002081.SZ,Ѕру«тл,2008-05-12,1.721,1.7205,1.7532,1.6377,1.7205,375337,11525264.6,-0.0006,-0.0323,30.7064,0.9099,1278337500,N/A,4369590000,41250000,0,141000000,48.3268,7.5507,1.2617,-98.3281,
002081.SZ,Ѕру«тл,2008-05-13,1.7205,1.6932,1.7088,1.6111,1.6655,426453,12785183.7,-0.055,-3.1946,29.9803,1.0338,1237500000,N/A,4230000000,41250000,0,141000000,46.783,7.3095,1.2214,-95.1869,
002081.SZ,Ѕру«тл,2008-05-14,1.6655,1.6488,1.7032,1.6388,1.6866,211484,6371062.6,0.0211,1.2667,30.1255,0.5127,1253175000,N/A,4283580000,41250000,0,141000000,47.3755,7.4021,1.2368,-96.3926,
002081.SZ,Ѕру«тл,2008-05-15,1.6866,1.6905,1.751,1.6905,1.7488,429601,13375586,0.0622,3.6866,31.1349,1.0415,1299375000,N/A,4441500000,41250000,0,141000000,49.1221,7.675,1.2824,-99.9463,
002081.SZ,Ѕру«тл,2008-05-16,1.7488,1.7488,1.8037,1.7277,1.7699,341863,10903289,0.0211,1.2063,31.8937,0.8288,1315050000,N/A,4495080000,41250000,0,141000000,49.7147,7.7675,1.2979,-101.152,
002081.SZ,Ѕру«тл,2008-05-19,1.7699,1.746,1.746,1.6766,1.7005,161600,4983720.6,-0.0694,-3.921,30.8399,0.3918,1263487500,N/A,4318830000,41250000,0,141000000,47.7654,7.463,1.247,-97.1859,
002081.SZ,Ѕру«тл,2008-05-20,1.7005,1.6927,1.721,1.6033,1.61,199300,5955536.9,-0.0905,-5.3216,29.8823,0.4832,1196250000,N/A,4089000000,41250000,0,141000000,45.2235,7.0658,1.1807,-92.014,
002081.SZ,Ѕру«тл,2008-05-21,1.61,1.6044,1.6649,1.5478,1.6366,322897,9157095.3,0.0266,1.6552,28.3592,0.7828,1216050000,N/A,4156680000,41250000,0,141000000,45.9721,7.1828,1.2002,-93.537,
002081.SZ,Ѕру«тл,2008-05-22,1.6366,1.6089,1.6322,1.5683,1.5839,233500,6709315,-0.0527,-3.2225,28.7337,0.5661,1176862500,N/A,4022730000,41250000,0,141000000,44.4906,6.9513,1.1615,-90.5228,
002081.SZ,Ѕру«тл,2008-05-23,1.5839,1.5828,1.6072,1.5356,1.5545,255722,7168178.7,-0.0294,-1.8577,28.0311,0.6199,1155000000,N/A,3948000000,41250000,0,141000000,43.6641,6.8222,1.1399,-88.8411,
002081.SZ,Ѕру«тл,2008-05-26,1.5545,1.5545,1.5545,1.4967,1.4995,238317,6459238.2,-0.055,-3.5357,27.1036,0.5777,1114162500,N/A,3808410000,41250000,0,141000000,42.1203,6.581,1.0996,-85.7,
002081.SZ,Ѕру«тл,2008-05-27,1.4995,1.4989,1.5478,1.4928,1.5239,106750,2922332,0.0244,1.629,27.3755,0.2588,1132312500,N/A,3870450000,41250000,0,141000000,42.8064,6.6882,1.1175,-87.096,
002081.SZ,Ѕру«тл,2008-05-28,1.5239,1.5062,1.5789,1.505,1.555,139287,3850407.3,0.0311,2.0401,27.6437,0.3377,1155412500,N/A,3949410000,41250000,0,141000000,43.6797,6.8246,1.1403,-88.8729,
002081.SZ,Ѕру«тл,2008-05-29,1.555,1.5783,1.5783,1.5078,1.5078,108770,3043546.2,-0.0472,-3.0346,27.9815,0.2637,1120350000,N/A,3829560000,41250000,0,141000000,42.3542,6.6175,1.1057,-86.1759,
002081.SZ,Ѕру«тл,2008-05-30,1.5078,1.5434,1.6588,1.5134,1.6311,145207,4151693.8,0.1232,8.1738,28.5916,0.352,1211925000,N/A,4142580000,41250000,0,141000000,45.8161,7.1584,1.1961,-93.2197,
002081.SZ,Ѕру«тл,2008-06-02,1.6311,1.6377,1.7143,1.5994,1.6633,296230,8968969.4,0.0322,1.9741,30.277,0.7181,1235850000,N/A,4224360000,41250000,0,141000000,46.7206,7.2997,1.2197,-95.06,
002081.SZ,Ѕру«тл,2008-06-03,1.6633,1.6383,1.6627,1.5905,1.6144,138300,4020537.9,-0.0489,-2.9372,29.0711,0.3353,1199550000,N/A,4100280000,41250000,0,141000000,45.3483,7.0853,1.1839,-92.2679,
002081.SZ,Ѕру«тл,2008-06-04,1.6144,1.61,1.6377,1.5867,1.6216,270226,7785375.2,0.0072,0.447,28.8106,0.6551,1204912500,N/A,4118610000,41250000,0,141000000,45.551,7.117,1.1892,-92.6803,
002081.SZ,Ѕру«тл,2008-06-05,1.6216,1.6105,1.6622,1.5861,1.6266,83300,2442731,0.005,0.3081,29.3245,0.2019,1208625000,N/A,4131300000,41250000,0,141000000,45.6914,7.1389,1.1929,-92.9659,
002081.SZ,Ѕру«тл,2008-06-06,1.6266,1.6105,1.6427,1.6022,1.61,71852,2096255.5,-0.0167,-1.0239,29.1746,0.1742,1196250000,N/A,4089000000,41250000,0,141000000,45.2235,7.0658,1.1807,-92.014,
002081.SZ,Ѕру«тл,2008-06-10,1.61,1.5822,1.5822,1.449,1.449,339196,9194388.6,-0.161,-10,27.1064,0.8223,1076625000,N/A,3680100000,41250000,0,141000000,40.7012,6.3593,1.0626,-82.8126,
002081.SZ,Ѕру«тл,2008-06-11,1.449,1.3924,1.4823,1.3924,1.4429,195478,5077219,-0.0061,-0.4215,25.9734,0.4739,1072087500,N/A,3664590000,41250000,0,141000000,40.5296,6.3325,1.0581,-82.4636,
002081.SZ,Ѕру«тл,2008-06-12,1.4429,1.4673,1.4673,1.3885,1.4368,79740,2054119.3,-0.0061,-0.4232,25.7602,0.1933,1067550000,N/A,3649080000,41250000,0,141000000,40.3581,6.3056,1.0536,-82.1146,
002081.SZ,Ѕру«тл,2008-06-13,1.4368,1.4101,1.4479,1.4101,1.4279,98498,2549130,-0.0089,-0.6182,25.88,0.2388,1060950000,N/A,3626520000,41250000,0,141000000,40.1086,6.2667,1.0471,-81.6069,
002081.SZ,Ѕру«тл,2008-06-16,1.4279,1.4434,1.449,1.3818,1.4157,119900,3069937.4,-0.0122,-0.8554,25.6041,0.2907,1051875000,N/A,3595500000,41250000,0,141000000,39.7655,6.2131,1.0382,-80.9089,
002081.SZ,Ѕру«тл,2008-06-17,1.4157,1.3901,1.4212,1.3879,1.4073,247535,6251318.8,-0.0083,-0.5882,25.2543,0.6001,1045687500,N/A,3574350000,41250000,0,141000000,39.5316,6.1765,1.0321,-80.433,
002081.SZ,Ѕру«тл,2008-06-18,1.4073,1.3962,1.4823,1.3912,1.4673,334169,8543630.1,0.06,4.2604,25.5668,0.8101,1090237500,N/A,3726630000,41250000,0,141000000,41.2158,6.4397,1.076,-83.8597,
002081.SZ,Ѕру«тл,2008-06-19,1.4673,1.444,1.444,1.3257,1.3624,189552,4690899.9,-0.1049,-7.151,24.7473,0.4595,1012275000,N/A,3460140000,41250000,0,141000000,38.2685,5.9792,0.9991,-77.8629,
002081.SZ,Ѕру«тл,2008-06-20,1.3624,1.3535,1.4201,1.2913,1.3879,292785,7281074.7,0.0255,1.8745,24.8683,0.7098,1031250000,N/A,3525000000,41250000,0,141000000,38.9858,6.0912,1.0178,-79.3224,
002081.SZ,Ѕру«тл,2008-06-23,1.3879,1.3768,1.3768,1.3224,1.3379,189702,4614536.6,-0.05,-3.6,24.3252,0.4599,994125000,N/A,3398100000,41250000,0,141000000,37.5823,5.872,0.9812,-76.4668,
002081.SZ,Ѕру«тл,2008-06-24,1.3379,1.3579,1.3879,1.3157,1.3879,99680,2446681.7,0.05,3.7344,24.5454,0.2416,1031250000,N/A,3525000000,41250000,0,141000000,38.9858,6.0912,1.0178,-79.3224,
002081.SZ,Ѕру«тл,2008-06-25,1.3879,1.3879,1.4545,1.3657,1.4529,111855,2889497.8,0.065,4.68,25.8325,0.2712,1079512500,N/A,3689970000,41250000,0,141000000,40.8103,6.3763,1.0654,-83.0347,
002081.SZ,Ѕру«тл,2008-06-26,1.4529,1.444,1.5073,1.444,1.4828,148457,3935578.8,0.03,2.0634,26.5099,0.3599,1101787500,N/A,3766110000,41250000,0,141000000,41.6524,6.5079,1.0874,-84.7481,
002081.SZ,Ѕру«тл,2008-06-27,1.4828,1.464,1.464,1.3635,1.3768,133626,3399627.8,-0.106,-7.1509,25.4414,0.3239,1023000000,N/A,3496800000,41250000,0,141000000,38.6739,6.0425,1.0097,-78.6879,
002081.SZ,Ѕру«тл,2008-06-30,1.3768,1.3602,1.4157,1.3329,1.4057,91189,2278267.9,0.0289,2.0968,24.984,0.2211,1044450000,N/A,3570120000,41250000,0,141000000,39.4848,6.1692,1.0308,-80.3378,
002081.SZ,Ѕру«тл,2008-07-01,1.4057,1.3746,1.4146,1.3746,1.4107,54682,1375263.5,0.005,0.3555,25.1502,0.1326,1048162500,N/A,3582810000,41250000,0,141000000,39.6252,6.1911,1.0345,-80.6233,
002081.SZ,Ѕру«тл,2008-07-02,1.4107,1.3824,1.4434,1.3824,1.4157,54870,1400884.8,0.005,0.3542,25.531,0.133,1051875000,N/A,3595500000,41250000,0,141000000,39.7655,6.2131,1.0382,-80.9089,
002081.SZ,Ѕру«тл,2008-07-03,1.4157,1.439,1.4962,1.3879,1.4945,117784,3118203,0.0788,5.5686,26.4739,0.2855,1110450000,N/A,3795720000,41250000,0,141000000,41.9799,6.559,1.096,-85.4144,
002081.SZ,Ѕру«тл,2008-07-04,1.4945,1.4928,1.4928,1.444,1.4712,65943,1740127.7,-0.0233,-1.5602,26.3884,0.1599,1093125000,N/A,3736500000,41250000,0,141000000,41.325,6.4567,1.0789,-84.0818,
002081.SZ,Ѕру«тл,2008-07-07,1.4712,1.4712,1.5434,1.4712,1.5323,214406,5898602.6,0.0611,4.1509,27.5114,0.5198,1138500000,N/A,3891600000,41250000,0,141000000,43.0403,6.7247,1.1237,-87.572,
002081.SZ,Ѕру«тл,2008-07-08,1.5323,1.5173,1.5528,1.484,1.5261,122364,3337648.8,-0.0061,-0.3986,27.2764,0.2966,1133962500,N/A,3876090000,41250000,0,141000000,42.8688,6.6979,1.1192,-87.223,
002081.SZ,Ѕру«тл,2008-07-09,1.5261,1.5267,1.5545,1.5056,1.5545,318678,8742053.3,0.0283,1.8552,27.4322,0.7726,1155000000,N/A,3948000000,41250000,0,141000000,43.6641,6.8222,1.1399,-88.8411,
002081.SZ,Ѕру«тл,2008-07-10,1.5545,1.56,1.56,1.5134,1.515,225958,6210518.2,-0.0394,-2.5357,27.4853,0.5478,1125712500,N/A,3847890000,41250000,0,141000000,42.5569,6.6492,1.111,-86.5884,
002081.SZ,Ѕру«тл,2008-07-11,1.515,1.5073,1.5139,1.4323,1.4434,167450,4383409.6,-0.0716,-4.727,26.1774,0.4059,1072500000,N/A,3666000000,41250000,0,141000000,40.5452,6.3349,1.0585,-82.4953,
002081.SZ,Ѕру«тл,2008-07-14,1.4434,1.4212,1.4706,1.399,1.4384,110980,2881284.6,-0.005,-0.3462,25.9622,0.269,1068787500,N/A,3653310000,41250000,0,141000000,40.4049,6.313,1.0549,-82.2098,
002081.SZ,Ѕру«тл,2008-07-15,1.4384,1.4423,1.4878,1.4107,1.4118,122270,3160816.6,-0.0266,-1.8526,25.8511,0.2964,1048987500,N/A,3585630000,41250000,0,141000000,39.6564,6.196,1.0353,-80.6868,
002081.SZ,Ѕру«тл,2008-07-16,1.4118,1.399,1.4251,1.3613,1.3918,118400,2982993,-0.02,-1.4157,25.1942,0.287,1034137500,N/A,3534870000,41250000,0,141000000,39.095,6.1083,1.0207,-79.5445,
002081.SZ,Ѕру«тл,2008-07-17,1.3918,1.3979,1.4307,1.3663,1.3879,80741,2028852.7,-0.0039,-0.2792,25.1279,0.1957,1031250000,N/A,3525000000,41250000,0,141000000,38.9858,6.0912,1.0178,-79.3224,
002081.SZ,Ѕру«тл,2008-07-18,1.3879,1.4268,1.4423,1.3713,1.4423,106165,2689561.2,0.0544,3.92,25.3338,0.2574,1071675000,N/A,3663180000,41250000,0,141000000,40.514,6.33,1.0577,-82.4319,
002081.SZ,Ѕру«тл,2008-07-21,1.4423,1.4379,1.4823,1.4101,1.4823,198610,5214674.9,0.04,2.7714,26.2559,0.4815,1101375000,N/A,3764700000,41250000,0,141000000,41.6368,6.5054,1.087,-84.7164,
002081.SZ,Ѕру«тл,2008-07-22,1.4823,1.4601,1.4978,1.4601,1.4834,57650,1537058,0.0011,0.0749,26.6619,0.1398,1102200000,N/A,3767520000,41250000,0,141000000,41.668,6.5103,1.0878,-84.7798,
002081.SZ,Ѕру«тл,2008-07-23,1.4834,1.4645,1.4873,1.4612,1.4651,94563,2505499.7,-0.0183,-1.235,26.4956,0.2292,1088587500,N/A,3720990000,41250000,0,141000000,41.1534,6.4299,1.0744,-83.7328,
002081.SZ,Ѕру«тл,2008-07-24,1.4651,1.4606,1.4989,1.4501,1.4629,171832,4544484.3,-0.0022,-0.1516,26.4473,0.4166,1086937500,N/A,3715350000,41250000,0,141000000,41.091,6.4202,1.0728,-83.6059,
002081.SZ,Ѕру«тл,2008-07-25,1.4629,1.4323,1.4756,1.4323,1.4529,52225,1371470.8,-0.01,-0.6831,26.2608,0.1266,1079512500,N/A,3689970000,41250000,0,141000000,40.8103,6.3763,1.0654,-83.0347,
002081.SZ,Ѕру«тл,2008-07-28,1.4529,1.4712,1.4767,1.4479,1.4556,59500,1566376.5,0.0028,0.1911,26.3257,0.1442,1081575000,N/A,3697020000,41250000,0,141000000,40.8883,6.3885,1.0675,-83.1934,
002081.SZ,Ѕру«тл,2008-07-29,1.4556,1.4529,1.4529,1.4129,1.4368,166327,4267812.5,-0.0189,-1.2967,25.6592,0.4032,1067550000,N/A,3649080000,41250000,0,141000000,40.3581,6.3056,1.0536,-82.1146,
002081.SZ,Ѕру«тл,2008-07-30,1.4368,1.4695,1.4973,1.4196,1.4656,110300,2889510.2,0.0289,2.0093,26.1968,0.2674,1089000000,N/A,3722400000,41250000,0,141000000,41.169,6.4323,1.0748,-83.7645,
002081.SZ,Ѕру«тл,2008-07-31,1.4656,1.4334,1.4545,1.4279,1.4484,37169,967327.4,-0.0172,-1.1742,26.0251,0.0901,1076212500,N/A,3678690000,41250000,0,141000000,40.6856,6.3568,1.0622,-82.7809,
002081.SZ,Ѕру«тл,2008-08-01,1.4484,1.4623,1.4623,1.3996,1.4534,62998,1627203.1,0.005,0.345,25.8294,0.1527,1079925000,N/A,3691380000,41250000,0,141000000,40.8259,6.3787,1.0658,-83.0665,
002081.SZ,Ѕру«тл,2008-08-04,1.4534,1.4551,1.4623,1.4201,1.4462,115970,3021437.5,-0.0072,-0.4966,26.0536,0.2811,1074562500,N/A,3673050000,41250000,0,141000000,40.6232,6.3471,1.0606,-82.654,
002081.SZ,Ѕру«тл,2008-08-05,1.4462,1.4606,1.5911,1.4479,1.5756,627634,17473877.1,0.1294,8.9443,27.8409,1.5215,1170675000,N/A,4001580000,41250000,0,141000000,44.2567,6.9148,1.1554,-90.0468,
002081.SZ,Ѕру«тл,2008-08-06,1.5756,1.5533,1.56,1.4923,1.5206,414223,11392822,-0.055,-3.4884,27.5041,1.0042,1129837500,N/A,3861990000,41250000,0,141000000,42.7128,6.6736,1.1151,-86.9057,
002081.SZ,Ѕру«тл,2008-08-07,1.5206,1.5211,1.5211,1.4445,1.4712,231765,6164896.5,-0.0494,-3.2494,26.5998,0.5619,1093125000,N/A,3736500000,41250000,0,141000000,41.325,6.4567,1.0789,-84.0818,
002081.SZ,Ѕру«тл,2008-08-08,1.4712,1.444,1.4956,1.3924,1.3929,173844,4485262.2,-0.0783,-5.3208,25.8005,0.4214,1034962500,N/A,3537690000,41250000,0,141000000,39.1262,6.1132,1.0215,-79.608,
002081.SZ,Ѕру«тл,2008-08-11,1.3929,1.3929,1.3929,1.2769,1.2869,223731,5253542.3,-0.106,-7.6126,23.4815,0.5424,956175000,N/A,3268380000,41250000,0,141000000,36.1476,5.6478,0.9437,-73.5478,
002081.SZ,Ѕру«тл,2008-08-12,1.2869,1.2602,1.3157,1.2602,1.2785,201968,4647211.5,-0.0083,-0.6471,23.0096,0.4896,949987500,N/A,3247230000,41250000,0,141000000,35.9137,5.6112,0.9376,-73.0718,
002081.SZ,Ѕру«тл,2008-08-13,1.2785,1.2663,1.3213,1.2214,1.2896,143230,3283880.8,0.0111,0.8684,22.9273,0.3472,958237500,N/A,3275430000,41250000,0,141000000,36.2256,5.66,0.9457,-73.7064,
002081.SZ,Ѕру«тл,2008-08-14,1.2896,1.2763,1.3174,1.2763,1.3007,28180,654707.8,0.0111,0.861,23.2331,0.0683,966487500,N/A,3303630000,41250000,0,141000000,36.5375,5.7087,0.9539,-74.341,
002081.SZ,Ѕру«тл,2008-08-15,1.3007,1.3146,1.3146,1.2769,1.2769,57629,1345476.4,-0.0239,-1.8353,23.3472,0.1397,948750000,N/A,3243000000,41250000,0,141000000,35.8669,5.6039,0.9364,-72.9767,
002081.SZ,Ѕру«тл,2008-08-18,1.2769,1.3046,1.3257,1.2286,1.2302,53150,1217046.5,-0.0466,-3.6522,22.8983,0.1288,914100000,N/A,3124560000,41250000,0,141000000,34.557,5.3993,0.9022,-70.3114,
002081.SZ,Ѕру«тл,2008-08-19,1.2302,1.2536,1.2658,1.2247,1.2519,77871,1748664.8,0.0217,1.7599,22.4559,0.1888,930187500,N/A,3179550000,41250000,0,141000000,35.1652,5.4943,0.9181,-71.5488,
002081.SZ,Ѕру«тл,2008-08-20,1.2519,1.2325,1.3685,1.2325,1.3424,162892,3887315.1,0.0905,7.2284,23.8644,0.3949,997425000,N/A,3409380000,41250000,0,141000000,37.7071,5.8914,0.9844,-76.7207,
002081.SZ,Ѕру«тл,2008-08-21,1.3424,1.3257,1.3407,1.2669,1.3102,73001,1711504.1,-0.0322,-2.3987,23.4449,0.177,973500000,N/A,3327600000,41250000,0,141000000,36.8026,5.7501,0.9608,-74.8804,
002081.SZ,Ѕру«тл,2008-08-22,1.3102,1.298,1.3307,1.2769,1.3102,46699,1087990,0,0,23.2979,0.1132,973500000,N/A,3327600000,41250000,0,141000000,36.8026,5.7501,0.9608,-74.8804,
002081.SZ,Ѕру«тл,2008-08-25,1.3102,1.2946,1.3291,1.2808,1.3063,20652,484992.2,-0.0039,-0.2966,23.484,0.0501,970612500,N/A,3317730000,41250000,0,141000000,36.6934,5.7331,0.958,-74.6583,
002081.SZ,Ѕру«тл,2008-08-26,1.3063,1.2852,1.2985,1.2219,1.2302,45863,1028827.6,-0.0761,-5.8224,22.4326,0.1112,914100000,N/A,3124560000,41250000,0,141000000,34.557,5.3993,0.9022,-70.3114,
002081.SZ,Ѕру«тл,2008-08-27,1.2302,1.2302,1.2302,1.2302,1.2302,N/A,N/A,0,0,N/A,N/A,914100000,N/A,3124560000,41250000,0,141000000,34.557,5.3993,0.9022,-70.3114,
002081.SZ,Ѕру«тл,2008-08-28,1.2302,1.2291,1.2291,1.1592,1.1658,102952,2223256.7,-0.0644,-5.2347,21.5951,0.2496,866250000,N/A,2961000000,41250000,0,141000000,32.7481,5.1166,0.855,-66.6309,
002081.SZ,Ѕру«тл,2008-08-29,1.1658,1.1325,1.1814,1.1192,1.1492,670373,13746104.7,-0.0167,-1.4286,20.5052,1.6251,853875000,N/A,2918700000,41250000,0,141000000,32.2802,5.0435,0.8427,-65.679,
