測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
002082.SZ,集褽陔第,2006-12-04,4.7432,4.7503,5.1643,4.6968,4.9859,3886983,52699052.5,0.2427,5.1166,13.5578,16.1958,335280000,N/A,1162304000,24000000,0,83200000,54.3555,8.1108,0.9912,59.2003,
002082.SZ,集褽陔第,2006-12-05,4.9859,4.9859,4.9894,4.7432,4.8217,2957662,40140239.3,-0.1642,-3.2928,13.5716,12.3236,324240000,N/A,1124032000,24000000,0,83200000,52.5657,7.8438,0.9585,57.251,
002082.SZ,集褽陔第,2006-12-06,4.8217,4.7824,4.9894,4.4969,4.8895,2833260,37720158.9,0.0678,1.4064,13.3133,11.8053,328800000,N/A,1139840000,24000000,0,83200000,53.3049,7.9541,0.972,58.0562,
002082.SZ,集褽陔第,2006-12-07,4.8895,4.8538,5.068,4.6397,4.8538,2525882,34938817.1,-0.0357,-0.7299,13.8323,10.5245,326400000,N/A,1131520000,24000000,0,83200000,52.9158,7.896,0.9649,57.6324,
002082.SZ,集褽陔第,2006-12-08,4.8538,4.8538,4.8538,4.604,4.6397,1644030,21553758.7,-0.2141,-4.4118,13.1103,6.8501,312000000,N/A,1081600000,24000000,0,83200000,50.5813,7.5477,0.9224,55.0898,
002082.SZ,集褽陔第,2006-12-11,4.6397,4.604,4.7539,4.5897,4.7253,856221,11176736.5,0.0857,1.8462,13.0536,3.5676,317760000,N/A,1101568000,24000000,0,83200000,51.5151,7.687,0.9394,56.1068,
002082.SZ,集褽陔第,2006-12-12,4.7253,4.7253,4.8003,4.4648,4.529,1693416,21759074.1,-0.1963,-4.1541,12.8492,7.0559,304560000,N/A,1055808000,24000000,0,83200000,49.3752,7.3677,0.9004,53.7761,
002082.SZ,集褽陔第,2006-12-13,4.529,4.5326,4.604,4.4612,4.5326,646064,8169124.2,0.0036,0.0788,12.6445,2.6919,304800000,N/A,1056640000,24000000,0,83200000,49.4141,7.3735,0.9011,53.8185,
002082.SZ,集褽陔第,2006-12-14,4.5326,4.5005,4.5969,4.4612,4.5148,795928,10090021.4,-0.0178,-0.3937,12.6771,3.3164,303600000,N/A,1052480000,24000000,0,83200000,49.2195,7.3445,0.8975,53.6066,
002082.SZ,集褽陔第,2006-12-15,4.5148,4.5148,4.654,4.4791,4.654,1513126,19448609.5,0.1392,3.083,12.8533,6.3047,312960000,N/A,1084928000,24000000,0,83200000,50.737,7.5709,0.9252,55.2593,
002082.SZ,集褽陔第,2006-12-18,4.654,4.6575,4.6789,4.5683,4.629,1364039,17710348,-0.025,-0.5368,12.9838,5.6835,311280000,N/A,1079104000,24000000,0,83200000,50.4646,7.5303,0.9202,54.9627,
002082.SZ,集褽陔第,2006-12-19,4.629,4.6397,4.9181,4.6325,4.8538,1858243,24715620,0.2248,4.8574,13.3005,7.7427,326400000,N/A,1131520000,24000000,0,83200000,52.9158,7.896,0.9649,57.6324,
002082.SZ,集褽陔第,2006-12-20,4.8538,4.8538,4.9252,4.6932,4.861,1124080,15269776.6,0.0071,0.1471,13.5842,4.6837,326880000,N/A,1133184000,24000000,0,83200000,52.9937,7.9076,0.9663,57.7171,
002082.SZ,集褽陔第,2006-12-21,4.861,4.8538,4.8538,4.6468,4.6575,785985,10502058.5,-0.2034,-4.185,13.3617,3.2749,313200000,N/A,1085760000,24000000,0,83200000,50.7759,7.5767,0.9259,55.3017,
002082.SZ,集褽陔第,2006-12-22,4.6575,4.6397,4.7468,4.5861,4.6504,796654,10407650.2,-0.0071,-0.1533,13.0642,3.3194,312720000,N/A,1084096000,24000000,0,83200000,50.698,7.5651,0.9245,55.2169,
002082.SZ,集褽陔第,2006-12-25,4.6504,4.6504,4.836,4.6504,4.7432,723018,9605154.3,0.0928,1.9954,13.2848,3.0126,318960000,N/A,1105728000,24000000,0,83200000,51.7097,7.716,0.9429,56.3187,
002082.SZ,集褽陔第,2006-12-26,4.7432,4.7753,4.8181,4.5933,4.6575,475353,6285826.5,-0.0857,-1.8059,13.2235,1.9806,313200000,N/A,1085760000,24000000,0,83200000,50.7759,7.5767,0.9259,55.3017,
002082.SZ,集褽陔第,2006-12-27,4.6575,4.6397,4.6397,4.5005,4.5076,845634,10737263.9,-0.1499,-3.2184,12.6973,3.5235,303120000,N/A,1050816000,24000000,0,83200000,49.1417,7.3329,0.8961,53.5218,
002082.SZ,集褽陔第,2006-12-28,4.5076,4.5112,4.5647,4.3363,4.3756,1075550,13412084.3,-0.1321,-2.9295,12.47,4.4815,294240000,N/A,1020032000,24000000,0,83200000,47.7021,7.118,0.8699,51.9539,
002082.SZ,集褽陔第,2006-12-29,4.3756,4.3542,4.5326,4.3542,4.4648,467283,5807133.6,0.0892,2.0392,12.4274,1.947,300240000,N/A,1040832000,24000000,0,83200000,48.6748,7.2632,0.8876,53.0133,
002082.SZ,集褽陔第,2007-01-04,4.4648,4.4969,4.5326,4.3899,4.4255,776345,9634757.3,-0.0393,-0.8793,12.4104,3.2348,297600000,N/A,1031680000,24000000,0,83200000,31.2134,2.909,0.2758,7.7007,
002082.SZ,集褽陔第,2007-01-05,4.4255,4.4255,4.7111,4.3577,4.6504,789859,10083396.4,0.2248,5.0806,12.7661,3.2911,312720000,N/A,1084096000,24000000,0,83200000,32.7992,3.0568,0.2898,8.0919,
002082.SZ,集褽陔第,2007-01-08,4.6504,4.6575,4.9252,4.6575,4.8467,896429,12129790,0.1963,4.221,13.5312,3.7351,325920000,N/A,1129856000,24000000,0,83200000,34.1837,3.1858,0.3021,8.4335,
002082.SZ,集褽陔第,2007-01-09,4.8467,4.8503,5.3321,4.7789,5.2821,2034418,29246607.5,0.4354,8.9838,14.3759,8.4767,355200000,N/A,1231360000,24000000,0,83200000,37.2547,3.472,0.3292,9.1911,
002082.SZ,集褽陔第,2007-01-10,5.2821,5.3178,5.3535,5.1429,5.3178,1170992,17250941.9,0.0357,0.6757,14.7319,4.8791,357600000,N/A,1239680000,24000000,0,83200000,37.5064,3.4955,0.3314,9.2532,
002082.SZ,集褽陔第,2007-01-11,5.3178,5.3107,5.482,5.2143,5.2821,1508723,22741574.6,-0.0357,-0.6711,15.0734,6.2863,355200000,N/A,1231360000,24000000,0,83200000,37.2547,3.472,0.3292,9.1911,
002082.SZ,集褽陔第,2007-01-12,5.2821,5.2464,5.3892,5.2179,5.2321,1190550,17677481.5,-0.05,-0.9459,14.8482,4.9606,351840000,N/A,1219712000,24000000,0,83200000,36.9023,3.4392,0.3261,9.1042,
002082.SZ,集褽陔第,2007-01-15,5.2321,5.2643,5.7389,5.2643,5.6033,1667126,25913690.3,0.3712,7.0941,15.5439,6.9464,376800000,N/A,1306240000,24000000,0,83200000,39.5202,3.6832,0.3492,9.75,
002082.SZ,集褽陔第,2007-01-16,5.6033,5.6069,5.7068,5.4784,5.5926,1591809,24941655.2,-0.0107,-0.1911,15.6687,6.6325,376080000,N/A,1303744000,24000000,0,83200000,39.4446,3.6761,0.3486,9.7314,
002082.SZ,集褽陔第,2007-01-17,5.5926,5.5426,5.7639,5.3535,5.6069,1774676,27777293,0.0143,0.2553,15.652,7.3945,377040000,N/A,1307072000,24000000,0,83200000,39.5453,3.6855,0.3494,9.7562,
002082.SZ,集褽陔第,2007-01-18,5.6069,5.6747,6.0245,5.4249,6.0245,2034980,32635715.6,0.4176,7.4475,16.0374,8.4791,405120000,N/A,1404416000,24000000,0,83200000,42.4905,3.96,0.3755,10.4828,
002082.SZ,集褽陔第,2007-01-19,6.0245,6.0245,6.3457,5.8888,6.2671,2747233,46955176.8,0.2427,4.0284,17.0918,11.4468,421440000,N/A,1460992000,24000000,0,83200000,44.2022,4.1195,0.3906,10.9051,
002082.SZ,集褽陔第,2007-01-22,6.2671,6.3813,6.5669,6.21,6.4956,2767471,49727715.1,0.2284,3.6446,17.9686,11.5311,436800000,N/A,1514240000,24000000,0,83200000,45.8132,4.2697,0.4048,11.3026,
002082.SZ,集褽陔第,2007-01-23,6.4956,6.4956,6.5491,6.2814,6.3992,1874775,33680577.1,-0.0964,-1.4835,17.9651,7.8116,430320000,N/A,1491776000,24000000,0,83200000,45.1335,4.2063,0.3988,11.1349,
002082.SZ,集褽陔第,2007-01-24,6.3992,6.3885,6.4813,6.285,6.4242,1139039,20439490.3,0.025,0.3904,17.9445,4.746,432000000,N/A,1497600000,24000000,0,83200000,45.3097,4.2228,0.4004,11.1784,
002082.SZ,集褽陔第,2007-01-25,6.4242,6.3064,6.3813,5.871,5.9781,1751201,29715473.4,-0.4461,-6.9444,16.9686,7.2967,402000000,N/A,1393600000,24000000,0,83200000,42.1632,3.9295,0.3726,10.4021,
002082.SZ,集褽陔第,2007-01-26,5.9781,5.9067,5.9959,5.6069,5.9638,1443738,23598858.4,-0.0143,-0.2388,16.3457,6.0156,401040000,N/A,1390272000,24000000,0,83200000,42.0625,3.9201,0.3717,10.3773,
002082.SZ,集褽陔第,2007-01-29,5.9638,6.0387,6.1815,6.0316,6.1387,1170823,20071270.8,0.1749,2.9324,17.1429,4.8784,412800000,N/A,1431040000,24000000,0,83200000,43.296,4.0351,0.3826,10.6816,
002082.SZ,集褽陔第,2007-01-30,6.1387,6.2422,6.3528,6.0137,6.0744,873767,14995689,-0.0642,-1.0465,17.1621,3.6407,408480000,N/A,1416064000,24000000,0,83200000,42.8429,3.9929,0.3786,10.5698,
002082.SZ,集褽陔第,2007-01-31,6.0744,6.1244,6.1387,5.7139,5.7282,1675350,27542235.9,-0.3462,-5.6992,16.4397,6.9806,385200000,N/A,1335360000,24000000,0,83200000,40.4012,3.7653,0.357,9.9674,
002082.SZ,集褽陔第,2007-02-01,5.7282,5.6747,5.871,5.6747,5.7711,596095,9671965,0.0428,0.7477,16.2255,2.4837,388080000,N/A,1345344000,24000000,0,83200000,40.7033,3.7934,0.3597,10.0419,
002082.SZ,集褽陔第,2007-02-02,5.7711,5.7782,5.8531,5.6997,5.7461,489250,7903138.6,-0.025,-0.4329,16.1536,2.0385,386400000,N/A,1339520000,24000000,0,83200000,40.527,3.777,0.3581,9.9984,
002082.SZ,集褽陔第,2007-02-05,5.7461,5.7889,6.0673,5.7889,5.9888,1495070,25085859.3,0.2427,4.2236,16.7791,6.2295,402720000,N/A,1396096000,24000000,0,83200000,42.2387,3.9365,0.3732,10.4207,
002082.SZ,集褽陔第,2007-02-06,5.9888,6.0137,6.1351,5.9602,6.103,772540,13165641.8,0.1142,1.907,17.042,3.2189,410400000,N/A,1422720000,24000000,0,83200000,43.0443,4.0116,0.3804,10.6195,
002082.SZ,集褽陔第,2007-02-07,6.103,6.103,6.1922,6.0673,6.1244,1615559,27834070.2,0.0214,0.3509,17.2288,6.7315,411840000,N/A,1427712000,24000000,0,83200000,43.1953,4.0257,0.3817,10.6567,
002082.SZ,集褽陔第,2007-02-08,6.1244,6.1208,6.2422,6.0245,6.128,588900,10132251.5,0.0036,0.0583,17.2054,2.4537,412080000,N/A,1428544000,24000000,0,83200000,43.2205,4.028,0.3819,10.6629,
002082.SZ,集褽陔第,2007-02-09,6.128,6.1815,6.2029,6.0137,6.0137,509785,8652918.3,-0.1142,-1.8637,16.9737,2.1241,404400000,N/A,1401920000,24000000,0,83200000,42.415,3.953,0.3748,10.4642,
002082.SZ,集褽陔第,2007-02-12,6.0137,6.0209,6.1922,6.0209,6.0851,748990,12833274,0.0714,1.1869,17.1341,3.1208,409200000,N/A,1418560000,24000000,0,83200000,42.9184,3.9999,0.3792,10.5884,
002082.SZ,集褽陔第,2007-02-13,6.0851,6.1922,6.3813,6.1601,6.1922,909376,15853182,0.1071,1.7595,17.433,3.7891,416400000,N/A,1443520000,24000000,0,83200000,43.6736,4.0703,0.3859,10.7747,
002082.SZ,集褽陔第,2007-02-14,6.1922,6.1672,6.2671,6.0708,6.2136,977578,16961676.9,0.0214,0.3458,17.3507,4.0732,417840000,N/A,1448512000,24000000,0,83200000,43.8246,4.0843,0.3873,10.812,
002082.SZ,集褽陔第,2007-02-15,6.2136,6.3528,6.8346,6.2457,6.8346,2277903,41937803.9,0.621,9.9943,18.4107,9.4913,459600000,N/A,1593280000,24000000,0,83200000,48.2045,4.4925,0.426,11.8925,
002082.SZ,集褽陔第,2007-02-16,6.8346,6.8881,6.9524,6.7454,6.8346,1247575,23998946.9,0,0,19.2365,5.1982,459600000,N/A,1593280000,24000000,0,83200000,48.2045,4.4925,0.426,11.8925,
002082.SZ,集褽陔第,2007-02-26,6.8346,6.7811,7.4699,6.5776,7.3164,3327972,64252946.3,0.4818,7.0496,19.3069,11.0932,615000000,N/A,1705600000,30000000,0,83200000,51.6028,4.8093,0.456,12.7309,
002082.SZ,集褽陔第,2007-02-27,7.3164,7.3557,7.3878,6.5848,6.5848,2275402,44456044,-0.7316,-10,19.5377,7.5847,553500000,N/A,1535040000,30000000,0,83200000,46.4425,4.3283,0.4104,11.4578,
002082.SZ,集褽陔第,2007-02-28,6.5848,6.5848,6.9524,6.5848,6.8453,1650964,31205809,0.2605,3.9566,18.9016,5.5032,575400000,N/A,1595776000,30000000,0,83200000,48.28,4.4996,0.4266,11.9112,
002082.SZ,集褽陔第,2007-03-01,6.8453,6.8489,6.8489,6.2493,6.4813,771500,14179863.6,-0.364,-5.318,18.3796,2.5717,544800000,N/A,1510912000,30000000,0,83200000,45.7125,4.2603,0.4039,11.2777,
002082.SZ,集褽陔第,2007-03-02,6.4813,6.4956,6.8881,6.4956,6.6669,1048964,19639397.1,0.1856,2.8634,18.7227,3.4965,560400000,N/A,1554176000,30000000,0,83200000,47.0214,4.3823,0.4155,11.6007,
002082.SZ,集褽陔第,2007-03-05,6.6669,6.6669,6.8525,6.5241,6.7168,816203,15299572.2,0.05,0.7495,18.7448,2.7207,564600000,N/A,1565824000,30000000,0,83200000,47.3739,4.4151,0.4186,11.6876,
002082.SZ,集褽陔第,2007-03-06,6.7168,6.6811,6.9952,6.6133,6.9667,1059111,20224415.3,0.2498,3.7194,19.0957,3.5304,585600000,N/A,1624064000,30000000,0,83200000,49.1359,4.5793,0.4342,12.1223,
002082.SZ,集褽陔第,2007-03-07,6.9667,6.9702,7.4699,6.9595,7.452,1740828,35617472.5,0.4854,6.9672,20.4601,5.8028,626400000,N/A,1737216000,30000000,0,83200000,52.5593,4.8984,0.4644,12.9669,
002082.SZ,集褽陔第,2007-03-08,7.452,7.5306,8.198,7.4235,8.0945,2276539,50444879.8,0.6424,8.6207,22.1586,7.5885,680400000,N/A,1886976000,30000000,0,83200000,57.0903,5.3207,0.5045,14.0847,
002082.SZ,集褽陔第,2007-03-09,8.0945,8.1052,8.2015,7.8089,7.9624,966457,21627853.2,-0.1321,-1.6314,22.3785,3.2215,669300000,N/A,1856192000,30000000,0,83200000,56.1589,5.2339,0.4962,13.855,
002082.SZ,集褽陔第,2007-03-12,7.9624,7.9767,8.148,7.6733,8.0552,1413441,31211063,0.0928,1.1654,22.0816,4.7115,677100000,N/A,1877824000,30000000,0,83200000,56.8134,5.2949,0.502,14.0164,
002082.SZ,集褽陔第,2007-03-13,8.0552,8.0302,8.0302,7.8696,8.0124,884921,19682193.7,-0.0428,-0.5317,22.2418,2.9497,673500000,N/A,1867840000,30000000,0,83200000,56.5113,5.2667,0.4994,13.9419,
002082.SZ,集褽陔第,2007-03-14,8.0124,7.9124,7.9124,7.6091,7.7019,1069635,23155583,-0.3105,-3.8753,21.6481,3.5654,647400000,N/A,1795456000,30000000,0,83200000,54.3213,5.0626,0.48,13.4016,
002082.SZ,集褽陔第,2007-03-15,7.7019,7.7733,7.9267,7.709,7.8054,882823,19327402.7,0.1035,1.3438,21.8927,2.9427,656100000,N/A,1819584000,30000000,0,83200000,55.0513,5.1306,0.4865,13.5817,
002082.SZ,集褽陔第,2007-03-16,7.8054,7.8518,8.0838,7.5663,7.7982,843252,18578846.2,-0.0071,-0.0914,22.0324,2.8108,655500000,N/A,1817920000,30000000,0,83200000,55.001,5.126,0.486,13.5693,
002082.SZ,集褽陔第,2007-03-19,7.7982,7.5306,7.9553,7.3557,7.9089,704301,15425824.3,0.1106,1.4188,21.9023,2.3477,664800000,N/A,1843712000,30000000,0,83200000,55.7813,5.1987,0.4929,13.7618,
002082.SZ,集褽陔第,2007-03-20,7.9089,7.9232,7.9267,7.7554,7.8125,704094,15408174.7,-0.0964,-1.2184,21.8837,2.347,656700000,N/A,1821248000,30000000,0,83200000,55.1017,5.1353,0.4869,13.5941,
002082.SZ,集褽陔第,2007-03-21,7.8125,7.8518,7.916,7.709,7.8125,795392,17393755.9,0,0,21.8682,2.6513,656700000,N/A,1821248000,30000000,0,83200000,55.1017,5.1353,0.4869,13.5941,
002082.SZ,集褽陔第,2007-03-22,7.8125,7.9232,8.4942,7.7804,8.1658,1457421,33613620.9,0.3533,4.5226,23.0638,4.8581,686400000,N/A,1903616000,30000000,0,83200000,57.5937,5.3676,0.5089,14.2089,
002082.SZ,集褽陔第,2007-03-23,8.1658,8.1658,8.4228,8.0302,8.3086,868583,20018210.4,0.1428,1.7483,23.047,2.8953,698400000,N/A,1936896000,30000000,0,83200000,58.6006,5.4614,0.5178,14.4574,
002082.SZ,集褽陔第,2007-03-26,8.3086,8.4121,8.5227,8.2801,8.3943,692485,16267133.3,0.0857,1.0309,23.491,2.3083,705600000,N/A,1956864000,30000000,0,83200000,59.2047,5.5177,0.5232,14.6064,
002082.SZ,集褽陔第,2007-03-27,8.3943,8.3943,8.562,8.1409,8.2801,756566,17662259.6,-0.1142,-1.3605,23.3453,2.5219,696000000,N/A,1930240000,30000000,0,83200000,58.3992,5.4427,0.516,14.4077,
002082.SZ,集褽陔第,2007-03-28,8.2801,8.355,8.405,7.9945,8.3871,1780819,40723216,0.1071,1.2931,22.8677,5.9361,705000000,N/A,1955200000,30000000,0,83200000,59.1544,5.513,0.5227,14.594,
002082.SZ,集褽陔第,2007-03-29,8.3871,8.4192,8.7369,8.2801,8.6013,2759289,65262928,0.2141,2.5532,23.6521,9.1976,723000000,N/A,2005120000,30000000,0,83200000,60.6647,5.6538,0.5361,14.9666,
002082.SZ,集褽陔第,2007-03-30,8.6013,8.637,9.1009,8.4228,9.0938,3331451,81141140.8,0.4925,5.7261,24.3561,11.1048,764400000,N/A,2119936000,30000000,0,83200000,64.1385,5.9775,0.5668,15.8236,
002082.SZ,集褽陔第,2007-04-02,9.0938,9.2401,9.2401,8.8083,8.8118,2107466,52594591.8,-0.282,-3.1005,24.9563,7.0249,740700000,N/A,2054208000,30000000,0,83200000,62.1499,5.7922,0.5492,15.333,
002082.SZ,集褽陔第,2007-04-03,8.8118,8.9118,8.9118,8.6726,8.8939,1218943,29925896.9,0.0821,0.9316,24.5507,4.0631,747600000,N/A,2073344000,30000000,0,83200000,62.7288,5.8462,0.5543,15.4758,
002082.SZ,集褽陔第,2007-04-04,8.8939,8.7547,8.8689,8.6013,8.6726,1964744,47804855.8,-0.2213,-2.488,24.3313,6.5491,729000000,N/A,2021760000,30000000,0,83200000,61.1682,5.7007,0.5405,15.0908,
002082.SZ,集褽陔第,2007-04-05,8.6726,8.6584,8.8511,8.6548,8.7868,833807,20420142.6,0.1142,1.3169,24.4903,2.7794,738600000,N/A,2048384000,30000000,0,83200000,61.9737,5.7758,0.5476,15.2895,
002082.SZ,集褽陔第,2007-04-06,8.7868,8.7797,8.9118,8.6726,8.8582,1041918,25621264.9,0.0714,0.8123,24.5905,3.4731,744600000,N/A,2065024000,30000000,0,83200000,62.4771,5.8227,0.5521,15.4137,
002082.SZ,集褽陔第,2007-04-09,8.8582,8.9153,9.2365,8.7868,9.0724,1237275,31373408.6,0.2141,2.4174,25.3569,4.1242,762600000,N/A,2114944000,30000000,0,83200000,63.9874,5.9635,0.5654,15.7863,
002082.SZ,集褽陔第,2007-04-10,9.0724,9.0402,9.2437,8.8511,8.9724,1085397,27392057.2,-0.0999,-1.1015,25.2369,3.618,754200000,N/A,2091648000,30000000,0,83200000,63.2826,5.8978,0.5592,15.6125,
002082.SZ,集褽陔第,2007-04-11,8.9724,8.9938,9.1901,8.8475,9.1901,1322929,33398534.1,0.2177,2.4264,25.2459,4.4098,772500000,N/A,2142400000,30000000,0,83200000,64.8181,6.0409,0.5728,15.9913,
002082.SZ,集褽陔第,2007-04-12,9.1901,9.2437,10.0645,9.1402,9.8932,3311597,90073209.2,0.7031,7.6505,27.1993,11.0387,831600000,N/A,2306304000,30000000,0,83200000,69.777,6.503,0.6166,17.2147,
002082.SZ,集褽陔第,2007-04-13,9.8932,10.1716,10.582,9.9218,10.4036,3464154,98869843.5,0.5104,5.1587,28.5408,11.5472,874500000,N/A,2425280000,30000000,0,83200000,73.3766,6.8385,0.6484,18.1027,
002082.SZ,集褽陔第,2007-04-16,10.4036,10.6713,10.6784,10.036,10.1538,2643935,76048689.9,-0.2498,-2.4014,28.7634,8.8131,853500000,N/A,2367040000,30000000,0,83200000,71.6146,6.6743,0.6328,17.668,
002082.SZ,集褽陔第,2007-04-17,10.1538,10.2251,10.243,9.8183,10.1002,2118910,59791577.3,-0.0535,-0.5272,28.2181,7.063,849000000,N/A,2354560000,30000000,0,83200000,71.237,6.6391,0.6295,17.5749,
002082.SZ,集褽陔第,2007-04-18,10.1002,9.9967,10.5107,9.9932,10.1895,1959503,56242886.2,0.0892,0.8834,28.7026,6.5317,856500000,N/A,2375360000,30000000,0,83200000,71.8663,6.6978,0.635,17.7301,
002082.SZ,集褽陔第,2007-04-19,10.1895,10.1895,10.1966,9.1723,9.4578,2293912,61736719.9,-0.7316,-7.1804,26.9133,7.6464,795000000,N/A,2204800000,30000000,0,83200000,66.706,6.2168,0.5894,16.457,
002082.SZ,集褽陔第,2007-04-20,9.4578,9.4578,9.9111,9.4578,9.8326,1385396,37645229.3,0.3747,3.9623,27.1729,4.618,826500000,N/A,2292160000,30000000,0,83200000,69.3491,6.4632,0.6128,17.1091,
002082.SZ,集褽陔第,2007-04-23,9.8326,9.986,10.1645,9.8361,10.1324,1603539,44817911.4,0.2998,3.049,27.9494,5.3451,851700000,N/A,2362048000,30000000,0,83200000,71.4635,6.6602,0.6315,17.6308,
002082.SZ,集褽陔第,2007-04-24,10.1324,10.0645,10.1573,9.879,10.0253,1364876,38222405.1,-0.1071,-1.0567,28.0043,4.5496,842700000,N/A,2337088000,30000000,0,83200000,70.7084,6.5898,0.6248,17.4445,
002082.SZ,集褽陔第,2007-04-25,10.0253,10.0967,10.1002,9.5577,9.7576,1294728,35541897.7,-0.2677,-2.67,27.4512,4.3158,820200000,N/A,2274688000,30000000,0,83200000,68.8205,6.4139,0.6081,16.9787,
002082.SZ,集褽陔第,2007-04-26,9.7576,9.9932,10.0253,9.6898,9.9932,1264931,34983635.5,0.2356,2.414,27.6566,4.2164,840000000,N/A,2329600000,30000000,0,83200000,70.4818,6.5687,0.6228,17.3886,
002082.SZ,集褽陔第,2007-04-27,9.9932,9.9932,9.9932,9.6006,9.6505,1629422,44272362,-0.3426,-3.4286,27.1706,5.4314,811200000,N/A,2249728000,30000000,0,83200000,68.0653,6.3435,0.6015,16.7924,
002082.SZ,集褽陔第,2007-04-30,9.6505,9.597,9.804,9.5649,9.6363,1341672,36238052.9,-0.0143,-0.1479,27.0096,4.4722,810000000,N/A,2246400000,30000000,0,83200000,67.9646,6.3341,0.6006,16.7676,
002082.SZ,集褽陔第,2007-05-08,9.6363,9.8147,10.1431,9.6398,10.0824,1686957,46756039.3,0.4461,4.6296,27.7162,5.6232,847500000,N/A,2350400000,30000000,0,83200000,71.1111,6.6274,0.6284,17.5438,
002082.SZ,集褽陔第,2007-05-09,10.0824,9.9932,10.0967,9.5292,9.8147,1280771,35250300.4,-0.2677,-2.6549,27.5227,4.2692,825000000,N/A,2288000000,30000000,0,83200000,69.2232,6.4514,0.6117,17.0781,
002082.SZ,集褽陔第,2007-05-10,9.8147,9.8361,10.1288,9.7433,10.0753,1945542,54536122.4,0.2605,2.6545,28.0313,6.4851,846900000,N/A,2348736000,30000000,0,83200000,71.0608,6.6227,0.6279,17.5314,
002082.SZ,集褽陔第,2007-05-11,10.0753,10.0753,10.0753,10.0753,10.0753,N/A,N/A,0,0,N/A,N/A,846900000,N/A,2348736000,30000000,0,83200000,71.0608,6.6227,0.6279,17.5314,
002082.SZ,集褽陔第,2007-05-14,10.0753,9.9218,10.293,9.8183,10.011,1407766,39720548,-0.0642,-0.6376,28.2153,4.6926,841500000,N/A,2333760000,30000000,0,83200000,70.6077,6.5805,0.6239,17.4196,
