ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
002623.SZ,ัวย๊ถู,2013-12-12,19.7097,19.7197,20.0987,19.6698,19.7695,1030311,20560533.2,0.0598,0.3036,19.9557,1.3557,1506320000,N/A,3171200000,76000000,0,160000000,43.24,1.5693,5.2082,-7.448,
002623.SZ,ัวย๊ถู,2013-12-13,19.7695,19.6598,19.7396,19.1312,19.3506,1748553,34189581.8,-0.4189,-2.1191,19.5531,2.3007,1474400000,N/A,3104000000,76000000,0,160000000,42.3237,1.536,5.0978,-7.2902,
002623.SZ,ัวย๊ถู,2013-12-16,19.3506,19.3506,19.4504,18.403,18.5028,2755391,51766856.7,-0.8478,-4.3814,18.7875,3.6255,1409800000,N/A,2968000000,76000000,0,160000000,40.4693,1.4687,4.8745,-6.9708,
002623.SZ,ัวย๊ถู,2013-12-17,18.5028,18.4728,18.802,18.403,18.6125,1905194,35474078.9,0.1097,0.593,18.6197,2.5068,1418160000,N/A,2985600000,76000000,0,160000000,40.7093,1.4774,4.9034,-7.0121,
002623.SZ,ัวย๊ถู,2013-12-18,18.6125,18.6225,18.7122,18.2534,18.2534,983476,18230750,-0.3591,-1.9293,18.5371,1.294,1390800000,N/A,2928000000,76000000,0,160000000,39.9239,1.4489,4.8088,-6.8768,
002623.SZ,ัวย๊ถู,2013-12-19,18.2534,18.4529,18.6624,18.3033,18.3931,930100,17272750.7,0.1396,0.765,18.5709,1.2238,1401440000,N/A,2950400000,76000000,0,160000000,40.2293,1.46,4.8456,-6.9294,
002623.SZ,ัวย๊ถู,2013-12-20,18.3931,18.4529,18.5327,18.2734,18.413,660763,12204282.1,0.0199,0.1085,18.47,0.8694,1402960000,N/A,2953600000,76000000,0,160000000,40.2729,1.4616,4.8508,-6.937,
002623.SZ,ัวย๊ถู,2013-12-23,18.413,18.423,18.5925,17.7347,18.2335,861522,15656667.5,-0.1795,-0.9751,18.1733,1.1336,1389280000,N/A,2924800000,76000000,0,160000000,39.8803,1.4473,4.8035,-6.8693,
002623.SZ,ัวย๊ถู,2013-12-24,18.2335,18.0739,18.5327,17.8544,18.4329,1823300,33538780.3,0.1995,1.0941,18.3945,2.3991,1404480000,N/A,2956800000,76000000,0,160000000,40.3166,1.4632,4.8561,-6.9445,
002623.SZ,ัวย๊ถู,2013-12-25,18.4329,18.3731,19.1411,18.3731,18.9516,1715641,32558525.6,0.5187,2.8139,18.9775,2.2574,1444000000,N/A,3040000000,76000000,0,160000000,41.451,1.5043,4.9927,-7.1399,
002623.SZ,ัวย๊ถู,2013-12-26,18.9516,19.0314,19.1312,18.5726,18.6624,1073110,20282852.5,-0.2893,-1.5263,18.901,1.412,1421960000,N/A,2993600000,76000000,0,160000000,40.8184,1.4814,4.9165,-7.0309,
002623.SZ,ัวย๊ถู,2013-12-27,18.6624,18.6025,19.4703,18.6025,19.3207,1656752,31877666.2,0.6583,3.5275,19.2411,2.1799,1472120000,N/A,3099200000,76000000,0,160000000,42.2582,1.5336,5.09,-7.2789,
002623.SZ,ัวย๊ถู,2013-12-30,19.3207,19.4504,19.5202,19.1312,19.1511,1374085,26604805,-0.1696,-0.8776,19.3618,1.808,1459200000,N/A,3072000000,76000000,0,160000000,41.8874,1.5202,5.0453,-7.215,
002623.SZ,ัวย๊ถู,2013-12-31,19.1511,19.0813,19.1012,18.5626,18.6324,1339776,25226469.3,-0.5187,-2.7083,18.8289,1.7629,1419680000,N/A,2988800000,76000000,0,160000000,40.7529,1.479,4.9086,-7.0196,
002623.SZ,ัวย๊ถู,2014-01-02,18.6324,18.7023,18.9317,18.6125,18.7521,1219721,22920526,0.1197,0.6424,18.7916,1.6049,1428800000,N/A,3008000000,76000000,0,160000000,48.8328,1.4501,4.2849,433.1482,
002623.SZ,ัวย๊ถู,2014-01-03,18.7521,18.7422,18.8818,18.2534,18.413,1289484,23939712.1,-0.3391,-1.8085,18.5653,1.6967,1402960000,N/A,2953600000,76000000,0,160000000,47.9497,1.4238,4.2075,425.3147,
002623.SZ,ัวย๊ถู,2014-01-06,18.413,18.413,18.5327,17.4854,17.5253,1596553,28434286.6,-0.8877,-4.8212,17.8098,2.1007,1335320000,N/A,2811200000,76000000,0,160000000,45.6379,1.3552,4.0046,404.8093,
002623.SZ,ัวย๊ถู,2014-01-07,17.5253,17.4854,17.5352,17.1861,17.4854,1061056,18499453.6,-0.0399,-0.2277,17.4349,1.3961,1332280000,N/A,2804800000,76000000,0,160000000,45.534,1.3521,3.9955,403.8877,
002623.SZ,ัวย๊ถู,2014-01-08,17.4854,17.5951,17.7547,17.3956,17.4056,1403657,24639223.6,-0.0798,-0.4564,17.5536,1.8469,1326200000,N/A,2792000000,76000000,0,160000000,45.3262,1.3459,3.9773,402.0445,
002623.SZ,ัวย๊ถู,2014-01-09,17.4056,17.2759,17.3258,16.5877,16.5877,2851456,48478555.7,-0.8179,-4.6991,17.0013,3.7519,1263880000,N/A,2660800000,76000000,0,160000000,43.1963,1.2827,3.7904,383.1519,
002623.SZ,ัวย๊ถู,2014-01-10,16.5877,16.458,16.837,16.2186,16.2884,1629282,26819497.4,-0.2992,-1.804,16.4609,2.1438,1241080000,N/A,2612800000,76000000,0,160000000,42.417,1.2595,3.722,376.2399,
002623.SZ,ัวย๊ถู,2014-01-13,16.2884,16.1787,16.6475,16.1588,16.5677,1380428,22624670.9,0.2793,1.7146,16.3896,1.8164,1262360000,N/A,2657600000,76000000,0,160000000,43.1443,1.2811,3.7858,382.6911,
002623.SZ,ัวย๊ถู,2014-01-14,16.5677,16.5677,16.9068,16.3782,16.8171,1612700,26904776.7,0.2494,1.5051,16.6831,2.122,1281360000,N/A,2697600000,76000000,0,160000000,43.7937,1.3004,3.8428,388.451,
002623.SZ,ัวย๊ถู,2014-01-15,16.8171,16.7572,17.1861,16.7572,17.0565,2379573,40682530.9,0.2394,1.4235,17.0966,3.131,1299600000,N/A,2736000000,76000000,0,160000000,44.4171,1.3189,3.8975,393.9806,
002623.SZ,ัวย๊ถู,2014-01-16,17.0565,17.0565,17.256,16.9467,17.1562,1366124,23445947.2,0.0997,0.5848,17.1624,1.7975,1307200000,N/A,2752000000,76000000,0,160000000,44.6768,1.3267,3.9203,396.2845,
002623.SZ,ัวย๊ถู,2014-01-17,17.1562,17.1762,17.2061,16.8171,16.8769,998068,16995304.9,-0.2793,-1.6279,17.0282,1.3132,1285920000,N/A,2707200000,76000000,0,160000000,43.9495,1.3051,3.8565,389.8334,
002623.SZ,ัวย๊ถู,2014-01-20,16.8769,16.8071,17.1462,16.5777,16.6974,980525,16588108.8,-0.1795,-1.0638,16.9176,1.2902,1272240000,N/A,2678400000,76000000,0,160000000,43.482,1.2912,3.8154,385.6862,
002623.SZ,ัวย๊ถู,2014-01-21,16.6974,16.8071,17.4155,16.7971,17.3457,1751593,30127712.2,0.6483,3.8829,17.2002,2.3047,1321640000,N/A,2782400000,76000000,0,160000000,45.1703,1.3413,3.9636,400.6621,
002623.SZ,ัวย๊ถู,2014-01-22,17.3457,17.3557,17.7746,17.246,17.6549,1523880,26790448.4,0.3092,1.7826,17.5804,2.0051,1345200000,N/A,2832000000,76000000,0,160000000,45.9756,1.3652,4.0342,407.8044,
002623.SZ,ัวย๊ถู,2014-01-23,17.6549,17.7048,18.1138,17.6549,17.9641,1792390,32160458.9,0.3092,1.7514,17.9428,2.3584,1368760000,N/A,2881600000,76000000,0,160000000,46.7808,1.3891,4.1049,414.9468,
002623.SZ,ัวย๊ถู,2014-01-24,17.9641,17.9841,18.2734,17.8345,18.014,1807871,32748322.1,0.0499,0.2776,18.1143,2.3788,1372560000,N/A,2889600000,76000000,0,160000000,46.9107,1.393,4.1163,416.0988,
002623.SZ,ัวย๊ถู,2014-01-27,18.014,18.014,18.7721,17.8345,18.3332,2640055,48577637.2,0.3192,1.7719,18.4002,3.4738,1396880000,N/A,2940800000,76000000,0,160000000,47.7419,1.4177,4.1892,423.4715,
002623.SZ,ัวย๊ถู,2014-01-28,18.3332,18.1636,18.8319,18.1537,18.7023,2156421,40295459,0.3691,2.0131,18.6863,2.8374,1425000000,N/A,3000000000,76000000,0,160000000,48.7029,1.4462,4.2736,431.9962,
002623.SZ,ัวย๊ถู,2014-01-29,18.7023,18.7422,19.1312,18.6125,18.822,2071683,39106592.1,0.1197,0.64,18.8767,2.7259,1434120000,N/A,3019200000,76000000,0,160000000,49.0146,1.4555,4.3009,434.761,
002623.SZ,ัวย๊ถู,2014-01-30,18.822,18.7521,18.9516,18.5526,18.9317,1042703,19616678.5,0.1097,0.5829,18.8133,1.372,1442480000,N/A,3036800000,76000000,0,160000000,49.3004,1.4639,4.326,437.2954,
002623.SZ,ัวย๊ถู,2014-02-07,18.9317,18.5327,19.5301,18.5327,19.5002,1822267,35303562.3,0.5685,3.0032,19.3734,2.3977,1485800000,N/A,3128000000,76000000,0,160000000,50.7809,1.5079,4.4559,450.4281,
002623.SZ,ัวย๊ถู,2014-02-10,19.5002,19.5002,20.0388,19.3506,19.4504,3505928,69127440.7,-0.0499,-0.2558,19.7173,4.6131,1482000000,N/A,3120000000,76000000,0,160000000,50.651,1.5041,4.4445,449.2761,
002623.SZ,ัวย๊ถู,2014-02-11,19.4504,19.4005,20.2483,19.4005,19.8693,2721597,54223650.9,0.4189,2.1538,19.9235,3.581,1513920000,N/A,3187200000,76000000,0,160000000,51.742,1.5364,4.5402,458.9528,
002623.SZ,ัวย๊ถู,2014-02-12,19.8693,19.8693,20.9465,19.8593,20.9465,3942770,80989826.2,1.0773,5.4217,20.5414,5.1879,1596000000,N/A,3360000000,76000000,0,160000000,54.5473,1.6198,4.7864,483.8358,
002623.SZ,ัวย๊ถู,2014-02-13,20.9465,20.9266,21.2158,20.2683,20.3281,2528744,52601134.1,-0.6184,-2.9524,20.8013,3.3273,1548880000,N/A,3260800000,76000000,0,160000000,52.9368,1.5719,4.6451,469.5511,
002623.SZ,ัวย๊ถู,2014-02-14,20.3281,20.2982,21.156,20.2982,20.9864,1747300,36364326.1,0.6583,3.2385,20.8117,2.2991,1599040000,N/A,3366400000,76000000,0,160000000,54.6512,1.6228,4.7955,484.7574,
002623.SZ,ัวย๊ถู,2014-02-17,20.9864,20.8967,21.7545,20.6473,21.7046,3227408,68973605.7,0.7182,3.4221,21.3712,4.2466,1653760000,N/A,3481600000,76000000,0,160000000,56.5214,1.6784,4.9596,501.346,
002623.SZ,ัวย๊ถู,2014-02-18,21.7046,21.6348,23.0911,21.555,22.7918,4421526,99249718.4,1.0872,5.0092,22.4469,5.8178,1736600000,N/A,3656000000,76000000,0,160000000,59.3526,1.7624,5.208,526.4594,
002623.SZ,ัวย๊ถู,2014-02-19,22.7918,22.7818,22.9115,21.944,22.5425,1949515,43845661.7,-0.2494,-1.0941,22.4905,2.5652,1717600000,N/A,3616000000,76000000,0,160000000,58.7033,1.7432,5.1511,520.6995,
002623.SZ,ัวย๊ถู,2014-02-20,22.5425,22.4427,22.5325,21.3555,21.5949,3183093,70196544.8,-0.9476,-4.2035,22.0529,4.1883,1645400000,N/A,3464000000,76000000,0,160000000,56.2356,1.6699,4.9345,498.8117,
002623.SZ,ัวย๊ถู,2014-02-21,21.5949,21.5949,22.0238,20.9964,21.136,1807648,38699055.4,-0.4588,-2.1247,21.4085,2.3785,1610440000,N/A,3390400000,76000000,0,160000000,55.0408,1.6344,4.8297,488.2133,
002623.SZ,ัวย๊ถู,2014-02-24,21.136,21.0862,21.6448,20.757,21.3754,2012821,42823895.1,0.2394,1.1326,21.2756,2.6484,1628680000,N/A,3428800000,76000000,0,160000000,55.6642,1.6529,4.8844,493.7429,
002623.SZ,ัวย๊ถู,2014-02-25,21.3754,21.3754,21.545,19.4404,19.7895,4145593,85231159.6,-1.586,-7.4195,20.5595,5.4547,1507840000,N/A,3174400000,76000000,0,160000000,51.5342,1.5303,4.522,457.1096,
002623.SZ,ัวย๊ถู,2014-02-26,19.7895,19.7396,19.8992,19.2509,19.7596,1807057,35525126,-0.0299,-0.1512,19.6591,2.3777,1505560000,N/A,3169600000,76000000,0,160000000,51.4563,1.528,4.5152,456.4184,
002623.SZ,ัวย๊ถู,2014-02-27,19.7596,19.8493,20.1286,19.1411,19.1411,2127192,41944714.4,-0.6184,-3.1297,19.7183,2.7989,1458440000,N/A,3070400000,76000000,0,160000000,49.8458,1.4801,4.3738,442.1338,
002623.SZ,ัวย๊ถู,2014-02-28,19.1411,19.2409,19.5102,18.6524,19.3905,2418231,46117932.8,0.2494,1.3028,19.0709,3.1819,1477440000,N/A,3110400000,76000000,0,160000000,50.4952,1.4994,4.4308,447.8937,
002623.SZ,ัวย๊ถู,2014-03-03,19.3905,19.3905,19.7496,19.2309,19.6798,1843622,36047824.1,0.2893,1.4918,19.5527,2.4258,1499480000,N/A,3156800000,76000000,0,160000000,51.2485,1.5218,4.4969,454.5753,
002623.SZ,ัวย๊ถู,2014-03-04,19.6798,19.9391,20.0488,19.4603,19.8992,2254159,44688136.8,0.2194,1.1151,19.8247,2.966,1516200000,N/A,3192000000,76000000,0,160000000,51.8199,1.5388,4.5471,459.644,
002623.SZ,ัวย๊ถู,2014-03-05,19.8992,19.8892,20.2383,19.7197,19.9192,1633055,32659360.4,0.0199,0.1003,19.9989,2.1488,1517720000,N/A,3195200000,76000000,0,160000000,51.8719,1.5403,4.5516,460.1048,
002623.SZ,ัวย๊ถู,2014-03-06,19.9192,19.6498,20.2683,19.5202,20.2483,1479415,29439993.2,0.3292,1.6525,19.8998,1.9466,1542800000,N/A,3248000000,76000000,0,160000000,52.729,1.5658,4.6268,467.7079,
002623.SZ,ัวย๊ถู,2014-03-07,20.2483,20.1885,20.5176,20.0588,20.378,1957154,39936292.4,0.1297,0.6404,20.4053,2.5752,1552680000,N/A,3268800000,76000000,0,160000000,53.0667,1.5758,4.6565,470.7031,
002623.SZ,ัวย๊ถู,2014-03-10,20.378,20.0987,20.0987,18.9616,19.1711,1402873,27462750,-1.2069,-5.9227,19.5761,1.8459,1460720000,N/A,3075200000,76000000,0,160000000,49.9237,1.4825,4.3807,442.825,
002623.SZ,ัวย๊ถู,2014-03-11,19.1711,19.1112,19.4204,18.7521,19.0414,948845,18089155.4,-0.1297,-0.6764,19.0644,1.2485,1450840000,N/A,3054400000,76000000,0,160000000,49.5861,1.4724,4.351,439.8298,
002623.SZ,ัวย๊ถู,2014-03-12,19.0414,19.0015,19.201,18.3532,18.413,1135636,21234871.3,-0.6284,-3.3002,18.6987,1.4943,1402960000,N/A,2953600000,76000000,0,160000000,47.9497,1.4238,4.2075,425.3147,
002623.SZ,ัวย๊ถู,2014-03-13,18.413,18.5227,18.9018,18.413,18.8619,974420,18232034,0.4489,2.4377,18.7107,1.2821,1437160000,N/A,3025600000,76000000,0,160000000,49.1185,1.4585,4.31,435.6826,
002623.SZ,ัวย๊ถู,2014-03-14,18.8619,18.7023,19.0015,18.7023,18.802,484275,9126868.9,-0.0598,-0.3173,18.8465,0.6372,1432600000,N/A,3016000000,76000000,0,160000000,48.9627,1.4539,4.2963,434.3002,
002623.SZ,ัวย๊ถู,2014-03-17,18.802,18.812,19.6099,18.7521,19.5102,1117490,21725976.5,0.7082,3.7666,19.4418,1.4704,1486560000,N/A,3129600000,76000000,0,160000000,50.8069,1.5087,4.4582,450.6585,
002623.SZ,ัวย๊ถู,2014-03-18,19.5102,19.6,19.6698,19.3706,19.5002,1183967,23112027.8,-0.01,-0.0511,19.5208,1.5579,1485800000,N/A,3128000000,76000000,0,160000000,50.7809,1.5079,4.4559,450.4281,
002623.SZ,ัวย๊ถู,2014-03-19,19.5002,19.3905,19.6698,19.2309,19.6598,793452,15475566.3,0.1596,0.8184,19.5041,1.044,1497960000,N/A,3153600000,76000000,0,160000000,51.1965,1.5203,4.4924,454.1144,
002623.SZ,ัวย๊ถู,2014-03-20,19.6598,19.6698,19.6698,19.0015,19.1012,1001481,19394538.9,-0.5586,-2.8412,19.3659,1.3177,1455400000,N/A,3064000000,76000000,0,160000000,49.7419,1.4771,4.3647,441.2122,
002623.SZ,ัวย๊ถู,2014-03-21,19.1012,18.9516,19.6897,18.7721,19.5501,929521,17927328.1,0.4489,2.3499,19.2866,1.2231,1489600000,N/A,3136000000,76000000,0,160000000,50.9108,1.5118,4.4673,451.5801,
002623.SZ,ัวย๊ถู,2014-03-24,19.5501,19.5501,20.0289,19.5102,19.6498,1042589,20692010,0.0997,0.5102,19.8468,1.3718,1497200000,N/A,3152000000,76000000,0,160000000,51.1705,1.5195,4.4901,453.8841,
002623.SZ,ัวย๊ถู,2014-03-25,19.6498,19.6598,19.8394,19.3506,19.5002,660019,12964711.2,-0.1496,-0.7614,19.6429,0.8684,1485800000,N/A,3128000000,76000000,0,160000000,50.7809,1.5079,4.4559,450.4281,
002623.SZ,ัวย๊ถู,2014-03-26,19.5002,20.7371,21.0263,19.9491,20.2483,3343113,68181948.6,0.7481,3.8363,20.3947,4.3988,1542800000,N/A,3248000000,76000000,0,160000000,52.729,1.5658,4.6268,467.7079,
002623.SZ,ัวย๊ถู,2014-03-27,20.2483,20.2483,20.4977,19.8992,19.9591,2266829,46123681.6,-0.2893,-1.4286,20.3472,2.9827,1520760000,N/A,3201600000,76000000,0,160000000,51.9758,1.5434,4.5607,461.0264,
002623.SZ,ัวย๊ถู,2014-03-28,19.9591,19.8493,20.0388,18.8519,19.0514,1879582,36416056.6,-0.9077,-4.5477,19.3746,2.4731,1451600000,N/A,3056000000,76000000,0,160000000,49.612,1.4732,4.3533,440.0602,
002623.SZ,ัวย๊ถู,2014-03-31,19.0514,18.9417,19.211,18.4529,18.9516,1009520,19015430.4,-0.0997,-0.5236,18.8361,1.3283,1444000000,N/A,3040000000,76000000,0,160000000,49.3523,1.4655,4.3305,437.7562,
002623.SZ,ัวย๊ถู,2014-04-01,18.9516,18.9616,19.4105,18.9516,19.3107,639052,12333685.3,0.3591,1.8947,19.3,0.8409,1471360000,N/A,3097600000,76000000,0,160000000,50.2874,1.4933,4.4126,446.0505,
002623.SZ,ัวย๊ถู,2014-04-02,19.3107,19.4703,19.4903,19.1611,19.4504,716840,13871539.7,0.1396,0.7231,19.351,0.9432,1482000000,N/A,3120000000,76000000,0,160000000,50.651,1.5041,4.4445,449.2761,
002623.SZ,ัวย๊ถู,2014-04-03,19.4504,19.5501,19.7795,19.211,19.2808,1070035,20874849.2,-0.1696,-0.8718,19.5086,1.4079,1469080000,N/A,3092800000,76000000,0,160000000,50.2095,1.4909,4.4057,445.3593,
002623.SZ,ัวย๊ถู,2014-04-04,19.2808,19.3007,19.4204,19.1312,19.3307,1170830,22593712.8,0.0499,0.2587,19.2972,1.5406,1472880000,N/A,3100800000,76000000,0,160000000,50.3393,1.4948,4.4171,446.5113,
002623.SZ,ัวย๊ถู,2014-04-08,19.3307,19.3506,19.8493,19.201,19.8394,1512528,29692059,0.5087,2.6316,19.6307,1.9902,1511640000,N/A,3182400000,76000000,0,160000000,51.6641,1.5341,4.5334,458.2616,
002623.SZ,ัวย๊ถู,2014-04-09,19.8394,19.9291,20.1984,19.8394,20.0787,2288712,45950063.5,0.2394,1.2066,20.0768,3.0115,1529880000,N/A,3220800000,76000000,0,160000000,52.2875,1.5526,4.5881,463.7912,
002623.SZ,ัวย๊ถู,2014-04-10,20.0787,20.2383,20.3979,20.0887,20.2383,1425278,28860234.7,0.1596,0.7948,20.2488,1.8754,1542040000,N/A,3246400000,76000000,0,160000000,52.7031,1.565,4.6246,467.4775,
002623.SZ,ัวย๊ถู,2014-04-11,20.2383,20.0887,20.2284,19.8194,20.0887,1002302,20066747,-0.1496,-0.7393,20.0207,1.3188,1530640000,N/A,3222400000,76000000,0,160000000,52.3134,1.5534,4.5904,464.0216,
002623.SZ,ัวย๊ถู,2014-04-14,20.0887,20.0488,20.358,19.9391,20.2483,807511,16363605.8,0.1596,0.7944,20.2643,1.0625,1542800000,N/A,3248000000,76000000,0,160000000,52.729,1.5658,4.6268,467.7079,
002623.SZ,ัวย๊ถู,2014-04-15,20.2483,20.1386,20.6273,20.1386,20.3181,1388628,28351766.6,0.0698,0.3448,20.4171,1.8271,1548120000,N/A,3259200000,76000000,0,160000000,52.9109,1.5712,4.6428,469.3207,
002623.SZ,ัวย๊ถู,2014-04-16,20.3181,20.2882,20.2882,19.9092,20.0488,721378,14492444.3,-0.2693,-1.3255,20.0899,0.9492,1527600000,N/A,3216000000,76000000,0,160000000,52.2095,1.5503,4.5812,463.1,
002623.SZ,ัวย๊ถู,2014-04-17,20.0488,19.999,20.3481,19.999,20.0289,535016,10801075.2,-0.0199,-0.0995,20.1883,0.704,1526080000,N/A,3212800000,76000000,0,160000000,52.1576,1.5488,4.5767,462.6392,
002623.SZ,ัวย๊ถู,2014-04-18,20.0289,20.0887,20.5874,19.9491,20.5276,1118104,22799848.2,0.4987,2.49,20.3915,1.4712,1564080000,N/A,3292800000,76000000,0,160000000,53.4563,1.5874,4.6907,474.1591,
002623.SZ,ัวย๊ถู,2014-04-21,20.5276,20.368,21.2059,20.2683,20.8368,2157776,45184279.1,0.3092,1.5063,20.9402,2.8392,1587640000,N/A,3342400000,76000000,0,160000000,54.2616,1.6113,4.7613,481.3014,
002623.SZ,ัวย๊ถู,2014-04-22,20.8368,20.8268,20.8468,20.0488,20.358,1543883,31545311.7,-0.4788,-2.2978,20.4324,2.0314,1551160000,N/A,3265600000,76000000,0,160000000,53.0148,1.5742,4.6519,470.2423,
002623.SZ,ัวย๊ถู,2014-04-23,20.358,20.3481,20.9066,20.1984,20.9066,1403139,28994774.5,0.5486,2.6948,20.6642,1.8462,1592960000,N/A,3353600000,76000000,0,160000000,54.4434,1.6167,4.7773,482.9142,
002623.SZ,ัวย๊ถู,2014-04-24,20.9066,20.9066,21.7844,20.8069,21.156,2995425,63984724.1,0.2494,1.1927,21.3608,3.9413,1611960000,N/A,3393600000,76000000,0,160000000,55.0928,1.6359,4.8342,488.6742,
002623.SZ,ัวย๊ถู,2014-04-25,21.156,21.0662,21.156,19.8992,19.8992,2002392,41167859.5,-1.2568,-5.9406,20.5593,2.6347,1516200000,N/A,3192000000,76000000,0,160000000,51.8199,1.5388,4.5471,459.644,
002623.SZ,ัวย๊ถู,2014-04-28,19.8992,18.6524,19.1511,17.9641,18.9317,2420618,45099903.2,-0.9675,-4.8622,18.6316,3.185,1442480000,N/A,3036800000,76000000,0,160000000,49.3004,1.4639,4.326,437.2954,
002623.SZ,ัวย๊ถู,2014-04-29,18.9317,18.8818,19.0813,18.5427,19.0314,1158911,21902982.9,0.0997,0.5269,18.8996,1.5249,1450080000,N/A,3052800000,76000000,0,160000000,49.5601,1.4717,4.3488,439.5994,
002623.SZ,ัวย๊ถู,2014-04-30,19.0314,18.9516,19.4204,18.8519,18.9915,712998,13680739.9,-0.0399,-0.2096,19.1876,0.9382,1447040000,N/A,3046400000,76000000,0,160000000,49.4562,1.4686,4.3396,438.6778,
002623.SZ,ัวย๊ถู,2014-05-05,18.9915,18.9815,19.0414,18.403,18.792,1538325,28682918.4,-0.1995,-1.0504,18.6456,2.0241,1431840000,N/A,3014400000,76000000,0,160000000,48.9367,1.4531,4.2941,434.0698,
002623.SZ,ัวย๊ถู,2014-05-06,18.792,18.7521,19.1112,18.6025,18.9716,1077236,20520613.4,0.1795,0.9554,19.0493,1.4174,1445520000,N/A,3043200000,76000000,0,160000000,49.4043,1.467,4.3351,438.217,
002623.SZ,ัวย๊ถู,2014-05-07,18.9716,18.8319,18.9317,18.5925,18.6624,813905,15274966.6,-0.3092,-1.6299,18.7675,1.0709,1421960000,N/A,2993600000,76000000,0,160000000,48.599,1.4431,4.2644,431.0746,
002623.SZ,ัวย๊ถู,2014-05-08,18.6624,18.6524,19.0015,18.4529,18.7222,695758,13062950.1,0.0598,0.3207,18.7751,0.9155,1426520000,N/A,3003200000,76000000,0,160000000,48.7549,1.4477,4.2781,432.457,
002623.SZ,ัวย๊ถู,2014-05-09,18.7222,18.5327,18.6125,17.8544,18.1736,1115165,20270306.3,-0.5486,-2.9302,18.177,1.4673,1384720000,N/A,2915200000,76000000,0,160000000,47.3263,1.4053,4.1528,419.7852,
002623.SZ,ัวย๊ถู,2014-05-12,18.1736,18.2534,18.6723,18.2135,18.6424,789456,14614613.1,0.4688,2.5796,18.5123,1.0388,1420440000,N/A,2990400000,76000000,0,160000000,48.5471,1.4416,4.2599,430.6139,
002623.SZ,ัวย๊ถู,2014-05-13,18.6424,18.6025,18.7322,18.413,18.4529,737097,13731354,-0.1895,-1.0166,18.629,0.9699,1406000000,N/A,2960000000,76000000,0,160000000,48.0536,1.4269,4.2166,426.2363,
002623.SZ,ัวย๊ถู,2014-05-14,18.4529,18.3931,18.6524,18.3931,18.5127,430400,7991672,0.0598,0.3243,18.568,0.5663,1410560000,N/A,2969600000,76000000,0,160000000,48.2094,1.4316,4.2302,427.6187,
002623.SZ,ัวย๊ถู,2014-05-15,18.5127,18.403,18.5327,17.9342,18.1237,610844,11129633.7,-0.389,-2.1013,18.2201,0.8037,1380920000,N/A,2907200000,76000000,0,160000000,47.1964,1.4015,4.1414,418.6331,
002623.SZ,ัวย๊ถู,2014-05-16,18.1237,18.0639,18.1038,17.7746,18.0639,490987,8850993.2,-0.0598,-0.3302,18.0269,0.646,1376360000,N/A,2897600000,76000000,0,160000000,47.0405,1.3968,4.1277,417.2508,
002623.SZ,ัวย๊ถู,2014-05-19,18.0639,18.1038,18.1038,17.8245,18.0539,433085,7802154.3,-0.01,-0.0552,18.0153,0.5698,1375600000,N/A,2896000000,76000000,0,160000000,47.0146,1.3961,4.1254,417.0204,
002623.SZ,ัวย๊ถู,2014-05-20,18.0539,18.2035,18.5925,18.1038,18.1936,682896,12552204.4,0.1396,0.7735,18.3808,0.8985,1386240000,N/A,2918400000,76000000,0,160000000,47.3782,1.4069,4.1573,420.2459,
002623.SZ,ัวย๊ถู,2014-05-21,18.1936,18.1936,18.3332,17.9342,18.3033,722843,13178297.8,0.1097,0.6031,18.2312,0.9511,1394600000,N/A,2936000000,76000000,0,160000000,47.6639,1.4154,4.1824,422.7803,
002623.SZ,ัวย๊ถู,2014-05-22,18.3033,18.4529,18.5028,18.2534,18.2734,807737,14887837.7,-0.0299,-0.1635,18.4315,1.0628,1392320000,N/A,2931200000,76000000,0,160000000,47.586,1.413,4.1755,422.0891,
002623.SZ,ัวย๊ถู,2014-05-23,18.2734,18.3033,18.4828,18.2035,18.403,712766,13097668.5,0.1297,0.7096,18.3758,0.9378,1402200000,N/A,2952000000,76000000,0,160000000,47.9237,1.4231,4.2052,425.0843,
002623.SZ,ัวย๊ถู,2014-05-26,18.403,18.5327,18.8619,18.5028,18.8619,2299068,42999116.4,0.4588,2.4932,18.7028,3.0251,1437160000,N/A,3025600000,76000000,0,160000000,49.1185,1.4585,4.31,435.6826,
002623.SZ,ัวย๊ถู,2014-05-27,18.8619,18.9018,19.1312,18.7521,18.7521,1498645,28492953.5,-0.1097,-0.5817,19.0125,1.9719,1428800000,N/A,3008000000,76000000,0,160000000,48.8328,1.4501,4.2849,433.1482,
