´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-05,N/A,9.66,9.6658,9.3729,9.4432,6582541,213723691.5,N/A,N/A,32.4683,42.1958,502944000,N/A,2509264347.2,15600000,0,77830780,60.2114,16.0348,6.0576,112.8645,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-08,9.4432,9.3758,9.4432,9.08,9.2118,2179325,68517060.3,-0.2314,-2.4504,31.4396,13.97,490620000,N/A,2447778031,15600000,0,77830780,58.736,15.6419,5.9092,110.0989,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-09,9.2118,9.165,9.2528,9.0361,9.0859,1138399,35447438.8,-0.1259,-1.3672,31.138,7.2974,483912000,N/A,2414310795.6,15600000,0,77830780,57.9329,15.428,5.8284,108.5936,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-10,9.0859,9.0742,9.2411,9.039,9.1884,1005864,31446740.6,0.1025,1.1283,31.2634,6.4478,489372000,N/A,2441551568.6,15600000,0,77830780,58.5866,15.6021,5.8941,109.8188,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-11,9.1884,9.1327,9.1942,9.08,9.1122,747787,23275321.8,-0.0762,-0.8288,31.1256,4.7935,485316000,N/A,2421315565.8,15600000,0,77830780,58.101,15.4728,5.8453,108.9086,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-12,9.1122,9.1152,9.206,9.0947,9.165,737661,23011130.9,0.0527,0.5786,31.1947,4.7286,488124000,N/A,2435325106.2,15600000,0,77830780,58.4371,15.5623,5.8791,109.5388,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-22,9.165,9.1093,9.1679,9.0507,9.1064,697888,21649316,-0.0586,-0.6392,31.0212,4.4736,485004000,N/A,2419758950.2,15600000,0,77830780,58.0636,15.4628,5.8415,108.8386,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-23,9.1064,9.0976,9.0976,8.8603,8.9921,701814,21412839.8,-0.1142,-1.2544,30.5107,4.4988,478920000,N/A,2389404946,15600000,0,77830780,57.3353,15.2688,5.7682,107.4733,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-24,8.9921,8.9921,9.2353,8.8779,9.2206,1325961,41476842.4,0.2285,2.5407,31.2806,8.4998,491088000,N/A,2450112954.4,15600000,0,77830780,58.792,15.6568,5.9148,110.2039,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-25,9.2206,9.285,9.5047,9.244,9.4022,2322153,74493228.5,0.1816,1.9695,32.0794,14.8856,500760000,N/A,2498368038,15600000,0,77830780,59.9499,15.9651,6.0313,112.3744,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-02-26,9.4022,9.3964,9.4315,9.2909,9.3026,1022866,32683404.9,-0.0996,-1.0592,31.9528,6.5568,495456000,N/A,2471905572.8,15600000,0,77830780,59.3149,15.796,5.9674,111.1841,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-03-01,9.3026,9.3788,9.5457,9.3788,9.5047,1568359,50825996.1,0.2021,2.1725,32.4071,10.0536,506220000,N/A,2525608811,15600000,0,77830780,60.6036,16.1392,6.097,113.5996,
002352.SZ,¶¦Ì©ÐÂ²Ä,2010-03-02,9.5047,9.5018,9.5399,9.3378,9.4198,1047420,33648785.5,-0.0849,-0.8937,32.1254,6.7142,501696000,N/A,2503037884.8,15600000,0,77830780,60.062,15.995,6.0426,112.5844,
