¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
000858.SZ,ŒÂ¡∏“∫,1998-04-27,N/A,1.8608,3.5629,1.8608,3.3485,34163000,1846204586.1,N/A,N/A,54.0411,47.4486,3857040000,N/A,17142400000,72000000,0,320000000,50.227,43.6877,7.7763,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-04-28,3.3485,3.3754,3.5317,3.3504,3.3873,6765800,371571836.1,0.0388,1.1574,54.9191,9.3969,3901680000,N/A,17340800000,72000000,0,320000000,50.8083,44.1934,7.8663,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-04-29,3.3873,3.436,3.4366,3.3066,3.3316,3393200,181927516,-0.0556,-1.6424,53.6153,4.7128,3837600000,N/A,17056000000,72000000,0,320000000,49.9739,43.4675,7.7371,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-04-30,3.3316,3.3316,3.3879,3.3254,3.3535,2385600,127942178.1,0.0219,0.6567,53.631,3.3133,3862800000,N/A,17168000000,72000000,0,320000000,50.302,43.753,7.7879,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-04,3.3535,3.4441,3.6892,3.4379,3.6892,4920900,285312925.3,0.3357,10.0093,57.9798,6.8346,4249440000,N/A,18886400000,72000000,0,320000000,55.3369,48.1323,8.5674,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-05,3.6892,3.9304,4.0567,3.8511,3.9167,8409500,532130549.2,0.2275,6.1674,63.2773,11.6799,4511520000,N/A,20051200000,72000000,0,320000000,58.7498,51.1009,9.0958,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-06,3.9167,3.8879,4.1255,3.8629,4.1086,4436600,283147678.5,0.1919,4.8995,63.8209,6.1619,4732560000,N/A,21033600000,72000000,0,320000000,61.6282,53.6045,9.5414,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-07,4.1086,4.188,4.363,4.1255,4.1536,6001600,405496127.7,0.045,1.0954,67.5647,8.3356,4784400000,N/A,21264000000,72000000,0,320000000,62.3033,54.1917,9.6459,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-08,4.1536,4.1536,4.2617,4.1255,4.1892,3539300,237166398.7,0.0356,0.8578,67.0094,4.9157,4825440000,N/A,21446400000,72000000,0,320000000,62.8377,54.6566,9.7287,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-11,4.1892,4.163,4.1992,3.988,4.0067,3280200,212802478.3,-0.1825,-4.3569,64.8748,4.5558,4615200000,N/A,20512000000,72000000,0,320000000,60.0999,52.2752,9.3048,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-12,4.0067,3.9567,3.988,3.8892,3.9648,1915100,120685590.8,-0.0419,-1.0452,63.0179,2.6599,4566960000,N/A,20297600000,72000000,0,320000000,59.4717,51.7288,9.2075,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-13,3.9648,3.9504,4.1098,3.9386,3.9911,1393000,89469272.6,0.0263,0.6621,64.2278,1.9347,4597200000,N/A,20432000000,72000000,0,320000000,59.8655,52.0713,9.2685,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-14,3.9911,3.9911,4.0286,3.9286,3.9398,1150100,72694745.9,-0.0513,-1.2843,63.2073,1.5974,4538160000,N/A,20169600000,72000000,0,320000000,59.0967,51.4026,9.1495,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-15,3.9398,3.9629,4.0755,3.9442,3.9961,1044000,66869012.4,0.0563,1.4279,64.0508,1.45,4602960000,N/A,20457600000,72000000,0,320000000,59.9405,52.1366,9.2801,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-18,3.9961,4.063,4.063,3.9079,3.9442,735700,46577620.4,-0.0519,-1.2983,63.3106,1.0218,4543200000,N/A,20192000000,72000000,0,320000000,59.1623,51.4597,9.1596,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-19,3.9442,3.9067,4.0005,3.8442,3.8961,1097300,68153736.7,-0.0481,-1.2203,62.1104,1.524,4487760000,N/A,19945600000,72000000,0,320000000,58.4404,50.8317,9.0479,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-20,3.8961,3.8754,3.8942,3.8036,3.8061,921700,56580399.3,-0.09,-2.3103,61.387,1.2801,4384080000,N/A,19484800000,72000000,0,320000000,57.0902,49.6574,8.8388,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-21,3.8061,3.7692,3.9504,3.7692,3.8761,772100,47390999.5,0.07,1.8394,61.3794,1.0724,4464720000,N/A,19843200000,72000000,0,320000000,58.1403,50.5708,9.0014,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-22,3.8761,3.8817,3.9379,3.8504,3.9061,826400,51396795.8,0.03,0.7741,62.1936,1.1478,4499280000,N/A,19996800000,72000000,0,320000000,58.5904,50.9622,9.0711,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-25,3.9061,3.9054,3.9061,3.8042,3.8086,687300,42102711,-0.0975,-2.4964,61.2581,0.9546,4386960000,N/A,19497600000,72000000,0,320000000,57.1277,49.69,8.8446,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-26,3.8086,3.8054,3.8748,3.7742,3.7967,662900,40315839.2,-0.0119,-0.3118,60.8174,0.9207,4373280000,N/A,19436800000,72000000,0,320000000,56.9496,49.5351,8.8171,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-27,3.7967,3.8129,3.8129,3.721,3.7304,1056000,63468755.7,-0.0663,-1.7451,60.103,1.4667,4296960000,N/A,19097600000,72000000,0,320000000,55.9557,48.6706,8.6632,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-28,3.7304,3.6942,3.8429,3.6879,3.7504,1240300,74459394.8,0.02,0.5362,60.0334,1.7226,4320000000,N/A,19200000000,72000000,0,320000000,56.2558,48.9316,8.7096,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-05-29,3.7504,3.7523,3.8067,3.7379,3.7504,536800,32330498.2,0,0,60.2282,0.7456,4320000000,N/A,19200000000,72000000,0,320000000,56.2558,48.9316,8.7096,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-01,3.7504,3.7504,3.7504,3.6179,3.686,1290700,75831724.5,-0.0644,-1.7167,58.7524,1.7926,4245840000,N/A,18870400000,72000000,0,320000000,55.29,48.0916,8.5601,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-02,3.686,3.6817,3.6817,3.6129,3.6192,858500,49812716,-0.0669,-1.8145,58.023,1.1924,4168800000,N/A,18528000000,72000000,0,320000000,54.2868,47.219,8.4048,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-03,3.6192,3.5998,3.6098,3.4954,3.4998,1237300,69987775.8,-0.1194,-3.2988,56.5649,1.7185,4031280000,N/A,17916800000,72000000,0,320000000,52.496,45.6613,8.1275,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-04,3.4998,3.4691,3.6317,3.4498,3.561,1024300,58234327.7,0.0613,1.7503,56.8528,1.4226,4101840000,N/A,18230400000,72000000,0,320000000,53.4148,46.4605,8.2698,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-05,3.561,3.561,3.631,3.5504,3.6242,726100,41744759.8,0.0631,1.7729,57.4918,1.0085,4174560000,N/A,18553600000,72000000,0,320000000,54.3618,47.2842,8.4164,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-08,3.6242,3.6048,3.6254,3.5254,3.5498,624000,35459054.2,-0.0744,-2.0524,56.8254,0.8667,4088880000,N/A,18172800000,72000000,0,320000000,53.2461,46.3137,8.2437,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-09,3.5498,3.5304,3.5317,3.4504,3.4735,663800,37016730.2,-0.0763,-2.1483,55.7649,0.9219,4001040000,N/A,17782400000,72000000,0,320000000,52.1022,45.3188,8.0666,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-10,3.4735,3.4691,3.6254,3.4691,3.5635,505800,28690455.8,0.09,2.5913,56.7229,0.7025,4104720000,N/A,18243200000,72000000,0,320000000,53.4523,46.4931,8.2756,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-11,3.5635,3.5504,3.5804,3.4691,3.4779,367000,20678422.8,-0.0856,-2.4031,56.3445,0.5097,4006080000,N/A,17804800000,72000000,0,320000000,52.1678,45.3759,8.0767,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-12,3.4779,3.6067,3.6067,3.5129,3.5379,435500,24636089.2,0.06,1.7254,56.5697,0.6049,4075200000,N/A,18112000000,72000000,0,320000000,53.0679,46.1588,8.2161,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-15,3.5379,3.5554,3.5554,3.4629,3.4923,398500,22245712.8,-0.0456,-1.2898,55.8236,0.5535,4022640000,N/A,17878400000,72000000,0,320000000,52.3835,45.5634,8.1101,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-16,3.4923,3.4691,3.4691,3.3629,3.3735,1012900,54970045.1,-0.1188,-3.4008,54.27,1.4068,3885840000,N/A,17270400000,72000000,0,320000000,50.6021,44.0139,7.8343,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-17,3.3735,3.3754,3.4316,3.3504,3.3735,381200,20584905.6,0,0,54.0003,0.5294,3885840000,N/A,17270400000,72000000,0,320000000,50.6021,44.0139,7.8343,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-18,3.3735,3.3754,3.4191,3.3754,3.3973,478800,25972427.3,0.0238,0.7041,54.2448,0.665,3913200000,N/A,17392000000,72000000,0,320000000,50.9583,44.3238,7.8895,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-19,3.3973,3.3754,3.4504,3.3748,3.4441,549300,29882087.3,0.0469,1.3799,54.4003,0.7629,3967200000,N/A,17632000000,72000000,0,320000000,51.6615,44.9355,7.9984,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-22,3.4441,3.4691,3.5617,3.4504,3.4991,500200,28089040.8,0.055,1.5971,56.1556,0.6947,4030560000,N/A,17913600000,72000000,0,320000000,52.4866,45.6531,8.1261,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-23,3.4991,3.4916,3.5429,3.4504,3.5166,333600,18666530.4,0.0175,0.5002,55.9548,0.4633,4050720000,N/A,18003200000,72000000,0,320000000,52.7492,45.8815,8.1667,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-24,3.5166,3.5629,3.5692,3.4604,3.4685,221000,12312830.7,-0.0481,-1.3686,55.7142,0.3069,3995280000,N/A,17756800000,72000000,0,320000000,52.0272,45.2535,8.055,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-25,3.4685,3.4685,3.4779,3.4004,3.4066,320600,17511664.4,-0.0619,-1.7841,54.6215,0.4453,3924000000,N/A,17440000000,72000000,0,320000000,51.099,44.4462,7.9113,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-26,3.4066,3.3879,3.4116,3.3754,3.3898,413900,22423680.3,-0.0169,-0.4954,54.1766,0.5749,3904560000,N/A,17353600000,72000000,0,320000000,50.8458,44.226,7.8721,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-29,3.3898,3.4379,3.4429,3.3254,3.3348,504800,27030592.4,-0.055,-1.6227,53.5471,0.7011,3841200000,N/A,17072000000,72000000,0,320000000,50.0207,43.5083,7.7443,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-06-30,3.3348,3.3441,3.3441,3.1566,3.1691,907100,47227032.1,-0.1656,-4.9672,52.0638,1.2599,3650400000,N/A,16224000000,72000000,0,320000000,47.5361,41.3472,7.3596,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-07-01,3.1691,3.2241,3.2604,3.0753,3.1085,1582000,79375814.9,-0.0606,-1.9132,50.1743,2.1972,3580560000,N/A,15913600000,72000000,0,320000000,46.6267,40.5561,7.2188,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-07-02,3.1085,3.1129,3.1254,3.001,3.1247,789200,38773049.5,0.0163,0.5228,49.1296,1.0961,3599280000,N/A,15996800000,72000000,0,320000000,46.8704,40.7681,7.2566,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-07-03,3.1247,3.2491,3.2491,3.1004,3.1485,459000,23126619.6,0.0238,0.7602,50.3848,0.6375,3626640000,N/A,16118400000,72000000,0,320000000,47.2267,41.078,7.3117,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-07-06,3.1485,3.1441,3.1472,3.1066,3.1129,232200,11581882.6,-0.0356,-1.1316,49.8789,0.3225,3585600000,N/A,15936000000,72000000,0,320000000,46.6923,40.6132,7.229,N/A,
000858.SZ,ŒÂ¡∏“∫,1998-07-07,3.1129,3.0747,3.1347,3.0641,3.1216,210300,10393877,0.0088,0.2811,49.424,0.2921,3595680000,N/A,15980800000,72000000,0,320000000,46.8235,40.7274,7.2493,N/A,
