¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002507.SZ,∏¢¡Í’•≤À,2010-11-23,N/A,7.1417,13.4432,7.0353,11.4267,28795267,808335784.3,N/A,N/A,28.0718,89.9852,1305600000,N/A,6324000000,32000000,0,155000000,152.1812,24.777,14.3057,142.6899,
002507.SZ,∏¢¡Í’•≤À,2010-11-24,11.4267,10.284,10.284,10.284,10.284,832800,30580416,-1.1427,-10,36.72,2.6025,1175040000,N/A,5691600000,32000000,0,155000000,136.9631,22.2993,12.8752,128.4209,
002507.SZ,∏¢¡Í’•≤À,2010-11-25,10.284,9.2562,9.2562,9.2562,9.2562,1244700,41137335,-1.0278,-9.9946,33.05,3.8897,1057600000,N/A,5122750000,32000000,0,155000000,123.2743,20.0706,11.5883,115.5858,
002507.SZ,∏¢¡Í’•≤À,2010-11-26,9.2562,8.542,10.0572,8.542,9.7435,24345726,802692235.5,0.4873,5.2648,32.9706,76.0804,1113280000,N/A,5392450000,32000000,0,155000000,129.7643,21.1273,12.1984,121.6711,
002507.SZ,∏¢¡Í’•≤À,2010-11-29,9.7435,9.4242,9.5783,8.8361,8.9621,14783728,485752093.3,-0.7814,-8.0195,32.8572,46.1992,1024000000,N/A,4960000000,32000000,0,155000000,119.3578,19.433,11.2202,111.9136,
002507.SZ,∏¢¡Í’•≤À,2010-11-30,8.9621,8.5448,9.3542,8.2844,8.9173,14250597,446358025.3,-0.0448,-0.5,31.3221,44.5331,1018880000,N/A,4935200000,32000000,0,155000000,118.761,19.3358,11.1641,111.3541,
002507.SZ,∏¢¡Í’•≤À,2010-12-01,8.9173,8.626,9.1694,8.5476,8.654,9238607,290254119.2,-0.2633,-2.9523,31.4175,28.8706,988800000,N/A,4789500000,32000000,0,155000000,115.2549,18.765,10.8345,108.0666,
002507.SZ,∏¢¡Í’•≤À,2010-12-02,8.654,8.6681,8.8109,8.4244,8.444,8017004,246900657.4,-0.21,-2.4272,30.7971,25.0531,964800000,N/A,4673250000,32000000,0,155000000,112.4575,18.3095,10.5715,105.4436,
002507.SZ,∏¢¡Í’•≤À,2010-12-03,8.444,8.262,8.402,7.9875,8.0575,7906083,230667649.5,-0.3865,-4.5771,29.176,24.7065,920640000,N/A,4459350000,32000000,0,155000000,107.3101,17.4714,10.0876,100.6174,
002507.SZ,∏¢¡Í’•≤À,2010-12-06,8.0575,7.9819,8.0099,7.6178,7.6962,5986049,165999110.7,-0.3613,-4.4838,27.731,18.7064,879360000,N/A,4259400000,32000000,0,155000000,102.4985,16.6881,9.6353,96.1058,
002507.SZ,∏¢¡Í’•≤À,2010-12-07,7.6962,7.6598,8.0659,7.4386,7.8839,6474581,179982259.3,0.1876,2.4381,27.7983,20.2331,900800000,N/A,4363250000,32000000,0,155000000,104.9976,17.0949,9.8703,98.449,
002507.SZ,∏¢¡Í’•≤À,2010-12-08,7.8839,7.7298,7.9959,7.7046,7.9063,4578681,128487567,0.0224,0.2842,28.0621,14.3084,903360000,N/A,4375650000,32000000,0,155000000,105.296,17.1435,9.8983,98.7288,
002507.SZ,∏¢¡Í’•≤À,2010-12-09,7.9063,7.8559,7.8727,7.4778,7.4778,3814745,103979488.9,-0.4285,-5.4198,27.2573,11.9211,854400000,N/A,4138500000,32000000,0,155000000,99.5892,16.2144,9.3618,93.3779,
002507.SZ,∏¢¡Í’•≤À,2010-12-10,7.4778,7.4386,7.7466,7.4386,7.6346,3267207,89349265.1,0.1568,2.0974,27.3473,10.21,872320000,N/A,4225300000,32000000,0,155000000,101.678,16.5545,9.5582,95.3364,
002507.SZ,∏¢¡Í’•≤À,2010-12-13,7.6346,7.671,7.8783,7.6458,7.8391,4247691,117808736.6,0.2044,2.6779,27.7348,13.274,895680000,N/A,4338450000,32000000,0,155000000,104.4008,16.9978,9.8142,97.8895,
