¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300157.SZ,∫„Ã©∞¨∆’,2011-01-07,N/A,10.2131,11.8406,10.1834,11.5391,15615566,1062965651.7,N/A,N/A,68.0709,87.6294,1248291000,N/A,6226044000,17820000,0,88880000,86.5484,4.104,30.2611,5.2883,
300157.SZ,∫„Ã©∞¨∆’,2011-01-10,11.5391,11.432,11.8274,11.3003,11.4996,5676810,398463990.6,-0.0395,-0.3426,70.1915,31.8564,1244014200,N/A,6204712800,17820000,0,88880000,86.2519,4.09,30.1574,5.2701,
300157.SZ,∫„Ã©∞¨∆’,2011-01-11,11.4996,11.3876,11.4485,10.4437,10.6743,4075489,272176725.9,-0.8253,-7.1766,66.7838,22.8703,1154736000,N/A,5759424000,17820000,0,88880000,80.0619,3.7965,27.9931,4.8919,
300157.SZ,∫„Ã©∞¨∆’,2011-01-12,10.6743,10.6298,10.8226,10.2707,10.7237,1834654,118019091.9,0.0494,0.463,64.3277,10.2955,1160082000,N/A,5786088000,17820000,0,88880000,80.4326,3.814,28.1227,4.9146,
300157.SZ,∫„Ã©∞¨∆’,2011-01-13,10.7237,10.7254,11.1668,10.5755,10.5886,1236656,81565172.6,-0.1351,-1.2596,65.9562,6.9397,1145469600,N/A,5713206400,17820000,0,88880000,79.4194,3.766,27.7685,4.8527,
300157.SZ,∫„Ã©∞¨∆’,2011-01-14,10.5886,10.6216,11.0252,10.6216,10.7797,1241032,81540378.1,0.1911,1.8046,65.7037,6.9643,1166140800,N/A,5816307200,17820000,0,88880000,80.8526,3.834,28.2696,4.9402,
300157.SZ,∫„Ã©∞¨∆’,2011-01-17,10.7797,10.6611,10.699,9.7024,9.7024,1349768,81176041.6,-1.0773,-9.9939,60.1407,7.5745,1049598000,N/A,5235032000,17820000,0,88880000,72.7723,3.4508,25.4444,4.4465,
300157.SZ,∫„Ã©∞¨∆’,2011-01-18,9.7024,9.1918,9.8012,9.1094,9.5888,1742529,101268075.7,-0.1137,-1.1715,58.1156,9.7785,1037302200,N/A,5173704800,17820000,0,88880000,71.9198,3.4104,25.1463,4.3944,
300157.SZ,∫„Ã©∞¨∆’,2011-01-19,9.5888,9.5888,9.6695,9.3697,9.6513,949490,55133670.7,0.0626,0.6528,58.0666,5.3282,1044073800,N/A,5207479200,17820000,0,88880000,72.3893,3.4326,25.3105,4.4231,
300157.SZ,∫„Ã©∞¨∆’,2011-01-20,9.6513,9.4833,10.0137,9.4421,9.8622,803589,48171746.5,0.2109,2.1847,59.9458,4.5095,1066883400,N/A,5321245600,17820000,0,88880000,73.9708,3.5076,25.8634,4.5197,
