¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002079.SZ,À’÷›πÃÔΩ,2006-11-16,N/A,2.8162,2.8949,2.458,2.4663,20951065,266248315,N/A,N/A,12.7081,68.918,362064000,N/A,1643580000,30400000,0,138000000,52.9691,8.2856,4.3515,84.8618,
002079.SZ,À’÷›πÃÔΩ,2006-11-17,2.4663,2.3814,2.3814,2.2281,2.2509,9729988,107535450.8,-0.2154,-8.7322,11.052,32.0065,330448000,N/A,1500060000,30400000,0,138000000,48.3438,7.5621,3.9715,77.4516,
002079.SZ,À’÷›πÃÔΩ,2006-11-20,2.2509,2.2157,2.2157,2.1163,2.1701,4695753,49149694,-0.0808,-3.5879,10.4668,15.4466,318592000,N/A,1446240000,30400000,0,138000000,46.6092,7.2907,3.829,74.6727,
002079.SZ,À’÷›πÃÔΩ,2006-11-21,2.1701,2.1536,2.3047,2.1515,2.2778,5322907,57669719.6,0.1077,4.9618,10.8343,17.5096,334400000,N/A,1518000000,30400000,0,138000000,48.9219,7.6525,4.019,78.3778,
002079.SZ,À’÷›πÃÔΩ,2006-11-22,2.2778,2.2716,2.3544,2.1929,2.2716,5318009,58656752.9,-0.0062,-0.2727,11.0298,17.4935,333488000,N/A,1513860000,30400000,0,138000000,48.7885,7.6316,4.008,78.1641,
002079.SZ,À’÷›πÃÔΩ,2006-11-23,2.2716,2.253,2.3731,2.2219,2.3296,4388468,48812123.4,0.058,2.5524,11.1228,14.4358,342000000,N/A,1552500000,30400000,0,138000000,50.0338,7.8264,4.1103,80.1592,
002079.SZ,À’÷›πÃÔΩ,2006-11-24,2.3296,2.2985,2.3337,2.2633,2.2882,2100990,23319312.3,-0.0414,-1.7778,11.0992,6.9112,335920000,N/A,1524900000,30400000,0,138000000,49.1443,7.6873,4.0372,78.7341,
002079.SZ,À’÷›πÃÔΩ,2006-11-27,2.2882,2.3089,2.3089,2.2426,2.2882,1840376,20190083.3,0,0,10.9706,6.0539,335920000,N/A,1524900000,30400000,0,138000000,49.1443,7.6873,4.0372,78.7341,
002079.SZ,À’÷›πÃÔΩ,2006-11-28,2.2882,2.2778,2.2778,2.2364,2.2488,1515502,16463279.7,-0.0393,-1.7195,10.8633,4.9852,330144000,N/A,1498680000,30400000,0,138000000,48.2993,7.5551,3.9678,77.3803,
002079.SZ,À’÷›πÃÔΩ,2006-11-29,2.2488,2.2488,2.255,2.2095,2.253,1292982,13944296.6,0.0041,0.1842,10.7846,4.2532,330752000,N/A,1501440000,30400000,0,138000000,48.3882,7.569,3.9751,77.5228,
002079.SZ,À’÷›πÃÔΩ,2006-11-30,2.253,2.255,2.2633,2.224,2.2385,1997677,21629906.2,-0.0145,-0.6434,10.8275,6.5713,328624000,N/A,1491780000,30400000,0,138000000,48.0769,7.5203,3.9496,77.024,
002079.SZ,À’÷›πÃÔΩ,2006-12-01,2.2385,2.2447,2.2468,2.1888,2.2053,3118349,33202264.2,-0.0331,-1.4801,10.6474,10.2577,323760000,N/A,1469700000,30400000,0,138000000,47.3653,7.409,3.8911,75.884,
002079.SZ,À’÷›πÃÔΩ,2006-12-04,2.2053,2.2157,2.2613,2.2053,2.2406,2270444,24536739.1,0.0352,1.5962,10.807,7.4686,328928000,N/A,1493160000,30400000,0,138000000,48.1214,7.5273,3.9532,77.0953,
002079.SZ,À’÷›πÃÔΩ,2006-12-05,2.2406,2.2385,2.2613,2.2116,2.2343,1943016,20945091.9,-0.0062,-0.2773,10.7797,6.3915,328016000,N/A,1489020000,30400000,0,138000000,47.988,7.5064,3.9423,76.8815,
002079.SZ,À’÷›πÃÔΩ,2006-12-06,2.2343,2.2198,2.4518,2.2157,2.4021,7514793,85177397.7,0.1677,7.507,11.3346,24.7197,352640000,N/A,1600800000,30400000,0,138000000,51.5904,8.0699,4.2382,82.653,
002079.SZ,À’÷›πÃÔΩ,2006-12-07,2.4021,2.3772,2.4601,2.3586,2.3648,4024562,46752203,-0.0373,-1.5517,11.6167,13.2387,347168000,N/A,1575960000,30400000,0,138000000,50.7899,7.9447,4.1724,81.3705,
002079.SZ,À’÷›πÃÔΩ,2006-12-08,2.3648,2.3379,2.3544,2.195,2.2198,2120468,23241326,-0.145,-6.1296,10.9605,6.9752,325888000,N/A,1479360000,30400000,0,138000000,47.6766,7.4577,3.9167,76.3828,
002079.SZ,À’÷›πÃÔΩ,2006-12-11,2.2198,2.2033,2.2571,2.2033,2.2571,968259,10473643.3,0.0373,1.6791,10.817,3.1851,331360000,N/A,1504200000,30400000,0,138000000,48.4772,7.5829,3.9824,77.6653,
002079.SZ,À’÷›πÃÔΩ,2006-12-12,2.2571,2.2695,2.2985,2.2116,2.2323,974490,10512468.5,-0.0248,-1.1009,10.7877,3.2056,327712000,N/A,1487640000,30400000,0,138000000,47.9435,7.4995,3.9386,76.8103,
002079.SZ,À’÷›πÃÔΩ,2006-12-13,2.2323,2.2302,2.2571,2.2157,2.2406,885717,9550621.2,0.0083,0.3711,10.7829,2.9135,328928000,N/A,1493160000,30400000,0,138000000,48.1214,7.5273,3.9532,77.0953,
002079.SZ,À’÷›πÃÔΩ,2006-12-14,2.2406,2.2488,2.2509,2.224,2.2426,848686,9163576.5,0.0021,0.0924,10.7974,2.7917,329232000,N/A,1494540000,30400000,0,138000000,48.1659,7.5342,3.9569,77.1665,
002079.SZ,À’÷›πÃÔΩ,2006-12-15,2.2426,2.2488,2.2985,2.2323,2.2861,1431438,15640095.9,0.0435,1.9391,10.9261,4.7087,335616000,N/A,1523520000,30400000,0,138000000,49.0998,7.6803,4.0336,78.6629,
002079.SZ,À’÷›πÃÔΩ,2006-12-18,2.2861,2.2778,2.313,2.255,2.2902,1407596,15479510,0.0041,0.1812,10.9971,4.6303,336224000,N/A,1526280000,30400000,0,138000000,49.1888,7.6942,4.0409,78.8054,
002079.SZ,À’÷›πÃÔΩ,2006-12-19,2.2902,2.2882,2.3317,2.2571,2.3213,1555090,17278885.3,0.0311,1.3562,11.1112,5.1154,340784000,N/A,1546980000,30400000,0,138000000,49.8559,7.7986,4.0957,79.8741,
002079.SZ,À’÷›πÃÔΩ,2006-12-20,2.3213,2.3192,2.3379,2.2778,2.3213,1420786,15884902.3,0,0,11.1804,4.6736,340784000,N/A,1546980000,30400000,0,138000000,49.8559,7.7986,4.0957,79.8741,
002079.SZ,À’÷›πÃÔΩ,2006-12-21,2.3213,2.3192,2.3275,2.2468,2.2592,1737884,19181209.2,-0.0621,-2.6762,11.0371,5.7167,331664000,N/A,1505580000,30400000,0,138000000,48.5217,7.5899,3.9861,77.7366,
002079.SZ,À’÷›πÃÔΩ,2006-12-22,2.2592,2.2447,2.2654,2.2157,2.2157,1346150,14522825.2,-0.0435,-1.9248,10.7884,4.4281,325280000,N/A,1476600000,30400000,0,138000000,47.5877,7.4438,3.9094,76.2403,
002079.SZ,À’÷›πÃÔΩ,2006-12-25,2.2157,2.2116,2.2426,2.2074,2.2157,831256,8921039.8,0,0,10.732,2.7344,325280000,N/A,1476600000,30400000,0,138000000,47.5877,7.4438,3.9094,76.2403,
002079.SZ,À’÷›πÃÔΩ,2006-12-26,2.2157,2.2198,2.2447,2.166,2.2095,1037551,10991075.2,-0.0062,-0.2804,10.5933,3.413,324368000,N/A,1472460000,30400000,0,138000000,47.4543,7.4229,3.8984,76.0265,
002079.SZ,À’÷›πÃÔΩ,2006-12-27,2.2095,2.2095,2.2323,2.1846,2.1909,547600,5828019,-0.0186,-0.8435,10.6428,1.8013,321632000,N/A,1460040000,30400000,0,138000000,47.054,7.3603,3.8655,75.3852,
002079.SZ,À’÷›πÃÔΩ,2006-12-28,2.1909,2.1867,2.195,2.0915,2.1122,1375469,14144891.8,-0.0787,-3.5917,10.2837,4.5246,310080000,N/A,1407600000,30400000,0,138000000,45.364,7.096,3.7267,72.6776,
002079.SZ,À’÷›πÃÔΩ,2006-12-29,2.1122,2.1184,2.1494,2.106,2.1287,948872,9730889.1,0.0166,0.7843,10.2552,3.1213,312512000,N/A,1418640000,30400000,0,138000000,45.7198,7.1516,3.7559,73.2477,
002079.SZ,À’÷›πÃÔΩ,2007-01-04,2.1287,2.1039,2.1432,2.0997,2.108,924230,9415009.5,-0.0207,-0.9728,10.1869,3.0402,309472000,N/A,1404840000,30400000,0,138000000,44.5133,3.1584,3.2265,7.2301,
002079.SZ,À’÷›πÃÔΩ,2007-01-05,2.108,2.108,2.1639,2.0873,2.1515,737209,7603986.6,0.0435,2.0629,10.3146,2.425,315856000,N/A,1433820000,30400000,0,138000000,45.4316,3.2236,3.293,7.3792,
002079.SZ,À’÷›πÃÔΩ,2007-01-08,2.1515,2.1515,2.2074,2.1515,2.2074,991143,10447952.9,0.0559,2.5987,10.5413,3.2603,324064000,N/A,1471080000,30400000,0,138000000,46.6122,3.3073,3.3786,7.571,
002079.SZ,À’÷›πÃÔΩ,2007-01-09,2.2074,2.2095,2.2695,2.195,2.2613,2184713,23739625.2,0.0538,2.439,10.8662,7.1866,331968000,N/A,1506960000,30400000,0,138000000,47.749,3.388,3.461,7.7557,
002079.SZ,À’÷›πÃÔΩ,2007-01-10,2.2613,2.2695,2.3006,2.2157,2.2965,2484589,27338174.4,0.0352,1.5568,11.0031,8.173,337136000,N/A,1530420000,30400000,0,138000000,48.4924,3.4407,3.5149,7.8764,
002079.SZ,À’÷›πÃÔΩ,2007-01-11,2.2965,2.311,2.3379,2.2633,2.2778,2860053,31884584.4,-0.0186,-0.8115,11.1482,9.4081,334400000,N/A,1518000000,30400000,0,138000000,48.0989,3.4128,3.4864,7.8125,
002079.SZ,À’÷›πÃÔΩ,2007-01-12,2.2778,2.2675,2.2675,2.1557,2.1577,2396293,25523259.9,-0.1201,-5.2727,10.6511,7.8825,316768000,N/A,1437960000,30400000,0,138000000,45.5627,3.2329,3.3026,7.4005,
