╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002213.SZ,ль╤Ш╪я,2008-05-22,5.2833,5.24,5.3362,5.1342,5.3362,856098,9289795.9,0.0529,1.0009,10.8513,3.2927,288600000,N/A,1143300000,26000000,0,103000000,47.8022,10.8922,8.4241,-156.8159,
002213.SZ,ль╤Ш╪я,2008-05-23,5.3362,5.2304,5.4227,5.2304,5.4131,1557593,17389634.3,0.0769,1.4414,11.1644,5.9907,292760000,N/A,1159780000,26000000,0,103000000,48.4912,11.0492,8.5455,-159.0763,
002213.SZ,ль╤Ш╪я,2008-05-26,5.4131,5.4467,5.4467,5.1679,5.2833,1133391,12410066.5,-0.1298,-2.3979,10.9495,4.3592,285740000,N/A,1131970000,26000000,0,103000000,47.3285,10.7842,8.3406,-155.2618,
002213.SZ,ль╤Ш╪я,2008-05-27,5.2833,5.2015,5.2785,5.1727,5.2304,307656,3332751.6,-0.0529,-1.0009,10.8327,1.1833,282880000,N/A,1120640000,26000000,0,103000000,46.8548,10.6763,8.2571,-153.7078,
002213.SZ,ль╤Ш╪я,2008-05-28,5.2304,5.2544,5.341,5.1823,5.3169,625987,6862314.8,0.0865,1.6544,10.9624,2.4076,287560000,N/A,1139180000,26000000,0,103000000,47.6299,10.8529,8.3937,-156.2508,
002213.SZ,ль╤Ш╪я,2008-05-29,5.3169,5.2689,5.2977,5.1439,5.2064,756113,8167837.6,-0.1106,-2.0796,10.8024,2.9081,281580000,N/A,1115490000,26000000,0,103000000,46.6394,10.6272,8.2192,-153.0014,
002213.SZ,ль╤Ш╪я,2008-05-30,5.2064,5.2015,5.24,5.0573,5.1246,428426,4557569.3,-0.0817,-1.5697,10.6379,1.6478,277160000,N/A,1097980000,26000000,0,103000000,45.9073,10.4604,8.0901,-150.5997,
002213.SZ,ль╤Ш╪я,2008-06-02,5.1246,5.115,5.1727,4.9996,5.1246,404560,4288380,0,0,10.6001,1.556,277160000,N/A,1097980000,26000000,0,103000000,45.9073,10.4604,8.0901,-150.5997,
002213.SZ,ль╤Ш╪я,2008-06-03,5.1246,5.1198,5.1679,5.1054,5.1342,319100,3403612,0.0096,0.1876,10.6663,1.2273,277680000,N/A,1100040000,26000000,0,103000000,45.9935,10.4801,8.1053,-150.8823,
002213.SZ,ль╤Ш╪я,2008-06-04,5.1342,5.1775,5.1823,5.0189,5.1679,490636,5176644.4,0.0337,0.6554,10.5509,1.8871,279500000,N/A,1107250000,26000000,0,103000000,46.2949,10.5487,8.1584,-151.8712,
002213.SZ,ль╤Ш╪я,2008-06-05,5.1679,5.1391,5.2448,5.0717,5.2112,560582,6050261,0.0433,0.8372,10.7928,2.1561,281840000,N/A,1116520000,26000000,0,103000000,46.6825,10.6371,8.2267,-153.1427,
002213.SZ,ль╤Ш╪я,2008-06-06,5.2112,5.24,5.365,5.1679,5.2208,1550885,17066072.7,0.0096,0.1845,11.0041,5.9649,282360000,N/A,1118580000,26000000,0,103000000,46.7686,10.6567,8.2419,-153.4252,
002213.SZ,ль╤Ш╪я,2008-06-10,5.2208,4.9996,5.0862,4.6968,4.6968,808609,8110432.2,-0.524,-10.0368,10.0301,3.11,254020000,N/A,1006310000,26000000,0,103000000,42.0745,9.5871,7.4147,-138.0262,
002213.SZ,ль╤Ш╪я,2008-06-11,4.6968,4.6631,4.6631,4.442,4.4516,778775,7331461.5,-0.2452,-5.2201,9.4141,2.9953,240760000,N/A,953780000,26000000,0,103000000,39.8782,9.0866,7.0276,-130.8212,
002213.SZ,ль╤Ш╪я,2008-06-12,4.4516,4.4949,4.7112,4.2882,4.6391,1273426,11923073.4,0.1875,4.2117,9.363,4.8978,250900000,N/A,993950000,26000000,0,103000000,41.5578,9.4693,7.3236,-136.3309,
002213.SZ,ль╤Ш╪я,2008-06-13,4.6391,4.591,4.7064,4.4083,4.6151,1247132,11937868.1,-0.024,-0.5181,9.5723,4.7967,249600000,N/A,988800000,26000000,0,103000000,41.3424,9.4203,7.2857,-135.6245,
002213.SZ,ль╤Ш╪я,2008-06-16,4.6151,4.6054,4.6151,4.3603,4.5333,542489,5036031.6,-0.0817,-1.7708,9.2832,2.0865,245180000,N/A,971290000,26000000,0,103000000,40.6103,9.2535,7.1567,-133.2229,
002213.SZ,ль╤Ш╪я,2008-06-17,4.5333,4.4276,4.6631,4.4228,4.591,810433,7700665.1,0.0577,1.2725,9.5019,3.117,248300000,N/A,983650000,26000000,0,103000000,41.1271,9.3712,7.2477,-134.9182,
002213.SZ,ль╤Ш╪я,2008-06-18,4.591,4.5766,4.7641,4.3603,4.6631,1176893,11339816.6,0.0721,1.5707,9.6354,4.5265,252200000,N/A,999100000,26000000,0,103000000,41.7731,9.5184,7.3616,-137.0373,
002213.SZ,ль╤Ш╪я,2008-06-19,4.6631,4.6102,4.8266,4.466,4.6006,2335488,22394739.9,-0.0625,-1.3402,9.5889,8.9826,248820000,N/A,985710000,26000000,0,103000000,41.2132,9.3908,7.2629,-135.2007,
002213.SZ,ль╤Ш╪я,2008-06-20,4.6006,4.6006,4.7881,4.2353,4.6391,1815270,16947538.8,0.0385,0.8359,9.3361,6.9818,250900000,N/A,993950000,26000000,0,103000000,41.5578,9.4693,7.3236,-136.3309,
002213.SZ,ль╤Ш╪я,2008-06-23,4.6391,4.5429,4.5429,4.2785,4.2785,1136750,10335163,-0.3606,-7.772,9.0919,4.3721,231400000,N/A,916700000,26000000,0,103000000,38.3279,8.7334,6.7544,-125.7352,
002213.SZ,ль╤Ш╪я,2008-06-24,4.2785,4.2112,4.317,4.0141,4.2112,764162,6578083,-0.0673,-1.573,8.6082,2.9391,227760000,N/A,902280000,26000000,0,103000000,37.725,8.596,6.6482,-123.7574,
002213.SZ,ль╤Ш╪я,2008-06-25,4.2112,4.1824,4.3987,4.1247,4.3939,815316,7293250.4,0.1827,4.3379,8.9453,3.1358,237640000,N/A,941420000,26000000,0,103000000,39.3614,8.9689,6.9366,-129.1259,
002213.SZ,ль╤Ш╪я,2008-06-26,4.3939,4.317,4.4228,4.293,4.3939,616099,5588223.1,0,0,9.0703,2.3696,237640000,N/A,941420000,26000000,0,103000000,39.3614,8.9689,6.9366,-129.1259,
002213.SZ,ль╤Ш╪я,2008-06-27,4.3939,4.2785,4.2833,3.9564,3.9709,759234,6461960.2,-0.423,-9.628,8.5112,2.9201,214760000,N/A,850780000,26000000,0,103000000,35.5717,8.1054,6.2687,-116.6936,
002213.SZ,ль╤Ш╪я,2008-06-30,3.9709,3.9709,4.0382,3.8747,4.0189,391869,3223502.4,0.0481,1.2107,8.226,1.5072,217360000,N/A,861080000,26000000,0,103000000,36.0024,8.2035,6.3446,-118.1064,
002213.SZ,ль╤Ш╪я,2008-07-01,4.0189,4.0189,4.0574,3.942,3.9853,278734,2308187.8,-0.0337,-0.8373,8.281,1.0721,215540000,N/A,853870000,26000000,0,103000000,35.7009,8.1348,6.2915,-117.1174,
002213.SZ,ль╤Ш╪я,2008-07-02,3.9853,4.0382,4.3362,3.9805,4.2641,1170300,10195295.6,0.2788,6.9964,8.7117,4.5012,230620000,N/A,913610000,26000000,0,103000000,38.1987,8.7039,6.7317,-125.3114,
002213.SZ,ль╤Ш╪я,2008-07-03,4.2641,4.3266,4.3939,4.1584,4.2833,1313699,11658323.6,0.0192,0.451,8.8744,5.0527,231660000,N/A,917730000,26000000,0,103000000,38.371,8.7432,6.762,-125.8765,
002213.SZ,ль╤Ш╪я,2008-07-04,4.2833,4.567,4.567,4.1968,4.341,780816,7084650,0.0577,1.3468,9.0734,3.0031,234780000,N/A,930090000,26000000,0,103000000,38.8877,8.8609,6.8531,-127.5718,
002213.SZ,ль╤Ш╪я,2008-07-07,4.341,4.341,4.341,4.341,4.341,N/A,N/A,0,0,N/A,N/A,234780000,N/A,930090000,26000000,0,103000000,38.8877,8.8609,6.8531,-127.5718,
002213.SZ,ль╤Ш╪я,2008-07-08,4.341,4.6439,4.6439,4.3987,4.4612,1739571,16169746.1,0.1202,2.7685,9.2952,6.6907,241280000,N/A,955840000,26000000,0,103000000,39.9644,9.1063,7.0428,-131.1037,
002213.SZ,ль╤Ш╪я,2008-07-09,4.4612,4.5189,4.5622,4.4228,4.5526,1532062,14309617.6,0.0913,2.0474,9.3401,5.8925,246220000,N/A,975410000,26000000,0,103000000,40.7826,9.2927,7.187,-133.7879,
002213.SZ,ль╤Ш╪я,2008-07-10,4.5526,4.5526,4.6199,4.4756,4.5189,1174627,11132700.5,-0.0337,-0.7392,9.4776,4.5178,244400000,N/A,968200000,26000000,0,103000000,40.4811,9.224,7.1339,-132.799,
002213.SZ,ль╤Ш╪я,2008-07-11,4.5189,4.567,4.7593,4.4131,4.5141,1485988,13971729.5,-0.0048,-0.1064,9.4023,5.7153,244140000,N/A,967170000,26000000,0,103000000,40.4381,9.2142,7.1263,-132.6577,
002213.SZ,ль╤Ш╪я,2008-07-14,4.5141,4.4949,4.5477,4.4276,4.5381,535940,5019851.2,0.024,0.5325,9.3664,2.0613,245440000,N/A,972320000,26000000,0,103000000,40.6534,9.2633,7.1643,-133.3641,
