¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-16,N/A,5.9024,5.9073,4.8057,4.8057,10669175,475313599.7,N/A,N/A,44.5502,30.4921,1364610000,N/A,6812520000,34990000,0,174680000,40.518,15.0973,5.2058,313.1369,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-19,4.8057,4.8057,5.2863,4.8057,5.2863,18245964,758355519.4,0.4806,10,41.5629,52.1462,1501071000,N/A,7493772000,34990000,0,174680000,44.5698,16.6071,5.7264,344.4506,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-20,5.2863,5.3171,5.4156,5.1778,5.3257,15269334,657764393.9,0.0394,0.7459,43.0775,43.6391,1512267800,N/A,7549669600,34990000,0,174680000,44.9022,16.731,5.7691,347.0199,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-21,5.3257,5.2986,5.3442,4.7946,5.03,12273204,501092989.6,-0.2957,-5.553,40.8282,35.0763,1428291800,N/A,7130437600,34990000,0,174680000,42.4088,15.8019,5.4487,327.75,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-22,5.03,5.0213,5.5253,4.9301,5.3245,10997114,467430504.9,0.2945,5.855,42.5048,31.4293,1511917900,N/A,7547922800,34990000,0,174680000,44.8918,16.7271,5.7678,346.9396,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-23,5.3245,5.2431,5.5746,5.2099,5.4329,9670773,427229114.4,0.1084,2.0366,44.1773,27.6387,1542709100,N/A,7701641200,34990000,0,174680000,45.8061,17.0677,5.8852,354.0053,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-26,5.4329,5.423,5.5327,5.3109,5.428,5314332,233892831.8,-0.0049,-0.0907,44.0117,15.1881,1541309500,N/A,7694654000,34990000,0,174680000,45.7645,17.0523,5.8799,353.6841,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-27,5.428,5.4699,5.4723,5.1507,5.1975,6528227,278587247.3,-0.2304,-4.2452,42.6743,18.6574,1475878200,N/A,7368002400,34990000,0,174680000,43.8218,16.3284,5.6303,338.6696,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-28,5.1975,5.1137,5.1187,4.9018,5.0226,5300133,215306565.6,-0.175,-3.3665,40.6229,15.1476,1426192400,N/A,7119956800,34990000,0,174680000,42.3465,15.7787,5.4407,327.2682,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-29,5.0226,4.9659,5.0903,4.5629,4.6517,7521777,292482767.5,-0.3709,-7.3847,38.8848,21.4969,1320872500,N/A,6594170000,34990000,0,174680000,39.2193,14.6135,5.039,303.1005,
002663.SZ,∆’∞Ó‘∞¡÷,2012-03-30,4.6517,4.8057,4.9893,4.7934,4.8636,5772502,228540607.8,0.2119,4.5563,39.5913,16.4976,1381055300,N/A,6894619600,34990000,0,174680000,41.0063,15.2793,5.2685,316.9106,
002663.SZ,∆’∞Ó‘∞¡÷,2012-04-05,4.8636,4.7465,4.9782,4.7453,4.9585,4671306,184402192.3,0.0949,1.9508,39.4755,13.3504,1407997600,N/A,7029123200,34990000,0,174680000,41.8062,15.5774,5.3713,323.0931,
002663.SZ,∆’∞Ó‘∞¡÷,2012-04-06,4.9585,4.9166,5.29,4.8809,5.1988,5151476,214677171.3,0.2403,4.8459,41.6729,14.7227,1476228100,N/A,7369749200,34990000,0,174680000,43.8321,16.3322,5.6316,338.7499,
002663.SZ,∆’∞Ó‘∞¡÷,2012-04-09,5.1988,5.1569,5.2185,5.0669,5.0879,3188060,132645771.6,-0.1109,-2.1332,41.607,9.1113,1444737100,N/A,7212537200,34990000,0,174680000,42.8971,15.9838,5.5115,331.5237,
