´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002776.SZ,°Ø±¤Áú,2015-06-26,N/A,13.9418,16.7301,13.9418,16.7301,20493,686758.1,N/A,N/A,33.5118,0.0782,879418800,N/A,3517675200,26220000,0,104880000,32.7589,8.6879,6.3967,63.8752,
002776.SZ,°Ø±¤Áú,2015-06-29,16.7301,18.4012,18.4012,18.4012,18.4012,26900,992341,1.671,9.9881,36.89,0.1026,967255800,N/A,3869023200,26220000,0,104880000,36.0309,9.5557,7.0356,70.2551,
002776.SZ,°Ø±¤Áú,2015-06-30,18.4012,20.2418,20.2418,20.2418,20.2418,25786,1046395.9,1.8406,10.0027,40.58,0.0983,1064007600,N/A,4256030400,26220000,0,104880000,39.635,10.5115,7.7394,77.2825,
002776.SZ,°Ø±¤Áú,2015-07-01,20.2418,22.2669,22.2669,22.2669,22.2669,12143,542063.5,2.0252,10.0049,44.64,0.0463,1170460800,N/A,4681843200,26220000,0,104880000,43.6004,11.5632,8.5137,85.0146,
002776.SZ,°Ø±¤Áú,2015-07-02,22.2669,24.4916,24.4916,24.4916,24.4916,156200,7669420,2.2247,9.991,49.1,0.5957,1287402000,N/A,5149608000,26220000,0,104880000,47.9566,12.7185,9.3643,93.5084,
002776.SZ,°Ø±¤Áú,2015-07-03,24.4916,25.4294,26.9408,22.0475,26.9408,15629995,761156570.1,2.4492,10,48.6985,59.611,1416142200,N/A,5664568800,26220000,0,104880000,52.7522,13.9903,10.3008,102.8592,
002776.SZ,°Ø±¤Áú,2015-07-06,26.9408,29.4299,29.6344,24.2472,24.2472,13258962,729131448.2,-2.6936,-9.9981,54.9916,50.5681,1274554200,N/A,5098216800,26220000,0,104880000,47.478,12.5916,9.2709,92.5752,
002776.SZ,°Ø±¤Áú,2015-07-07,24.2472,21.823,21.823,21.823,21.823,490400,21455000,-2.4242,-9.9979,43.75,1.8703,1147125000,N/A,4588500000,26220000,0,104880000,42.7312,11.3327,8.344,83.3196,
002776.SZ,°Ø±¤Áú,2015-07-08,21.823,19.6432,19.6432,19.6432,19.6432,129500,5099710,-2.1798,-9.9886,39.38,0.4939,1032543600,N/A,4130174400,26220000,0,104880000,38.4629,10.2007,7.5105,74.9972,
002776.SZ,°Ø±¤Áú,2015-07-09,19.6432,17.6779,21.6085,17.6779,21.6085,10716706,421135983.2,1.9653,10.0051,39.2971,40.8723,1135850400,N/A,4543401600,26220000,0,104880000,42.3112,11.2213,8.262,82.5007,
002776.SZ,°Ø±¤Áú,2015-07-10,21.6085,23.4441,23.7684,22.1971,23.7684,2557048,119974815.6,2.1599,9.9954,46.9193,9.7523,1249383000,N/A,4997532000,26220000,0,104880000,46.5403,12.3429,9.0878,90.7469,
002776.SZ,°Ø±¤Áú,2015-07-13,23.7684,25.9382,26.1477,24.766,26.1477,6485012,337634439.1,2.3793,10.0105,52.0638,24.7331,1374452400,N/A,5497809600,26220000,0,104880000,51.1993,13.5785,9.9975,99.8312,
002776.SZ,°Ø±¤Áú,2015-07-14,26.1477,27.9334,28.7615,26.1926,28.7615,10527166,598057387.5,2.6138,9.9962,56.8109,40.1494,1511845200,N/A,6047380800,26220000,0,104880000,56.3172,14.9358,10.9969,109.8105,
002776.SZ,°Ø±¤Áú,2015-07-15,28.7615,28.4322,28.4322,25.8833,25.8833,5625567,297718660.8,-2.8781,-10.0069,52.9224,21.4553,1360555800,N/A,5442223200,26220000,0,104880000,50.6816,13.4412,9.8964,98.8218,
002776.SZ,°Ø±¤Áú,2015-07-16,25.8833,23.2945,26.437,23.2945,23.8033,8400975,409413695.1,-2.08,-8.0362,48.7341,32.0403,1251218400,N/A,5004873600,26220000,0,104880000,46.6087,12.361,9.1011,90.8803,
002776.SZ,°Ø±¤Áú,2015-07-17,23.8033,23.9828,25.9182,22.4465,25.0553,6365732,311606661.8,1.252,5.2598,48.9506,24.2782,1317030600,N/A,5268122400,26220000,0,104880000,49.0603,13.0112,9.5798,95.6604,
