´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-06-23,N/A,4.292,4.3068,3.8515,3.9475,15904409,522337373.8,N/A,N/A,32.8423,79.522,641600000,N/A,3168192665.84,20000000,0,98759123,61.0746,9.4216,10.4183,-189.1781,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-06-24,3.9475,4.1875,4.3425,4.1604,4.3425,7015555,243401060.6,0.395,10.0062,34.6945,35.0778,705800000,N/A,3485209450.67,20000000,0,98759123,67.1859,10.3644,11.4608,-208.1077,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-06-25,4.3425,4.2576,4.3007,3.9377,4.0238,10378329,345457745.4,-0.3187,-7.3392,33.2865,51.8916,654000000,N/A,3229423322.1,20000000,0,98759123,62.255,9.6037,10.6196,-192.8342,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-06-28,4.0238,4.0607,4.4262,4.0386,4.4262,10549196,371881733.4,0.4024,10,35.2521,52.746,719400000,N/A,3552365654.31,20000000,0,98759123,68.4805,10.5641,11.6816,-212.1177,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-06-29,4.4262,4.3462,4.7264,4.2822,4.6612,10685084,386222658.5,0.235,5.31,36.146,53.4254,757600000,N/A,3740995579.24,20000000,0,98759123,72.1168,11.1251,12.3019,-223.3811,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-06-30,4.6612,4.612,4.612,4.3068,4.4803,6390135,232551007.7,-0.1809,-3.8807,36.3922,31.9507,728200000,N/A,3595819668.43,20000000,0,98759123,69.3182,10.6933,11.8245,-214.7124,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-07-01,4.4803,4.4729,4.7006,4.3733,4.3806,6267027,231601281.7,-0.0997,-2.2247,36.9555,31.3351,712000000,N/A,3515824778.8,20000000,0,98759123,67.7761,10.4554,11.5614,-209.9357,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-07-02,4.3806,4.2453,4.2453,3.9426,3.9684,6207194,203519590.3,-0.4122,-9.4101,32.7877,31.036,645000000,N/A,3184981716.75,20000000,0,98759123,61.3983,9.4716,10.4735,-190.1806,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-07-05,3.9684,3.79,3.8958,3.6928,3.8134,3478527,106828953.3,-0.155,-3.907,30.711,17.3926,619800000,N/A,3060545221.77,20000000,0,98759123,58.9995,9.1015,10.0643,-182.7502,
002439.SZ,ÆôÃ÷ÐÇ³½,2010-07-06,3.8134,3.7666,3.9229,3.7654,3.87,3574687,111936061.5,0.0566,1.4843,31.3135,17.8734,629000000,N/A,3105974418.35,20000000,0,98759123,59.8752,9.2366,10.2137,-185.4629,
