╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002024.SZ,кудЧтфил,2004-07-21,N/A,0.3498,0.3864,0.3477,0.3828,20319344,634144742.3,N/A,N/A,31.2089,81.2774,817500000,N/A,3046332000,25000000,0,93160000,30.8015,11.9336,0.5049,73.4732,
002024.SZ,кудЧтфил,2004-07-22,0.3828,0.3811,0.4139,0.3811,0.3934,4590007,155404703,0.0105,2.7523,33.8572,18.36,840000000,N/A,3130176000,25000000,0,93160000,31.6493,12.262,0.5188,75.4954,
002024.SZ,кудЧтфил,2004-07-23,0.3934,0.3922,0.4208,0.3922,0.4197,3241299,113217333.8,0.0263,6.6964,34.9296,12.9652,896250000,N/A,3339786000,25000000,0,93160000,33.7687,13.0832,0.5535,80.5508,
002024.SZ,кудЧтфил,2004-07-26,0.4197,0.419,0.419,0.4022,0.4098,2331728,81602729.3,-0.01,-2.371,34.9967,9.3269,875000000,N/A,3260600000,25000000,0,93160000,32.968,12.773,0.5404,78.641,
002024.SZ,кудЧтфил,2004-07-27,0.4098,0.4097,0.4121,0.3924,0.406,1459142,50195355.8,-0.0037,-0.9143,34.4006,5.8366,867000000,N/A,3230788800,25000000,0,93160000,32.6666,12.6562,0.5355,77.922,
002024.SZ,кудЧтфил,2004-07-28,0.406,0.415,0.4262,0.3994,0.425,1947066,69178154.2,0.019,4.6713,35.5294,7.7883,907500000,N/A,3381708000,25000000,0,93160000,34.1925,13.2474,0.5605,81.5619,
002024.SZ,кудЧтфил,2004-07-29,0.425,0.4215,0.4307,0.4169,0.4223,1238830,44608349.8,-0.0027,-0.6336,36.0085,4.9553,901750000,N/A,3360281200,25000000,0,93160000,33.9759,13.1634,0.5569,81.0452,
002024.SZ,кудЧтфил,2004-07-30,0.4223,0.4197,0.4271,0.4157,0.4208,719457,25918194.4,-0.0015,-0.3604,36.0247,2.8778,898500000,N/A,3348170400,25000000,0,93160000,33.8534,13.116,0.5549,80.7531,
002024.SZ,кудЧтфил,2004-08-02,0.4208,0.4215,0.4531,0.4203,0.4426,1797378,67722831.5,0.0218,5.1753,37.6787,7.1895,945000000,N/A,3521448000,25000000,0,93160000,35.6055,13.7948,0.5836,84.9323,
002024.SZ,кудЧтфил,2004-08-03,0.4426,0.4437,0.4579,0.4413,0.4449,1538246,59221613.2,0.0023,0.5291,38.4994,6.153,950000000,N/A,3540080000,25000000,0,93160000,35.7938,13.8678,0.5867,85.3817,
