ДњТы,МђГЦ,ШеЦк,ЧАЪеХЬМл(дЊ),ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),ГЩНЛН№Жю(дЊ),еЧЕј(дЊ),еЧЕјЗљ(%),ОљМл(дЊ),ЛЛЪжТЪ(%),AЙЩСїЭЈЪажЕ(дЊ),BЙЩСїЭЈЪажЕ(дЊ),змЪажЕ(дЊ),AЙЩСїЭЈЙЩБО(ЙЩ),BЙЩСїЭЈЙЩБО(ЙЩ),змЙЩБО(ЙЩ),ЪагЏТЪ,ЪаОЛТЪ,ЪаЯњТЪ,ЪаЯжТЪ,
002287.SZ,Цце§ВивЉ,2010-06-09,18.5483,18.6032,18.8597,18.4109,18.8231,1333431,27132787.6,0.2748,1.4815,20.3481,3.2523,842550000,N/A,8343300000,41000000,0,406000000,51.8823,7.2989,17.7783,13.6324,
002287.SZ,Цце§ВивЉ,2010-06-10,18.8231,18.8322,19.2353,18.6032,19.0063,1677493,34905978.1,0.1832,0.9732,20.8084,4.0914,850750000,N/A,8424500000,41000000,0,406000000,52.3872,7.3699,17.9513,13.7651,
002287.SZ,Цце§ВивЉ,2010-06-11,19.0063,19.1437,19.2353,18.7773,18.9147,1153501,23846536.9,-0.0916,-0.4819,20.6732,2.8134,846650000,N/A,8383900000,41000000,0,406000000,52.1348,7.3344,17.8648,13.6988,
002287.SZ,Цце§ВивЉ,2010-06-17,18.9147,19.1437,19.1895,18.4201,18.4659,942442,19233362.9,-0.4488,-2.3729,20.408,2.2986,826560000,N/A,8184960000,41000000,0,406000000,50.8977,7.1604,17.4409,13.3737,
002287.SZ,Цце§ВивЉ,2010-06-18,18.4659,18.5849,18.5849,17.4308,17.5041,1075555,21081704.8,-0.9618,-5.2083,19.6008,2.6233,783510000,N/A,7758660000,41000000,0,406000000,48.2468,6.7874,16.5325,12.6772,
002287.SZ,Цце§ВивЉ,2010-06-21,17.5041,17.5041,17.9438,17.4033,17.8888,842447,16223570.3,0.3847,2.1978,19.2577,2.0547,800730000,N/A,7929180000,41000000,0,406000000,49.3071,6.9366,16.8958,12.9558,
002287.SZ,Цце§ВивЉ,2010-06-22,17.8888,17.9163,18.1178,17.7697,17.9987,723622,14208233.9,0.1099,0.6144,19.6349,1.7649,805650000,N/A,7977900000,41000000,0,406000000,49.6101,6.9792,16.9996,13.0354,
002287.SZ,Цце§ВивЉ,2010-06-23,17.9987,17.9712,18.6582,17.7697,18.4292,990022,19812711.5,0.4305,2.3919,20.0124,2.4147,824920000,N/A,8168720000,41000000,0,406000000,50.7967,7.1462,17.4063,13.3472,
002287.SZ,Цце§ВивЉ,2010-06-24,18.4292,18.5129,18.5129,17.9548,18.1408,587601,11465762,-0.2884,-1.5648,19.5128,1.4332,799500000,N/A,7917000000,41000000,0,406000000,49.2314,6.9259,16.8699,12.9359,
002287.SZ,Цце§ВивЉ,2010-06-25,18.1408,18.0478,18.1408,17.778,17.9641,466463,9003480.7,-0.1768,-0.9744,19.3016,1.1377,791710000,N/A,7839860000,41000000,0,406000000,48.7517,6.8585,16.7055,12.8098,
002287.SZ,Цце§ВивЉ,2010-06-28,17.9641,17.9641,18.1873,17.8059,17.8617,376760,7249306.1,-0.1023,-0.5697,19.2412,0.9189,787200000,N/A,7795200000,41000000,0,406000000,48.474,6.8194,16.6103,12.7369,
002287.SZ,Цце§ВивЉ,2010-06-29,17.8617,17.8617,17.9548,16.9686,16.9686,950290,17757374.9,-0.8931,-5,18.6863,2.3178,747840000,N/A,7405440000,41000000,0,406000000,46.0503,6.4784,15.7798,12.1,
002287.SZ,Цце§ВивЉ,2010-06-30,16.9686,16.978,17.2384,16.7547,17.1175,726604,13328242.2,0.1488,0.8772,18.3432,1.7722,754400000,N/A,7470400000,41000000,0,406000000,46.4542,6.5352,15.9182,12.2062,
002287.SZ,Цце§ВивЉ,2010-07-01,17.1175,17.0431,17.2105,16.8477,16.9035,277877,5079056.4,-0.214,-1.25,18.2781,0.6777,744970000,N/A,7377020000,41000000,0,406000000,45.8736,6.4536,15.7193,12.0536,
002287.SZ,Цце§ВивЉ,2010-07-02,16.9035,16.9035,17.071,16.336,16.9314,929617,16677362.6,0.0279,0.1651,17.94,2.2674,746200000,N/A,7389200000,41000000,0,406000000,45.9493,6.4642,15.7452,12.0735,
002287.SZ,Цце§ВивЉ,2010-07-05,16.9314,16.8198,17.071,16.5593,16.8384,334308,6069696.4,-0.093,-0.5495,18.156,0.8154,742100000,N/A,7348600000,41000000,0,406000000,45.6968,6.4287,15.6587,12.0071,
002287.SZ,Цце§ВивЉ,2010-07-06,16.8384,16.857,17.4803,16.857,17.1919,870479,16058920.7,0.3535,2.0994,18.4484,2.1231,757680000,N/A,7502880000,41000000,0,406000000,46.6562,6.5637,15.9875,12.2592,
002287.SZ,Цце§ВивЉ,2010-07-07,17.1919,17.3129,17.9269,17.1082,17.4989,958899,18095741.7,0.307,1.7857,18.8714,2.3388,771210000,N/A,7636860000,41000000,0,406000000,47.4894,6.6809,16.2729,12.4781,
002287.SZ,Цце§ВивЉ,2010-07-08,17.4989,17.5082,17.6013,17.2943,17.4059,649628,12145836.4,-0.093,-0.5316,18.6966,1.5845,767110000,N/A,7596260000,41000000,0,406000000,47.2369,6.6454,16.1864,12.4118,
002287.SZ,Цце§ВивЉ,2010-07-09,17.4059,17.3594,17.7408,17.3594,17.685,1070282,20267778.4,0.2791,1.6034,18.9369,2.6104,779410000,N/A,7718060000,41000000,0,406000000,47.9943,6.7519,16.446,12.6108,
002287.SZ,Цце§ВивЉ,2010-07-12,17.685,17.6943,17.8617,17.4989,17.7966,943917,18005370,0.1116,0.6312,19.0752,2.3022,784330000,N/A,7766780000,41000000,0,406000000,48.2973,6.7945,16.5498,12.6904,
002287.SZ,Цце§ВивЉ,2010-07-13,17.7966,17.6943,17.6943,17.3222,17.3315,794612,14863893.2,-0.4651,-2.6137,18.7059,1.9381,763830000,N/A,7563780000,41000000,0,406000000,47.0349,6.6169,16.1172,12.3587,
002287.SZ,Цце§ВивЉ,2010-07-14,17.3315,17.3315,17.6664,17.3315,17.3966,598762,11251601,0.0651,0.3757,18.7914,1.4604,766700000,N/A,7592200000,41000000,0,406000000,47.2116,6.6418,16.1778,12.4052,
002287.SZ,Цце§ВивЉ,2010-07-15,17.3966,17.3966,18.2246,17.3222,17.4896,1677382,32205661.3,0.093,0.5348,19.2,4.0912,770800000,N/A,7632800000,41000000,0,406000000,47.4641,6.6773,16.2643,12.4715,
002287.SZ,Цце§ВивЉ,2010-07-16,17.4896,17.3036,17.4803,16.8849,17.3687,851556,15755186.3,-0.1209,-0.6915,18.5016,2.077,765470000,N/A,7580020000,41000000,0,406000000,47.1359,6.6311,16.1518,12.3853,
002287.SZ,Цце§ВивЉ,2010-07-19,17.3687,17.285,17.6757,17.0524,17.6478,825653,15492871,0.2791,1.6069,18.7644,2.0138,777770000,N/A,7701820000,41000000,0,406000000,47.8933,6.7377,16.4114,12.5843,
002287.SZ,Цце§ВивЉ,2010-07-20,17.6478,17.685,18.1222,17.685,18.0292,1325500,25590919.7,0.3814,2.1613,19.3066,3.2329,794580000,N/A,7868280000,41000000,0,406000000,48.9284,6.8833,16.7661,12.8563,
002287.SZ,Цце§ВивЉ,2010-07-21,18.0292,18.0385,18.4106,17.8896,18.085,1309001,25529848.9,0.0558,0.3096,19.5033,3.1927,797040000,N/A,7892640000,41000000,0,406000000,49.0799,6.9046,16.818,12.8961,
002287.SZ,Цце§ВивЉ,2010-07-22,18.085,18.0478,18.2804,17.8803,18.2804,1014044,19741964.5,0.1954,1.0802,19.4685,2.4733,805650000,N/A,7977900000,41000000,0,406000000,49.6101,6.9792,16.9996,13.0354,
