¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002732.SZ,—‡Ã¡»È“µ,2014-12-05,N/A,13.1931,14.3862,13.1931,14.3862,49600,723422,N/A,N/A,14.5851,0.126,574116500,N/A,2295736500,39350000,0,157350000,32.9224,6.9195,2.6153,36.8589,
002732.SZ,—‡Ã¡»È“µ,2014-12-08,14.3862,15.8258,15.8258,15.8258,15.8258,14500,232725,1.4396,10.0069,16.05,0.0368,631567500,N/A,2525467500,39350000,0,157350000,36.2169,7.6119,2.877,40.5474,
002732.SZ,—‡Ã¡»È“µ,2014-12-09,15.8258,17.4133,17.4133,17.4133,17.4133,27800,490948,1.5875,10.0312,17.66,0.0706,694921000,N/A,2778801000,39350000,0,157350000,39.8499,8.3755,3.1656,44.6147,
002732.SZ,—‡Ã¡»È“µ,2014-12-10,17.4133,19.1586,19.1586,19.1586,19.1586,34900,678107,1.7453,10.0227,19.43,0.0887,764570500,N/A,3057310500,39350000,0,157350000,43.8439,9.2149,3.4829,49.0863,
002732.SZ,—‡Ã¡»È“µ,2014-12-11,19.1586,21.0715,21.0715,21.0715,21.0715,60100,1284337,1.9129,9.9846,21.37,0.1527,840909500,N/A,3362569500,39350000,0,157350000,48.2215,10.135,3.8306,53.9873,
002732.SZ,—‡Ã¡»È“µ,2014-12-12,21.0715,23.1816,23.1816,23.1816,23.1816,74900,1760899,2.1101,10.014,23.51,0.1903,925118500,N/A,3699298500,39350000,0,157350000,53.0505,11.1499,4.2142,59.3937,
002732.SZ,—‡Ã¡»È“µ,2014-12-15,23.1816,25.4988,25.4988,25.4988,25.4988,130800,3382488,2.3172,9.9957,25.86,0.3324,1017591000,N/A,4069071000,39350000,0,157350000,58.3532,12.2645,4.6355,65.3305,
002732.SZ,—‡Ã¡»È“µ,2014-12-16,25.4988,28.0526,28.0526,28.0526,28.0526,316650,9008692.5,2.5538,10.0155,28.45,0.8047,1119507500,N/A,4476607500,39350000,0,157350000,64.1976,13.4928,5.0997,71.8737,
002732.SZ,—‡Ã¡»È“µ,2014-12-17,28.0526,28.5752,30.8628,28.0526,30.8628,23894955,717411573.5,2.8102,10.0176,30.0236,60.7242,1231655000,N/A,4925055000,39350000,0,157350000,70.6286,14.8445,5.6106,79.0737,
002732.SZ,—‡Ã¡»È“µ,2014-12-18,30.8628,28.7034,29.5612,27.7765,27.7864,17172080,496244911.5,-3.0764,-9.9681,28.8984,43.6393,1108883000,N/A,4434123000,39350000,0,157350000,63.5883,13.3648,5.0513,71.1916,
002732.SZ,—‡Ã¡»È“µ,2014-12-19,27.7864,26.6327,26.7313,25.0058,25.1044,13068277,336188536.3,-2.682,-9.6522,25.7255,33.2104,1001851000,N/A,4006131000,39350000,0,157350000,57.4506,12.0748,4.5638,64.32,
002732.SZ,—‡Ã¡»È“µ,2014-12-22,25.1044,24.2465,24.2564,22.59,22.59,7554732,175655451.1,-2.5144,-10.0157,23.251,19.1988,901508500,N/A,3604888500,39350000,0,157350000,51.6966,10.8654,4.1067,57.8779,
002732.SZ,—‡Ã¡»È“µ,2014-12-23,22.59,22.0674,24.6114,21.7716,23.2506,8872400,212457454.7,0.6606,2.9245,23.9459,22.5474,927873000,N/A,3710313000,39350000,0,157350000,53.2084,11.1831,4.2268,59.5705,
002732.SZ,—‡Ã¡»È“µ,2014-12-24,23.2506,23.2901,24.2564,23.2901,24.1578,6484529,157009421.6,0.9071,3.9016,24.2129,16.4791,964075000,N/A,3855075000,39350000,0,157350000,55.2844,11.6195,4.3917,61.8947,
002732.SZ,—‡Ã¡»È“µ,2014-12-25,24.1578,23.8521,23.9507,22.8858,23.507,5583737,132219841.5,-0.6508,-2.6939,23.6795,14.1899,938104000,N/A,3751224000,39350000,0,157350000,53.7951,11.3065,4.2734,60.2273,
002732.SZ,—‡Ã¡»È“µ,2014-12-26,23.507,23.2408,24.0099,23.0731,23.4084,3779079,90149933.6,-0.0986,-0.4195,23.855,9.6038,934169000,N/A,3735489000,39350000,0,157350000,53.5695,11.259,4.2554,59.9747,
002732.SZ,—‡Ã¡»È“µ,2014-12-29,23.4084,23.3098,25.2227,22.7379,24.6409,7906579,192253312.7,1.2325,5.2654,24.3156,20.093,983356500,N/A,3932176500,39350000,0,157350000,56.3901,11.8519,4.4795,63.1326,
002732.SZ,—‡Ã¡»È“µ,2014-12-30,24.6409,24.1282,25.4199,24.0197,24.5719,7747046,195657674.7,-0.069,-0.2801,25.2558,19.6875,980602000,N/A,3921162000,39350000,0,157350000,56.2321,11.8187,4.467,62.9558,
002732.SZ,—‡Ã¡»È“µ,2014-12-31,24.5719,23.9606,24.0592,22.9647,23.3492,5685610,134626740.2,-1.2227,-4.9759,23.6785,14.4488,931808000,N/A,3726048000,39350000,0,157350000,53.4341,11.2306,4.2447,59.8231,
