¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300442.SZ,∆’¿ˆ ¢,2015-04-24,N/A,25.07,27.6,25.07,27.6,21000,579337,N/A,N/A,27.5875,0.084,690000000,N/A,2760000000,25000000,0,100000000,30.3843,5.5306,4.7456,-52.447,
300442.SZ,∆’¿ˆ ¢,2015-04-27,27.6,30.36,30.36,30.36,30.36,6600,200376,2.76,10,30.36,0.0264,759000000,N/A,3036000000,25000000,0,100000000,33.4227,6.0837,5.2202,-57.6917,
300442.SZ,∆’¿ˆ ¢,2015-04-28,30.36,33.4,33.4,33.4,33.4,10075,336505,3.04,10.0132,33.4,0.0403,835000000,N/A,3340000000,25000000,0,100000000,36.7694,6.6928,5.7429,-63.4684,
300442.SZ,∆’¿ˆ ¢,2015-04-29,33.4,36.74,36.74,36.74,36.74,8400,308616,3.34,10,36.74,0.0336,918500000,N/A,3674000000,25000000,0,100000000,40.4463,7.3621,6.3172,-69.8153,
300442.SZ,∆’¿ˆ ¢,2015-04-30,36.74,40.41,40.41,40.41,40.41,36300,1466883,3.67,9.9891,40.41,0.1452,1010250000,N/A,4041000000,25000000,0,100000000,44.4866,8.0975,6.9482,-76.7892,
300442.SZ,∆’¿ˆ ¢,2015-05-04,40.41,44.45,44.45,44.45,44.45,35400,1573530,4.04,9.9975,44.45,0.1416,1111250000,N/A,4445000000,25000000,0,100000000,48.9341,8.9071,7.6428,-84.4662,
300442.SZ,∆’¿ˆ ¢,2015-05-05,44.45,48.9,48.9,48.9,48.9,102700,5022030,4.45,10.0112,48.9,0.4108,1222500000,N/A,4890000000,25000000,0,100000000,53.833,9.7988,8.408,-92.9223,
300442.SZ,∆’¿ˆ ¢,2015-05-06,48.9,52,52,47.5,47.8,11865424,586878608.2,-1.1,-2.2495,49.4612,47.4617,1195000000,N/A,4780000000,25000000,0,100000000,52.6221,9.5784,8.2188,-90.832,
300442.SZ,∆’¿ˆ ¢,2015-05-07,47.8,45.5,46.45,43.02,43.19,6866491,301667032.2,-4.61,-9.6444,43.9332,27.466,1079750000,N/A,4319000000,25000000,0,100000000,47.547,8.6546,7.4262,-82.0719,
300442.SZ,∆’¿ˆ ¢,2015-05-08,43.19,44.51,47.35,43.7,47.26,6747156,308955887.4,4.07,9.4235,45.7905,26.9886,1181500000,N/A,4726000000,25000000,0,100000000,52.0276,9.4702,8.126,-89.8059,
300442.SZ,∆’¿ˆ ¢,2015-05-11,47.26,48.5,51.99,48,51.99,7412263,373817326.1,4.73,10.0085,50.4323,29.6491,1299750000,N/A,5199000000,25000000,0,100000000,57.2347,10.418,8.9393,-98.7941,
300442.SZ,∆’¿ˆ ¢,2015-05-12,51.99,55.2,57.19,54.54,57.19,7255207,410711170.3,5.2,10.0019,56.6092,29.0208,1429750000,N/A,5719000000,25000000,0,100000000,62.9593,11.46,9.8334,-108.6754,
300442.SZ,∆’¿ˆ ¢,2015-05-13,57.19,57.76,62.89,52.52,62.88,7413114,441614095,5.69,9.9493,59.572,29.6525,1572000000,N/A,6288000000,25000000,0,100000000,69.2233,12.6002,10.8117,-119.4878,
300442.SZ,∆’¿ˆ ¢,2015-05-14,62.88,62,69.17,62,69.17,5164701,352028330.3,6.29,10.0032,68.1604,20.6588,1729250000,N/A,6917000000,25000000,0,100000000,76.1479,13.8606,11.8932,-131.4404,
300442.SZ,∆’¿ˆ ¢,2015-05-15,69.17,73,76.09,73,76.09,3888998,292251251,6.92,10.0043,75.1482,15.556,1902250000,N/A,7609000000,25000000,0,100000000,83.766,15.2472,13.0831,-144.5902,
300442.SZ,∆’¿ˆ ¢,2015-05-18,76.09,83.7,83.7,82,83.7,865095,72270016.5,7.61,10.0013,83.54,3.4604,2092500000,N/A,8370000000,25000000,0,100000000,92.1436,16.7722,14.3916,-159.0511,
300442.SZ,∆’¿ˆ ¢,2015-05-19,83.7,92.07,92.07,79.1,91,8771483,765414135.9,7.3,8.7216,87.2617,35.0859,2275000000,N/A,9100000000,25000000,0,100000000,100.1801,18.235,15.6467,-172.9229,
