¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002412.SZ,∫∫…≠÷∆“©,2010-05-25,N/A,10.1949,10.4767,9.5133,10.3972,12047693,505338046.8,N/A,N/A,41.9448,79.2611,656184000,N/A,3194580000,15200000,0,74000000,64.8642,17.7961,11.2798,748.4357,
002412.SZ,∫∫…≠÷∆“©,2010-05-26,10.3972,9.9204,10.1732,9.3809,9.7951,5966361,242749654.8,-0.6021,-5.7911,40.6864,39.2524,618184000,N/A,3009580000,15200000,0,74000000,61.1079,16.7655,10.6266,705.0933,
002412.SZ,∫∫…≠÷∆“©,2010-05-27,9.7951,9.6362,9.7903,9.3447,9.694,3999334,159157504.4,-0.1012,-1.0327,39.796,26.3114,611800000,N/A,2978500000,15200000,0,74000000,60.4769,16.5924,10.5169,697.8118,
002412.SZ,∫∫…≠÷∆“©,2010-05-28,9.694,9.7734,10.272,9.6,9.9782,4634598,191365354.9,0.2842,2.9317,41.2906,30.4908,629736000,N/A,3065820000,15200000,0,74000000,62.2498,17.0788,10.8252,718.2693,
002412.SZ,∫∫…≠÷∆“©,2010-05-31,9.9782,9.8505,10.1853,9.5856,9.5856,3518512,144604177.5,-0.3926,-3.9343,41.0981,23.1481,604960000,N/A,2945200000,15200000,0,74000000,59.8007,16.4069,10.3993,690.0101,
002412.SZ,∫∫…≠÷∆“©,2010-06-01,9.5856,9.4001,9.5133,8.8269,8.9835,3194729,121154615.5,-0.6021,-6.2814,37.9233,21.018,566960000,N/A,2760200000,15200000,0,74000000,56.0444,15.3763,9.7461,646.6678,
002412.SZ,∫∫…≠÷∆“©,2010-06-02,8.9835,8.8895,9.1087,8.6246,8.9835,1960116,72034209.3,0,0,36.75,12.8955,566960000,N/A,2760200000,15200000,0,74000000,56.0444,15.3763,9.7461,646.6678,
002412.SZ,∫∫…≠÷∆“©,2010-06-03,8.9835,9.0678,9.0919,8.8269,8.8269,1751989,65374936,-0.1565,-1.7426,37.3147,11.5262,557080000,N/A,2712100000,15200000,0,74000000,55.0677,15.1084,9.5762,635.3988,
002412.SZ,∫∫…≠÷∆“©,2010-06-04,8.8269,8.8269,9.0316,8.8149,8.9907,1209267,44840688.5,0.1638,1.8554,37.0809,7.9557,567416000,N/A,2762420000,15200000,0,74000000,56.0895,15.3887,9.7539,647.1879,
002412.SZ,∫∫…≠÷∆“©,2010-06-07,8.9907,8.7908,9.1424,8.721,9.0798,1803434,67226586.4,0.0891,0.9912,37.277,11.8647,573040000,N/A,2789800000,15200000,0,74000000,56.6454,15.5412,9.8506,653.6026,
002412.SZ,∫∫…≠÷∆“©,2010-06-08,9.0798,8.9305,9.1906,8.9233,9.0919,1859344,69873601.8,0.012,0.1326,37.5797,12.2325,573800000,N/A,2793500000,15200000,0,74000000,56.7205,15.5618,9.8637,654.4694,
