´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002056.SZ,ºáµê¶«´Å,2006-08-02,N/A,3.6457,4.1011,3.6217,3.8734,38348813,613820985.5,N/A,N/A,16.0063,79.8934,775680000,N/A,2908800000,48000000,0,180000000,33.1325,6.8073,3.0986,-88.7403,
002056.SZ,ºáµê¶«´Å,2006-08-03,3.8734,3.7631,4.1898,3.7415,4.0747,19970305,334989313.9,0.2013,5.198,16.7744,41.6048,816000000,N/A,3060000000,48000000,0,180000000,34.8547,7.1611,3.2597,-93.353,
002056.SZ,ºáµê¶«´Å,2006-08-04,4.0747,4.0268,4.0915,3.9261,4.0028,12907265,215426707.1,-0.0719,-1.7647,16.6903,26.8901,801600000,N/A,3006000000,48000000,0,180000000,34.2396,7.0347,3.2021,-91.7056,
002056.SZ,ºáµê¶«´Å,2006-08-07,4.0028,3.998,4.1802,3.9908,4.0483,10227044,173963660,0.0455,1.1377,17.0102,21.3063,810720000,N/A,3040200000,48000000,0,180000000,34.6292,7.1148,3.2386,-92.749,
002056.SZ,ºáµê¶«´Å,2006-08-08,4.0483,4.0747,4.1346,3.9261,4.0172,8710272,146205889,-0.0312,-0.7697,16.7855,18.1464,804480000,N/A,3016800000,48000000,0,180000000,34.3626,7.06,3.2136,-92.0351,
002056.SZ,ºáµê¶«´Å,2006-08-09,4.0172,3.9812,3.998,3.7559,3.8063,9092920,145715370.6,-0.2109,-5.2506,16.0251,18.9436,762240000,N/A,2858400000,48000000,0,180000000,32.5584,6.6893,3.0449,-87.2027,
002056.SZ,ºáµê¶«´Å,2006-08-10,3.8063,3.8063,3.8302,3.7032,3.8134,5770991,90924959.4,0.0072,0.1889,15.7555,12.0229,763680000,N/A,2863800000,48000000,0,180000000,32.6199,6.7019,3.0507,-87.3674,
002056.SZ,ºáµê¶«´Å,2006-08-11,3.8134,3.7871,3.8973,3.7152,3.8422,5995768,95336668.4,0.0288,0.7542,15.9007,12.4912,769440000,N/A,2885400000,48000000,0,180000000,32.8659,6.7525,3.0737,-88.0264,
002056.SZ,ºáµê¶«´Å,2006-08-14,3.8422,3.8111,3.8302,3.6193,3.6385,6025896,93331532.3,-0.2037,-5.3026,15.4884,12.554,728640000,N/A,2732400000,48000000,0,180000000,31.1232,6.3944,2.9107,-83.3588,
002056.SZ,ºáµê¶«´Å,2006-08-15,3.6385,3.6433,3.7224,3.5618,3.6792,5661795,86155889.2,0.0407,1.1199,15.2171,11.7954,736800000,N/A,2763000000,48000000,0,180000000,31.4718,6.466,2.9433,-84.2923,
002056.SZ,ºáµê¶«´Å,2006-08-16,3.6792,3.66,3.7008,3.6049,3.6792,3234024,49287384.6,0,0,15.2403,6.7376,736800000,N/A,2763000000,48000000,0,180000000,31.4718,6.466,2.9433,-84.2923,
