¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-07,N/A,14.9446,15.8204,13.4872,14.3828,29324672,1283608990.4,N/A,N/A,43.7723,68.1335,1873100800,N/A,9304576000,43040000,0,213800000,59.1855,24.7818,11.3795,79.1096,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-10,14.3828,14.1614,15.523,13.8408,14.9711,16652401,739622887.6,0.5883,4.0901,44.4154,38.6905,1949712000,N/A,9685140000,43040000,0,213800000,61.6063,25.7954,11.845,82.3452,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-11,14.9711,14.8719,15.5692,14.548,14.9711,10166047,464047506.3,0,0,45.6468,23.62,1949712000,N/A,9685140000,43040000,0,213800000,61.6063,25.7954,11.845,82.3452,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-12,14.9711,14.8719,16.4384,14.6571,16.1972,10875491,511558022.5,1.2261,8.1898,47.0377,25.2683,2109390400,N/A,10478338000,43040000,0,213800000,66.6517,27.908,12.815,89.0891,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-13,16.1972,16.0319,16.7226,15.5593,15.599,9386886,460558098.7,-0.5982,-3.6931,49.064,21.8097,2031488000,N/A,10091360000,43040000,0,213800000,64.1902,26.8773,12.3418,85.799,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-14,15.599,15.4932,16.6896,15.3809,16.3261,7112984,347257249,0.7271,4.661,48.8202,16.5264,2126176000,N/A,10561720000,43040000,0,213800000,67.1821,28.13,12.917,89.7981,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-17,16.3261,16.2269,16.6896,16.0286,16.2269,4338861,214882110.2,-0.0991,-0.6073,49.525,10.081,2113264000,N/A,10497580000,43040000,0,213800000,66.7741,27.9592,12.8386,89.2527,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-18,16.2269,16.1079,16.3558,15.0372,15.0768,5436358,254562038.8,-1.1501,-7.0876,46.8258,12.6309,1963484800,N/A,9753556000,43040000,0,213800000,62.0415,25.9776,11.9286,82.9269,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-19,15.0768,15.3676,15.989,15.2222,15.5263,3971176,187753388.9,0.4495,2.9811,47.279,9.2267,2022019200,N/A,10044324000,43040000,0,213800000,63.891,26.752,12.2842,85.3991,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-20,15.5263,15.5494,15.8469,15.3181,15.6651,2541759,119757063.9,0.1388,0.894,47.1158,5.9056,2040096000,N/A,10134120000,43040000,0,213800000,64.4622,26.9912,12.3941,86.1625,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-21,15.6651,15.5329,16.5078,15.5329,16.1079,3034092,148404445.2,0.4429,2.827,48.9123,7.0495,2097769600,N/A,10420612000,43040000,0,213800000,66.2845,27.7542,12.7444,88.5983,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-24,16.1079,16.2567,17.344,16.2567,17.0168,4230456,216119657.6,0.9088,5.6422,51.0866,9.8291,2216129600,N/A,11008562000,43040000,0,213800000,70.0244,29.3202,13.4635,93.5972,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-25,17.0168,16.8548,17.4695,16.8053,16.987,3125304,161705477,-0.0297,-0.1748,51.7407,7.2614,2212256000,N/A,10989320000,43040000,0,213800000,69.902,29.2689,13.44,93.4336,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-26,16.987,16.8714,17.4167,16.8714,17.0829,2333916,121033059.9,0.0958,0.5642,51.8584,5.4227,2224737600,N/A,11051322000,43040000,0,213800000,70.2964,29.434,13.5158,93.9608,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-27,17.0829,17.5819,18.309,17.2514,17.2977,4085591,219569277.1,0.2148,1.2575,53.7424,9.4925,2252713600,N/A,11190292000,43040000,0,213800000,71.1804,29.8042,13.6858,95.1423,
002194.SZ,Œ‰∫∫∑≤π»,2007-12-28,17.2977,17.2944,17.5489,16.7887,17.1556,2727426,140925992.1,-0.1421,-0.8216,51.67,6.337,2234206400,N/A,11098358000,43040000,0,213800000,70.5956,29.5593,13.5733,94.3607,
002194.SZ,Œ‰∫∫∑≤π»,2008-01-02,17.1556,17.1556,17.648,16.7954,17.4167,2290062,119920448.7,0.2611,1.5219,52.3656,5.3208,2268208000,N/A,11267260000,43040000,0,213800000,49.1934,6.6602,10.9172,10.7607,
002194.SZ,Œ‰∫∫∑≤π»,2008-01-03,17.4167,17.3506,18.0082,16.8879,17.6778,3534551,186664131.4,0.2611,1.4991,52.8113,8.2122,2302209600,N/A,11436162000,43040000,0,213800000,49.9308,6.7601,11.0808,10.922,
002194.SZ,Œ‰∫∫∑≤π»,2008-01-04,17.6778,17.5224,17.9124,17.2845,17.3109,2153287,113672072.2,-0.3668,-2.0752,52.79,5.003,2254435200,N/A,11198844000,43040000,0,213800000,48.8947,6.6198,10.8509,10.6953,
002194.SZ,Œ‰∫∫∑≤π»,2008-01-07,17.3109,17.0531,17.1192,16.5838,16.911,4506088,229717087.6,-0.3999,-2.31,50.9793,10.4695,2202356800,N/A,10940146000,43040000,0,213800000,47.7652,6.4669,10.6002,10.4483,
