´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002521.SZ,Æë·åÐÂ²Ä,2010-12-10,N/A,13.8251,14.4614,13.8219,13.8765,18603344,816867879.5,N/A,N/A,43.9097,62.8491,1278128000,N/A,6358255000,29600000,0,147250000,53.552,16.6038,6.4373,206.0047,
002521.SZ,Æë·åÐÂ²Ä,2010-12-13,13.8765,13.6226,14.0115,13.433,13.8026,8385065,357316288.4,-0.0739,-0.5327,42.6134,28.3279,1271320000,N/A,6324387500,29600000,0,147250000,53.2667,16.5153,6.403,204.9074,
002521.SZ,Æë·åÐÂ²Ä,2010-12-14,13.8026,13.7704,13.9151,13.5616,13.8701,5027780,214517254.7,0.0675,0.4889,42.6664,16.9857,1277536000,N/A,6355310000,29600000,0,147250000,53.5272,16.5961,6.4343,205.9092,
002521.SZ,Æë·åÐÂ²Ä,2010-12-15,13.8701,13.7737,14.1047,13.6997,13.8476,5576935,241269425.9,-0.0225,-0.1622,43.262,18.841,1275464000,N/A,6345002500,29600000,0,147250000,53.4403,16.5692,6.4239,205.5753,
002521.SZ,Æë·åÐÂ²Ä,2010-12-16,13.8476,13.8186,13.9343,13.7062,13.7447,3191327,136819973.1,-0.1028,-0.7426,42.8724,10.7815,1265992000,N/A,6297882500,29600000,0,147250000,53.0435,16.4461,6.3762,204.0486,
002521.SZ,Æë·åÐÂ²Ä,2010-12-17,13.7447,13.7222,14.2043,13.6419,14.14,4524866,196232272.4,0.3953,2.8758,43.3675,15.2867,1302400000,N/A,6479000000,29600000,0,147250000,54.5689,16.9191,6.5595,209.9167,
002521.SZ,Æë·åÐÂ²Ä,2010-12-20,14.14,14.2043,15.0334,14.1721,14.7667,8019989,366535792,0.6267,4.4318,45.7028,27.0946,1360120000,N/A,6766137500,29600000,0,147250000,56.9873,17.6689,6.8502,219.2199,
002521.SZ,Æë·åÐÂ²Ä,2010-12-21,14.7667,14.7827,14.8567,14.4742,14.7538,3768918,172048369.7,-0.0129,-0.0871,45.6493,12.7328,1358936000,N/A,6760247500,29600000,0,147250000,56.9377,17.6535,6.8443,219.029,
002521.SZ,Æë·åÐÂ²Ä,2010-12-22,14.7538,14.7377,14.847,14.3714,14.4003,3401196,153726369,-0.3535,-2.396,45.1977,11.4905,1326376000,N/A,6598272500,29600000,0,147250000,55.5735,17.2305,6.6803,213.7811,
002521.SZ,Æë·åÐÂ²Ä,2010-12-23,14.4003,14.4292,14.4549,13.7576,13.8508,3520702,153728403.3,-0.5495,-3.8161,43.6641,11.8943,1275760000,N/A,6346475000,29600000,0,147250000,53.4527,16.573,6.4254,205.623,
