╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
300061.SZ,©╣дмль,2010-03-19,N/A,6.5844,7.1107,6.5844,7.0742,9887523,277558396.5,N/A,N/A,28.0716,82.396,348360000,N/A,1741800000,12000000,0,60000000,81.407,17.329,10.3608,151.2224,
300061.SZ,©╣дмль,2010-03-22,7.0742,6.8695,7.1546,6.8354,7.0181,5482845,157688617,-0.056,-0.7923,28.7604,45.6904,345600000,N/A,1728000000,12000000,0,60000000,80.762,17.1917,10.2787,150.0243,
300061.SZ,©╣дмль,2010-03-23,7.0181,6.9231,6.967,6.7403,6.8768,3157167,88836651.4,-0.1413,-2.0139,28.1381,26.3097,338640000,N/A,1693200000,12000000,0,60000000,79.1356,16.8455,10.0717,147.003,
300061.SZ,©╣дмль,2010-03-24,6.8768,6.8841,7.2594,6.7842,7.1278,4564955,132349557.3,0.251,3.6499,28.9925,38.0413,351000000,N/A,1755000000,12000000,0,60000000,82.0239,17.4603,10.4393,152.3684,
300061.SZ,©╣дмль,2010-03-25,7.1278,7.0815,7.7614,7.0474,7.4909,4607648,139958194.6,0.3631,5.094,30.3752,38.3971,368880000,N/A,1844400000,12000000,0,60000000,86.2023,18.3497,10.9711,160.1301,
300061.SZ,©╣дмль,2010-03-26,7.4909,7.3057,7.3788,7.0766,7.2594,2576838,76241015.1,-0.2315,-3.0904,29.587,21.4736,357480000,N/A,1787400000,12000000,0,60000000,83.5382,17.7826,10.632,155.1814,
300061.SZ,©╣дмль,2010-03-29,7.2594,7.2838,7.5006,7.14,7.3983,2457329,73734453.2,0.1389,1.9134,30.0059,20.4777,364320000,N/A,1821600000,12000000,0,60000000,85.1366,18.1229,10.8355,158.1506,
300061.SZ,©╣дмль,2010-03-30,7.3983,7.3983,7.6225,7.3422,7.4787,2098663,64518434.7,0.0804,1.087,30.7426,17.4889,368280000,N/A,1841400000,12000000,0,60000000,86.062,18.3199,10.9532,159.8697,
300061.SZ,©╣дмль,2010-03-31,7.4787,7.4446,7.7979,7.4446,7.62,2506801,78951037.6,0.1413,1.8899,31.4947,20.89,375240000,N/A,1876200000,12000000,0,60000000,87.6885,18.6661,11.1602,162.891,
300061.SZ,©╣дмль,2010-04-01,7.62,7.7979,7.9198,7.6249,7.6395,3047379,97530204.1,0.0195,0.2558,32.0046,25.3948,376200000,N/A,1881000000,12000000,0,60000000,87.9128,18.7139,11.1888,163.3077,
300061.SZ,©╣дмль,2010-04-02,7.6395,7.5079,7.7687,7.5079,7.6176,1780103,55457942.7,-0.0219,-0.2871,31.1543,14.8342,375120000,N/A,1875600000,12000000,0,60000000,87.6605,18.6601,11.1567,162.8389,
300061.SZ,©╣дмль,2010-04-06,7.6176,7.62,7.7833,7.62,7.7468,1853224,58506204.5,0.1292,1.6955,31.57,15.4435,381480000,N/A,1907400000,12000000,0,60000000,89.1467,18.9765,11.3458,165.5998,
300061.SZ,©╣дмль,2010-04-07,7.7468,7.9393,8.0148,7.7857,7.871,2164676,70099935.2,0.1243,1.6043,32.3836,18.039,387600000,N/A,1938000000,12000000,0,60000000,90.5769,19.2809,11.5278,168.2564,
300061.SZ,©╣дмль,2010-04-08,7.871,7.9198,7.9198,7.6298,7.6395,2028040,64462062.7,-0.2315,-2.9412,31.7854,16.9003,376200000,N/A,1881000000,12000000,0,60000000,87.9128,18.7139,11.1888,163.3077,
