´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002468.SZ,°¬µÏÎ÷,2010-09-08,N/A,13.9133,19.4694,13.9133,19.423,29351208,973924036.4,N/A,N/A,33.1817,91.7225,1340160000,N/A,6700800000,32000000,0,160000000,109.0879,26.0037,8.8909,-2036.9668,
002468.SZ,°¬µÏÎ÷,2010-09-09,19.423,17.4798,20.8607,17.4798,18.5511,24752470,1006281307,-0.8719,-4.489,40.6538,77.3515,1280000000,N/A,6400000000,32000000,0,160000000,104.1909,24.8364,8.4918,-1945.527,
002468.SZ,°¬µÏÎ÷,2010-09-10,18.5511,17.2061,17.7534,16.696,16.696,11191234,408751925.6,-1.8551,-10,36.5243,34.9726,1152000000,N/A,5760000000,32000000,0,160000000,93.7718,22.3528,7.6426,-1750.9742,
002468.SZ,°¬µÏÎ÷,2010-09-13,16.696,15.7684,15.7731,15.0264,15.2165,12112987,397737717.4,-1.4794,-8.8611,32.8356,37.8531,1049920000,N/A,5249600000,32000000,0,160000000,85.4626,20.3721,6.9654,-1595.8185,
002468.SZ,°¬µÏÎ÷,2010-09-14,15.2165,15.2954,15.7638,15.082,15.1933,7987586,265549661.2,-0.0232,-0.1524,33.2453,24.9612,1048320000,N/A,5241600000,32000000,0,160000000,85.3324,20.341,6.9548,-1593.3866,
002468.SZ,°¬µÏÎ÷,2010-09-15,15.1933,14.8223,14.8409,13.9272,14.0571,7869168,243358848.5,-1.1363,-7.4786,30.9256,24.5911,969920000,N/A,4849600000,32000000,0,160000000,78.9507,18.8198,6.4347,-1474.223,
002468.SZ,°¬µÏÎ÷,2010-09-16,14.0571,13.969,14.3632,13.264,13.9643,6289058,187918850.6,-0.0928,-0.6598,29.8803,19.6533,963520000,N/A,4817600000,32000000,0,160000000,78.4297,18.6956,6.3922,-1464.4955,
002468.SZ,°¬µÏÎ÷,2010-09-17,13.9643,13.584,13.8437,13.2733,13.3058,3917381,114205564.3,-0.6586,-4.716,29.1536,12.2418,918080000,N/A,4590400000,32000000,0,160000000,74.7309,17.8139,6.0907,-1395.4292,
002468.SZ,°¬µÏÎ÷,2010-09-20,13.3058,13.3382,13.6768,12.7539,13.4495,4942920,140736695.8,0.1438,1.0805,28.4724,15.4466,928000000,N/A,4640000000,32000000,0,160000000,75.5384,18.0064,6.1565,-1410.5071,
002468.SZ,°¬µÏÎ÷,2010-09-21,13.4495,13.264,13.264,12.7817,13.0321,3223725,90144423.5,-0.4174,-3.1034,27.9628,10.0741,899200000,N/A,4496000000,32000000,0,160000000,73.1941,17.4476,5.9655,-1366.7327,
002468.SZ,°¬µÏÎ÷,2010-09-27,13.0321,13.0275,13.2084,12.8466,13.0832,2572011,72301895.4,0.051,0.3915,28.111,8.0375,902720000,N/A,4513600000,32000000,0,160000000,73.4806,17.5159,5.9888,-1372.0829,
002468.SZ,°¬µÏÎ÷,2010-09-28,13.0832,12.9811,12.9811,12.0582,12.1834,4943407,133357466.1,-0.8997,-6.877,26.9768,15.4481,840640000,N/A,4203200000,32000000,0,160000000,68.4274,16.3113,5.577,-1277.7249,
002468.SZ,°¬µÏÎ÷,2010-09-29,12.1834,11.9655,12.6843,11.6454,12.5034,6294203,163994681.5,0.32,2.6266,26.0549,19.6694,862720000,N/A,4313600000,32000000,0,160000000,70.2247,16.7397,5.7235,-1311.2852,
002468.SZ,°¬µÏÎ÷,2010-09-30,12.5034,12.151,12.7446,12.086,12.2855,3943530,105206484.1,-0.218,-1.7433,26.6783,12.3235,847680000,N/A,4238400000,32000000,0,160000000,69.0004,16.4479,5.6237,-1288.4253,
002468.SZ,°¬µÏÎ÷,2010-10-08,12.2855,12.3365,12.6379,12.137,12.4756,3338201,89764543.8,0.1901,1.5478,26.8901,10.4319,860800000,N/A,4304000000,32000000,0,160000000,70.0684,16.7025,5.7107,-1308.3669,
002468.SZ,°¬µÏÎ÷,2010-10-11,12.4756,12.522,12.9162,12.3875,12.6611,4124574,112807706.5,0.1855,1.487,27.3501,12.8893,873600000,N/A,4368000000,32000000,0,160000000,71.1103,16.9508,5.7956,-1327.8221,
002468.SZ,°¬µÏÎ÷,2010-10-12,12.6611,12.522,13.6814,12.4431,13.4495,6166103,172024681.2,0.7884,6.2271,27.8984,19.2691,928000000,N/A,4640000000,32000000,0,160000000,75.5384,18.0064,6.1565,-1410.5071,
002468.SZ,°¬µÏÎ÷,2010-10-13,13.4495,13.4727,13.6119,12.995,13.0832,4566221,130290063.9,-0.3664,-2.7241,28.5335,14.2694,902720000,N/A,4513600000,32000000,0,160000000,73.4806,17.5159,5.9888,-1372.0829,
002468.SZ,°¬µÏÎ÷,2010-10-14,13.0832,12.9904,13.213,12.3365,12.4246,3355557,92481628.3,-0.6586,-5.0337,27.5607,10.4861,857280000,N/A,4286400000,32000000,0,160000000,69.7819,16.6342,5.6874,-1303.0167,
002468.SZ,°¬µÏÎ÷,2010-10-15,12.4246,12.2669,12.8466,11.7707,12.5544,2947240,78825308.5,0.1299,1.0452,26.7455,9.2101,866240000,N/A,4331200000,32000000,0,160000000,70.5112,16.808,5.7468,-1316.6354,
002468.SZ,°¬µÏÎ÷,2010-10-18,12.5544,12.5544,12.5544,12.5544,12.5544,N/A,N/A,0,0,N/A,N/A,866240000,N/A,4331200000,32000000,0,160000000,70.5112,16.808,5.7468,-1316.6354,
002468.SZ,°¬µÏÎ÷,2010-10-19,12.5544,12.5823,13.0785,12.0628,12.8884,3197528,87629365.1,0.3339,2.6598,27.4053,9.9923,889280000,N/A,4446400000,32000000,0,160000000,72.3866,17.2551,5.8997,-1351.6549,
002468.SZ,°¬µÏÎ÷,2010-10-20,12.8884,12.8374,12.8374,12.2994,12.5034,2906840,78858136.6,-0.3849,-2.9867,27.1285,9.0839,862720000,N/A,4313600000,32000000,0,160000000,70.2247,16.7397,5.7235,-1311.2852,
002468.SZ,°¬µÏÎ÷,2010-10-21,12.5034,12.4849,12.5823,12.3365,12.4756,1920342,51511979.3,-0.0278,-0.2226,26.8244,6.0011,860800000,N/A,4304000000,32000000,0,160000000,70.0684,16.7025,5.7107,-1308.3669,
002468.SZ,°¬µÏÎ÷,2010-10-22,12.4756,12.3828,12.9765,12.3736,12.9626,4265511,117295504.6,0.487,3.9033,27.4986,13.3297,894400000,N/A,4472000000,32000000,0,160000000,72.8034,17.3544,5.9336,-1359.437,
002468.SZ,°¬µÏÎ÷,2010-10-25,12.9626,12.9162,13.3568,12.8466,13.1481,5201488,147249343.6,0.1855,1.4311,28.3091,16.2547,907200000,N/A,4536000000,32000000,0,160000000,73.8453,17.6028,6.0186,-1378.8922,
002468.SZ,°¬µÏÎ÷,2010-10-26,13.1481,13.2176,13.2176,12.74,12.7817,2955282,82162397.8,-0.3664,-2.7866,27.8019,9.2353,881920000,N/A,4409600000,32000000,0,160000000,71.7875,17.1123,5.8508,-1340.4681,
002468.SZ,°¬µÏÎ÷,2010-10-27,12.7817,12.791,13.213,12.791,12.9069,3089675,86590650.9,0.1252,0.9797,28.0258,9.6552,890560000,N/A,4452800000,32000000,0,160000000,72.4908,17.2799,5.9082,-1353.6003,
002468.SZ,°¬µÏÎ÷,2010-10-28,12.9069,13.0089,13.1017,12.8652,13.0043,2318277,64920701.3,0.0974,0.7546,28.0039,7.2446,897280000,N/A,4486400000,32000000,0,160000000,73.0378,17.4103,5.9527,-1363.8145,
002468.SZ,°¬µÏÎ÷,2010-10-29,13.0043,13.0414,14.2982,13.0089,14.2982,10459583,311137586.1,1.2939,9.9501,29.7467,32.6862,986560000,N/A,4932800000,32000000,0,160000000,80.3052,19.1427,6.545,-1499.5149,
002468.SZ,°¬µÏÎ÷,2010-11-01,14.2982,14.0524,14.5301,13.751,14.224,6817089,208322798.8,-0.0742,-0.519,30.5589,21.3034,981440000,N/A,4907200000,32000000,0,160000000,79.8884,19.0433,6.5111,-1491.7328,
002468.SZ,°¬µÏÎ÷,2010-11-02,14.224,14.1823,14.9986,13.9272,14.2472,5525127,172998506.4,0.0232,0.163,31.3112,17.266,983040000,N/A,4915200000,32000000,0,160000000,80.0186,19.0744,6.5217,-1494.1647,
002468.SZ,°¬µÏÎ÷,2010-11-03,14.2472,14.2519,14.2843,13.4588,13.4959,3312280,98890015,-0.7513,-5.2734,29.8556,10.3509,931200000,N/A,4656000000,32000000,0,160000000,75.7989,18.0685,6.1778,-1415.3708,
002468.SZ,°¬µÏÎ÷,2010-11-04,13.4959,13.4217,13.6814,13.2548,13.6722,2613263,76075781.3,0.1762,1.3058,29.1114,8.1664,943360000,N/A,4716800000,32000000,0,160000000,76.7887,18.3044,6.2584,-1433.8534,
002468.SZ,°¬µÏÎ÷,2010-11-05,13.6722,13.8901,13.8901,13.4727,13.6304,2024547,59238620.8,-0.0417,-0.3053,29.2602,6.3267,940480000,N/A,4702400000,32000000,0,160000000,76.5543,18.2485,6.2393,-1429.476,
002468.SZ,°¬µÏÎ÷,2010-11-08,13.6304,13.6722,14.1962,13.5052,14.0478,2685586,80491395.7,0.4174,3.0623,29.9716,8.3925,969280000,N/A,4846400000,32000000,0,160000000,78.8986,18.8074,6.4304,-1473.2502,
002468.SZ,°¬µÏÎ÷,2010-11-09,14.0478,14.0571,14.0571,13.7371,13.8669,2455692,73329197.2,-0.1809,-1.2876,29.8609,7.674,956800000,N/A,4784000000,32000000,0,160000000,77.8827,18.5652,6.3476,-1454.2814,
002468.SZ,°¬µÏÎ÷,2010-11-10,13.8669,13.8669,14.609,13.8066,14.2519,4061482,124824510.4,0.3849,2.7759,30.7337,12.6921,983360000,N/A,4916800000,32000000,0,160000000,80.0447,19.0806,6.5238,-1494.6511,
002468.SZ,°¬µÏÎ÷,2010-11-11,14.2519,14.122,14.3539,13.8762,13.8809,3562372,108887062.3,-0.371,-2.6033,30.5659,11.1324,957760000,N/A,4788800000,32000000,0,160000000,77.9609,18.5838,6.354,-1455.7406,
002468.SZ,°¬µÏÎ÷,2010-11-12,13.8809,13.7974,13.7974,12.4942,12.4988,3944844,111937034,-1.3821,-9.9566,28.3755,12.3276,862400000,N/A,4312000000,32000000,0,160000000,70.1986,16.7335,5.7213,-1310.7988,
002468.SZ,°¬µÏÎ÷,2010-11-15,12.4988,12.5452,12.8652,12.522,12.7771,1893484,51791164.4,0.2783,2.2263,27.3523,5.9171,881600000,N/A,4408000000,32000000,0,160000000,71.7615,17.1061,5.8487,-1339.9817,
002468.SZ,°¬µÏÎ÷,2010-11-16,12.7771,12.7121,13.1203,12.2205,12.2947,2387996,65083272.2,-0.4823,-3.775,27.2543,7.4625,848320000,N/A,4241600000,32000000,0,160000000,69.0525,16.4603,5.6279,-1289.3979,
002468.SZ,°¬µÏÎ÷,2010-11-17,12.2947,12.2252,12.4756,11.9655,12.0072,1423336,37677014.7,-0.2875,-2.3387,26.4709,4.4479,828480000,N/A,4142400000,32000000,0,160000000,67.4376,16.0754,5.4963,-1259.2423,
002468.SZ,°¬µÏÎ÷,2010-11-18,12.0072,12.0721,12.4663,11.9886,12.2901,1365202,35929978.2,0.2829,2.3561,26.3184,4.2663,848000000,N/A,4240000000,32000000,0,160000000,69.0265,16.4541,5.6258,-1288.9116,
002468.SZ,°¬µÏÎ÷,2010-11-19,12.2901,12.2994,12.7446,12.2947,12.7214,2019531,54507812.2,0.4313,3.5094,26.9903,6.311,877760000,N/A,4388800000,32000000,0,160000000,71.4489,17.0316,5.8232,-1334.1451,
002468.SZ,°¬µÏÎ÷,2010-11-22,12.7214,12.7214,12.9811,12.5915,12.8466,2178997,60383451.6,0.1252,0.9843,27.7116,6.8094,886400000,N/A,4432000000,32000000,0,160000000,72.1522,17.1992,5.8806,-1347.2775,
002468.SZ,°¬µÏÎ÷,2010-11-23,12.8466,12.8002,12.8559,12.0628,12.6147,1526882,41070525.5,-0.2319,-1.8051,26.8983,4.7715,870400000,N/A,4352000000,32000000,0,160000000,70.8498,16.8888,5.7744,-1322.9584,
002468.SZ,°¬µÏÎ÷,2010-11-24,12.6147,12.4756,12.9997,12.4663,12.9811,1890718,52005000.5,0.3664,2.9044,27.5054,5.9085,895680000,N/A,4478400000,32000000,0,160000000,72.9076,17.3793,5.9421,-1361.3824,
002468.SZ,°¬µÏÎ÷,2010-11-25,12.9811,13.0229,13.213,12.7863,13.0229,2069671,58026679.6,0.0417,0.3215,28.0367,6.4677,898560000,N/A,4492800000,32000000,0,160000000,73.142,17.4352,5.9612,-1365.7599,
002468.SZ,°¬µÏÎ÷,2010-11-26,13.0229,13.0461,13.1063,12.893,12.944,1665241,46680985.3,-0.0788,-0.6054,28.0326,5.2039,893120000,N/A,4465600000,32000000,0,160000000,72.6992,17.3296,5.9251,-1357.4915,
002468.SZ,°¬µÏÎ÷,2010-11-29,12.944,12.893,12.9533,12.7353,12.9487,1207787,33435450.8,0.0046,0.0358,27.6832,3.7743,893440000,N/A,4467200000,32000000,0,160000000,72.7253,17.3358,5.9273,-1357.9778,
002468.SZ,°¬µÏÎ÷,2010-11-30,12.9487,12.944,13.0553,12.086,12.4617,1600471,43279866,-0.487,-3.7607,27.042,5.0015,859840000,N/A,4299200000,32000000,0,160000000,69.9903,16.6839,5.7044,-1306.9077,
