代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
002182.SZ,云海金属,2007-11-13,N/A,15.3687,16.1372,13.691,13.8575,27216642,614974139,N/A,N/A,22.5955,70.8767,830976000,N/A,4154880000,38400000,0,192000000,58.2865,16.1349,3.7384,234.9215,
002182.SZ,云海金属,2007-11-14,13.8575,13.1275,13.5757,12.4935,13.2875,13223094,267288916.5,-0.5699,-4.1128,20.2138,34.4351,796800000,N/A,3984000000,38400000,0,192000000,55.8893,15.4713,3.5847,225.2598,
002182.SZ,云海金属,2007-11-15,13.2875,12.9033,13.6077,12.628,12.9225,7292380,149219636.3,-0.365,-2.747,20.4624,18.9906,774912000,N/A,3874560000,38400000,0,192000000,54.3541,15.0463,3.4862,219.0719,
002182.SZ,云海金属,2007-11-16,12.9225,12.5447,12.7945,12.0068,12.2181,4479321,85924905.1,-0.7044,-5.4509,19.1826,11.6649,732672000,N/A,3663360000,38400000,0,192000000,51.3913,14.2262,3.2962,207.1304,
002182.SZ,云海金属,2007-11-19,12.2181,12.1797,12.724,12.058,12.628,3147658,61645323.6,0.4098,3.3543,19.5845,8.197,757248000,N/A,3786240000,38400000,0,192000000,53.1151,14.7034,3.4067,214.0782,
002182.SZ,云海金属,2007-11-20,12.628,12.4871,12.7688,12.1605,12.5703,2662010,51949052.3,-0.0576,-0.4564,19.515,6.9323,753792000,N/A,3768960000,38400000,0,192000000,52.8727,14.6362,3.3912,213.1012,
002182.SZ,云海金属,2007-11-21,12.5703,12.5511,13.0954,12.3654,12.9417,4026878,80841121.9,0.3714,2.9547,20.0754,10.4867,776064000,N/A,3880320000,38400000,0,192000000,54.4349,15.0687,3.4914,219.3976,
002182.SZ,云海金属,2007-11-22,12.9417,12.6792,13.3708,12.4359,12.6984,4793851,96906219.6,-0.2433,-1.8803,20.2147,12.484,761472000,N/A,3807360000,38400000,0,192000000,53.4114,14.7854,3.4257,215.2723,
002182.SZ,云海金属,2007-11-23,12.6984,12.5447,12.7304,11.8467,12.1029,3040266,58193934.2,-0.5955,-4.6899,19.1411,7.9174,725760000,N/A,3628800000,38400000,0,192000000,50.9064,14.092,3.2651,205.1764,
002182.SZ,云海金属,2007-11-26,12.1029,12.3334,12.4102,11.8531,11.898,2127017,40299463.1,-0.2049,-1.6931,18.9465,5.5391,713472000,N/A,3567360000,38400000,0,192000000,50.0445,13.8534,3.2098,201.7025,
002182.SZ,云海金属,2007-11-27,11.898,11.8339,11.8339,11.2064,11.264,2914534,52204931,-0.634,-5.3283,17.9119,7.5899,675456000,N/A,3377280000,38400000,0,192000000,47.378,13.1152,3.0387,190.9551,
002182.SZ,云海金属,2007-11-28,11.264,11.2896,11.4881,11.2064,11.2896,1260169,22292313.3,0.0256,0.2274,17.6899,3.2817,676992000,N/A,3384960000,38400000,0,192000000,47.4857,13.145,3.0457,191.3894,
002182.SZ,云海金属,2007-11-29,11.2896,11.4625,11.898,11.3344,11.7763,2208849,40246193.4,0.4867,4.3108,18.2204,5.7522,706176000,N/A,3530880000,38400000,0,192000000,49.5328,13.7117,3.177,199.6398,
002182.SZ,云海金属,2007-11-30,11.7763,11.7827,12.0773,11.5394,11.8275,1814959,33482641.7,0.0512,0.435,18.4482,4.7265,709248000,N/A,3546240000,38400000,0,192000000,49.7482,13.7713,3.1908,200.5083,
002182.SZ,云海金属,2007-12-03,11.8275,11.6098,11.7507,11.3985,11.5906,862327,15585396.6,-0.2369,-2.0032,18.0737,2.2456,695040000,N/A,3475200000,38400000,0,192000000,48.7517,13.4955,3.1269,196.4916,
002182.SZ,云海金属,2007-12-04,11.5906,11.5394,11.8403,11.5394,11.5842,745283,13540313,-0.0064,-0.0552,18.168,1.9408,694656000,N/A,3473280000,38400000,0,192000000,48.7247,13.488,3.1251,196.3831,
002182.SZ,云海金属,2007-12-05,11.5842,11.5265,12.0388,11.4625,11.9108,1527686,28251883.5,0.3266,2.8192,18.4933,3.9783,714240000,N/A,3571200000,38400000,0,192000000,50.0984,13.8683,3.2132,201.9196,
002182.SZ,云海金属,2007-12-06,11.9108,11.9108,12.1029,11.7379,11.8083,1109744,20632434.6,-0.1025,-0.8602,18.5921,2.89,708096000,N/A,3540480000,38400000,0,192000000,49.6674,13.749,3.1856,200.1826,
002182.SZ,云海金属,2007-12-07,11.8083,11.7763,11.9748,11.7763,11.8595,1154544,21401342.4,0.0512,0.4338,18.5366,3.0066,711168000,N/A,3555840000,38400000,0,192000000,49.8829,13.8086,3.1994,201.0511,
002182.SZ,云海金属,2007-12-10,11.8595,11.7187,12.5383,11.6546,12.295,2588191,49467093.8,0.4354,3.6717,19.1126,6.7401,737280000,N/A,3686400000,38400000,0,192000000,51.7145,14.3156,3.3169,208.4331,
002182.SZ,云海金属,2007-12-11,12.295,12.327,12.8585,12.263,12.7432,3175761,62518853.8,0.4483,3.6458,19.6863,8.2702,764160000,N/A,3820800000,38400000,0,192000000,53.5999,14.8376,3.4378,216.0322,
002182.SZ,云海金属,2007-12-12,12.7432,12.6792,13.057,12.5511,12.6216,2167176,43381771.8,-0.1217,-0.9548,20.0177,5.6437,756864000,N/A,3784320000,38400000,0,192000000,53.0881,14.6959,3.405,213.9696,
002182.SZ,云海金属,2007-12-13,12.6216,12.6664,13.1787,12.5831,12.7176,2856430,57771742.8,0.0961,0.761,20.2252,7.4386,762624000,N/A,3813120000,38400000,0,192000000,53.4922,14.8077,3.4309,215.598,
002182.SZ,云海金属,2007-12-14,12.7176,12.7176,12.8457,12.4102,12.8073,1661250,32875492,0.0897,0.7049,19.7896,4.3262,768000000,N/A,3840000000,38400000,0,192000000,53.8692,14.9121,3.4551,217.1178,
002182.SZ,云海金属,2007-12-17,12.8073,12.8201,13.2747,12.8201,12.8713,1554817,31725542.6,0.064,0.5,20.4047,4.049,771840000,N/A,3859200000,38400000,0,192000000,54.1386,14.9867,3.4724,218.2034,
002182.SZ,云海金属,2007-12-18,12.8713,12.8073,12.9994,12.3654,12.3782,1066872,20926063.1,-0.4931,-3.8308,19.6144,2.7783,742272000,N/A,3711360000,38400000,0,192000000,52.0646,14.4126,3.3393,209.8444,
002182.SZ,云海金属,2007-12-19,12.3782,12.4935,13.3068,12.4935,13.2939,2256024,45671748.7,0.9157,7.3978,20.2444,5.8751,797184000,N/A,3985920000,38400000,0,192000000,55.9163,15.4788,3.5864,225.3683,
002182.SZ,云海金属,2007-12-20,13.2939,13.2555,14.056,13.1467,13.8319,4676729,100390616.4,0.5379,4.0462,21.466,12.179,829440000,N/A,4147200000,38400000,0,192000000,58.1788,16.1051,3.7315,234.4873,
002182.SZ,云海金属,2007-12-21,13.8319,14.024,15.215,13.7678,15.215,8321920,194531152.3,1.3832,10,23.3758,21.6717,912384000,N/A,4561920000,38400000,0,192000000,63.9967,17.7156,4.1046,257.936,
