´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
300123.SZ,Ì«ÑôÄñ,2010-09-28,N/A,12.4832,12.7666,10.0844,10.1143,12722368,466109143.2,N/A,N/A,36.637,72.2862,596640000,N/A,2947298238.9,17600000,0,86940951,105.1318,17.83,16.2216,96.9857,
300123.SZ,Ì«ÑôÄñ,2010-09-29,10.1143,9.6966,10.4514,9.431,9.8219,5794443,192592698,-0.2924,-2.8909,33.2375,32.923,579392000,N/A,2862096106.92,17600000,0,86940951,102.0926,17.3146,15.7527,94.182,
300123.SZ,Ì«ÑôÄñ,2010-09-30,9.8219,9.9949,10.696,9.9173,10.4126,4326409,151095581.8,0.5907,6.0146,34.924,24.5819,614240000,N/A,3034239189.9,17600000,0,86940951,108.233,18.356,16.7002,99.8466,
300123.SZ,Ì«ÑôÄñ,2010-10-08,10.4126,10.5319,10.711,10.1888,10.526,3384842,119460466.1,0.1134,1.0888,35.2928,19.2321,620928000,N/A,3067276751.28,17600000,0,86940951,109.4115,18.5559,16.882,100.9338,
300123.SZ,Ì«ÑôÄñ,2010-10-11,10.526,10.3082,10.4424,9.8696,10.2336,3325514,112466007.4,-0.2924,-2.7778,33.8191,18.895,603680000,N/A,2982074619.3,17600000,0,86940951,106.3723,18.0404,16.413,98.1301,
300123.SZ,Ì«ÑôÄñ,2010-10-12,10.2336,10.1471,10.3977,10.0516,10.0516,1892000,64831287.9,-0.182,-1.7784,34.266,10.75,592944000,N/A,2929040639.19,17600000,0,86940951,104.4805,17.7196,16.1212,96.3849,
300123.SZ,Ì«ÑôÄñ,2010-10-13,10.0516,9.9651,10.0218,9.6966,9.8636,1750358,57685527.2,-0.188,-1.87,32.9564,9.9452,581856000,N/A,2874267840.06,17600000,0,86940951,102.5267,17.3882,15.8197,94.5825,
300123.SZ,Ì«ÑôÄñ,2010-10-14,9.8636,9.8815,10.1709,9.789,10.0456,1444360,48558070.2,0.182,1.8451,33.6191,8.2066,592592000,N/A,2927301820.17,17600000,0,86940951,104.4185,17.7091,16.1116,96.3277,
300123.SZ,Ì«ÑôÄñ,2010-10-15,10.0456,9.9352,10.1083,9.0402,9.6966,1932525,62473444.9,-0.3491,-3.4749,32.3274,10.9803,572000000,N/A,2825580907.5,17600000,0,86940951,100.7901,17.0937,15.5517,92.9804,
300123.SZ,Ì«ÑôÄñ,2010-10-18,9.6966,9.4579,9.5414,9.07,9.3087,1659159,51376480.5,-0.3879,-4,30.9654,9.427,549120000,N/A,2712557671.2,17600000,0,86940951,96.7584,16.41,14.9297,89.2612,
300123.SZ,Ì«ÑôÄñ,2010-10-19,9.3087,9.3087,9.3087,9.3087,9.3087,N/A,N/A,0,0,N/A,N/A,549120000,N/A,2712557671.2,17600000,0,86940951,96.7584,16.41,14.9297,89.2612,
300123.SZ,Ì«ÑôÄñ,2010-10-20,9.3087,10.2396,10.2396,10.2396,10.2396,601000,20626320,0.9309,10,34.32,3.4148,604032000,N/A,2983813438.32,17600000,0,86940951,106.4343,18.051,16.4226,98.1873,
300123.SZ,Ì«ÑôÄñ,2010-10-21,10.2396,11.0362,11.2629,10.8452,11.2629,4158707,155642061.9,1.0234,9.9942,37.4256,23.629,664400000,N/A,3282020900.25,17600000,0,86940951,117.0715,19.855,18.0639,108.0003,
300123.SZ,Ì«ÑôÄñ,2010-10-22,11.2629,11.7134,12.3639,11.3405,11.7701,3871066,154498717.5,0.5072,4.5033,39.9112,21.9947,694320000,N/A,3429820516.95,17600000,0,86940951,122.3436,20.7491,18.8774,112.8639,
300123.SZ,Ì«ÑôÄñ,2010-10-25,11.7701,11.5911,12.0983,11.4897,11.791,2158616,85618988.3,0.0209,0.1774,39.6638,12.2649,695552000,N/A,3435906383.52,17600000,0,86940951,122.5607,20.7859,18.9109,113.0641,
300123.SZ,Ì«ÑôÄñ,2010-10-26,11.791,11.6657,11.785,11.3465,11.6896,2613832,101195409.1,-0.1014,-0.8603,38.7153,14.8513,689568000,N/A,3406346460.18,17600000,0,86940951,121.5063,20.6071,18.7482,112.0914,
300123.SZ,Ì«ÑôÄñ,2010-10-27,11.6896,11.6926,12.8591,11.6926,12.8591,2077241,86498498.9,1.1696,10.0051,41.6411,11.8025,758560000,N/A,3747154988.1,17600000,0,86940951,133.6631,22.6689,20.624,123.3063,
300123.SZ,Ì«ÑôÄñ,2010-10-28,12.8591,13.247,13.5752,12.7398,13.3902,2548152,112895076.5,0.5311,4.1299,44.3047,14.4781,789888000,N/A,3901909880.88,17600000,0,86940951,139.1833,23.6051,21.4757,128.3987,
