¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300206.SZ,¿Ì∞Ó“«∆˜,2011-04-21,N/A,6.1783,6.1783,5.8011,5.8693,4928095,179198069,N/A,N/A,36.3625,24.6405,722000000,N/A,3610000000,20000000,0,100000000,54.6838,16.7909,11.2598,74.9236,
300206.SZ,¿Ì∞Ó“«∆˜,2011-04-22,5.8693,6.0482,6.097,5.8612,5.8612,2466403,90494387.4,-0.0081,-0.1385,36.6908,12.332,721000000,N/A,3605000000,20000000,0,100000000,54.608,16.7676,11.2442,74.8198,
300206.SZ,¿Ì∞Ó“«∆˜,2011-04-25,5.8612,5.6905,5.7588,5.5929,5.6938,1476994,51510284.5,-0.1675,-2.8571,34.8751,7.385,700400000,N/A,3502000000,20000000,0,100000000,53.0478,16.2885,10.923,72.6821,
300206.SZ,¿Ì∞Ó“«∆˜,2011-04-26,5.6938,5.5491,5.6531,5.4385,5.4385,875853,29873061.6,-0.2553,-4.4832,34.1074,4.3793,669000000,N/A,3345000000,20000000,0,100000000,50.6696,15.5583,10.4333,69.4236,
300206.SZ,¿Ì∞Ó“«∆˜,2011-04-27,5.4385,5.4141,5.5442,5.4141,5.4954,697726,23612424.5,0.0569,1.0463,33.842,3.4886,676000000,N/A,3380000000,20000000,0,100000000,51.1998,15.7211,10.5424,70.15,
300206.SZ,¿Ì∞Ó“«∆˜,2011-04-28,5.4954,5.4564,5.5035,5.2027,5.2206,803722,26374720.3,-0.2748,-5,32.8157,4.0186,642200000,N/A,3211000000,20000000,0,100000000,48.6398,14.935,10.0153,66.6425,
300206.SZ,¿Ì∞Ó“«∆˜,2011-04-29,5.2206,5.2206,5.3328,5.1653,5.1865,371473,11935878.5,-0.0341,-0.654,32.1312,1.8574,638000000,N/A,3190000000,20000000,0,100000000,48.3217,14.8373,9.9498,66.2067,
300206.SZ,¿Ì∞Ó“«∆˜,2011-05-03,5.1865,5.2336,5.2483,5.1215,5.2158,494639,15834792.1,0.0293,0.5643,32.0128,2.4732,641600000,N/A,3208000000,20000000,0,100000000,48.5943,14.9211,10.006,66.5803,
300206.SZ,¿Ì∞Ó“«∆˜,2011-05-04,5.2158,5.2027,5.2027,5.0727,5.0906,381157,11970212.8,-0.1252,-2.4002,31.4049,1.9058,626200000,N/A,3131000000,20000000,0,100000000,47.428,14.5629,9.7658,64.9822,
300206.SZ,¿Ì∞Ó“«∆˜,2011-05-05,5.0906,5.0922,5.1767,5.0402,5.1296,911924,28695494.4,0.039,0.7665,31.467,4.5596,631000000,N/A,3155000000,20000000,0,100000000,47.7915,14.6746,9.8406,65.4803,
