測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
002032.SZ,劼眼嫌,2004-09-16,1.6841,1.7008,1.7675,1.6691,1.7408,3095946,32022843.6,0.0567,3.3663,10.3435,9.1057,354960000,N/A,1413576000,34000000,0,135400000,18.4844,6.7816,1.6898,-613.309,
002032.SZ,劼眼嫌,2004-09-17,1.7408,1.7508,1.7842,1.6942,1.7842,2499662,26209270,0.0434,2.4904,10.4851,7.3519,363800000,N/A,1448780000,34000000,0,135400000,18.9447,6.9505,1.7319,-628.583,
002032.SZ,劼眼嫌,2004-09-20,1.7842,1.8009,1.8342,1.7709,1.8326,2927013,31645231.2,0.0484,2.7103,10.8114,8.6089,373660000,N/A,1488046000,34000000,0,135400000,19.4582,7.1389,1.7788,-645.6194,
002032.SZ,劼眼嫌,2004-09-21,1.8326,1.8392,1.8676,1.7975,1.8392,2537103,27928345.8,0.0067,0.364,11.008,7.4621,375020000,N/A,1493462000,34000000,0,135400000,19.529,7.1648,1.7853,-647.9692,
002032.SZ,劼眼嫌,2004-09-22,1.8392,1.8392,1.9993,1.8275,1.9093,5105336,59783422.8,0.07,3.8078,11.71,15.0157,389300000,N/A,1550330000,34000000,0,135400000,20.2727,7.4377,1.8533,-672.6426,
002032.SZ,劼眼嫌,2004-09-23,1.9093,1.9259,1.9626,1.8676,1.9409,1590647,18283693.5,0.0317,1.6594,11.4945,4.6784,395760000,N/A,1576056000,34000000,0,135400000,20.6091,7.5611,1.8841,-683.8043,
002032.SZ,劼眼嫌,2004-09-24,1.9409,1.9743,1.996,1.8842,1.8842,2379066,27835878.7,-0.0567,-2.921,11.7003,6.9973,384200000,N/A,1530020000,34000000,0,135400000,20.0071,7.3402,1.829,-663.8306,
002032.SZ,劼眼嫌,2004-09-27,1.8842,1.9176,1.9509,1.8075,1.8242,1056766,11854169,-0.06,-3.1858,11.2174,3.1081,371960000,N/A,1481276000,34000000,0,135400000,19.3697,7.1064,1.7708,-642.6821,
002032.SZ,劼眼嫌,2004-09-28,1.8242,1.8242,1.8826,1.7842,1.8326,863224,9437780.3,0.0083,0.457,10.9332,2.5389,373660000,N/A,1488046000,34000000,0,135400000,19.4582,7.1389,1.7788,-645.6194,
002032.SZ,劼眼嫌,2004-09-29,1.8326,1.8192,1.8642,1.8192,1.8576,1454571,16099473.2,0.025,1.3649,11.0682,4.2782,378760000,N/A,1508356000,34000000,0,135400000,19.7238,7.2363,1.8031,-654.4313,
002032.SZ,劼眼嫌,2004-09-30,1.8576,1.8509,1.8809,1.8275,1.8275,900689,10015038.1,-0.03,-1.6158,11.1193,2.6491,372640000,N/A,1483984000,34000000,0,135400000,19.4051,7.1194,1.774,-643.857,
002032.SZ,劼眼嫌,2004-10-08,1.8275,1.8275,1.8275,1.8275,1.8275,N/A,N/A,0,0,N/A,N/A,372640000,N/A,1483984000,34000000,0,135400000,19.4051,7.1194,1.774,-643.857,
002032.SZ,劼眼嫌,2004-10-11,1.8275,1.9676,1.9843,1.8942,1.8976,2814851,32927308.7,0.07,3.8321,11.6977,8.279,386920000,N/A,1540852000,34000000,0,135400000,20.1487,7.3922,1.842,-668.5303,
002032.SZ,劼眼嫌,2004-10-12,1.8976,1.8809,1.9093,1.8442,1.8892,682647,7703561.6,-0.0083,-0.4394,11.2848,2.0078,385220000,N/A,1534082000,34000000,0,135400000,20.0602,7.3597,1.8339,-665.593,
002032.SZ,劼眼嫌,2004-10-13,1.8892,1.8692,1.9009,1.8642,1.8926,757058,8577856.1,0.0033,0.1765,11.3305,2.2266,385900000,N/A,1536790000,34000000,0,135400000,20.0956,7.3727,1.8371,-666.7679,
002032.SZ,劼眼嫌,2004-10-14,1.8926,1.9343,1.9576,1.7375,1.7508,1425000,15665441.9,-0.1417,-7.489,10.9933,4.1912,357000000,N/A,1421700000,34000000,0,135400000,18.5906,6.8206,1.6995,-616.8338,
002032.SZ,劼眼嫌,2004-10-15,1.7508,1.7392,1.7392,1.6675,1.6992,838801,8542143.1,-0.0517,-2.9524,10.1838,2.4671,346460000,N/A,1379726000,34000000,0,135400000,18.0418,6.6192,1.6494,-598.6225,
002032.SZ,劼眼嫌,2004-10-18,1.6992,1.7175,1.7475,1.7008,1.7175,407781,4212420.6,0.0183,1.0795,10.3301,1.1994,350200000,N/A,1394620000,34000000,0,135400000,18.2365,6.6907,1.6672,-605.0846,
002032.SZ,劼眼嫌,2004-10-19,1.7175,1.7175,1.7542,1.6841,1.6908,456141,4714179.9,-0.0267,-1.5534,10.3349,1.3416,344760000,N/A,1372956000,34000000,0,135400000,17.9532,6.5867,1.6413,-595.6852,
002032.SZ,劼眼嫌,2004-10-20,1.6908,1.6841,1.6841,1.6174,1.6591,428636,4233052.9,-0.0317,-1.8738,9.8756,1.2607,338300000,N/A,1347230000,34000000,0,135400000,17.6168,6.4633,1.6105,-584.5234,
002032.SZ,劼眼嫌,2004-10-21,1.6591,1.6675,1.6808,1.6174,1.6208,399608,3937210.9,-0.0384,-2.3116,9.8527,1.1753,330480000,N/A,1316088000,34000000,0,135400000,17.2096,6.3139,1.5733,-571.0118,
002032.SZ,劼眼嫌,2004-10-22,1.6208,1.6325,1.6975,1.6174,1.6975,597761,5921814.3,0.0767,4.7325,9.9067,1.7581,346120000,N/A,1378372000,34000000,0,135400000,18.0241,6.6127,1.6477,-598.035,
002032.SZ,劼眼嫌,2004-10-25,1.6975,1.7042,1.7458,1.6958,1.7042,799913,8287376.7,0.0067,0.3929,10.3603,2.3527,347480000,N/A,1383788000,34000000,0,135400000,18.0949,6.6387,1.6542,-600.3849,
002032.SZ,劼眼嫌,2004-10-26,1.7042,1.6758,1.7425,1.6758,1.7408,356248,3649628.3,0.0367,2.1526,10.2446,1.0478,354960000,N/A,1413576000,34000000,0,135400000,18.4844,6.7816,1.6898,-613.309,
002032.SZ,劼眼嫌,2004-10-27,1.7408,1.7425,1.8142,1.6841,1.8009,962608,10264966.8,0.06,3.4483,10.6637,2.8312,367200000,N/A,1462320000,34000000,0,135400000,19.1218,7.0154,1.7481,-634.4576,
002032.SZ,劼眼嫌,2004-10-28,1.8009,1.8142,1.8142,1.7592,1.7675,640017,6837972.1,-0.0333,-1.8519,10.684,1.8824,360400000,N/A,1435240000,34000000,0,135400000,18.7677,6.8855,1.7157,-622.7084,
002032.SZ,劼眼嫌,2004-10-29,1.7675,1.7442,1.8225,1.7092,1.8175,1146936,12322301.4,0.05,2.8302,10.7437,3.3733,370600000,N/A,1475860000,34000000,0,135400000,19.2989,7.0804,1.7643,-640.3322,
002032.SZ,劼眼嫌,2004-11-01,1.8175,1.8309,1.8309,1.7659,1.7692,385945,4144648.5,-0.0484,-2.6606,10.739,1.1351,360740000,N/A,1436594000,34000000,0,135400000,18.7854,6.892,1.7173,-623.2958,
002032.SZ,劼眼嫌,2004-11-02,1.7692,1.7609,1.7675,1.7158,1.7675,982443,10243471.5,-0.0017,-0.0943,10.4265,2.8895,360400000,N/A,1435240000,34000000,0,135400000,18.7677,6.8855,1.7157,-622.7084,
002032.SZ,劼眼嫌,2004-11-03,1.7675,1.7558,1.8175,1.7558,1.8009,708536,7602076.1,0.0333,1.8868,10.7293,2.0839,367200000,N/A,1462320000,34000000,0,135400000,19.1218,7.0154,1.7481,-634.4576,
002032.SZ,劼眼嫌,2004-11-04,1.8009,1.7892,1.8109,1.7358,1.7358,333993,3560224.9,-0.065,-3.6111,10.6596,0.9823,353940000,N/A,1409514000,34000000,0,135400000,18.4313,6.7621,1.685,-611.5466,
002032.SZ,劼眼嫌,2004-11-05,1.7358,1.7508,1.7925,1.7308,1.7675,246217,2589810.7,0.0317,1.8252,10.5184,0.7242,360400000,N/A,1435240000,34000000,0,135400000,18.7677,6.8855,1.7157,-622.7084,
002032.SZ,劼眼嫌,2004-11-08,1.7675,1.7675,1.7859,1.7375,1.7742,199495,2105560.9,0.0067,0.3774,10.5545,0.5867,361760000,N/A,1440656000,34000000,0,135400000,18.8385,6.9115,1.7222,-625.0582,
002032.SZ,劼眼嫌,2004-11-09,1.7742,1.7592,1.7909,1.7592,1.7742,430000,4566052,0,0,10.6187,1.2647,361760000,N/A,1440656000,34000000,0,135400000,18.8385,6.9115,1.7222,-625.0582,
002032.SZ,劼眼嫌,2004-11-10,1.7742,1.7709,1.8559,1.7675,1.8426,1092812,11982452,0.0684,3.8534,10.9648,3.2142,375700000,N/A,1496170000,34000000,0,135400000,19.5644,7.1778,1.7886,-649.1441,
002032.SZ,劼眼嫌,2004-11-11,1.8426,1.8409,1.8692,1.8175,1.8175,978115,10840502.2,-0.025,-1.3575,11.0831,2.8768,370600000,N/A,1475860000,34000000,0,135400000,19.2989,7.0804,1.7643,-640.3322,
002032.SZ,劼眼嫌,2004-11-12,1.8175,1.8175,1.8175,1.8175,1.8175,N/A,N/A,0,0,N/A,N/A,370600000,N/A,1475860000,34000000,0,135400000,19.2989,7.0804,1.7643,-640.3322,
002032.SZ,劼眼嫌,2004-11-15,1.8175,1.8275,1.8626,1.8009,1.8242,371183,4059265.9,0.0067,0.367,10.936,1.0917,371960000,N/A,1481276000,34000000,0,135400000,19.3697,7.1064,1.7708,-642.6821,
002032.SZ,劼眼嫌,2004-11-16,1.8242,1.8242,1.8326,1.7875,1.7925,403796,4365861,-0.0317,-1.7367,10.812,1.1876,365500000,N/A,1455550000,34000000,0,135400000,19.0333,6.983,1.74,-631.5203,
002032.SZ,劼眼嫌,2004-11-17,1.7925,1.7959,1.8159,1.7759,1.7992,301045,3230667.6,0.0067,0.3721,10.7315,0.8854,366860000,N/A,1460966000,34000000,0,135400000,19.1041,7.0089,1.7465,-633.8701,
002032.SZ,劼眼嫌,2004-11-18,1.7992,1.8109,1.8109,1.7792,1.8025,549422,5896397.6,0.0033,0.1854,10.732,1.6159,367540000,N/A,1463674000,34000000,0,135400000,19.1395,7.0219,1.7497,-635.045,
002032.SZ,劼眼嫌,2004-11-19,1.8025,1.8125,1.8175,1.7842,1.8025,439410,4742906.3,0,0,10.7938,1.2924,367540000,N/A,1463674000,34000000,0,135400000,19.1395,7.0219,1.7497,-635.045,
002032.SZ,劼眼嫌,2004-11-22,1.8025,1.7859,1.8242,1.7859,1.8025,393004,4238529.2,0,0,10.785,1.1559,367540000,N/A,1463674000,34000000,0,135400000,19.1395,7.0219,1.7497,-635.045,
002032.SZ,劼眼嫌,2004-11-23,1.8025,1.8075,1.8075,1.7759,1.7759,310100,3317789,-0.0267,-1.4801,10.6991,0.9121,362100000,N/A,1442010000,34000000,0,135400000,18.8562,6.918,1.7238,-625.6457,
002032.SZ,劼眼嫌,2004-11-24,1.7759,1.7759,1.8059,1.7508,1.7809,469676,4991796.6,0.005,0.2817,10.6282,1.3814,363120000,N/A,1446072000,34000000,0,135400000,18.9093,6.9375,1.7287,-627.4081,
002032.SZ,劼眼嫌,2004-11-25,1.7809,1.7759,1.7842,1.7575,1.7592,229550,2429107.4,-0.0217,-1.2172,10.582,0.6751,358700000,N/A,1428470000,34000000,0,135400000,18.6792,6.8531,1.7076,-619.7711,
002032.SZ,劼眼嫌,2004-11-26,1.7592,1.7592,1.7842,1.7558,1.7625,147700,1569216,0.0033,0.1896,10.6243,0.4344,359380000,N/A,1431178000,34000000,0,135400000,18.7146,6.866,1.7109,-620.946,
002032.SZ,劼眼嫌,2004-11-29,1.7625,1.7592,1.7592,1.7192,1.7258,195600,2038023.5,-0.0367,-2.0814,10.4193,0.5753,351900000,N/A,1401390000,34000000,0,135400000,18.3251,6.7231,1.6753,-608.0219,
002032.SZ,劼眼嫌,2004-11-30,1.7258,1.7258,1.7375,1.7175,1.7242,143550,1485010.3,-0.0017,-0.0966,10.3449,0.4222,351560000,N/A,1400036000,34000000,0,135400000,18.3074,6.7166,1.6736,-607.4344,
002032.SZ,劼眼嫌,2004-12-01,1.7242,1.7242,1.7375,1.7175,1.7242,147774,1525613.5,0,0,10.324,0.4346,351560000,N/A,1400036000,34000000,0,135400000,18.3074,6.7166,1.6736,-607.4344,
002032.SZ,劼眼嫌,2004-12-02,1.7242,1.7208,1.7208,1.6925,1.7075,183690,1877306,-0.0167,-0.9671,10.22,0.5403,348160000,N/A,1386496000,34000000,0,135400000,18.1303,6.6517,1.6575,-601.5598,
002032.SZ,劼眼嫌,2004-12-03,1.7075,1.7258,1.7759,1.7158,1.7342,307609,3223606.9,0.0267,1.5625,10.4796,0.9047,353600000,N/A,1408160000,34000000,0,135400000,18.4136,6.7556,1.6834,-610.9592,
002032.SZ,劼眼嫌,2004-12-06,1.7342,1.7208,1.7358,1.7108,1.7225,128300,1325428,-0.0117,-0.6731,10.3307,0.3774,351220000,N/A,1398682000,34000000,0,135400000,18.2897,6.7101,1.672,-606.8469,
002032.SZ,劼眼嫌,2004-12-07,1.7225,1.7508,1.7508,1.6992,1.7008,141340,1446880.6,-0.0217,-1.2585,10.2369,0.4157,346800000,N/A,1381080000,34000000,0,135400000,18.0595,6.6257,1.651,-599.21,
002032.SZ,劼眼嫌,2004-12-08,1.7008,1.7042,1.7325,1.7008,1.7008,239000,2447265,0,0,10.2396,0.7029,346800000,N/A,1381080000,34000000,0,135400000,18.0595,6.6257,1.651,-599.21,
002032.SZ,劼眼嫌,2004-12-09,1.7008,1.7008,1.7425,1.6758,1.7175,633214,6489242.9,0.0167,0.9804,10.2481,1.8624,350200000,N/A,1394620000,34000000,0,135400000,18.2365,6.6907,1.6672,-605.0846,
002032.SZ,劼眼嫌,2004-12-10,1.7175,1.7108,1.7108,1.6758,1.6775,257480,2602372.2,-0.04,-2.3301,10.1071,0.7573,342040000,N/A,1362124000,34000000,0,135400000,17.8116,6.5348,1.6283,-590.9855,
002032.SZ,劼眼嫌,2004-12-13,1.6775,1.6808,1.6841,1.6525,1.6708,166763,1671693.3,-0.0067,-0.3976,10.0244,0.4905,340680000,N/A,1356708000,34000000,0,135400000,17.7408,6.5088,1.6218,-588.6357,
002032.SZ,劼眼嫌,2004-12-14,1.6708,1.6691,1.6825,1.6508,1.6691,246979,2458636.5,-0.0017,-0.0998,9.9548,0.7264,340340000,N/A,1355354000,34000000,0,135400000,17.7231,6.5023,1.6202,-588.0482,
002032.SZ,劼眼嫌,2004-12-15,1.6691,1.6791,1.6992,1.6625,1.6925,922740,9250599.9,0.0233,1.3986,10.0251,2.7139,345100000,N/A,1374310000,34000000,0,135400000,17.971,6.5932,1.6429,-596.2726,
002032.SZ,劼眼嫌,2004-12-16,1.6925,1.6925,1.6925,1.6925,1.6925,N/A,N/A,0,0,N/A,N/A,345100000,N/A,1374310000,34000000,0,135400000,17.971,6.5932,1.6429,-596.2726,
002032.SZ,劼眼嫌,2004-12-17,1.6925,1.6725,1.6725,1.6258,1.6291,341100,3370501,-0.0634,-3.7438,9.8813,1.0032,332180000,N/A,1322858000,34000000,0,135400000,17.2981,6.3464,1.5814,-573.9492,
002032.SZ,劼眼嫌,2004-12-20,1.6291,1.6291,1.6291,1.5924,1.6024,196667,1893916.3,-0.0267,-1.6377,9.6301,0.5784,326740000,N/A,1301194000,34000000,0,135400000,17.0149,6.2424,1.5555,-564.5498,
002032.SZ,劼眼嫌,2004-12-21,1.6024,1.6058,1.6275,1.5974,1.6091,340903,3306074,0.0067,0.4162,9.698,1.0027,328100000,N/A,1306610000,34000000,0,135400000,17.0857,6.2684,1.562,-566.8996,
002032.SZ,劼眼嫌,2004-12-22,1.6091,1.6158,1.6525,1.6008,1.6525,147777,1447057.8,0.0434,2.6943,9.7922,0.4346,336940000,N/A,1341814000,34000000,0,135400000,17.546,6.4373,1.604,-582.1736,
002032.SZ,劼眼嫌,2004-12-23,1.6525,1.6508,1.6508,1.6008,1.6141,102691,1003187.7,-0.0384,-2.3209,9.769,0.302,329120000,N/A,1310672000,34000000,0,135400000,17.1388,6.2879,1.5668,-568.662,
002032.SZ,劼眼嫌,2004-12-24,1.6141,1.6158,1.6425,1.6141,1.6208,110325,1077311,0.0067,0.4132,9.7649,0.3245,330480000,N/A,1316088000,34000000,0,135400000,17.2096,6.3139,1.5733,-571.0118,
002032.SZ,劼眼嫌,2004-12-27,1.6208,1.6308,1.6675,1.6174,1.6675,306749,3030500.2,0.0467,2.8807,9.8794,0.9022,340000000,N/A,1354000000,34000000,0,135400000,17.7054,6.4958,1.6186,-587.4608,
002032.SZ,劼眼嫌,2004-12-28,1.6675,1.6791,1.7042,1.6608,1.6958,531764,5384636.8,0.0283,1.7,10.126,1.564,345780000,N/A,1377018000,34000000,0,135400000,18.0064,6.6062,1.6461,-597.4476,
002032.SZ,劼眼嫌,2004-12-29,1.6958,1.6992,1.7075,1.6591,1.6591,375738,3798693.8,-0.0367,-2.1632,10.11,1.1051,338300000,N/A,1347230000,34000000,0,135400000,17.6168,6.4633,1.6105,-584.5234,
002032.SZ,劼眼嫌,2004-12-30,1.6591,1.6675,1.6675,1.6341,1.6341,180835,1781803,-0.025,-1.5075,9.8532,0.5319,333200000,N/A,1326920000,34000000,0,135400000,17.3513,6.3659,1.5862,-575.7115,
002032.SZ,劼眼嫌,2004-12-31,1.6341,1.6341,1.6475,1.6275,1.6408,158300,1553357.7,0.0067,0.4082,9.8127,0.4656,334560000,N/A,1332336000,34000000,0,135400000,17.4221,6.3918,1.5927,-578.0614,
002032.SZ,劼眼嫌,2005-01-04,1.6408,1.6341,1.6591,1.6174,1.6341,104700,1027341,-0.0067,-0.4065,9.8122,0.3079,333200000,N/A,1326920000,34000000,0,135400000,21.0126,1.9897,1.3202,2.8393,
002032.SZ,劼眼嫌,2005-01-05,1.6341,1.6341,1.6658,1.6241,1.6591,518135,5101050,0.025,1.5306,9.845,1.5239,338300000,N/A,1347230000,34000000,0,135400000,21.3342,2.0202,1.3404,2.8828,
002032.SZ,劼眼嫌,2005-01-06,1.6591,1.6725,1.6741,1.6358,1.6741,159864,1594868.9,0.015,0.9045,9.9764,0.4702,341360000,N/A,1359416000,34000000,0,135400000,21.5272,2.0385,1.3525,2.9088,
002032.SZ,劼眼嫌,2005-01-07,1.6741,1.6558,1.6791,1.6375,1.6591,64180,637694,-0.015,-0.8964,9.936,0.1888,338300000,N/A,1347230000,34000000,0,135400000,21.3342,2.0202,1.3404,2.8828,
002032.SZ,劼眼嫌,2005-01-10,1.6591,1.6358,1.6775,1.6341,1.6775,117234,1170528.2,0.0183,1.1055,9.9845,0.3448,342040000,N/A,1362124000,34000000,0,135400000,21.5701,2.0425,1.3552,2.9146,
002032.SZ,劼眼嫌,2005-01-11,1.6775,1.6891,1.6958,1.6625,1.6708,97014,973999.3,-0.0067,-0.3976,10.0398,0.2853,340680000,N/A,1356708000,34000000,0,135400000,21.4843,2.0344,1.3498,2.9031,
002032.SZ,劼眼嫌,2005-01-12,1.6708,1.7142,1.7142,1.6558,1.6641,96750,971362.7,-0.0067,-0.3992,10.0399,0.2846,339320000,N/A,1351292000,34000000,0,135400000,21.3985,2.0263,1.3444,2.8915,
002032.SZ,劼眼嫌,2005-01-13,1.6641,1.6558,1.6725,1.6508,1.6525,122180,1214601,-0.0117,-0.7014,9.9411,0.3594,336940000,N/A,1341814000,34000000,0,135400000,21.2484,2.0121,1.335,2.8712,
002032.SZ,劼眼嫌,2005-01-14,1.6525,1.6341,1.6675,1.6174,1.6174,148485,1455695.1,-0.035,-2.1191,9.8037,0.4367,329800000,N/A,1313380000,34000000,0,135400000,20.7982,1.9694,1.3067,2.8103,
002032.SZ,劼眼嫌,2005-01-17,1.6174,1.5924,1.6091,1.5758,1.5808,223315,2125886.8,-0.0367,-2.268,9.5197,0.6568,322320000,N/A,1283592000,34000000,0,135400000,20.3265,1.9248,1.2771,2.7466,
002032.SZ,劼眼嫌,2005-01-18,1.5808,1.5691,1.5874,1.5574,1.5841,109414,1029978.9,0.0033,0.211,9.4136,0.3218,323000000,N/A,1286300000,34000000,0,135400000,20.3693,1.9288,1.2798,2.7524,
002032.SZ,劼眼嫌,2005-01-19,1.5841,1.5774,1.5774,1.5574,1.5708,87200,817906,-0.0133,-0.8421,9.3797,0.2565,320280000,N/A,1275468000,34000000,0,135400000,20.1978,1.9126,1.269,2.7292,
002032.SZ,劼眼嫌,2005-01-20,1.5708,1.5591,1.5641,1.5424,1.5424,192230,1788988.5,-0.0283,-1.8047,9.3065,0.5654,314500000,N/A,1252450000,34000000,0,135400000,19.8333,1.8781,1.2461,2.68,
002032.SZ,劼眼嫌,2005-01-21,1.5424,1.6174,1.6174,1.5107,1.6174,342350,3250017.1,0.075,4.8649,9.4933,1.0069,329800000,N/A,1313380000,34000000,0,135400000,20.7982,1.9694,1.3067,2.8103,
002032.SZ,劼眼嫌,2005-01-24,1.6174,1.6358,1.6675,1.6008,1.6525,452273,4460689.2,0.035,2.1649,9.8628,1.3302,336940000,N/A,1341814000,34000000,0,135400000,21.2484,2.0121,1.335,2.8712,
002032.SZ,劼眼嫌,2005-01-25,1.6525,1.6341,1.6341,1.5708,1.5858,280580,2676377.4,-0.0667,-4.0363,9.5387,0.8252,323340000,N/A,1287654000,34000000,0,135400000,20.3908,1.9309,1.2811,2.7553,
002032.SZ,劼眼嫌,2005-01-26,1.5858,1.5708,1.5874,1.5558,1.5641,191900,1806079.8,-0.0217,-1.367,9.4116,0.5644,318920000,N/A,1270052000,34000000,0,135400000,20.112,1.9045,1.2636,2.7176,
002032.SZ,劼眼嫌,2005-01-27,1.5641,1.5758,1.5774,1.5541,1.5641,105737,990262.8,0,0,9.3653,0.311,318920000,N/A,1270052000,34000000,0,135400000,20.112,1.9045,1.2636,2.7176,
