╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
300173.SZ,жг╩шки╣б,2011-02-28,4.6706,4.6725,4.7652,4.6498,4.7406,813854,20307215.3,0.07,1.4986,24.9519,5.9842,340816000,N/A,1679020000,13600000,0,67000000,42.6534,8.8585,6.6846,188.1708,
300173.SZ,жг╩шки╣б,2011-03-01,4.7406,4.7595,4.7803,4.6498,4.6971,1004514,25015517,-0.0435,-0.9178,24.9031,7.3861,337688000,N/A,1663610000,13600000,0,67000000,42.262,8.7772,6.6233,186.4438,
300173.SZ,жг╩шки╣б,2011-03-02,4.6971,4.6555,4.7028,4.5987,4.663,692441,17014953.7,-0.0341,-0.7249,24.5724,5.0915,335240000,N/A,1651550000,13600000,0,67000000,41.9556,8.7136,6.5753,185.0922,
300173.SZ,жг╩шки╣б,2011-03-03,4.663,4.663,4.6876,4.5779,4.5874,799933,19591165.1,-0.0757,-1.6227,24.491,5.8819,329800000,N/A,1624750000,13600000,0,67000000,41.2748,8.5722,6.4686,182.0887,
300173.SZ,жг╩шки╣б,2011-03-04,4.5874,4.5893,4.6876,4.576,4.6706,743870,18152790.5,0.0832,1.8144,24.4032,5.4696,335784000,N/A,1654230000,13600000,0,67000000,42.0237,8.7277,6.5859,185.3926,
300173.SZ,жг╩шки╣б,2011-03-07,4.6706,4.6914,4.7273,4.6668,4.7103,772627,19217392.3,0.0397,0.8505,24.8728,5.6811,338640000,N/A,1668300000,13600000,0,67000000,42.3811,8.802,6.642,186.9694,
300173.SZ,жг╩шки╣б,2011-03-08,4.7103,4.7046,4.7652,4.6819,4.7557,719312,18003735.2,0.0454,0.9639,25.0291,5.2891,341904000,N/A,1684380000,13600000,0,67000000,42.7896,8.8868,6.706,188.7715,
300173.SZ,жг╩шки╣б,2011-03-09,4.7557,4.7803,4.803,4.7028,4.7633,764067,19195334.4,0.0076,0.1591,25.1226,5.6181,342448000,N/A,1687060000,13600000,0,67000000,42.8577,8.901,6.7167,189.0719,
300173.SZ,жг╩шки╣б,2011-03-10,4.7633,4.7652,4.9033,4.7349,4.8125,1456607,37291417.2,0.0492,1.0326,25.6016,10.7103,345984000,N/A,1704480000,13600000,0,67000000,43.3002,8.9929,6.786,191.0242,
300173.SZ,жг╩шки╣б,2011-03-11,4.8125,4.8011,4.8806,4.7652,4.8106,888396,22675985.6,-0.0019,-0.0393,25.5246,6.5323,345848000,N/A,1703810000,13600000,0,67000000,43.2832,8.9893,6.7833,190.9491,
300173.SZ,жг╩шки╣б,2011-03-14,4.8106,4.8125,4.9373,4.7917,4.9184,1035870,26785811.3,0.1078,2.2414,25.8583,7.6167,353600000,N/A,1742000000,13600000,0,67000000,44.2534,9.1908,6.9354,195.2291,
300173.SZ,жг╩шки╣б,2011-03-15,4.9184,4.8995,4.9033,4.7198,4.8049,959150,24339907.4,-0.1135,-2.3077,25.3765,7.0526,345440000,N/A,1701800000,13600000,0,67000000,43.2321,8.9787,6.7753,190.7238,
300173.SZ,жг╩шки╣б,2011-03-16,4.8049,4.786,4.89,4.7784,4.8806,757006,19320655.6,0.0757,1.5748,25.5225,5.5662,350880000,N/A,1728600000,13600000,0,67000000,43.9129,9.1201,6.882,193.7274,
300173.SZ,жг╩шки╣б,2011-03-17,4.8806,4.8579,4.9562,4.8011,4.8806,1109662,28618107.9,0,0,25.7899,8.1593,350880000,N/A,1728600000,13600000,0,67000000,43.9129,9.1201,6.882,193.7274,
300173.SZ,жг╩шки╣б,2011-03-18,4.8806,4.8976,4.9279,4.8181,4.873,751068,19361657.9,-0.0076,-0.155,25.7788,5.5226,350336000,N/A,1725920000,13600000,0,67000000,43.8449,9.106,6.8714,193.427,
300173.SZ,жг╩шки╣б,2011-03-21,4.873,4.8484,4.8844,4.786,4.786,592028,15093969,-0.087,-1.7857,25.4954,4.3531,344080000,N/A,1695100000,13600000,0,67000000,43.0619,8.9434,6.7487,189.973,
300173.SZ,жг╩шки╣б,2011-03-22,4.786,4.8049,4.8219,4.6838,4.7538,826487,20674665.9,-0.0322,-0.6719,25.0151,6.0771,341768000,N/A,1683710000,13600000,0,67000000,42.7726,8.8833,6.7033,188.6965,
300173.SZ,жг╩шки╣б,2011-03-23,4.7538,4.7576,4.8238,4.7387,4.8106,442356,11183432.5,0.0568,1.1938,25.2815,3.2526,345848000,N/A,1703810000,13600000,0,67000000,43.2832,8.9893,6.7833,190.9491,
300173.SZ,жг╩шки╣б,2011-03-24,4.8106,4.8427,4.8541,4.7822,4.8427,583823,14871548.3,0.0322,0.6685,25.4727,4.2928,348160000,N/A,1715200000,13600000,0,67000000,43.5725,9.0494,6.8287,192.2256,
300173.SZ,жг╩шки╣б,2011-03-25,4.8427,4.8427,4.9619,4.8257,4.8881,890695,23078941.8,0.0454,0.9375,25.9112,6.5492,351424000,N/A,1731280000,13600000,0,67000000,43.981,9.1343,6.8927,194.0277,
300173.SZ,жг╩шки╣б,2011-03-28,4.8881,4.8995,4.9714,4.8825,4.9279,757486,19734185.7,0.0397,0.8127,26.0522,5.5697,354280000,N/A,1745350000,13600000,0,67000000,44.3385,9.2085,6.9487,195.6046,
300173.SZ,жг╩шки╣б,2011-03-29,4.9279,4.9184,4.9184,4.7198,4.8522,1227927,31189005,-0.0757,-1.5355,25.3997,9.0289,348840000,N/A,1718550000,13600000,0,67000000,43.6576,9.0671,6.842,192.601,
300173.SZ,жг╩шки╣б,2011-03-30,4.8522,4.8219,4.8219,4.6971,4.7009,592836,14913918.1,-0.1513,-3.1189,25.1569,4.3591,337960000,N/A,1664950000,13600000,0,67000000,42.296,8.7843,6.6286,186.594,
300173.SZ,жг╩шки╣б,2011-03-31,4.7009,4.6971,4.7633,4.6782,4.6819,669007,16683060.5,-0.0189,-0.4024,24.937,4.9192,336600000,N/A,1658250000,13600000,0,67000000,42.1258,8.749,6.602,185.8431,
300173.SZ,жг╩шки╣б,2011-04-01,4.6819,4.6725,4.7633,4.612,4.7463,458905,11392206.2,0.0643,1.3737,24.8248,3.3743,341224000,N/A,1681030000,13600000,0,67000000,42.7045,8.8691,6.6926,188.3961,
300173.SZ,жг╩шки╣б,2011-04-06,4.7463,4.7576,4.8125,4.612,4.6914,1166128,28937566.7,-0.0549,-1.1558,24.8151,8.5745,337280000,N/A,1661600000,13600000,0,67000000,42.2109,8.7666,6.6153,186.2186,
300173.SZ,жг╩шки╣б,2011-04-07,4.6914,4.6555,4.7273,4.6157,4.7065,418336,10327445.3,0.0151,0.3226,24.687,3.076,338368000,N/A,1666960000,13600000,0,67000000,42.3471,8.7949,6.6366,186.8193,
300173.SZ,жг╩шки╣б,2011-04-08,4.7065,4.6876,4.7292,4.6592,4.7103,372539,9266778.2,0.0038,0.0804,24.8747,2.7393,338640000,N/A,1668300000,13600000,0,67000000,42.3811,8.802,6.642,186.9694,
300173.SZ,жг╩шки╣б,2011-04-11,4.7103,4.7122,4.7463,4.6214,4.6233,253280,6258692.5,-0.087,-1.8474,24.7106,1.8624,332384000,N/A,1637480000,13600000,0,67000000,41.5982,8.6394,6.5193,183.5154,
300173.SZ,жг╩шки╣б,2011-04-12,4.6233,4.6157,4.7009,4.5628,4.6347,442680,10774692.8,0.0114,0.2455,24.3397,3.255,333200000,N/A,1641500000,13600000,0,67000000,41.7003,8.6606,6.5353,183.9659,
300173.SZ,жг╩шки╣б,2011-04-13,4.6347,4.5987,4.6895,4.5647,4.6819,225417,5518354.3,0.0473,1.0204,24.4806,1.6575,336600000,N/A,1658250000,13600000,0,67000000,42.1258,8.749,6.602,185.8431,
300173.SZ,жг╩шки╣б,2011-04-14,4.6819,4.6649,4.6857,4.5779,4.5911,278548,6800028.5,-0.0908,-1.9394,24.4124,2.0481,330072000,N/A,1626090000,13600000,0,67000000,41.3088,8.5793,6.4739,182.2389,
300173.SZ,жг╩шки╣б,2011-04-15,4.5911,4.5666,4.6309,4.5268,4.6214,454792,10987053,0.0303,0.6593,24.1584,3.3441,332248000,N/A,1636810000,13600000,0,67000000,41.5811,8.6358,6.5166,183.4403,
300173.SZ,жг╩шки╣б,2011-04-18,4.6214,4.5212,4.5212,4.3168,4.5022,1442613,33613190.3,-0.1192,-2.5788,23.3002,10.6074,323680000,N/A,1594600000,13600000,0,67000000,40.5088,8.4131,6.3485,178.7097,
300173.SZ,жг╩шки╣б,2011-04-19,4.5022,4.4039,4.4039,4.2941,4.3679,510785,11720266.1,-0.1343,-2.9832,22.9456,3.7558,314024000,N/A,1547030000,13600000,0,67000000,39.3004,8.1622,6.1592,173.3785,
300173.SZ,жг╩шки╣б,2011-04-20,4.3679,4.3547,4.3774,4.3131,4.3717,317030,7283510.7,0.0038,0.0866,22.9742,2.3311,314296000,N/A,1548370000,13600000,0,67000000,39.3344,8.1692,6.1645,173.5287,
300173.SZ,жг╩шки╣б,2011-04-21,4.3717,4.3698,4.3755,4.3414,4.3509,213383,4917181.5,-0.0208,-0.476,23.0439,1.569,312800000,N/A,1541000000,13600000,0,67000000,39.1472,8.1303,6.1351,172.7027,
300173.SZ,жг╩шки╣б,2011-04-22,4.3509,4.3698,4.3698,4.3225,4.366,232598,5342753.6,0.0151,0.3478,22.9699,1.7103,313888000,N/A,1546360000,13600000,0,67000000,39.2834,8.1586,6.1565,173.3034,
300173.SZ,жг╩шки╣б,2011-04-25,4.366,4.3509,4.3641,4.1882,4.1996,385746,8681832,-0.1665,-3.8128,22.5066,2.8364,301920000,N/A,1487400000,13600000,0,67000000,37.7856,7.8476,5.9218,166.6956,
300173.SZ,жг╩шки╣б,2011-04-26,4.1996,4.1636,4.2147,4.0312,4.0596,283652,6159883.1,-0.14,-3.3333,21.7163,2.0857,291856000,N/A,1437820000,13600000,0,67000000,36.526,7.586,5.7244,161.1391,
300173.SZ,жг╩шки╣б,2011-04-27,4.0596,4.1069,4.1598,4.0407,4.0482,301448,6528025.5,-0.0114,-0.2796,21.6556,2.2165,291040000,N/A,1433800000,13600000,0,67000000,36.4239,7.5648,5.7084,160.6886,
300173.SZ,жг╩шки╣б,2011-04-28,4.0482,4.0482,4.0482,4.0482,4.0482,N/A,N/A,0,0,N/A,N/A,291040000,N/A,1433800000,13600000,0,67000000,36.4239,7.5648,5.7084,160.6886,
300173.SZ,жг╩шки╣б,2011-04-29,4.0482,3.9518,3.9518,3.8704,3.9253,309359,6403098.9,-0.123,-3.0374,20.698,2.2747,282200000,N/A,1390250000,13600000,0,67000000,35.3176,7.335,5.535,155.8079,
300173.SZ,жг╩шки╣б,2011-05-03,3.9253,3.9253,3.9669,3.8969,3.9215,631230,13058354.2,-0.0038,-0.0964,20.6872,3.7131,352410000,N/A,1388910000,17000000,0,67000000,35.2835,7.3279,5.5296,155.6577,
300173.SZ,жг╩шки╣б,2011-05-04,3.9215,3.9101,3.9101,3.7456,3.7607,745620,15014497.8,-0.1608,-4.1003,20.1369,4.386,337960000,N/A,1331960000,17000000,0,67000000,33.8368,7.0274,5.3029,149.2752,
300173.SZ,жг╩шки╣б,2011-05-05,3.7607,3.7626,3.8345,3.738,3.8345,624859,12516331.9,0.0738,1.9618,20.0306,3.6756,344590000,N/A,1358090000,17000000,0,67000000,34.5006,7.1653,5.4069,152.2036,
300173.SZ,жг╩шки╣б,2011-05-06,3.8345,3.8042,3.825,3.7701,3.772,372513,7471807.1,-0.0624,-1.628,20.0578,2.1913,338980000,N/A,1335980000,17000000,0,67000000,33.9389,7.0487,5.3189,149.7257,
300173.SZ,жг╩шки╣б,2011-05-09,3.772,3.808,3.8212,3.772,3.8004,453830,9108881.7,0.0284,0.7523,20.0711,2.6696,341530000,N/A,1346030000,17000000,0,67000000,34.1942,7.1017,5.3589,150.852,
300173.SZ,жг╩шки╣б,2011-05-10,3.8004,3.7985,3.8004,3.7645,3.7872,373136,7461408.5,-0.0132,-0.3484,19.9965,2.1949,340340000,N/A,1341340000,17000000,0,67000000,34.0751,7.0769,5.3402,150.3264,
300173.SZ,жг╩шки╣б,2011-05-11,3.7872,3.8023,3.8061,3.7701,3.7796,513848,10286744.1,-0.0076,-0.1998,20.019,3.0226,339660000,N/A,1338660000,17000000,0,67000000,34.007,7.0628,5.3296,150.0261,
300173.SZ,жг╩шки╣б,2011-05-12,3.7796,3.7995,3.7995,3.6405,3.648,600995,8995517,-0.1316,-3.4823,14.9677,2.7194,324649000,N/A,1279499000,22100000,0,87100000,32.5041,6.7507,5.094,143.3958,
300173.SZ,жг╩шки╣б,2011-05-13,3.648,3.6132,3.6505,3.576,3.648,863735,12596374.9,0,0,14.5836,3.9083,324649000,N/A,1279499000,22100000,0,87100000,32.5041,6.7507,5.094,143.3958,
300173.SZ,жг╩шки╣б,2011-05-16,3.648,3.648,3.6579,3.571,3.6256,701718,10241834.5,-0.0223,-0.6127,14.5954,3.1752,322660000,N/A,1271660000,22100000,0,87100000,32.3049,6.7093,5.0628,142.5173,
300173.SZ,жг╩шки╣б,2011-05-17,3.6256,3.6256,3.6579,3.5685,3.6207,574889,8381436.7,-0.005,-0.137,14.5792,2.6013,322218000,N/A,1269918000,22100000,0,87100000,32.2607,6.7001,5.0559,142.322,
300173.SZ,жг╩шки╣б,2011-05-18,3.6207,3.6107,3.7126,3.6033,3.6455,488164,7145942.3,0.0248,0.6859,14.6384,2.2089,324428000,N/A,1278628000,22100000,0,87100000,32.482,6.7461,5.0906,143.2982,
300173.SZ,жг╩шки╣б,2011-05-19,3.6455,3.6455,3.6654,3.5884,3.6083,445895,6523191.8,-0.0372,-1.0218,14.6294,2.0176,321113000,N/A,1265563000,22100000,0,87100000,32.1501,6.6771,5.0386,141.834,
300173.SZ,жг╩шки╣б,2011-05-20,3.6083,3.5909,3.6107,3.5338,3.5412,484811,6955859.1,-0.067,-1.8582,14.3476,2.1937,315146000,N/A,1242046000,22100000,0,87100000,31.5526,6.5531,4.9449,139.1984,
300173.SZ,жг╩шки╣б,2011-05-23,3.5412,3.5338,3.5412,3.3276,3.3475,728632,10062859,-0.1937,-5.4698,13.8106,3.297,297908000,N/A,1174108000,22100000,0,87100000,29.8268,6.1946,4.6744,131.5844,
300173.SZ,жг╩шки╣б,2011-05-24,3.3475,3.3475,3.499,3.278,3.4692,1604614,21914669.5,0.1217,3.635,13.6573,7.2607,308737000,N/A,1216787000,22100000,0,87100000,30.911,6.4198,4.8444,136.3675,
300173.SZ,жг╩шки╣б,2011-05-25,3.4692,3.427,3.4543,3.2954,3.3103,685703,9360350.5,-0.1589,-4.5812,13.6507,3.1027,294593000,N/A,1161043000,22100000,0,87100000,29.4949,6.1257,4.6224,130.1202,
300173.SZ,жг╩шки╣б,2011-05-26,3.3103,3.3351,3.3425,3.2879,3.2978,490548,6553101.1,-0.0124,-0.3751,13.3587,2.2197,293488000,N/A,1156688000,22100000,0,87100000,29.3842,6.1027,4.6051,129.6321,
300173.SZ,жг╩шки╣б,2011-05-27,3.2978,3.3152,3.3351,3.2531,3.278,573300,7611679.6,-0.0199,-0.6024,13.277,2.5941,291720000,N/A,1149720000,22100000,0,87100000,29.2072,6.0659,4.5774,128.8512,
300173.SZ,жг╩шки╣б,2011-05-30,3.278,3.278,3.35,3.2283,3.2904,1020996,13600933.8,0.0124,0.3788,13.3212,4.6199,292825000,N/A,1154075000,22100000,0,87100000,29.3178,6.0889,4.5947,129.3393,
300173.SZ,жг╩шки╣б,2011-05-31,3.2904,3.3152,3.3475,3.206,3.3376,1253559,16491028.9,0.0472,1.434,13.1554,5.6722,297024000,N/A,1170624000,22100000,0,87100000,29.7383,6.1762,4.6606,131.194,
300173.SZ,жг╩шки╣б,2011-06-01,3.3376,3.3177,3.4021,3.3028,3.3848,1239421,16760394.2,0.0472,1.4137,13.5228,5.6082,301223000,N/A,1187173000,22100000,0,87100000,30.1587,6.2635,4.7265,133.0486,
300173.SZ,жг╩шки╣б,2011-06-02,3.3848,3.3425,3.3823,3.2829,3.3748,778784,10471770.7,-0.0099,-0.2935,13.4463,3.5239,300339000,N/A,1183689000,22100000,0,87100000,30.0702,6.2452,4.7126,132.6582,
300173.SZ,жг╩шки╣б,2011-06-03,3.3748,3.355,3.4394,3.3525,3.4096,814251,11142813.9,0.0348,1.0302,13.6847,3.6844,303433000,N/A,1195883000,22100000,0,87100000,30.3799,6.3095,4.7611,134.0248,
300173.SZ,жг╩шки╣б,2011-06-07,3.4096,3.4468,3.5263,3.3897,3.4692,1285607,17853283.6,0.0596,1.748,13.887,5.8172,308737000,N/A,1216787000,22100000,0,87100000,30.911,6.4198,4.8444,136.3675,
300173.SZ,жг╩шки╣б,2011-06-08,3.4692,3.4717,3.4717,3.3723,3.4121,561383,7704133.3,-0.0571,-1.6464,13.7235,2.5402,303654000,N/A,1196754000,22100000,0,87100000,30.4021,6.3141,4.7646,134.1224,
300173.SZ,жг╩шки╣б,2011-06-09,3.4121,3.3872,3.417,3.3401,3.3649,401716,5475597.3,-0.0472,-1.3828,13.6305,1.8177,299455000,N/A,1180205000,22100000,0,87100000,29.9816,6.2268,4.6987,132.2677,
300173.SZ,жг╩шки╣б,2011-06-10,3.3649,3.3674,3.3823,3.2556,3.3152,412076,5475986.2,-0.0497,-1.476,13.2888,1.8646,295035000,N/A,1162785000,22100000,0,87100000,29.5391,6.1349,4.6294,130.3154,
300173.SZ,жг╩шки╣б,2011-06-13,3.3152,3.2879,3.3525,3.2656,3.3425,261180,3487854.5,0.0273,0.824,13.3542,1.1818,297466000,N/A,1172366000,22100000,0,87100000,29.7825,6.1854,4.6675,131.3892,
300173.SZ,жг╩шки╣б,2011-06-14,3.3425,3.3227,3.3897,3.3227,3.3475,378637,5116827.6,0.005,0.1486,13.5138,1.7133,297908000,N/A,1174108000,22100000,0,87100000,29.8268,6.1946,4.6744,131.5844,
300173.SZ,жг╩шки╣б,2011-06-15,3.3475,3.355,3.3624,3.2829,3.2954,447718,5987590.4,-0.0521,-1.5579,13.3736,2.0259,293267000,N/A,1155817000,22100000,0,87100000,29.3621,6.0981,4.6016,129.5345,
300173.SZ,жг╩шки╣б,2011-06-16,3.2954,3.2954,3.2954,3.2954,3.2954,N/A,N/A,0,0,N/A,N/A,293267000,N/A,1155817000,22100000,0,87100000,29.3621,6.0981,4.6016,129.5345,
300173.SZ,жг╩шки╣б,2011-06-17,3.2954,3.2457,3.2755,3.1439,3.1786,757375,9790711.5,-0.1167,-3.5418,12.9272,3.427,282880000,N/A,1114880000,22100000,0,87100000,28.3221,5.8821,4.4386,124.9466,
300173.SZ,жг╩шки╣б,2011-06-20,3.1786,3.1439,3.1737,3.0545,3.1066,525529,6548605.2,-0.072,-2.2656,12.461,2.378,276471000,N/A,1089621000,22100000,0,87100000,27.6805,5.7489,4.3381,122.1158,
300173.SZ,жг╩шки╣б,2011-06-21,3.1066,3.0992,3.1513,3.0743,3.1389,733800,9171343.2,0.0323,1.0392,12.4984,3.3204,279344000,N/A,1100944000,22100000,0,87100000,27.9681,5.8086,4.3832,123.3848,
300173.SZ,жг╩шки╣б,2011-06-22,3.1389,3.1389,3.1389,3.0545,3.0743,891526,11072094.1,-0.0646,-2.057,12.4193,4.0341,273598000,N/A,1078298000,22100000,0,87100000,27.3928,5.6891,4.293,120.8468,
300173.SZ,жг╩шки╣б,2011-06-23,3.0743,3.0594,3.1637,3.0296,3.1513,778152,9789598,0.077,2.504,12.5806,3.521,280449000,N/A,1105299000,22100000,0,87100000,28.0788,5.8316,4.4005,123.8729,
300173.SZ,жг╩шки╣б,2011-06-24,3.1513,3.1315,3.2507,3.1315,3.2159,694400,8955926.3,0.0646,2.0489,12.8974,3.1421,286195000,N/A,1127945000,22100000,0,87100000,28.654,5.9511,4.4907,126.4109,
300173.SZ,жг╩шки╣б,2011-06-27,3.2159,3.2159,3.3003,3.206,3.2929,820947,10798664.5,0.077,2.3938,13.1539,3.7147,293046000,N/A,1154946000,22100000,0,87100000,29.34,6.0935,4.5982,129.4369,
300173.SZ,жг╩шки╣б,2011-06-28,3.2929,3.2929,3.3028,3.2507,3.273,523702,6909015.5,-0.0199,-0.6033,13.1926,2.3697,291278000,N/A,1147978000,22100000,0,87100000,29.163,6.0568,4.5704,128.656,
300173.SZ,жг╩шки╣б,2011-06-29,3.273,3.2606,3.3003,3.1935,3.1935,759910,9974848.8,-0.0795,-2.4279,13.1264,3.4385,284206000,N/A,1120106000,22100000,0,87100000,28.4549,5.9097,4.4595,125.5323,
300173.SZ,жг╩шки╣б,2011-06-30,3.1935,3.2233,3.2358,3.1786,3.201,864008,11143844.4,0.0074,0.2333,12.8978,3.9095,284869000,N/A,1122719000,22100000,0,87100000,28.5213,5.9235,4.4699,125.8252,
300173.SZ,жг╩шки╣б,2011-07-01,3.201,3.2283,3.2854,3.201,3.268,626522,8216715.4,0.067,2.0946,13.1148,2.8349,290836000,N/A,1146236000,22100000,0,87100000,29.1187,6.0476,4.5635,128.4608,
300173.SZ,жг╩шки╣б,2011-07-04,3.268,3.278,3.35,3.268,3.35,624009,8340401.6,0.0819,2.5076,13.3658,2.8236,298129000,N/A,1174979000,22100000,0,87100000,29.8489,6.1992,4.6779,131.682,
300173.SZ,жг╩шки╣б,2011-07-05,3.35,3.35,3.3773,3.3252,3.3525,655955,8862802.5,0.0025,0.0741,13.5113,2.9681,298350000,N/A,1175850000,22100000,0,87100000,29.871,6.2038,4.6814,131.7797,
300173.SZ,жг╩шки╣б,2011-07-06,3.3525,3.355,3.417,3.3351,3.4146,658231,8950171.2,0.0621,1.8519,13.5973,2.9784,303875000,N/A,1197625000,22100000,0,87100000,30.4242,6.3187,4.7681,134.22,
300173.SZ,жг╩шки╣б,2011-07-07,3.4146,3.3972,3.5015,3.3972,3.4493,1377414,19215700.6,0.0348,1.0182,13.9506,6.2326,306969000,N/A,1209819000,22100000,0,87100000,30.734,6.383,4.8166,135.5866,
300173.SZ,жг╩шки╣б,2011-07-08,3.4493,3.4493,3.4965,3.3723,3.4344,897123,12412476.1,-0.0149,-0.432,13.8359,4.0594,305643000,N/A,1204593000,22100000,0,87100000,30.6012,6.3555,4.7958,135.0009,
300173.SZ,жг╩шки╣б,2011-07-11,3.4344,3.4344,3.5139,3.4146,3.4915,566751,7898371,0.0571,1.6631,13.9362,2.5645,310726000,N/A,1224626000,22100000,0,87100000,31.1101,6.4611,4.8756,137.2461,
300173.SZ,жг╩шки╣б,2011-07-12,3.4915,3.4717,3.4891,3.3649,3.4121,898418,12334582.1,-0.0795,-2.276,13.7292,4.0652,303654000,N/A,1196754000,22100000,0,87100000,30.4021,6.3141,4.7646,134.1224,
300173.SZ,жг╩шки╣б,2011-07-13,3.4121,3.3798,3.4866,3.3798,3.4766,734360,10178636.3,0.0646,1.8923,13.8606,3.3229,309400000,N/A,1219400000,22100000,0,87100000,30.9773,6.4336,4.8548,136.6604,
300173.SZ,жг╩шки╣б,2011-07-14,3.4766,3.4593,3.576,3.4444,3.5586,1141093,16065038,0.0819,2.3571,14.0786,5.1633,316693000,N/A,1248143000,22100000,0,87100000,31.7075,6.5852,4.9692,139.8817,
300173.SZ,жг╩шки╣б,2011-07-15,3.5586,3.5412,3.6331,3.5412,3.6207,1296744,18804293.6,0.0621,1.7446,14.5012,5.8676,322218000,N/A,1269918000,22100000,0,87100000,32.2607,6.7001,5.0559,142.322,
