╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
002745.SZ,д╬ажи╜,2015-03-10,39.1713,39.1613,40.2805,39.0425,39.9636,4457138,178959627.5,0.7923,2.0228,40.1512,10.016,1795575000,N/A,17935575000,44500000,0,444500000,41.3489,12.2112,4.482,-257.6328,
002745.SZ,д╬ажи╜,2015-03-11,39.9636,39.6169,39.6169,38.8345,38.9336,4379880,173018818.7,-1.03,-2.5774,39.5031,9.8424,1749295000,N/A,17473295000,44500000,0,444500000,40.2831,11.8965,4.3665,-250.9924,
002745.SZ,д╬ажи╜,2015-03-12,38.9336,38.6859,39.0722,37.646,37.7946,5446868,209913169.1,-1.139,-2.9255,38.5383,12.2402,1698120000,N/A,16962120000,44500000,0,444500000,39.1046,11.5484,4.2388,-243.6497,
002745.SZ,д╬ажи╜,2015-03-13,37.7946,38.1313,39.0821,38.0125,38.8048,3772575,147269279.6,1.0102,2.673,39.0368,8.4777,1743510000,N/A,17415510000,44500000,0,444500000,40.1499,11.8571,4.3521,-250.1624,
002745.SZ,д╬ажи╜,2015-03-16,38.8048,39.1713,39.9735,39.1217,39.8943,5114398,205172505.2,1.0895,2.8076,40.1166,11.493,1792460000,N/A,17904460000,44500000,0,444500000,41.2771,12.19,4.4742,-257.1858,
002745.SZ,д╬ажи╜,2015-03-17,39.8943,40.0923,40.1914,39.6764,39.9933,4839366,194872463.5,0.099,0.2483,40.2682,10.875,1796910000,N/A,17948910000,44500000,0,444500000,41.3796,12.2203,4.4854,-257.8243,
002745.SZ,д╬ажи╜,2015-03-18,39.9933,40.0032,40.3994,39.6863,40.2607,5287241,214100182.7,0.2674,0.6686,40.4937,11.8814,1808925000,N/A,18068925000,44500000,0,444500000,41.6563,12.302,4.5153,-259.5482,
002745.SZ,д╬ажи╜,2015-03-19,40.2607,40.2904,41.2908,39.8645,40.954,5761056,236630095.4,0.6933,1.722,41.0741,12.9462,1840075000,N/A,18380075000,44500000,0,444500000,42.3736,12.5138,4.5931,-264.0177,
002745.SZ,д╬ажи╜,2015-03-20,40.954,40.9639,41.1026,40.3697,40.5182,4466154,182984876.4,-0.4358,-1.0641,40.9715,10.0363,1820495000,N/A,18184495000,44500000,0,444500000,41.9227,12.3807,4.5442,-261.2083,
002745.SZ,д╬ажи╜,2015-03-23,40.5182,40.5182,40.954,40.2112,40.746,5140428,210430428.4,0.2278,0.5622,40.9364,11.5515,1830730000,N/A,18286730000,44500000,0,444500000,42.1584,12.4503,4.5698,-262.6769,
002745.SZ,д╬ажи╜,2015-03-24,40.746,40.7559,40.7955,39.2307,40.0626,5366348,217196400.1,-0.6834,-1.6772,40.4738,12.0592,1800025000,N/A,17980025000,44500000,0,444500000,41.4513,12.2415,4.4931,-258.2713,
002745.SZ,д╬ажи╜,2015-03-25,40.0626,40.1122,42.0534,39.7952,41.6968,8778662,367033116.7,1.6342,4.0791,41.8097,19.7273,1873450000,N/A,18713450000,44500000,0,444500000,43.1422,12.7408,4.6764,-268.8064,
002745.SZ,д╬ажи╜,2015-03-26,41.6968,41.4987,41.4987,40.3102,40.5876,4886764,201423878.9,-1.1093,-2.6603,41.2183,10.9815,1823610000,N/A,18215610000,44500000,0,444500000,41.9944,12.4019,4.552,-261.6553,
002745.SZ,д╬ажи╜,2015-03-27,40.5876,40.439,40.7658,40.3201,40.5876,2393752,97974866.8,0,0,40.9294,5.3792,1823610000,N/A,18215610000,44500000,0,444500000,41.9944,12.4019,4.552,-261.6553,
002745.SZ,д╬ажи╜,2015-03-30,40.5876,40.5975,41.786,40.5083,40.9639,4436506,184292658.9,0.3764,0.9273,41.54,9.9697,1840520000,N/A,18384520000,44500000,0,444500000,42.3839,12.5169,4.5942,-264.0816,
002745.SZ,д╬ажи╜,2015-03-31,40.9639,40.7559,41.4096,40.2706,40.8847,4707824,193822738.7,-0.0792,-0.1934,41.1703,10.5794,1836960000,N/A,18348960000,44500000,0,444500000,42.3019,12.4926,4.5853,-263.5708,
002745.SZ,д╬ажи╜,2015-04-01,40.8847,40.8352,41.7662,40.7658,41.6374,5546449,231837676.3,0.7527,1.8411,41.7993,12.4639,1870780000,N/A,18686780000,44500000,0,444500000,43.0807,12.7226,4.6697,-268.4233,
002745.SZ,д╬ажи╜,2015-04-02,41.6374,41.8256,42.0732,41.261,41.6671,4795609,201622859.2,0.0297,0.0714,42.0432,10.7766,1872115000,N/A,18700115000,44500000,0,444500000,43.1114,12.7317,4.6731,-268.6149,
002745.SZ,д╬ажи╜,2015-04-03,41.6671,41.6671,45.609,41.2809,44.8464,9962369,435822584.8,3.1793,7.6301,43.7469,22.3873,2014960000,N/A,20126960000,44500000,0,444500000,46.4009,13.7032,5.0296,-289.1106,
002745.SZ,д╬ажи╜,2015-04-07,44.8464,44.2818,45.0643,44.1729,44.8563,5679078,255672817.8,0.0099,0.0221,45.0201,12.762,2015405000,N/A,20131405000,44500000,0,444500000,46.4111,13.7062,5.0308,-289.1744,
002745.SZ,д╬ажи╜,2015-04-08,44.8563,45.0445,45.2624,42.3901,43.5984,5539326,244844628.8,-1.2578,-2.8042,44.2012,12.4479,1958890000,N/A,19566890000,44500000,0,444500000,45.1097,13.3219,4.8897,-281.0656,
002745.SZ,д╬ажи╜,2015-04-09,43.5984,43.5588,43.5588,41.7563,42.9844,4754119,204327465.2,-0.6141,-1.4085,42.979,10.6834,1931300000,N/A,19291300000,44500000,0,444500000,44.4744,13.1342,4.8208,-277.1069,
002745.SZ,д╬ажи╜,2015-04-10,42.9844,42.5981,44.9553,42.4694,44.6582,5083208,227019241,1.6738,3.894,44.6606,11.4229,2006505000,N/A,20042505000,44500000,0,444500000,46.2062,13.6457,5.0085,-287.8974,
002745.SZ,д╬ажи╜,2015-04-13,44.6582,44.5691,47.4809,44.3809,46.5499,6919914,323238485.1,1.8917,4.236,46.7113,15.5504,2091500000,N/A,20891500000,44500000,0,444500000,48.1635,14.2237,5.2207,-300.0927,
002745.SZ,д╬ажи╜,2015-04-14,46.5499,46.0646,46.8074,45.0544,46.2627,5948206,274707437.4,-0.2872,-0.617,46.1832,13.3668,2078595000,N/A,20762595000,44500000,0,444500000,47.8663,14.1359,5.1885,-298.2411,
002745.SZ,д╬ажи╜,2015-04-15,46.2627,46.0547,46.0547,43.0933,43.539,3900250,175242933.3,-2.7237,-5.8874,44.9312,8.7646,1956220000,N/A,19540220000,44500000,0,444500000,45.0482,13.3037,4.883,-280.6824,
002745.SZ,д╬ажи╜,2015-04-16,43.539,43.4796,44.47,42.5882,43.856,3002031,132352009.2,0.3169,0.7279,44.0875,6.7461,1970460000,N/A,19682460000,44500000,0,444500000,45.3761,13.4005,4.9186,-282.7256,
002745.SZ,д╬ажи╜,2015-04-17,43.856,44.054,45.4406,44.054,44.1036,3647649,164333211.4,0.2476,0.5646,45.0518,8.197,1981585000,N/A,19793585000,44500000,0,444500000,45.6323,13.4762,4.9463,-284.3219,
002745.SZ,д╬ажи╜,2015-04-20,44.1036,44.163,44.47,42.6674,42.7566,3456277,151399488.7,-1.347,-3.0541,43.8042,7.7669,1921065000,N/A,19189065000,44500000,0,444500000,44.2387,13.0646,4.7953,-275.6383,
002745.SZ,д╬ажи╜,2015-04-21,42.7566,42.5882,44.0639,42.5882,43.9352,3367712,147522805.4,1.1786,2.7565,43.8051,7.5679,1974020000,N/A,19718020000,44500000,0,444500000,45.4581,13.4248,4.9275,-283.2364,
002745.SZ,д╬ажи╜,2015-04-22,43.9352,43.5786,44.9454,43.3806,44.8266,5680425,254027538,0.8914,2.0289,44.7198,12.765,2014070000,N/A,20118070000,44500000,0,444500000,46.3804,13.6971,5.0274,-288.9829,
002745.SZ,д╬ажи╜,2015-04-23,44.8266,44.4601,44.5691,43.5786,43.8758,4712096,209253426.3,-0.9508,-2.1211,44.4077,10.589,1971350000,N/A,19691350000,44500000,0,444500000,45.3966,13.4066,4.9208,-282.8533,
002745.SZ,д╬ажи╜,2015-04-24,43.8758,43.2518,43.6183,42.4297,42.9844,3967061,172317029.9,-0.8914,-2.0316,43.4369,8.9147,1931300000,N/A,19291300000,44500000,0,444500000,44.4744,13.1342,4.8208,-277.1069,
002745.SZ,д╬ажи╜,2015-04-27,42.9844,43.1825,45.0247,43.1329,44.9454,6011209,267626242,1.961,4.5622,44.5212,13.5083,2019410000,N/A,20171410000,44500000,0,444500000,46.5034,13.7334,5.0408,-289.7491,
002745.SZ,д╬ажи╜,2015-04-28,44.9454,44.5691,45.4604,42.6873,42.8952,4229635,186687896.3,-2.0502,-4.5615,44.1381,9.5048,1927295000,N/A,19251295000,44500000,0,444500000,44.3821,13.107,4.8108,-276.5322,
002745.SZ,д╬ажи╜,2015-04-29,42.8952,42.608,44.3215,42.608,44.3215,3807840,168733222.2,1.4262,3.3249,44.3121,8.5569,1991375000,N/A,19891375000,44500000,0,444500000,45.8578,13.5428,4.9708,-285.7266,
002745.SZ,д╬ажи╜,2015-04-30,44.3215,44.4601,46.0052,44.1729,44.4205,7005808,318546681.4,0.099,0.2235,45.4689,15.7434,1995825000,N/A,19935825000,44500000,0,444500000,45.9602,13.573,4.9819,-286.3651,
002745.SZ,д╬ажи╜,2015-05-04,44.4205,44.1531,44.7473,43.1429,44.5691,5004977,223819992.3,0.1486,0.3344,44.7195,11.2471,2002500000,N/A,20002500000,44500000,0,444500000,46.114,13.6184,4.9985,-287.3228,
002745.SZ,д╬ажи╜,2015-05-05,44.5691,44.8167,45.5595,43.3607,43.6678,4542750,204217749.4,-0.9013,-2.0222,44.9547,10.2084,1962005000,N/A,19598005000,44500000,0,444500000,45.1814,13.343,4.8975,-281.5125,
002745.SZ,д╬ажи╜,2015-05-06,43.6678,43.6975,45.3317,43.3806,43.6777,6199881,277870204.2,0.0099,0.0227,44.8186,13.9323,1962450000,N/A,19602450000,44500000,0,444500000,45.1917,13.3461,4.8986,-281.5763,
002745.SZ,д╬ажи╜,2015-05-07,43.6777,43.5093,43.6678,41.6968,41.7959,4800820,206225887.1,-1.8818,-4.3084,42.9564,10.7884,1877900000,N/A,18757900000,44500000,0,444500000,43.2446,12.7711,4.6875,-269.4449,
002745.SZ,д╬ажи╜,2015-05-08,41.7959,42.5882,44.0738,41.8751,43.7866,4064668,175412641.8,1.9908,4.763,43.1555,9.1341,1967345000,N/A,19651345000,44500000,0,444500000,45.3044,13.3794,4.9108,-282.2787,
002745.SZ,д╬ажи╜,2015-05-11,43.7866,43.7272,48.1643,43.7272,48.1643,16670984,785144386.6,4.3777,9.9977,47.0965,37.4629,2164035000,N/A,21616035000,44500000,0,444500000,49.8338,14.717,5.4018,-310.5002,
002745.SZ,д╬ажи╜,2015-05-12,48.1643,48.7288,52.4231,47.8375,51.9081,17908593,904092676.9,3.7438,7.773,50.4837,40.244,2332245000,N/A,23296245000,44500000,0,444500000,53.7074,15.8609,5.8216,-334.6353,
002745.SZ,д╬ажи╜,2015-05-13,51.9081,49.6202,51.6506,48.5407,50.0164,10072300,508706809.5,-1.8917,-3.6443,50.5055,22.6344,2247250000,N/A,22447250000,44500000,0,444500000,51.7501,15.2829,5.6095,-322.44,
002745.SZ,д╬ажи╜,2015-05-14,50.0164,49.7193,55.018,49.7193,54.8199,12639145,675457959.6,4.8036,9.604,53.4417,28.4026,2463075000,N/A,24603075000,44500000,0,444500000,56.7202,16.7507,6.1482,-353.407,
002745.SZ,д╬ажи╜,2015-05-15,54.8199,53.681,58.2369,51.502,54.1366,9953348,544599668.5,-0.6834,-1.2466,54.7152,22.3671,2432370000,N/A,24296370000,44500000,0,444500000,56.0131,16.5419,6.0716,-349.0014,
002745.SZ,д╬ажи╜,2015-05-18,54.1366,54.2356,58.435,54.2257,57.4941,9935633,570326556.7,3.3575,6.202,57.4021,22.3273,2583225000,N/A,25803225000,44500000,0,444500000,59.487,17.5678,6.4481,-370.6464,
002745.SZ,д╬ажи╜,2015-05-19,57.4941,58.3756,59.1283,54.9685,56.7513,7378649,418392079.3,-0.7428,-1.292,56.7031,16.5812,2549850000,N/A,25469850000,44500000,0,444500000,58.7184,17.3408,6.3648,-365.8577,
002745.SZ,д╬ажи╜,2015-05-20,56.7513,56.4541,61.4063,55.9292,59.4056,8837640,519900726.7,2.6543,4.6771,58.828,19.8599,2669110000,N/A,26661110000,44500000,0,444500000,61.4648,18.1519,6.6625,-382.9694,
002745.SZ,д╬ажи╜,2015-05-21,59.4056,59.4254,60.6634,57.296,58.643,6574563,388700273.2,-0.7626,-1.2838,59.1218,14.7743,2634845000,N/A,26318845000,44500000,0,444500000,60.6757,17.9188,6.577,-378.0529,
002745.SZ,д╬ажи╜,2015-05-22,58.643,58.9302,61.5449,56.5334,61.3072,9104116,544332279.6,2.6642,4.5432,59.7897,20.4587,2754550000,N/A,27514550000,44500000,0,444500000,63.4323,18.7329,6.8758,-395.2285,
002745.SZ,д╬ажи╜,2015-05-25,61.3072,59.9206,64.8529,58.9302,63.8823,6645356,417295054.7,2.5751,4.2003,62.795,14.9334,2870250000,N/A,28670250000,44500000,0,444500000,66.0967,19.5198,7.1646,-411.8293,
002745.SZ,д╬ажи╜,2015-05-26,63.8823,62.4462,67.2696,62.1986,65.6453,6620308,434935996.2,1.763,2.7597,65.6972,14.8771,2949460000,N/A,29461460000,44500000,0,444500000,67.9207,20.0584,7.3623,-423.1945,
002745.SZ,д╬ажи╜,2015-05-27,65.6453,65.6354,72.1524,64.0309,71.0728,7495445,520022647.8,5.4275,8.268,69.3785,16.8437,3193320000,N/A,31897320000,44500000,0,444500000,73.5364,21.7169,7.971,-458.1841,
002745.SZ,д╬ажи╜,2015-05-28,71.0728,71.0728,77.9959,63.9616,63.9913,9704556,726243783.1,-7.0815,-9.9638,74.8353,21.808,2875145000,N/A,28719145000,44500000,0,444500000,66.2094,19.5531,7.1768,-412.5317,
002745.SZ,д╬ажи╜,2015-05-29,63.9913,61.9213,66.9823,57.7417,61.9015,10168586,638976676.9,-2.0898,-3.2657,62.8383,22.8508,2781250000,N/A,27781250000,44500000,0,444500000,64.0472,18.9145,6.9424,-399.0594,
002745.SZ,д╬ажи╜,2015-06-01,61.9015,62.05,63.7734,59.4353,63.1989,7330516,458709384,1.2975,2.096,62.5753,16.4731,2839545000,N/A,28363545000,44500000,0,444500000,65.3896,19.3109,7.0879,-407.4237,
002745.SZ,д╬ажи╜,2015-06-02,63.1989,63.1989,63.2385,59.465,61.644,6549019,407108622.6,-1.555,-2.4604,62.1633,14.7169,2769680000,N/A,27665680000,44500000,0,444500000,63.7807,18.8358,6.9135,-397.3994,
002745.SZ,д╬ажи╜,2015-06-03,61.644,61.4954,63.189,60.5248,61.4756,4334418,270756258.6,-0.1684,-0.2731,62.4666,9.7403,2762115000,N/A,27590115000,44500000,0,444500000,63.6065,18.7844,6.8947,-396.3139,
002745.SZ,д╬ажи╜,2015-06-04,61.4756,61.1091,61.1785,55.4637,57.9398,5613129,327577933.4,-3.5358,-5.7516,58.3592,12.6138,2603250000,N/A,26003250000,44500000,0,444500000,59.9482,17.704,6.4981,-373.5196,
002745.SZ,д╬ажи╜,2015-06-05,57.9398,59.0392,60.4158,57.5436,58.5737,3992338,237775302.5,0.6339,1.094,59.5579,8.9715,2631730000,N/A,26287730000,44500000,0,444500000,60.604,17.8977,6.5692,-377.606,
002745.SZ,д╬ажи╜,2015-06-08,58.5737,58.6331,58.8807,56.0085,56.3452,3842896,220393185,-2.2285,-3.8045,57.3508,8.6357,2531605000,N/A,25287605000,44500000,0,444500000,58.2983,17.2167,6.3193,-363.2399,
002745.SZ,д╬ажи╜,2015-06-09,56.3452,56.4343,58.9302,56.4343,58.8312,4638234,272305083.9,2.486,4.412,58.7088,10.423,2643300000,N/A,26403300000,44500000,0,444500000,60.8704,17.9763,6.5981,-379.2661,
002745.SZ,д╬ажи╜,2015-06-10,58.8312,58.8411,62.9414,56.474,61.3567,5435281,334047795.3,2.5256,4.2929,61.4592,12.2141,2756775000,N/A,27536775000,44500000,0,444500000,63.4836,18.748,6.8813,-395.5477,
002745.SZ,д╬ажи╜,2015-06-11,61.3567,61.3964,63.0107,60.7229,61.535,4950360,309206871.4,0.1783,0.2906,62.4615,11.1244,2764785000,N/A,27616785000,44500000,0,444500000,63.668,18.8025,6.9013,-396.697,
002745.SZ,д╬ажи╜,2015-06-12,61.535,61.6242,62.1689,58.8807,59.4353,5124729,310859149.3,-2.0997,-3.4122,60.6587,11.5162,2670445000,N/A,26674445000,44500000,0,444500000,61.4955,18.1609,6.6658,-383.1609,
002745.SZ,д╬ажи╜,2015-06-15,59.4353,60.1979,61.8024,55.6618,61.8024,8264003,494187113.4,2.3671,3.9827,59.8,18.5708,2776800000,N/A,27736800000,44500000,0,444500000,63.9447,18.8842,6.9313,-398.4209,
002745.SZ,д╬ажи╜,2015-06-16,61.8024,61.7034,67.9332,59.5245,66.6555,12694042,809815744.2,4.8531,7.8526,63.7949,28.5259,2994850000,N/A,29914850000,44500000,0,444500000,68.966,20.3671,7.4756,-429.7072,
002745.SZ,д╬ажи╜,2015-06-17,66.6555,63.7437,65.883,62.2778,64.1398,7469188,482133052.4,-2.5157,-3.7741,64.5496,16.7847,2881820000,N/A,28785820000,44500000,0,444500000,66.3631,19.5984,7.1935,-413.4894,
002745.SZ,д╬ажи╜,2015-06-18,64.1398,64.1299,64.1299,57.7219,57.7219,6038429,368950779.9,-6.4179,-10.0062,61.1005,13.5695,2593460000,N/A,25905460000,44500000,0,444500000,59.7227,17.6374,6.4737,-372.1149,
002745.SZ,д╬ажи╜,2015-06-19,57.7219,54.4733,55.8005,51.9477,51.9477,4082933,219811231.1,-5.7742,-10.0034,53.8366,9.1751,2334025000,N/A,23314025000,44500000,0,444500000,53.7484,15.873,5.8261,-334.8907,
002745.SZ,д╬ажи╜,2015-06-23,51.9477,51.9972,52.9381,49.0062,52.2448,3353490,173247787.5,0.2971,0.572,51.6619,7.5359,2347375000,N/A,23447375000,44500000,0,444500000,54.0558,15.9638,5.8594,-336.8062,
002745.SZ,д╬ажи╜,2015-06-24,52.2448,52.7004,53.5819,51.3039,52.9877,3907138,208157033.7,0.7428,1.4218,53.2761,8.7801,2380750000,N/A,23780750000,44500000,0,444500000,54.8244,16.1908,5.9427,-341.5949,
002745.SZ,д╬ажи╜,2015-06-25,52.9877,52.8886,52.8886,47.9959,48.2931,4257949,217254291.7,-4.6946,-8.8598,51.0232,9.5684,2169820000,N/A,21673820000,44500000,0,444500000,49.967,14.7563,5.4162,-311.3302,
002745.SZ,д╬ажи╜,2015-06-26,48.2931,46.649,47.0352,43.4598,43.4598,4082906,183853786.1,-4.8333,-10.0082,45.0301,9.1751,1952660000,N/A,19504660000,44500000,0,444500000,44.9662,13.2795,4.8741,-280.1716,
002745.SZ,д╬ажи╜,2015-06-29,43.4598,44.8959,45.3614,39.1118,39.1217,4998730,208958154.2,-4.3381,-9.9818,41.8022,11.2331,1757750000,N/A,17557750000,44500000,0,444500000,40.4778,11.954,4.3876,-252.2056,
002745.SZ,д╬ажи╜,2015-06-30,39.1217,39.1415,42.5882,35.784,42.3307,5520758,223014047.2,3.209,8.2025,40.3955,12.4062,1901930000,N/A,18997930000,44500000,0,444500000,43.798,12.9345,4.7475,-272.8928,
002745.SZ,д╬ажи╜,2015-07-01,42.3307,42.3406,45.0643,41.2016,41.6473,5306368,233173510.5,-0.6834,-1.6144,43.9422,11.9244,1871225000,N/A,18691225000,44500000,0,444500000,43.0909,12.7257,4.6709,-268.4872,
002745.SZ,д╬ажи╜,2015-07-02,41.6473,42.093,43.024,39.1713,40.3994,3372590,140618933.5,-1.2479,-2.9964,41.6946,7.5789,1815155000,N/A,18131155000,44500000,0,444500000,41.7997,12.3444,4.5309,-260.4421,
002745.SZ,д╬ажи╜,2015-07-03,40.3994,39.5872,42.0831,36.5367,38.4383,3331252,131292609.7,-1.961,-4.8541,39.4124,7.486,1727045000,N/A,17251045000,44500000,0,444500000,39.7707,11.7451,4.311,-247.7999,
002745.SZ,д╬ажи╜,2015-07-06,38.4383,42.2614,42.2614,35.5661,38.27,4349810,171253122.9,-0.1684,-0.438,39.3703,9.7749,1719480000,N/A,17175480000,44500000,0,444500000,39.5965,11.6937,4.2921,-246.7145,
002745.SZ,д╬ажи╜,2015-07-07,38.27,36.9725,37.5371,34.4469,34.4469,2383184,85030931.6,-3.823,-9.9896,35.6795,5.3555,1547710000,N/A,15459710000,44500000,0,444500000,35.641,10.5255,3.8633,-222.0686,
002745.SZ,д╬ажи╜,2015-07-08,34.4469,31.0003,31.0003,31.0003,31.0003,357400,11186620,-3.4467,-10.0058,31.3,0.8031,1392850000,N/A,13912850000,44500000,0,444500000,32.0748,9.4724,3.4768,-199.849,
002745.SZ,д╬ажи╜,2015-07-09,31.0003,27.9002,34.1003,27.9002,34.1003,5431549,175125100.6,3.1,10,32.2422,12.2057,1532135000,N/A,15304135000,44500000,0,444500000,35.2823,10.4196,3.8244,-219.8339,
002745.SZ,д╬ажи╜,2015-07-10,34.1003,35.3655,37.5073,35.3655,37.5073,3050495,113846884.8,3.407,9.9913,37.3208,6.855,1675425000,N/A,16735425000,44500000,0,444500000,38.582,11.3941,4.1821,-240.3934,
002745.SZ,д╬ажи╜,2015-07-13,37.5073,40.1074,41.263,38.3541,41.263,5167654,210420761.5,3.7557,10.0133,40.7188,11.6127,1843190000,N/A,18411190000,44500000,0,444500000,42.4453,12.535,4.6009,-264.4647,
002745.SZ,д╬ажи╜,2015-07-14,41.263,41.6416,44.6302,39.948,41.5818,7107780,301912269.3,0.3188,0.7726,42.4763,15.9725,1857430000,N/A,18553430000,44500000,0,444500000,42.7733,12.6319,4.6364,-266.5078,
002745.SZ,д╬ажи╜,2015-07-15,41.5818,39.8484,40.3963,37.4276,37.4276,4018940,155264089.5,-4.1542,-9.9904,38.6331,9.0313,1671865000,N/A,16699865000,44500000,0,444500000,38.5,11.3699,4.1732,-239.8826,
002745.SZ,д╬ажи╜,2015-07-16,37.4276,37.4276,39.0515,33.6918,37.856,3604269,135535990.9,0.4284,1.1445,37.6043,8.0995,1691000000,N/A,16891000000,44500000,0,444500000,38.9407,11.5,4.221,-242.6281,
002745.SZ,д╬ажи╜,2015-07-17,37.856,37.856,40.6852,37.856,39.8683,3414624,134867135.4,2.0123,5.3158,39.4969,7.6733,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-20,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-21,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-22,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-23,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-24,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-27,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-28,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
002745.SZ,д╬ажи╜,2015-07-29,39.8683,39.8683,39.8683,39.8683,39.8683,N/A,N/A,0,0,N/A,N/A,1780890000,N/A,17788890000,44500000,0,444500000,41.0107,12.1113,4.4454,-255.5257,
