¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002283.SZ,ÃÏ»Û«˙÷·,2009-08-21,N/A,10.4384,10.6938,9.6475,9.7753,34422150,704048812.7,N/A,N/A,20.4534,71.7128,955200000,N/A,4776000000,48000000,0,240000000,47.1518,8.2436,5.8252,199.8893,
002283.SZ,ÃÏ»Û«˙÷·,2009-08-24,9.7753,9.4265,9.6181,9.1268,9.4265,17299895,329829221.8,-0.3488,-3.5678,19.0654,36.0414,921120000,N/A,4605600000,48000000,0,240000000,45.4695,7.9495,5.6174,192.7575,
002283.SZ,ÃÏ»Û«˙÷·,2009-08-25,9.4265,9.3332,9.7114,9.1661,9.4265,10500028,202035574.3,0,0,19.2414,21.8751,921120000,N/A,4605600000,48000000,0,240000000,45.4695,7.9495,5.6174,192.7575,
002283.SZ,ÃÏ»Û«˙÷·,2009-08-26,9.4265,9.5296,9.677,9.3577,9.677,9881620,191885906.8,0.2505,2.6576,19.4185,20.5867,945600000,N/A,4728000000,48000000,0,240000000,46.6779,8.1607,5.7666,197.8803,
002283.SZ,ÃÏ»Û«˙÷·,2009-08-27,9.677,9.7163,9.903,9.456,9.51,9474006,186503377.6,-0.167,-1.7259,19.6858,19.7375,929280000,N/A,4646400000,48000000,0,240000000,45.8723,8.0199,5.6671,194.4651,
002283.SZ,ÃÏ»Û«˙÷·,2009-08-28,9.51,9.3725,9.456,9.1661,9.2496,5821845,110247444.1,-0.2603,-2.7376,18.9369,12.1288,903840000,N/A,4519200000,48000000,0,240000000,44.6165,7.8004,5.512,189.1414,
002283.SZ,ÃÏ»Û«˙÷·,2009-08-31,9.2496,9.0875,9.0875,8.7732,8.7781,6327202,114218889.8,-0.4716,-5.0982,18.052,13.1817,857760000,N/A,4288800000,48000000,0,240000000,42.3418,7.4027,5.231,179.4986,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-01,8.7781,8.783,8.9402,8.6553,8.6995,3510642,63029965.4,-0.0786,-0.8954,17.954,7.3138,850080000,N/A,4250400000,48000000,0,240000000,41.9627,7.3364,5.1841,177.8914,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-02,8.6995,8.6847,8.9156,8.5374,8.8026,4651514,82713225.5,0.1032,1.1858,17.782,9.6907,860160000,N/A,4300800000,48000000,0,240000000,42.4603,7.4234,5.2456,180.0008,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-03,8.8026,8.67,9.009,8.6012,8.9991,8114061,146280952,0.1965,2.2321,18.0281,16.9043,879360000,N/A,4396800000,48000000,0,240000000,43.408,7.5891,5.3627,184.0187,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-04,8.9991,8.8861,8.9893,8.8174,8.9058,5098297,92342545.3,-0.0933,-1.0371,18.1124,10.6215,870240000,N/A,4351200000,48000000,0,240000000,42.9579,7.5104,5.3071,182.1102,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-07,8.9058,8.95,9.176,8.8911,9.0581,6929004,127984415.3,0.1523,1.7099,18.4708,14.4354,885120000,N/A,4425600000,48000000,0,240000000,43.6924,7.6388,5.3978,185.224,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-08,9.0581,8.95,9.2251,8.8518,9.1367,5482944,101364865.2,0.0786,0.8677,18.4873,11.4228,892800000,N/A,4464000000,48000000,0,240000000,44.0715,7.7051,5.4446,186.8312,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-09,9.1367,9.1219,9.6672,8.95,9.5247,10782117,204828124.5,0.3881,4.2473,18.997,22.4627,930720000,N/A,4653600000,48000000,0,240000000,45.9433,8.0323,5.6759,194.7665,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-10,9.5247,9.343,9.7703,9.2889,9.4216,9388946,181710964.4,-0.1032,-1.083,19.3537,19.5603,920640000,N/A,4603200000,48000000,0,240000000,45.4458,7.9453,5.6144,192.6571,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-11,9.4216,9.3577,9.8047,9.3332,9.5542,7248344,141275068.2,0.1326,1.4077,19.4907,15.1007,933600000,N/A,4668000000,48000000,0,240000000,46.0855,8.0572,5.6935,195.3692,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-14,9.5542,9.5542,9.6524,9.397,9.5247,5624127,108969325.4,-0.0295,-0.3085,19.3753,11.7169,930720000,N/A,4653600000,48000000,0,240000000,45.9433,8.0323,5.6759,194.7665,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-15,9.5247,9.5198,9.5837,9.3233,9.3332,5332920,102076001.9,-0.1916,-2.0113,19.1407,11.1103,912000000,N/A,4560000000,48000000,0,240000000,45.0193,7.8708,5.5617,190.849,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-16,9.3332,9.284,9.6524,9.2447,9.5296,5848769,113082545.3,0.1965,2.1053,19.3344,12.1849,931200000,N/A,4656000000,48000000,0,240000000,45.967,8.0365,5.6788,194.8669,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-17,9.5296,9.5296,9.79,9.4854,9.6917,6486194,127367887.9,0.1621,1.701,19.6368,13.5129,947040000,N/A,4735200000,48000000,0,240000000,46.749,8.1732,5.7754,198.1817,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-18,9.6917,9.7065,9.9079,9.343,9.6132,6478215,127932895.5,-0.0786,-0.8109,19.7482,13.4963,939360000,N/A,4696800000,48000000,0,240000000,46.3698,8.1069,5.7286,196.5745,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-21,9.6132,9.4314,9.5788,9.063,9.3921,3728894,70694467.3,-0.221,-2.2994,18.9586,7.7685,917760000,N/A,4588800000,48000000,0,240000000,45.3036,7.9205,5.5969,192.0544,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-22,9.3921,9.3577,9.4756,9.0188,9.0188,2907215,54763736.4,-0.3733,-3.9749,18.8372,6.0567,881280000,N/A,4406400000,48000000,0,240000000,43.5028,7.6057,5.3744,184.4204,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-23,9.0188,9.0237,9.2104,8.8468,8.896,2885613,52916358.8,-0.1228,-1.3617,18.338,6.0117,869280000,N/A,4346400000,48000000,0,240000000,42.9105,7.5021,5.3012,181.9093,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-24,8.896,8.896,9.1219,8.8076,9.0384,2232391,40839625.7,0.1425,1.6013,18.2941,4.6508,883200000,N/A,4416000000,48000000,0,240000000,43.5976,7.6222,5.3861,184.8222,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-25,9.0384,9.0286,9.1367,8.8911,9.063,1838545,33766529.9,0.0246,0.2717,18.3659,3.8303,885600000,N/A,4428000000,48000000,0,240000000,43.7161,7.6429,5.4007,185.3245,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-28,9.063,9.063,9.1612,8.6454,8.6504,1807902,32842852.9,-0.4126,-4.5528,18.1663,3.7665,845280000,N/A,4226400000,48000000,0,240000000,41.7258,7.295,5.1549,176.8869,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-29,8.6504,8.6454,8.7633,8.2181,8.3851,2580339,44622249.8,-0.2653,-3.0664,17.2932,5.3757,819360000,N/A,4096800000,48000000,0,240000000,40.4463,7.0713,4.9968,171.4628,
002283.SZ,ÃÏ»Û«˙÷·,2009-09-30,8.3851,8.5079,8.5914,8.4048,8.4097,1715102,29638964.1,0.0246,0.2929,17.2812,3.5731,821760000,N/A,4108800000,48000000,0,240000000,40.5647,7.092,5.0114,171.965,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-09,8.4097,8.5521,8.7437,8.503,8.7437,2083526,36692812.6,0.334,3.972,17.6109,4.3407,854400000,N/A,4272000000,48000000,0,240000000,42.1759,7.3737,5.2105,178.7954,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-12,8.7437,8.7142,8.8272,8.6504,8.6897,1536191,27356647.3,-0.054,-0.618,17.8081,3.2004,849120000,N/A,4245600000,48000000,0,240000000,41.9153,7.3281,5.1783,177.6905,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-13,8.6897,8.6454,8.9402,8.6454,8.9402,1750354,31417568.6,0.2505,2.883,17.9493,3.6466,873600000,N/A,4368000000,48000000,0,240000000,43.1237,7.5394,5.3276,182.8133,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-14,8.9402,8.9451,9.1219,8.896,8.9402,2747632,50542580.6,0,0,18.395,5.7242,873600000,N/A,4368000000,48000000,0,240000000,43.1237,7.5394,5.3276,182.8133,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-15,8.9402,9.009,9.0875,8.896,9.0237,2190561,40152972.3,0.0835,0.9341,18.33,4.5637,881760000,N/A,4408800000,48000000,0,240000000,43.5265,7.6098,5.3773,184.5209,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-16,9.0237,9.0482,9.0679,8.8468,8.9697,1550983,28309197.1,-0.054,-0.5988,18.2524,3.2312,876480000,N/A,4382400000,48000000,0,240000000,43.2659,7.5642,5.3451,183.416,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-19,8.9697,8.9697,9.2644,8.8714,9.2251,2757314,51440806.7,0.2554,2.8478,18.6561,5.7444,901440000,N/A,4507200000,48000000,0,240000000,44.498,7.7796,5.4973,188.6392,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-20,9.2251,9.2251,9.4314,9.1956,9.4216,3492759,66330041.7,0.1965,2.1299,18.9907,7.2766,920640000,N/A,4603200000,48000000,0,240000000,45.4458,7.9453,5.6144,192.6571,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-21,9.4216,9.456,9.456,9.2153,9.2153,2479601,46997737,-0.2063,-2.1898,18.9537,5.1658,900480000,N/A,4502400000,48000000,0,240000000,44.4506,7.7714,5.4915,188.4383,
002283.SZ,ÃÏ»Û«˙÷·,2009-10-22,9.2153,9.1367,9.6426,9.0679,9.5886,6789944,130804611.2,0.3733,4.0512,19.2645,14.1457,936960000,N/A,4684800000,48000000,0,240000000,46.2514,8.0862,5.714,196.0723,
