¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
000739.SZ,∆’¬Â“©“µ,1997-05-09,N/A,1.2787,1.4475,1.2617,1.4475,17371800,276444986.9,N/A,N/A,15.9134,64.34,458460000,N/A,1069740000,27000000,0,63000000,75.2167,21.3449,2.9015,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-12,1.4475,1.4748,1.5686,1.4492,1.4901,9012100,159692620.2,0.0426,2.9446,17.7198,33.3781,471960000,N/A,1101240000,27000000,0,63000000,77.4316,21.9734,2.987,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-13,1.4901,1.4901,1.4901,1.4066,1.4484,4131700,69490852.4,-0.0418,-2.8032,16.8189,15.3026,458730000,N/A,1070370000,27000000,0,63000000,75.261,21.3575,2.9032,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-14,1.4484,1.4475,1.4484,1.3384,1.3537,2268100,36895110.8,-0.0946,-6.5333,16.267,8.4004,428760000,N/A,1000440000,27000000,0,63000000,70.344,19.9621,2.7136,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-15,1.3537,1.3537,1.4066,1.3264,1.3895,1646900,26527320.3,0.0358,2.6448,16.1074,6.0996,440100000,N/A,1026900000,27000000,0,63000000,72.2045,20.4901,2.7853,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-16,1.3895,1.2514,1.3623,1.2514,1.2514,1907800,28997643.9,-0.1381,-9.9387,15.1995,7.0659,396360000,N/A,924840000,27000000,0,63000000,65.0283,18.4537,2.5085,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-19,1.2514,1.2787,1.3213,1.2446,1.3,942500,14158189.2,0.0486,3.8828,15.022,3.4907,411750000,N/A,960750000,27000000,0,63000000,67.5533,19.1702,2.6059,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-20,1.3,1.3154,1.3154,1.2787,1.3043,775300,11772707.2,0.0043,0.3279,15.1847,2.8715,413100000,N/A,963900000,27000000,0,63000000,67.7748,19.233,2.6145,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-21,1.3043,1.3128,1.3128,1.219,1.2361,668200,9818765.9,-0.0682,-5.2288,14.6944,2.4748,391500000,N/A,913500000,27000000,0,63000000,64.231,18.2274,2.4778,N/A,
000739.SZ,∆’¬Â“©“µ,1997-05-22,1.2361,1.1133,1.1764,1.1125,1.1125,549900,7245589.2,-0.1236,-10,13.1762,2.0367,352350000,N/A,822150000,27000000,0,63000000,57.8079,16.4046,2.23,N/A,
