´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002004.SZ,»ª°î½¡¿µ,2004-06-25,N/A,1.239,1.3499,1.1092,1.1369,14379894,295007917.6,N/A,N/A,20.5153,65.3632,423940000,N/A,1695760000,22000000,0,88000000,42.4771,11.7291,7.0527,-520.3817,
002004.SZ,»ª°î½¡¿µ,2004-06-28,1.1369,1.0502,1.062,1.023,1.023,3705105,64583309.3,-0.1139,-10.0156,17.4309,16.8414,381480000,N/A,1525920000,22000000,0,88000000,38.2228,10.5544,6.3463,-468.2625,
002004.SZ,»ª°î½¡¿µ,2004-06-29,1.023,0.9912,1.003,0.9216,0.9487,3871055,62381802,-0.0743,-7.2664,16.1149,17.5957,353760000,N/A,1415040000,22000000,0,88000000,35.4454,9.7875,5.8851,-434.2365,
002004.SZ,»ª°î½¡¿µ,2004-06-30,0.9487,0.967,1.0012,0.9623,0.9676,2649377,44052627.8,0.0189,1.99,16.6275,12.0426,360800000,N/A,1443200000,22000000,0,88000000,36.1508,9.9822,6.0023,-442.8781,
002004.SZ,»ª°î½¡¿µ,2004-07-01,0.9676,0.9646,0.9935,0.9617,0.9735,1641690,27241227.5,0.0059,0.6098,16.5934,7.4622,363000000,N/A,1452000000,22000000,0,88000000,36.3712,10.0431,6.0389,-445.5785,
002004.SZ,»ª°î½¡¿µ,2004-07-02,0.9735,0.9723,0.9882,0.898,0.9233,2404579,38025163.4,-0.0501,-5.1515,15.8136,10.9299,344300000,N/A,1377200000,22000000,0,88000000,34.4975,9.5257,5.7278,-422.6245,
002004.SZ,»ª°î½¡¿µ,2004-07-05,0.9233,0.9292,0.9322,0.9027,0.9216,886866,13843173.1,-0.0018,-0.1917,15.6091,4.0312,343640000,N/A,1374560000,22000000,0,88000000,34.4314,9.5075,5.7168,-421.8143,
002004.SZ,»ª°î½¡¿µ,2004-07-06,0.9216,0.921,0.9558,0.9157,0.9351,1156924,18325629.3,0.0136,1.4725,15.84,5.2587,348700000,N/A,1394800000,22000000,0,88000000,34.9384,9.6475,5.801,-428.0254,
002004.SZ,»ª°î½¡¿µ,2004-07-07,0.9351,0.9298,0.9351,0.8997,0.9056,983890,15278755.8,-0.0295,-3.1546,15.5289,4.4722,337700000,N/A,1350800000,22000000,0,88000000,33.8362,9.3431,5.618,-414.5231,
002004.SZ,»ª°î½¡¿µ,2004-07-08,0.9056,0.9027,0.9151,0.8879,0.9027,922802,14121357.2,-0.0029,-0.3257,15.3027,4.1946,336600000,N/A,1346400000,22000000,0,88000000,33.726,9.3127,5.5997,-413.1728,
002004.SZ,»ª°î½¡¿µ,2004-07-09,0.9027,0.9086,0.9316,0.9003,0.9033,1406225,21901844,0.0006,0.0654,15.5749,6.3919,336820000,N/A,1347280000,22000000,0,88000000,33.748,9.3188,5.6033,-413.4429,
002004.SZ,»ª°î½¡¿µ,2004-07-12,0.9033,0.9027,0.9027,0.826,0.8272,1430646,20727101.3,-0.0761,-8.4259,14.4879,6.5029,308440000,N/A,1233760000,22000000,0,88000000,30.9045,8.5336,5.1312,-378.6067,
002004.SZ,»ª°î½¡¿µ,2004-07-13,0.8272,0.8337,0.8378,0.7853,0.8118,1311709,17932439.1,-0.0153,-1.8545,13.671,5.9623,302720000,N/A,1210880000,22000000,0,88000000,30.3314,8.3753,5.036,-371.5855,
002004.SZ,»ª°î½¡¿µ,2004-07-14,0.8118,0.8142,0.823,0.7847,0.8195,879525,12005204.3,0.0077,0.9448,13.6496,3.9978,305580000,N/A,1222320000,22000000,0,88000000,30.6179,8.4545,5.0836,-375.0961,
002004.SZ,»ª°î½¡¿µ,2004-07-15,0.8195,0.8248,0.8378,0.8024,0.8112,853613,11866538.4,-0.0083,-1.0079,13.9015,3.8801,302500000,N/A,1210000000,22000000,0,88000000,30.3093,8.3693,5.0324,-371.3154,
