´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002173.SZ,*STÇ§×ã,2007-09-25,N/A,10.9341,12.4583,9.9434,12.4583,10956393,368409520,N/A,N/A,33.6251,80.5617,511360000,N/A,2519200000,13600000,0,67000000,96.0746,22.8013,10.5565,55.8512,
002173.SZ,*STÇ§×ã,2007-09-26,12.4583,11.6896,12.0275,11.2124,11.2124,3466777,119560529.3,-1.2458,-10,34.4875,25.491,460224000,N/A,2267280000,13600000,0,67000000,86.4672,20.5212,9.5009,50.266,
002173.SZ,*STÇ§×ã,2007-09-27,11.2124,10.7718,11.0998,10.2781,10.5597,3693663,118366046.5,-0.6527,-5.8215,32.0457,27.1593,433432000,N/A,2135290000,13600000,0,67000000,81.4335,19.3266,8.9478,47.3398,
002173.SZ,*STÇ§×ã,2007-09-28,10.5597,10.7022,11.0799,10.5697,10.7685,2669186,86955876.3,0.2087,1.9768,32.5777,19.6264,442000000,N/A,2177500000,13600000,0,67000000,83.0432,19.7086,9.1246,48.2756,
002173.SZ,*STÇ§×ã,2007-10-08,10.7685,10.8679,10.891,10.1058,10.1124,2452076,76558895.9,-0.656,-6.0923,31.2221,18.03,415072000,N/A,2044840000,13600000,0,67000000,77.984,18.5079,8.5687,45.3345,
002173.SZ,*STÇ§×ã,2007-10-09,10.1124,9.9998,10.6028,9.9732,10.3742,1618258,50592600.8,0.2618,2.5885,31.2636,11.899,425816000,N/A,2097770000,13600000,0,67000000,80.0026,18.987,8.7905,46.508,
002173.SZ,*STÇ§×ã,2007-10-10,10.3742,10.2781,10.8811,10.2781,10.5133,1443408,45978625.5,0.1392,1.3414,31.8542,10.6133,431528000,N/A,2125910000,13600000,0,67000000,81.0758,19.2417,8.9085,47.1318,
002173.SZ,*STÇ§×ã,2007-10-11,10.5133,10.5365,11.3317,10.3145,11.1826,2309596,75226127.9,0.6693,6.3662,32.5711,16.9823,459000000,N/A,2261250000,13600000,0,67000000,86.2372,20.4666,9.4756,50.1324,
002173.SZ,*STÇ§×ã,2007-10-12,11.1826,11.1329,12.0176,10.6691,11.9281,3617067,125205282.4,0.7455,6.6667,34.6151,26.5961,489600000,N/A,2412000000,13600000,0,67000000,91.9864,21.8311,10.1073,53.4745,
002173.SZ,*STÇ§×ã,2007-10-15,11.9281,11.9281,12.0441,11.1661,11.239,2346349,81845139.5,-0.6892,-5.7778,34.8819,17.2526,461312000,N/A,2272640000,13600000,0,67000000,86.6716,20.5697,9.5233,50.3849,
002173.SZ,*STÇ§×ã,2007-10-16,11.239,11.2621,11.5902,10.7883,11.282,1608814,53871437.1,0.0431,0.3833,33.4852,11.8295,463080000,N/A,2281350000,13600000,0,67000000,87.0038,20.6486,9.5598,50.578,
002173.SZ,*STÇ§×ã,2007-10-17,11.282,11.229,11.3914,10.8944,11.0335,1109168,37007899.8,-0.2485,-2.2026,33.3655,8.1556,452880000,N/A,2231100000,13600000,0,67000000,85.0874,20.1937,9.3492,49.4639,
002173.SZ,*STÇ§×ã,2007-10-18,11.0335,10.9341,11.1329,10.6691,10.6691,680537,22323414.8,-0.3645,-3.3033,32.8026,5.0039,437920000,N/A,2157400000,13600000,0,67000000,82.2767,19.5267,9.0404,47.83,
002173.SZ,*STÇ§×ã,2007-10-19,10.6691,10.7353,10.8944,10.288,10.3642,757761,24171547.6,-0.3048,-2.8571,31.8986,5.5718,425408000,N/A,2095760000,13600000,0,67000000,79.9259,18.9688,8.7821,46.4634,
002173.SZ,*STÇ§×ã,2007-10-22,10.3642,10.2052,10.5597,10.0561,10.0726,626573,19506398.1,-0.2916,-2.8133,31.1319,4.6072,413440000,N/A,2036800000,13600000,0,67000000,77.6774,18.4351,8.5351,45.1563,
