´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002245.SZ,°ÄÑóË³²ý,2008-06-05,N/A,1.616,1.8268,1.6153,1.652,9775393,224769807.6,N/A,N/A,22.9934,80.3897,273600000,N/A,1368000000,12160000,0,60800000,38.3977,10.962,2.0319,377.0169,
002245.SZ,°ÄÑóË³²ý,2008-06-06,1.652,1.5411,1.5786,1.4927,1.4927,4376648,90866655.9,-0.1593,-9.6444,20.7617,35.9922,247212800,N/A,1236064000,12160000,0,60800000,34.6945,9.9047,1.836,340.6557,
002245.SZ,°ÄÑóË³²ý,2008-06-10,1.4927,1.3884,1.4222,1.3436,1.3436,2536222,47415938.9,-0.149,-9.9852,18.6955,20.8571,222528000,N/A,1112640000,12160000,0,60800000,31.2301,8.9157,1.6526,306.6404,
002245.SZ,°ÄÑóË³²ý,2008-06-11,1.3436,1.3223,1.3804,1.3084,1.3598,1508294,27613129.8,0.0162,1.2022,18.3075,12.4037,225203200,N/A,1126016000,12160000,0,60800000,31.6056,9.0229,1.6725,310.3268,
002245.SZ,°ÄÑóË³²ý,2008-06-12,1.3598,1.3569,1.3569,1.2702,1.3319,1397701,25110609.7,-0.0279,-2.0518,17.9657,11.4943,220582400,N/A,1102912000,12160000,0,60800000,30.9571,8.8378,1.6382,303.9594,
002245.SZ,°ÄÑóË³²ý,2008-06-13,1.3319,1.3179,1.3407,1.2702,1.2702,961897,16952972.1,-0.0617,-4.6307,17.6245,7.9103,210368000,N/A,1051840000,12160000,0,60800000,29.5236,8.4285,1.5623,289.8841,
002245.SZ,°ÄÑóË³²ý,2008-06-16,1.2702,1.2746,1.3972,1.2746,1.3914,3342142,62043862.6,0.1211,9.5376,18.5641,27.4847,230432000,N/A,1152160000,12160000,0,60800000,32.3394,9.2324,1.7113,317.532,
002245.SZ,°ÄÑóË³²ý,2008-06-17,1.3914,1.3466,1.3804,1.282,1.3128,1873009,34059469.1,-0.0786,-5.6464,18.1844,15.403,217420800,N/A,1087104000,12160000,0,60800000,30.5134,8.7111,1.6147,299.6027,
002245.SZ,°ÄÑóË³²ý,2008-06-18,1.3128,1.3055,1.3972,1.2335,1.3936,2223823,40155448.8,0.0808,6.1521,18.0569,18.288,230796800,N/A,1153984000,12160000,0,60800000,32.3906,9.247,1.714,318.0347,
002245.SZ,°ÄÑóË³²ý,2008-06-19,1.3936,1.3583,1.4083,1.2541,1.2541,1977085,36001477.7,-0.1395,-10.0105,18.2094,16.2589,207692800,N/A,1038464000,12160000,0,60800000,29.1481,8.3214,1.5425,286.1977,
