ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
002615.SZ,นþถ๛หน,2012-09-07,4.6098,4.6098,4.9197,4.5715,4.8718,4474282,66927285.8,0.262,5.6826,14.9582,19.624,347700000,N/A,1390800000,22800000,0,91200000,27.688,2.5046,2.6973,4.2396,
002615.SZ,นþถ๛หน,2012-09-10,4.8718,4.7887,4.9485,4.7408,4.8974,3605861,54755440.3,0.0256,0.5246,15.1851,10.6859,517295520,N/A,1398096000,33744000,0,91200000,27.8333,2.5178,2.7114,4.2618,
002615.SZ,นþถ๛หน,2012-09-11,4.8974,4.8526,4.8878,4.8015,4.8718,1904853,28889833.2,-0.0256,-0.5219,15.1664,5.645,514596000,N/A,1390800000,33744000,0,91200000,27.688,2.5046,2.6973,4.2396,
002615.SZ,นþถ๛หน,2012-09-12,4.8718,4.8878,5.0667,4.8718,4.9421,3228315,50209561.9,0.0703,1.4426,15.5529,9.5671,522019680,N/A,1410864000,33744000,0,91200000,28.0874,2.5408,2.7362,4.3007,
002615.SZ,นþถ๛หน,2012-09-13,4.9421,4.9101,4.9101,4.6993,4.7121,1666463,25144258.1,-0.23,-4.6542,15.0884,4.9385,497724000,N/A,1345200000,33744000,0,91200000,26.7802,2.4225,2.6089,4.1006,
002615.SZ,นþถ๛หน,2012-09-14,4.7121,4.744,4.8494,4.6386,4.7632,1457444,21737305.3,0.0511,1.0847,14.9147,4.3191,503123040,N/A,1359792000,33744000,0,91200000,27.0707,2.4488,2.6372,4.1451,
002615.SZ,นþถ๛หน,2012-09-17,4.7632,4.7664,4.9549,4.7664,4.7728,2100289,32023740.3,0.0096,0.2012,15.2473,6.2242,504135360,N/A,1362528000,33744000,0,91200000,27.1252,2.4537,2.6425,4.1534,
002615.SZ,นþถ๛หน,2012-09-18,4.7728,4.728,4.728,4.5268,4.6194,1293460,18708003.8,-0.1533,-3.2129,14.4635,3.8332,487938240,N/A,1318752000,33744000,0,91200000,26.2537,2.3749,2.5576,4.02,
002615.SZ,นþถ๛หน,2012-09-19,4.6194,4.6194,4.6833,4.5619,4.661,814519,11774957.2,0.0415,0.899,14.4563,2.4138,492324960,N/A,1330608000,33744000,0,91200000,26.4897,2.3962,2.5806,4.0561,
002615.SZ,นþถ๛หน,2012-09-20,4.661,4.6482,4.661,4.4565,4.4725,1050844,14906430.3,-0.1885,-4.0439,14.1852,3.1142,472416000,N/A,1276800000,33744000,0,91200000,25.4185,2.2993,2.4762,3.8921,
002615.SZ,นþถ๛หน,2012-09-21,4.4725,4.4341,4.5587,4.3447,4.4437,708725,9879750.5,-0.0288,-0.6429,13.9402,2.1003,469379040,N/A,1268592000,33744000,0,91200000,25.2551,2.2845,2.4603,3.8671,
002615.SZ,นþถ๛หน,2012-09-24,4.4437,4.3958,4.4916,4.3191,4.4501,455625,6289327.5,0.0064,0.1438,13.8037,1.3502,470053920,N/A,1270416000,33744000,0,91200000,25.2914,2.2878,2.4638,3.8726,
002615.SZ,นþถ๛หน,2012-09-25,4.4501,4.4278,4.4565,4.3607,4.3766,519086,7162959.4,-0.0735,-1.6511,13.7992,1.5383,462292800,N/A,1249440000,33744000,0,91200000,24.8738,2.2501,2.4231,3.8087,
002615.SZ,นþถ๛หน,2012-09-26,4.3766,4.3766,4.4405,4.2489,4.2584,585158,7924785.6,-0.1182,-2.7007,13.543,1.7341,449807520,N/A,1215696000,33744000,0,91200000,24.202,2.1893,2.3577,3.7058,
002615.SZ,นþถ๛หน,2012-09-27,4.2584,4.268,4.4086,4.2169,4.3351,848266,11473060.8,0.0767,1.8005,13.5253,2.5138,457906080,N/A,1237584000,33744000,0,91200000,24.6378,2.2287,2.4002,3.7725,
002615.SZ,นþถ๛หน,2012-09-28,4.3351,4.3447,4.3894,4.3127,4.3862,823254,11239605.5,0.0511,1.1791,13.6527,2.4397,463305120,N/A,1252176000,33744000,0,91200000,24.9283,2.255,2.4285,3.817,
002615.SZ,นþถ๛หน,2012-10-08,4.3862,4.3607,4.4437,4.2968,4.383,493378,6763215.8,-0.0032,-0.0728,13.708,1.4621,462967680,N/A,1251264000,33744000,0,91200000,24.9101,2.2533,2.4267,3.8142,
002615.SZ,นþถ๛หน,2012-10-09,4.383,4.3511,4.5044,4.3511,4.4948,1192055,16638868.4,0.1118,2.551,13.9581,3.5326,474778080,N/A,1283184000,33744000,0,91200000,25.5456,2.3108,2.4886,3.9115,
002615.SZ,นþถ๛หน,2012-10-10,4.4948,4.498,4.5811,4.4437,4.5428,1321341,18657970.5,0.0479,1.0661,14.1205,3.9158,479839680,N/A,1296864000,33744000,0,91200000,25.8179,2.3355,2.5151,3.9532,
002615.SZ,นþถ๛หน,2012-10-11,4.5428,4.5172,4.5172,4.3127,4.3447,1165373,16179114,-0.1981,-4.3601,13.8832,3.4536,458918400,N/A,1240320000,33744000,0,91200000,24.6923,2.2336,2.4055,3.7809,
002615.SZ,นþถ๛หน,2012-10-12,4.3447,4.3447,4.4309,4.3127,4.4118,759764,10445139.3,0.0671,1.5441,13.7479,2.2516,466004640,N/A,1259472000,33744000,0,91200000,25.0735,2.2681,2.4426,3.8393,
002615.SZ,นþถ๛หน,2012-10-15,4.4118,4.3191,4.4022,4.2712,4.3032,654204,8841937.4,-0.1086,-2.462,13.5156,1.9387,454531680,N/A,1228464000,33744000,0,91200000,24.4562,2.2123,2.3825,3.7447,
002615.SZ,นþถ๛หน,2012-10-16,4.3032,4.3032,4.3862,4.3032,4.3479,457318,6228320.6,0.0447,1.0393,13.6192,1.3553,459255840,N/A,1241232000,33744000,0,91200000,24.7104,2.2353,2.4072,3.7837,
002615.SZ,นþถ๛หน,2012-10-17,4.3479,4.3479,4.4533,4.3127,4.4086,760579,10484078.7,0.0607,1.396,13.7843,2.254,465667200,N/A,1258560000,33744000,0,91200000,25.0554,2.2665,2.4408,3.8365,
002615.SZ,นþถ๛หน,2012-10-18,4.4086,4.415,4.5076,4.3894,4.4757,913079,12726594.6,0.0671,1.5217,13.9381,2.7059,472753440,N/A,1277712000,33744000,0,91200000,25.4367,2.301,2.478,3.8949,
002615.SZ,นþถ๛หน,2012-10-19,4.4757,4.4565,4.4757,4.399,4.399,707837,9823665.1,-0.0767,-1.7131,13.8784,2.0977,464654880,N/A,1255824000,33744000,0,91200000,25.0009,2.2615,2.4355,3.8281,
002615.SZ,นþถ๛หน,2012-10-22,4.399,4.3766,4.4309,4.3447,4.4182,635792,8724856.6,0.0192,0.4357,13.7228,1.8842,466679520,N/A,1261296000,33744000,0,91200000,25.1098,2.2714,2.4461,3.8448,
002615.SZ,นþถ๛หน,2012-10-23,4.4182,4.4182,4.4182,4.3447,4.3511,683870,9355265.8,-0.0671,-1.5184,13.6799,2.0266,459593280,N/A,1242144000,33744000,0,91200000,24.7286,2.2369,2.409,3.7864,
002615.SZ,นþถ๛หน,2012-10-24,4.3511,4.3639,4.3766,4.3127,4.3127,530414,7211188.3,-0.0383,-0.8811,13.5954,1.5719,455544000,N/A,1231200000,33744000,0,91200000,24.5107,2.2172,2.3878,3.7531,
002615.SZ,นþถ๛หน,2012-10-25,4.3127,4.3127,4.3926,4.3064,4.3127,630400,8558925.7,0,0,13.577,1.8682,455544000,N/A,1231200000,33744000,0,91200000,24.5107,2.2172,2.3878,3.7531,
002615.SZ,นþถ๛หน,2012-10-26,4.3127,4.2968,4.3127,4.1211,4.137,1063883,13902801.3,-0.1757,-4.0741,13.068,3.1528,436984800,N/A,1181040000,33744000,0,91200000,23.5121,2.1269,2.2905,3.6002,
002615.SZ,นþถ๛หน,2012-10-29,4.137,4.0284,4.1658,4.0284,4.1019,274048,3533737.9,-0.0351,-0.8494,12.8946,0.8121,433272960,N/A,1171008000,33744000,0,91200000,23.3124,2.1088,2.271,3.5696,
002615.SZ,นþถ๛หน,2012-10-30,4.1019,4.1019,4.1754,4.1019,4.153,232452,3015592.9,0.0511,1.2461,12.973,0.6889,438672000,N/A,1185600000,33744000,0,91200000,23.6029,2.1351,2.2993,3.6141,
002615.SZ,นþถ๛หน,2012-10-31,4.153,4.153,4.153,4.0731,4.1115,322444,4134591.1,-0.0415,-1,12.8227,0.9556,434285280,N/A,1173744000,33744000,0,91200000,23.3669,2.1137,2.2763,3.5779,
002615.SZ,นþถ๛หน,2012-11-01,4.1115,4.0955,4.185,4.0923,4.185,572043,7439501.8,0.0735,1.7871,13.0051,1.6952,442046400,N/A,1194720000,33744000,0,91200000,23.7844,2.1515,2.317,3.6419,
002615.SZ,นþถ๛หน,2012-11-02,4.185,4.1594,4.2073,4.153,4.1754,338524,4423847.2,-0.0096,-0.229,13.068,1.0032,441034080,N/A,1191984000,33744000,0,91200000,23.73,2.1466,2.3117,3.6335,
002615.SZ,นþถ๛หน,2012-11-05,4.1754,4.1626,4.1977,4.0891,4.1275,374450,4841270,-0.0479,-1.1477,12.929,1.1097,435972480,N/A,1178304000,33744000,0,91200000,23.4576,2.1219,2.2852,3.5918,
002615.SZ,นþถ๛หน,2012-11-06,4.1275,4.1211,4.1211,4.0284,4.0891,505739,6434770.8,-0.0383,-0.9288,12.7235,1.4988,431923200,N/A,1167360000,33744000,0,91200000,23.2398,2.1022,2.264,3.5585,
002615.SZ,นþถ๛หน,2012-11-07,4.0891,4.07,4.1179,4.054,4.0891,299751,3834027.7,0,0,12.7907,0.8883,431923200,N/A,1167360000,33744000,0,91200000,23.2398,2.1022,2.264,3.5585,
002615.SZ,นþถ๛หน,2012-11-08,4.0891,4.0763,4.185,3.9997,4.0604,744329,9534114.1,-0.0288,-0.7031,12.809,2.2058,428886240,N/A,1159152000,33744000,0,91200000,23.0764,2.0875,2.248,3.5335,
002615.SZ,นþถ๛หน,2012-11-09,4.0604,4.0252,4.0604,3.9454,3.9581,490096,6122372.1,-0.1022,-2.5177,12.4922,1.4524,418088160,N/A,1129968000,33744000,0,91200000,22.4954,2.0349,2.1914,3.4445,
002615.SZ,นþถ๛หน,2012-11-12,3.9581,3.9326,3.9965,3.9294,3.9709,264559,3273247.8,0.0128,0.3228,12.3725,0.784,419437920,N/A,1133616000,33744000,0,91200000,22.568,2.0415,2.1985,3.4556,
002615.SZ,นþถ๛หน,2012-11-13,3.9709,3.9613,3.9741,3.8559,3.8623,417365,5089430.2,-0.1086,-2.7353,12.1942,1.2369,407964960,N/A,1102608000,33744000,0,91200000,21.9507,1.9856,2.1384,3.3611,
002615.SZ,นþถ๛หน,2012-11-14,3.8623,3.8623,3.9102,3.8336,3.8783,278622,3366106.7,0.016,0.4136,12.0813,0.8257,409652160,N/A,1107168000,33744000,0,91200000,22.0415,1.9938,2.1472,3.375,
002615.SZ,นþถ๛หน,2012-11-15,3.8783,3.8431,3.8815,3.7505,3.7569,321202,3842852.1,-0.1214,-3.1301,11.964,0.9519,396829440,N/A,1072512000,33744000,0,91200000,21.3515,1.9314,2.08,3.2693,
002615.SZ,นþถ๛หน,2012-11-16,3.7569,3.8048,3.8048,3.7026,3.7377,398872,4665276.6,-0.0192,-0.5102,11.6962,1.1821,394804800,N/A,1067040000,33744000,0,91200000,21.2426,1.9216,2.0694,3.2527,
002615.SZ,นþถ๛หน,2012-11-19,3.7377,3.7377,3.8016,3.7249,3.7792,223354,2628765.5,0.0415,1.1111,11.7695,0.6619,399191520,N/A,1078896000,33744000,0,91200000,21.4786,1.9429,2.0924,3.2888,
002615.SZ,นþถ๛หน,2012-11-20,3.7792,3.7792,4.1562,3.7665,4.1562,1982473,25469661.3,0.377,9.9746,12.8474,5.875,439009440,N/A,1186512000,33744000,0,91200000,23.621,2.1367,2.3011,3.6169,
002615.SZ,นþถ๛หน,2012-11-21,4.1562,4.185,4.2425,4.0955,4.2297,4091430,53433506.9,0.0735,1.7679,13.0599,12.1249,446770560,N/A,1207488000,33744000,0,91200000,24.0386,2.1745,2.3418,3.6808,
002615.SZ,นþถ๛หน,2012-11-22,4.2297,4.1754,4.4565,4.1754,4.2872,4688652,63353954.5,0.0575,1.3595,13.5122,13.8948,452844480,N/A,1223904000,33744000,0,91200000,24.3654,2.2041,2.3736,3.7308,
002615.SZ,นþถ๛หน,2012-11-23,4.2872,4.1786,4.3096,4.1211,4.1754,2780034,36454322.4,-0.1118,-2.608,13.1129,8.2386,441034080,N/A,1191984000,33744000,0,91200000,23.73,2.1466,2.3117,3.6335,
002615.SZ,นþถ๛หน,2012-11-26,4.1754,4.153,4.2584,4.0731,4.1275,2052600,26732732.6,-0.0479,-1.1477,13.0238,6.0829,435972480,N/A,1178304000,33744000,0,91200000,23.4576,2.1219,2.2852,3.5918,
002615.SZ,นþถ๛หน,2012-11-27,4.1275,4.0891,4.0891,3.7856,3.8783,2311116,28135059.5,-0.2492,-6.0372,12.1738,6.849,409652160,N/A,1107168000,33744000,0,91200000,22.0415,1.9938,2.1472,3.375,
002615.SZ,นþถ๛หน,2012-11-28,3.8783,3.8272,3.9549,3.8016,3.9294,1701572,20646268.7,0.0511,1.318,12.1336,5.0426,415051200,N/A,1121760000,33744000,0,91200000,22.332,2.0201,2.1755,3.4195,
002615.SZ,นþถ๛หน,2012-11-29,3.9294,3.9038,4.07,3.6451,3.6994,2399230,29439383.5,-0.23,-5.8537,12.2703,7.1101,390755520,N/A,1056096000,33744000,0,91200000,21.0247,1.9019,2.0482,3.2193,
002615.SZ,นþถ๛หน,2012-11-30,3.6994,3.546,3.6195,3.4182,3.5684,1692552,18717716.5,-0.131,-3.5406,11.0589,5.0159,376920480,N/A,1018704000,33744000,0,91200000,20.2803,1.8345,1.9757,3.1053,
002615.SZ,นþถ๛หน,2012-12-03,3.5684,3.5333,3.546,3.2905,3.2937,1538224,16379250.3,-0.2747,-7.6992,10.6482,4.5585,347900640,N/A,940272000,33744000,0,91200000,18.7189,1.6933,1.8235,2.8662,
002615.SZ,นþถ๛หน,2012-12-04,3.2937,3.2585,3.3703,3.1946,3.3416,1092572,11220277.3,0.0479,1.4549,10.2696,3.2378,352962240,N/A,953952000,33744000,0,91200000,18.9912,1.7179,1.8501,2.9079,
002615.SZ,นþถ๛หน,2012-12-05,3.3416,3.3224,3.5141,3.2841,3.447,1515117,16274649.8,0.1054,3.1549,10.7415,4.49,364097760,N/A,984048000,33744000,0,91200000,19.5904,1.7721,1.9084,2.9997,
002615.SZ,นþถ๛หน,2012-12-06,3.447,3.447,3.6195,3.4182,3.4566,1351992,14767331.1,0.0096,0.278,10.9226,4.0066,365110080,N/A,986784000,33744000,0,91200000,19.6449,1.777,1.9138,3.008,
002615.SZ,นþถ๛หน,2012-12-07,3.4566,3.447,3.5716,3.4119,3.5524,1734455,19036871.5,0.0958,2.7726,10.9757,5.14,375233280,N/A,1014144000,33744000,0,91200000,20.1895,1.8263,1.9668,3.0914,
002615.SZ,นþถ๛หน,2012-12-10,3.5524,3.5492,3.7537,3.4981,3.6738,2016119,23004568.6,0.1214,3.4173,11.4103,5.9747,388056000,N/A,1048800000,33744000,0,91200000,20.8795,1.8887,2.034,3.1971,
002615.SZ,นþถ๛หน,2012-12-11,3.6738,3.6738,3.693,3.5844,3.6067,1611993,18320053.2,-0.0671,-1.8261,11.3648,4.7771,380969760,N/A,1029648000,33744000,0,91200000,20.4982,1.8542,1.9969,3.1387,
002615.SZ,นþถ๛หน,2012-12-12,3.6067,3.6067,3.6706,3.5301,3.6099,1329359,14980454.7,0.0032,0.0886,11.2689,3.9395,381307200,N/A,1030560000,33744000,0,91200000,20.5164,1.8559,1.9987,3.1415,
002615.SZ,นþถ๛หน,2012-12-13,3.6099,3.578,3.6547,3.5684,3.578,1004398,11362714.3,-0.0319,-0.885,11.313,2.9765,377932800,N/A,1021440000,33744000,0,91200000,20.3348,1.8395,1.981,3.1137,
002615.SZ,นþถ๛หน,2012-12-14,3.578,3.546,3.8112,3.5396,3.7409,2181826,25417838.9,0.1629,4.5536,11.6498,6.4658,395142240,N/A,1067952000,33744000,0,91200000,21.2608,1.9232,2.0712,3.2554,
002615.SZ,นþถ๛หน,2012-12-17,3.7409,3.7313,3.9166,3.7313,3.7505,1917179,22806281.2,0.0096,0.2562,11.8957,5.6815,396154560,N/A,1070688000,33744000,0,91200000,21.3152,1.9281,2.0765,3.2638,
002615.SZ,นþถ๛หน,2012-12-18,3.7505,3.7313,3.7697,3.6866,3.7058,1220845,14255874.9,-0.0447,-1.1925,11.6771,3.618,391430400,N/A,1057920000,33744000,0,91200000,21.061,1.9052,2.0517,3.2249,
002615.SZ,นþถ๛หน,2012-12-19,3.7058,3.6802,3.7377,3.6738,3.7217,863329,10035543.3,0.016,0.431,11.6242,2.5585,393117600,N/A,1062480000,33744000,0,91200000,21.1518,1.9134,2.0606,3.2388,
002615.SZ,นþถ๛หน,2012-12-20,3.7217,3.6898,3.7984,3.677,3.7633,1300489,15237642.8,0.0415,1.1159,11.7169,3.854,397504320,N/A,1074336000,33744000,0,91200000,21.3878,1.9347,2.0836,3.2749,
002615.SZ,นþถ๛หน,2012-12-21,3.7633,3.7633,4.0188,3.709,3.8176,1979352,23745728.6,0.0543,1.4431,11.9967,5.8658,403240800,N/A,1089840000,33744000,0,91200000,21.6965,1.9626,2.1136,3.3222,
002615.SZ,นþถ๛หน,2012-12-24,3.8176,3.7952,3.8751,3.7729,3.8144,993723,11891840.7,-0.0032,-0.0837,11.967,2.9449,402903360,N/A,1088928000,33744000,0,91200000,21.6783,1.961,2.1119,3.3194,
002615.SZ,นþถ๛หน,2012-12-25,3.8144,3.8016,3.939,3.8016,3.9358,1789040,21836724,0.1214,3.1826,12.2058,5.3018,415726080,N/A,1123584000,33744000,0,91200000,22.3683,2.0234,2.1791,3.425,
002615.SZ,นþถ๛หน,2012-12-26,3.9358,3.939,4.07,3.9038,4.0348,2147547,26821638.3,0.099,2.5162,12.4894,6.3642,426186720,N/A,1151856000,33744000,0,91200000,22.9311,2.0743,2.2339,3.5112,
002615.SZ,นþถ๛หน,2012-12-27,4.0348,4.0444,4.185,3.9358,3.939,2118727,26837389.1,-0.0958,-2.3753,12.6668,6.2788,416063520,N/A,1124496000,33744000,0,91200000,22.3864,2.025,2.1808,3.4278,
002615.SZ,นþถ๛หน,2012-12-28,3.939,3.9166,4.0731,3.8879,4.0093,1398239,17432156.5,0.0703,1.7843,12.4672,4.1437,423487200,N/A,1144560000,33744000,0,91200000,22.7859,2.0612,2.2197,3.489,
002615.SZ,นþถ๛หน,2012-12-31,4.0093,4.0093,4.0636,3.9645,4.038,1047756,13175360.7,0.0288,0.7171,12.5748,3.1998,413886220.32,N/A,1152768000,32744163,0,91200000,22.9493,2.076,2.2357,3.514,
002615.SZ,นþถ๛หน,2013-01-04,4.038,4.0604,4.0859,3.939,3.9933,917917,11457427.1,-0.0447,-1.1076,12.482,2.8033,409302037.5,N/A,1140000000,32744163,0,91200000,27.9696,2.0373,2.1435,-18.479,
002615.SZ,นþถ๛หน,2013-01-07,3.9933,3.9965,4.0412,3.9581,4.0252,759719,9527443.1,0.0319,0.8,12.5407,2.3202,412576453.8,N/A,1149120000,32744163,0,91200000,28.1933,2.0536,2.1607,-18.6269,
002615.SZ,นþถ๛หน,2013-01-08,4.0252,4.0252,4.1243,3.9933,4.0795,1262800,16064752.8,0.0543,1.3492,12.7215,3.8566,418142961.51,N/A,1164624000,32744163,0,91200000,28.5737,2.0813,2.1898,-18.8782,
002615.SZ,นþถ๛หน,2013-01-09,4.0795,4.0731,4.1019,4.0029,4.0252,1489689,18899215.3,-0.0543,-1.3312,12.6867,4.5495,412576453.8,N/A,1149120000,32744163,0,91200000,28.1933,2.0536,2.1607,-18.6269,
002615.SZ,นþถ๛หน,2013-01-10,4.0252,4.0412,4.0955,4.0061,4.038,1187547,15066948.5,0.0128,0.3175,12.6875,3.6267,413886220.32,N/A,1152768000,32744163,0,91200000,28.2829,2.0601,2.1675,-18.686,
002615.SZ,นþถ๛หน,2013-01-11,4.038,4.038,4.0827,3.939,3.9613,1520768,19232987.1,-0.0767,-1.8987,12.6469,4.6444,406027621.2,N/A,1130880000,32744163,0,91200000,27.7458,2.021,2.1264,-18.3312,
002615.SZ,นþถ๛หน,2013-01-14,3.9613,3.9486,4.0987,3.923,4.0827,1480916,18775453.3,0.1214,3.0645,12.6783,4.5227,418470403.14,N/A,1165536000,32744163,0,91200000,28.5961,2.0829,2.1916,-18.893,
002615.SZ,นþถ๛หน,2013-01-15,4.0827,4.0827,4.2297,4.0827,4.1977,2767761,36095786.4,0.115,2.8169,13.0415,8.4527,430258301.82,N/A,1198368000,32744163,0,91200000,29.4016,2.1416,2.2533,-19.4252,
002615.SZ,นþถ๛หน,2013-01-16,4.1977,4.1498,4.2265,4.0572,4.1275,1787050,23169190.2,-0.0703,-1.6743,12.965,5.4576,423054585.96,N/A,1178304000,32744163,0,91200000,28.9094,2.1057,2.2156,-19.0999,
002615.SZ,นþถ๛หน,2013-01-17,4.1275,4.1211,4.3127,4.1019,4.2457,2828334,37340950.7,0.1182,2.8638,13.2025,8.6377,435169926.27,N/A,1212048000,32744163,0,91200000,29.7373,2.166,2.279,-19.6469,
002615.SZ,นþถ๛หน,2013-01-18,4.2457,4.2201,4.2552,4.1179,4.2009,2261995,29578497.5,-0.0447,-1.0534,13.0763,6.9081,430585743.45,N/A,1199280000,32744163,0,91200000,29.424,2.1432,2.255,-19.44,
002615.SZ,นþถ๛หน,2013-01-21,4.2009,4.2009,4.2297,4.1243,4.2169,1228783,16114426.3,0.016,0.3802,13.1141,3.7527,432222951.6,N/A,1203840000,32744163,0,91200000,29.5359,2.1514,2.2636,-19.5139,
002615.SZ,นþถ๛หน,2013-01-22,4.2169,4.2105,4.2105,4.0508,4.0795,1345559,17390232.3,-0.1374,-3.2576,12.9242,4.1093,418142961.51,N/A,1164624000,32744163,0,91200000,28.5737,2.0813,2.1898,-18.8782,
002615.SZ,นþถ๛หน,2013-01-23,4.0795,4.1466,4.3351,4.0412,4.2489,2494359,32980223.4,0.1693,4.1504,13.2219,7.6177,435497367.9,N/A,1212960000,32744163,0,91200000,29.7596,2.1677,2.2807,-19.6617,
002615.SZ,นþถ๛หน,2013-01-24,4.2489,4.2169,4.3127,3.9933,4.0252,2184420,28412124.9,-0.2236,-5.2632,13.0067,6.6712,412576453.8,N/A,1149120000,32744163,0,91200000,28.1933,2.0536,2.1607,-18.6269,
002615.SZ,นþถ๛หน,2013-01-25,4.0252,4.0444,4.0444,3.9422,3.9518,1039213,12937384.7,-0.0735,-1.8254,12.4492,3.1737,405045296.31,N/A,1128144000,32744163,0,91200000,27.6787,2.0161,2.1212,-18.2869,
002615.SZ,นþถ๛หน,2013-01-28,3.9518,3.9518,4.0731,3.9518,4.0668,802842,10131158.3,0.115,2.9103,12.6191,2.4519,416833194.99,N/A,1160976000,32744163,0,91200000,28.4842,2.0748,2.183,-18.8191,
002615.SZ,นþถ๛หน,2013-01-29,4.0668,4.0668,4.1211,4.0444,4.0668,754098,9638119.8,0,0,12.781,2.303,416833194.99,N/A,1160976000,32744163,0,91200000,28.4842,2.0748,2.183,-18.8191,
002615.SZ,นþถ๛หน,2013-01-30,4.0668,4.0604,4.1307,4.0508,4.1179,989370,12722859.6,0.0511,1.2569,12.8596,3.0215,422072261.07,N/A,1175568000,32744163,0,91200000,28.8422,2.1008,2.2104,-19.0556,
002615.SZ,นþถ๛หน,2013-01-31,4.1179,4.1179,4.1179,4.022,4.0636,793312,10060042.3,-0.0543,-1.3189,12.6811,2.4228,416505753.36,N/A,1160064000,32744163,0,91200000,28.4619,2.0731,2.1813,-18.8043,
002615.SZ,นþถ๛หน,2013-02-01,4.0636,4.0444,4.0731,4.0029,4.0604,616774,7811989,-0.0032,-0.0786,12.6659,1.8836,416178311.73,N/A,1159152000,32744163,0,91200000,28.4395,2.0715,2.1796,-18.7895,
002615.SZ,นþถ๛หน,2013-02-04,4.0604,4.07,4.2393,4.0668,4.1307,1689988,22065483.9,0.0703,1.7309,13.0566,5.1612,423382027.59,N/A,1179216000,32744163,0,91200000,28.9317,2.1074,2.2173,-19.1147,
002615.SZ,นþถ๛หน,2013-02-05,4.1307,4.1051,4.1147,4.0412,4.1147,869235,11089657,-0.016,-0.3867,12.758,2.6546,421744819.44,N/A,1174656000,32744163,0,91200000,28.8199,2.0992,2.2087,-19.0408,
002615.SZ,นþถ๛หน,2013-02-06,4.1147,4.1147,4.169,4.1019,4.153,784290,10170595.5,0.0383,0.9317,12.9679,2.3952,425674119,N/A,1185600000,32744163,0,91200000,29.0884,2.1188,2.2293,-19.2182,
002615.SZ,นþถ๛หน,2013-02-07,4.153,4.1179,4.1658,4.1179,4.1498,580375,7528889.5,-0.0032,-0.0769,12.9725,1.7725,425346677.37,N/A,1184688000,32744163,0,91200000,29.066,2.1171,2.2276,-19.2034,
002615.SZ,นþถ๛หน,2013-02-08,4.1498,4.1338,4.2329,4.1275,4.1882,959248,12599565.9,0.0383,0.9238,13.1348,2.9295,429275976.93,N/A,1195632000,32744163,0,91200000,29.3345,2.1367,2.2481,-19.3808,
002615.SZ,นþถ๛หน,2013-02-18,4.1882,4.2041,4.2457,4.169,4.2297,1041833,13733648.9,0.0415,0.9916,13.1822,3.1817,433532718.12,N/A,1207488000,32744163,0,91200000,29.6254,2.1579,2.2704,-19.573,
002615.SZ,นþถ๛หน,2013-02-19,4.2297,4.2552,4.2552,4.1115,4.1115,1019300,13312811.4,-0.1182,-2.7946,13.0607,3.1129,421417377.81,N/A,1173744000,32744163,0,91200000,28.7975,2.0976,2.207,-19.026,
002615.SZ,นþถ๛หน,2013-02-20,4.1115,4.1051,4.185,4.1051,4.1818,715747,9300867.4,0.0703,1.7094,12.9946,2.1859,428621093.67,N/A,1193808000,32744163,0,91200000,29.2898,2.1334,2.2447,-19.3513,
002615.SZ,นþถ๛หน,2013-02-21,4.1818,4.1786,4.1786,3.9869,4.0476,1044425,13312251.4,-0.1342,-3.2086,12.746,3.1897,414868545.21,N/A,1155504000,32744163,0,91200000,28.35,2.065,2.1727,-18.7304,
002615.SZ,นþถ๛หน,2013-02-22,4.0476,4.0316,4.1179,4.0316,4.0572,467290,5962405,0.0096,0.2368,12.7595,1.4271,415850870.1,N/A,1158240000,32744163,0,91200000,28.4171,2.0699,2.1778,-18.7747,
002615.SZ,นþถ๛หน,2013-02-25,4.0572,4.0412,4.1338,4.0412,4.0955,430107,5513492.5,0.0383,0.9449,12.8189,1.3135,419780169.66,N/A,1169184000,32744163,0,91200000,28.6856,2.0894,2.1984,-18.9521,
002615.SZ,นþถ๛หน,2013-02-26,4.0955,4.0891,4.1434,4.0412,4.0508,744350,9534069.7,-0.0447,-1.092,12.8086,2.2732,415195986.84,N/A,1156416000,32744163,0,91200000,28.3724,2.0666,2.1744,-18.7451,
002615.SZ,นþถ๛หน,2013-02-27,4.0508,4.0572,4.1051,3.9869,4.0252,702268,8865046.8,-0.0256,-0.6309,12.6235,2.1447,412576453.8,N/A,1149120000,32744163,0,91200000,28.1933,2.0536,2.1607,-18.6269,
002615.SZ,นþถ๛หน,2013-02-28,4.0252,4.0316,4.1147,4.0284,4.1051,662655,8474741.6,0.0799,1.9841,12.7891,2.0237,420762494.55,N/A,1171920000,32744163,0,91200000,28.7527,2.0943,2.2036,-18.9965,
