ด๚ย๋,ผ๒ณฦ,ศีฦฺ,วฐสีลฬผÛ(ิช),ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),ณษฝปฝ๐ถ๎(ิช),ีวต๘(ิช),ีวต๘ท๙(%),พ๙ผÛ(ิช),ปปสึยส(%),Aนษม๗อจสะึต(ิช),Bนษม๗อจสะึต(ิช),ืÜสะึต(ิช),Aนษม๗อจนษฑพ(นษ),Bนษม๗อจนษฑพ(นษ),ืÜนษฑพ(นษ),สะำฏยส,สะพปยส,สะฯ๚ยส,สะฯึยส,
002615.SZ,นþถ๛หน,2014-03-25,6.4657,6.4657,6.5497,6.4043,6.443,890063,17812823.5,-0.0226,-0.35,20.013,2.6832,661118737.27,N/A,1817616000,33172039,0,91200000,31.0833,3.0075,2.9599,-92.8034,
002615.SZ,นþถ๛หน,2014-03-26,6.443,6.4883,6.4883,6.401,6.4301,1067885,21267733.1,-0.0129,-0.2007,19.9158,3.2192,659791855.71,N/A,1813968000,33172039,0,91200000,31.0209,3.0014,2.9539,-92.6171,
002615.SZ,นþถ๛หน,2014-03-27,6.4301,6.1747,6.1909,5.8547,5.887,2969436,55290323.4,-0.5431,-8.4465,18.6198,8.9516,604062830.19,N/A,1660752000,33172039,0,91200000,28.4008,2.7479,2.7044,-84.7942,
002615.SZ,นþถ๛หน,2014-03-28,5.887,5.8514,6.1036,5.706,5.7221,1126404,20420434.9,-0.1649,-2.8007,18.1289,3.3956,587145090.3,N/A,1614240000,33172039,0,91200000,27.6054,2.671,2.6287,-82.4194,
002615.SZ,นþถ๛หน,2014-03-31,5.7221,5.7932,5.8223,5.693,5.7383,688782,12236388.3,0.0162,0.2825,17.7653,2.0764,588803692.25,N/A,1618800000,33172039,0,91200000,27.6833,2.6785,2.6361,-82.6523,
002615.SZ,นþถ๛หน,2014-04-01,5.7383,5.79,5.8935,5.7642,5.8838,791034,14341106,0.1455,2.5352,18.1296,2.3846,603731109.8,N/A,1659840000,33172039,0,91200000,28.3852,2.7464,2.7029,-84.7477,
002615.SZ,นþถ๛หน,2014-04-02,5.8838,5.8611,6.0195,5.8417,5.9258,839397,15410429.7,0.042,0.7143,18.3589,2.5304,608043474.87,N/A,1671696000,33172039,0,91200000,28.5879,2.766,2.7223,-85.353,
002615.SZ,นþถ๛หน,2014-04-03,5.9258,5.8676,5.9646,5.8514,5.8773,695112,12678959.4,-0.0485,-0.8183,18.2402,2.0955,603067669.02,N/A,1658016000,33172039,0,91200000,28.354,2.7434,2.7,-84.6545,
002615.SZ,นþถ๛หน,2014-04-04,5.8773,5.8902,5.9614,5.8611,5.9517,579410,10633526.3,0.0744,1.2651,18.3523,1.7467,610697237.99,N/A,1678992000,33172039,0,91200000,28.7127,2.7781,2.7341,-85.7255,
002615.SZ,นþถ๛หน,2014-04-08,5.9517,5.9517,6.0357,5.9355,5.9711,811301,15017281.7,0.0194,0.3259,18.5101,2.4457,612687560.33,N/A,1684464000,33172039,0,91200000,28.8063,2.7871,2.743,-86.0049,
002615.SZ,นþถ๛หน,2014-04-09,5.9711,5.9808,6.026,5.9614,6.0066,795428,14748681.4,0.0356,0.5956,18.5418,2.3979,616336484.62,N/A,1694496000,33172039,0,91200000,28.9778,2.8037,2.7594,-86.5171,
002615.SZ,นþถ๛หน,2014-04-10,6.0066,6.0098,6.0551,5.9711,6.026,983303,18321904.6,0.0194,0.3229,18.633,2.9643,618326806.96,N/A,1699968000,33172039,0,91200000,29.0714,2.8128,2.7683,-86.7965,
002615.SZ,นþถ๛หน,2014-04-11,6.026,6.0228,6.2394,5.9323,6.22,1842190,34759992.4,0.194,3.2189,18.8688,5.5534,638230030.36,N/A,1754688000,33172039,0,91200000,30.0072,2.9033,2.8574,-89.5904,
002615.SZ,นþถ๛หน,2014-04-14,6.22,6.2394,6.3299,6.1586,6.1877,1395843,26828431.2,-0.0323,-0.5198,19.2202,4.2079,634912826.46,N/A,1745568000,33172039,0,91200000,29.8512,2.8883,2.8425,-89.1248,
002615.SZ,นþถ๛หน,2014-04-15,6.1877,6.1586,6.2976,6.1489,6.2264,1283835,24761137.8,0.0388,0.627,19.2869,3.8702,638893471.14,N/A,1756512000,33172039,0,91200000,30.0384,2.9064,2.8604,-89.6835,
002615.SZ,นþถ๛หน,2014-04-16,6.2264,6.1715,6.2491,6.1521,6.2038,608082,11653787.8,-0.0226,-0.3634,19.1648,1.8331,636571428.41,N/A,1750128000,33172039,0,91200000,29.9292,2.8958,2.85,-89.3576,
002615.SZ,นþถ๛หน,2014-04-17,6.2038,6.1909,6.3299,6.1747,6.1747,715972,13824510.3,-0.0291,-0.469,19.3087,2.1584,633585944.9,N/A,1741920000,33172039,0,91200000,29.7888,2.8822,2.8366,-88.9385,
002615.SZ,นþถ๛หน,2014-04-18,6.1747,6.2717,6.4915,6.2264,6.3913,2337571,46308902.8,0.2166,3.5079,19.8107,7.0468,655811211.03,N/A,1803024000,33172039,0,91200000,30.8338,2.9833,2.9361,-92.0583,
002615.SZ,นþถ๛หน,2014-04-21,6.3913,6.401,6.6532,6.401,6.5077,2793608,56635862.9,0.1164,1.8209,20.2734,8.4216,667753145.07,N/A,1835856000,33172039,0,91200000,31.3952,3.0376,2.9896,-93.7347,
002615.SZ,นþถ๛หน,2014-04-22,6.5077,6.4495,6.498,6.3073,6.4237,1571739,31110122.8,-0.0841,-1.2916,19.7934,4.7381,659128414.93,N/A,1812144000,33172039,0,91200000,30.9897,2.9984,2.951,-92.524,
002615.SZ,นþถ๛หน,2014-04-23,6.4237,6.3816,6.6273,6.3719,6.5433,1406511,28410552.3,0.1196,1.8621,20.1993,4.24,671402069.36,N/A,1845888000,33172039,0,91200000,31.5668,3.0542,3.0059,-94.2469,
002615.SZ,นþถ๛หน,2014-04-24,6.5433,6.5821,6.5821,6.4818,6.5433,1028652,20785580.3,0,0,20.2066,3.101,671402069.36,N/A,1845888000,33172039,0,91200000,31.5668,3.0542,3.0059,-94.2469,
002615.SZ,นþถ๛หน,2014-04-25,6.5433,6.5174,6.5303,6.4043,6.4689,1001131,20021933.8,-0.0744,-1.1364,19.9993,3.018,663772500.39,N/A,1824912000,33172039,0,91200000,31.2081,3.0195,2.9718,-93.1759,
002615.SZ,นþถ๛หน,2014-04-28,6.4689,6.401,6.4592,6.1974,6.2071,1159218,22570869.8,-0.2619,-4.048,19.4708,3.4946,636903148.8,N/A,1751040000,33172039,0,91200000,29.9448,2.8973,2.8515,-89.4041,
002615.SZ,นþถ๛หน,2014-04-29,6.2071,6.2426,6.4237,6.2329,6.4172,712109,14012401.2,0.2101,3.3854,19.6773,2.1467,658464974.15,N/A,1810320000,33172039,0,91200000,30.9586,2.9954,2.948,-92.4308,
002615.SZ,นþถ๛หน,2014-04-30,6.4172,6.4204,6.5788,6.401,6.5788,1096329,22162235.9,0.1616,2.5189,20.2149,3.305,675050993.65,N/A,1855920000,33172039,0,91200000,31.7384,3.0708,3.0222,-94.7591,
002615.SZ,นþถ๛หน,2014-05-05,6.5788,6.5821,6.8116,6.5788,6.7825,1843391,38559572.6,0.2037,3.0958,20.9177,5.5571,695949378.22,N/A,1913376000,33172039,0,91200000,32.7209,3.1659,3.1158,-97.6926,
002615.SZ,นþถ๛หน,2014-05-06,6.7825,6.7566,6.8051,6.679,6.7857,1211079,25284616.3,0.0032,0.0477,20.8778,3.6509,696281098.61,N/A,1914288000,33172039,0,91200000,32.7365,3.1674,3.1173,-97.7392,
002615.SZ,นþถ๛หน,2014-05-07,6.7857,6.9118,7.4355,6.9021,7.012,4552650,99784983.3,0.2263,3.3349,21.918,13.7244,719501525.91,N/A,1978128000,33172039,0,91200000,33.8283,3.2731,3.2213,-100.9987,
002615.SZ,นþถ๛หน,2014-05-08,7.012,6.9234,7.1531,6.7922,6.7922,2734706,58044065.8,-0.2198,-3.1353,21.225,8.244,686661207.3,N/A,1887840000,33172039,0,91200000,32.2842,3.1237,3.0742,-96.3888,
002615.SZ,นþถ๛หน,2014-05-09,6.7922,6.7069,6.7134,6.4772,6.5723,2271538,45676440.3,-0.2198,-3.2367,20.1082,6.8477,664435941.17,N/A,1826736000,33172039,0,91200000,31.2393,3.0226,2.9747,-93.269,
002615.SZ,นþถ๛หน,2014-05-12,6.5723,6.6544,6.7922,6.6478,6.7167,1708875,35005602.7,0.1444,2.1967,20.4846,5.1516,679031638.33,N/A,1866864000,33172039,0,91200000,31.9255,3.089,3.0401,-95.3178,
002615.SZ,นþถ๛หน,2014-05-13,6.7167,6.7594,6.7594,6.5822,6.6609,1184805,24078204.9,-0.0558,-0.8305,20.3225,3.5717,673392391.7,N/A,1851360000,33172039,0,91200000,31.6604,3.0633,3.0148,-94.5263,
002615.SZ,นþถ๛หน,2014-05-14,6.6609,6.6511,6.6642,6.5297,6.5527,1072954,21497764.5,-0.1083,-1.6256,20.0361,3.2345,662445618.83,N/A,1821264000,33172039,0,91200000,31.1457,3.0135,2.9658,-92.9896,
002615.SZ,นþถ๛หน,2014-05-15,6.5527,6.5625,6.6937,6.5395,6.5658,1138503,23007119.6,0.0131,0.2003,20.2082,3.4321,663772500.39,N/A,1824912000,33172039,0,91200000,31.2081,3.0195,2.9718,-93.1759,
002615.SZ,นþถ๛หน,2014-05-16,6.5658,6.5231,6.5592,6.3328,6.4148,1249886,24510147.5,-0.1509,-2.2989,19.6099,3.7679,648513362.45,N/A,1782960000,33172039,0,91200000,30.4907,2.9501,2.9034,-91.0339,
002615.SZ,นþถ๛หน,2014-05-19,6.4148,6.382,6.9169,6.382,6.8873,2448620,49892081.2,0.4725,7.3657,20.3756,7.3816,696281098.61,N/A,1914288000,33172039,0,91200000,32.7365,3.1674,3.1173,-97.7392,
002615.SZ,นþถ๛หน,2014-05-20,6.8873,6.9497,7.0055,6.8447,6.9267,2532735,53630063.4,0.0394,0.5717,21.1748,7.6352,700261743.29,N/A,1925232000,33172039,0,91200000,32.9237,3.1855,3.1351,-98.298,
002615.SZ,นþถ๛หน,2014-05-21,6.9267,6.9366,7.1859,6.825,7.1269,3039869,65619317,0.2002,2.8896,21.5862,9.1639,720496687.08,N/A,1980864000,33172039,0,91200000,33.8751,3.2776,3.2257,-101.1384,
002615.SZ,นþถ๛หน,2014-05-22,7.1269,7.0842,7.1761,6.9989,7.0711,1794383,38699212.9,-0.0558,-0.7827,21.5669,5.4093,714857440.45,N/A,1965360000,33172039,0,91200000,33.6099,3.2519,3.2005,-100.3468,
002615.SZ,นþถ๛หน,2014-05-23,7.0711,7.0219,7.1531,7.0055,7.1039,1340613,28996920.6,0.0328,0.464,21.6296,4.0414,718174644.35,N/A,1974480000,33172039,0,91200000,33.7659,3.267,3.2153,-100.8125,
002615.SZ,นþถ๛หน,2014-05-26,7.1039,7.1137,7.1531,7.0153,7.1367,1508222,32565296.6,0.0328,0.4619,21.5918,4.5467,721491848.25,N/A,1983600000,33172039,0,91200000,33.9218,3.2821,3.2302,-101.2781,
002615.SZ,นþถ๛หน,2014-05-27,7.1367,7.1203,7.1203,6.9562,6.9661,1450533,31128662.7,-0.1706,-2.3908,21.4602,4.3728,704242387.97,N/A,1936176000,33172039,0,91200000,33.1108,3.2036,3.1529,-98.8568,
002615.SZ,นþถ๛หน,2014-05-28,6.9661,6.9891,7.0875,6.953,7.058,1266026,27132337,0.0919,1.3189,21.4311,3.8165,713530558.89,N/A,1961712000,33172039,0,91200000,33.5475,3.2459,3.1945,-100.1606,
002615.SZ,นþถ๛หน,2014-05-29,7.058,7.0383,7.0875,6.5133,6.5133,4224058,86783230.3,-0.5447,-7.7173,20.545,12.7338,658464974.15,N/A,1810320000,33172039,0,91200000,30.9586,2.9954,2.948,-92.4308,
002615.SZ,นþถ๛หน,2014-05-30,6.5133,6.5625,6.6314,6.5034,6.6248,1976276,39585791,0.1116,1.7128,20.0305,5.9577,669743467.41,N/A,1841328000,33172039,0,91200000,31.4888,3.0467,2.9985,-94.014,
002615.SZ,นþถ๛หน,2014-06-03,6.6248,6.6544,6.6708,6.5297,6.5625,1332892,26757380.6,-0.0623,-0.9411,20.0747,4.0181,663440780,N/A,1824000000,33172039,0,91200000,31.1925,3.018,2.9703,-93.1293,
002615.SZ,นþถ๛หน,2014-06-04,6.5625,6.5625,6.6183,6.5067,6.6084,1050524,21009735.1,0.0459,0.7,19.9993,3.1669,668084865.46,N/A,1836768000,33172039,0,91200000,31.4108,3.0392,2.9911,-93.7812,
002615.SZ,นþถ๛หน,2014-06-05,6.6084,6.6084,6.8414,6.5691,6.7889,1675321,34405605.6,0.1805,2.7309,20.5367,5.0504,686329486.91,N/A,1886928000,33172039,0,91200000,32.2686,3.1221,3.0727,-96.3423,
002615.SZ,นþถ๛หน,2014-06-06,6.7889,6.8119,6.825,6.6544,6.743,1332546,27306091.6,-0.0459,-0.6767,20.4917,4.0171,681685401.45,N/A,1874160000,33172039,0,91200000,32.0503,3.101,3.052,-95.6904,
002615.SZ,นþถ๛หน,2014-06-09,6.743,6.7725,6.8545,6.6937,6.7594,1404532,29134987.4,0.0164,0.2433,20.7436,4.2341,683344003.4,N/A,1878720000,33172039,0,91200000,32.1283,3.1086,3.0594,-95.9232,
002615.SZ,นþถ๛หน,2014-06-10,6.7594,6.7266,6.8217,6.5953,6.7331,1543919,31460490.9,-0.0262,-0.3883,20.377,4.6543,680690240.28,N/A,1871424000,33172039,0,91200000,32.0035,3.0965,3.0475,-95.5507,
002615.SZ,นþถ๛หน,2014-06-11,6.7331,6.7266,6.7758,6.6741,6.7364,1294956,26529617.6,0.0033,0.0487,20.4869,3.9038,681021960.67,N/A,1872336000,33172039,0,91200000,32.0191,3.098,3.049,-95.5972,
002615.SZ,นþถ๛หน,2014-06-12,6.7364,6.7298,6.7692,6.6412,6.6609,969943,19770417.6,-0.0755,-1.1203,20.3831,2.924,673392391.7,N/A,1851360000,33172039,0,91200000,31.6604,3.0633,3.0148,-94.5263,
002615.SZ,นþถ๛หน,2014-06-13,6.6609,6.6609,6.7102,6.5723,6.6642,1437776,29100383.4,0.0033,0.0493,20.2399,4.3343,673724112.09,N/A,1852272000,33172039,0,91200000,31.676,3.0648,3.0163,-94.5728,
002615.SZ,นþถ๛หน,2014-06-16,6.6642,6.6609,6.6609,6.5231,6.5822,1832162,36686816.3,-0.082,-1.2309,20.0238,5.5232,665431102.34,N/A,1829472000,33172039,0,91200000,31.2861,3.0271,2.9792,-93.4087,
002615.SZ,นþถ๛หน,2014-06-17,6.5822,6.6019,6.6117,6.5362,6.5789,801009,16075965.8,-0.0033,-0.0499,20.0696,2.4147,665099381.95,N/A,1828560000,33172039,0,91200000,31.2705,3.0256,2.9777,-93.3621,
002615.SZ,นþถ๛หน,2014-06-18,6.5789,6.5461,6.5986,6.277,6.277,1771901,34595538.9,-0.3019,-4.5885,19.5245,5.3415,634581106.07,N/A,1744656000,33172039,0,91200000,29.8356,2.8867,2.8411,-89.0782,
002615.SZ,นþถ๛หน,2014-06-19,6.277,6.2737,6.3492,6.1294,6.195,1601817,30457800.4,-0.082,-1.3068,19.0145,4.8288,626288096.32,N/A,1721856000,33172039,0,91200000,29.4457,2.849,2.8039,-87.9141,
002615.SZ,นþถ๛หน,2014-06-20,6.195,6.218,6.4017,6.2147,6.3755,990593,19132280.5,0.1805,2.9131,19.314,2.9862,644532717.77,N/A,1772016000,33172039,0,91200000,30.3035,2.932,2.8856,-90.4751,
002615.SZ,นþถ๛หน,2014-06-23,6.3755,6.3689,6.5428,6.3689,6.4444,1182844,23392995.1,0.0689,1.0808,19.7769,3.5658,651498845.96,N/A,1791168000,33172039,0,91200000,30.631,2.9637,2.9168,-91.453,
002615.SZ,นþถ๛หน,2014-06-24,6.4444,6.4345,6.5198,6.4214,6.487,701126,13856429.3,0.0427,0.6619,19.7631,2.1136,655811211.03,N/A,1803024000,33172039,0,91200000,30.8338,2.9833,2.9361,-92.0583,
002615.SZ,นþถ๛หน,2014-06-25,6.487,6.4575,6.7233,6.4575,6.592,2542462,51374042.8,0.105,1.6186,20.2064,7.6645,666426263.51,N/A,1832208000,33172039,0,91200000,31.3329,3.0316,2.9836,-93.5484,
002615.SZ,นþถ๛หน,2014-06-26,6.592,6.5625,6.7069,6.5198,6.6577,2418909,48837417.3,0.0656,0.9955,20.1899,7.292,673060671.31,N/A,1850448000,33172039,0,91200000,31.6448,3.0618,3.0133,-94.4797,
002615.SZ,นþถ๛หน,2014-06-27,6.6577,6.7036,6.9497,6.6445,6.8972,4115088,85430962.5,0.2395,3.5978,20.7604,12.4053,697276259.78,N/A,1917024000,33172039,0,91200000,32.7833,3.1719,3.1218,-97.8789,
002615.SZ,นþถ๛หน,2014-06-30,6.8972,6.8775,6.9103,6.7987,6.8611,1805079,37773609.4,-0.0361,-0.5233,20.9263,5.4311,694960159.8,N/A,1906992000,33235780,0,91200000,32.6118,3.1553,3.1054,-97.3667,
002615.SZ,นþถ๛หน,2014-07-01,6.8611,6.8644,7.0711,6.8316,6.9464,2386548,50819237.2,0.0853,1.2434,21.294,7.1807,703601462.6,N/A,1930704000,33235780,0,91200000,33.0173,3.1946,3.144,-98.5774,
002615.SZ,นþถ๛หน,2014-07-02,6.9464,6.9497,6.9989,6.6773,6.9595,1927651,40805375.5,0.0131,0.1889,21.1684,5.7999,704930893.8,N/A,1934352000,33235780,0,91200000,33.0796,3.2006,3.15,-98.7636,
002615.SZ,นþถ๛หน,2014-07-03,6.9595,6.953,6.9891,6.7922,6.8316,2916265,61003384.4,-0.128,-1.8388,20.9183,8.7745,691968939.6,N/A,1898784000,33235780,0,91200000,32.4714,3.1418,3.0921,-96.9476,
002615.SZ,นþถ๛หน,2014-07-04,6.8316,6.8348,6.9169,6.825,6.8512,1226317,25664155.3,0.0197,0.2882,20.9278,3.6897,693963086.4,N/A,1904256000,33235780,0,91200000,32.565,3.1508,3.101,-97.227,
002615.SZ,นþถ๛หน,2014-07-07,6.8512,6.8283,6.8873,6.6937,6.7856,1609983,33277117.5,-0.0656,-0.9579,20.6692,4.8441,687315930.4,N/A,1886016000,33235780,0,91200000,32.253,3.1206,3.0713,-96.2957,
002615.SZ,นþถ๛หน,2014-07-08,6.7856,6.7659,7.1203,6.7659,7.0744,2969986,63392715.7,0.2887,4.2553,21.3444,8.9361,716563416.8,N/A,1966272000,33235780,0,91200000,33.6255,3.2534,3.202,-100.3934,
002615.SZ,นþถ๛หน,2014-07-09,7.0744,7.0317,7.1695,6.8939,6.9202,2336224,50101122.3,-0.1542,-2.18,21.4453,7.0292,700942600.2,N/A,1923408000,33235780,0,91200000,32.8925,3.1825,3.1322,-98.2049,
002615.SZ,นþถ๛หน,2014-07-10,6.9202,6.9891,7.3205,6.9234,7.1794,3254171,71037643.9,0.2592,3.7459,21.8297,9.7912,727198866.4,N/A,1995456000,33235780,0,91200000,34.1246,3.3017,3.2495,-101.8835,
002615.SZ,นþถ๛หน,2014-07-11,7.1794,7.1531,7.5731,7.1531,7.3861,4434707,100191955.5,0.2067,2.8793,22.5927,13.3432,748137407.8,N/A,2052912000,33235780,0,91200000,35.1072,3.3968,3.343,-104.817,
002615.SZ,นþถ๛หน,2014-07-14,7.3861,7.4091,7.7109,7.3533,7.6847,3889764,89577111.7,0.2986,4.0426,23.0289,11.7035,778381967.6,N/A,2135904000,33235780,0,91200000,36.5264,3.5341,3.4782,-109.0544,
002615.SZ,นþถ๛หน,2014-07-15,7.6847,7.7109,7.7503,7.432,7.5731,2374165,54912260.5,-0.1116,-1.4518,23.1291,7.1434,767081802.4,N/A,2104896000,33235780,0,91200000,35.9961,3.4828,3.4277,-107.4712,
002615.SZ,นþถ๛หน,2014-07-16,7.5731,7.5403,7.5895,7.2352,7.3041,1757372,39562956.3,-0.2691,-3.5529,22.5126,5.2876,739828462.8,N/A,2030112000,33235780,0,91200000,34.7172,3.3591,3.3059,-103.6529,
002615.SZ,นþถ๛หน,2014-07-17,7.3041,7.2844,7.4025,7.2122,7.3467,1269650,28386685.3,0.0427,0.584,22.3579,3.8201,744149114.2,N/A,2041968000,33235780,0,91200000,34.92,3.3787,3.3252,-104.2583,
002615.SZ,นþถ๛หน,2014-07-18,7.3467,7.327,7.4222,7.1892,7.2352,1300132,28903556.2,-0.1116,-1.5185,22.2312,3.9118,732848949,N/A,2010960000,33235780,0,91200000,34.3897,3.3274,3.2747,-102.6751,
002615.SZ,นþถ๛หน,2014-07-21,7.2352,7.1892,7.3303,7.1892,7.2384,852744,18877300.4,0.0033,0.0454,22.1371,2.5657,733181306.8,N/A,2011872000,33235780,0,91200000,34.4053,3.3289,3.2762,-102.7216,
002615.SZ,นþถ๛หน,2014-07-22,7.2384,7.2417,7.2975,7.1531,7.268,1125378,24779272.1,0.0295,0.408,22.0186,3.386,736172527,N/A,2020080000,33235780,0,91200000,34.5457,3.3425,3.2896,-103.1407,
002615.SZ,นþถ๛หน,2014-07-23,7.268,7.2516,7.3041,6.9562,6.9628,1803189,38962334.8,-0.3052,-4.1986,21.6075,5.4254,705263251.6,N/A,1935264000,33235780,0,91200000,33.0952,3.2021,3.1515,-98.8102,
002615.SZ,นþถ๛หน,2014-07-24,6.9628,6.9595,7.0153,6.6937,6.7889,2310008,47869550.1,-0.1739,-2.4976,20.7227,6.9504,687648288.2,N/A,1886928000,33235780,0,91200000,32.2686,3.1221,3.0727,-96.3423,
002615.SZ,นþถ๛หน,2014-07-25,6.7889,6.7856,6.8348,6.7462,6.8184,1178405,24415891.7,0.0295,0.435,20.7194,3.5456,690639508.4,N/A,1895136000,33235780,0,91200000,32.409,3.1357,3.0861,-96.7614,
002615.SZ,นþถ๛หน,2014-07-28,6.8184,6.825,7.0087,6.8184,6.9956,1981131,41733476.9,0.1772,2.5987,21.0655,5.9608,708586829.6,N/A,1944384000,33235780,0,91200000,33.2512,3.2172,3.1663,-99.2758,
002615.SZ,นþถ๛หน,2014-07-29,6.9956,6.9989,7.0481,6.9234,7.0055,1658092,35307643.9,0.0098,0.1407,21.2941,4.9889,709583903,N/A,1947120000,33235780,0,91200000,33.298,3.2217,3.1708,-99.4155,
002615.SZ,นþถ๛หน,2014-07-30,7.0055,6.9562,7.1137,6.9562,7.0842,1406620,30242035.6,0.0787,1.1241,21.4998,4.2322,717560490.2,N/A,1969008000,33235780,0,91200000,33.6723,3.258,3.2064,-100.5331,
002615.SZ,นþถ๛หน,2014-07-31,7.0842,7.0973,7.1794,7.0711,7.1334,1173233,25511925.1,0.0492,0.6948,21.745,3.53,722545857.2,N/A,1982688000,33235780,0,91200000,33.9062,3.2806,3.2287,-101.2316,
002615.SZ,นþถ๛หน,2014-08-01,7.1334,7.1367,7.2778,7.0252,7.0416,1786597,39022870,-0.0919,-1.2879,21.842,5.3755,713239838.8,N/A,1957152000,33235780,0,91200000,33.4695,3.2383,3.1871,-99.9277,
002615.SZ,นþถ๛หน,2014-08-04,7.0416,7.0416,7.2187,7.0055,7.1892,1446418,31453674.4,0.1477,2.0969,21.7459,4.352,728195939.8,N/A,1998192000,33235780,0,91200000,34.1714,3.3062,3.2539,-102.0232,
002615.SZ,นþถ๛หน,2014-08-05,7.1892,7.2155,7.245,7.1498,7.245,1096768,24049293.6,0.0558,0.7759,21.9274,3.3,733846022.4,N/A,2013696000,33235780,0,91200000,34.4365,3.3319,3.2792,-102.8148,
002615.SZ,นþถ๛หน,2014-08-06,7.245,7.222,7.2483,7.1662,7.1794,1057204,23167997.2,-0.0656,-0.9058,21.9144,3.1809,727198866.4,N/A,1995456000,33235780,0,91200000,34.1246,3.3017,3.2495,-101.8835,
002615.SZ,นþถ๛หน,2014-08-07,7.1794,7.1794,7.2187,7.0481,7.0744,1402923,30458351.1,-0.105,-1.4625,21.7106,4.2211,716563416.8,N/A,1966272000,33235780,0,91200000,33.6255,3.2534,3.202,-100.3934,
002615.SZ,นþถ๛หน,2014-08-08,7.0744,7.0908,7.2712,7.0908,7.2417,1693605,37239908.7,0.1673,2.3655,21.9885,5.0957,733513664.6,N/A,2012784000,33235780,0,91200000,34.4209,3.3304,3.2777,-102.7682,
002615.SZ,นþถ๛หน,2014-08-11,7.2417,7.2417,7.3664,7.1991,7.2811,2102723,46793246,0.0394,0.5437,22.2536,6.3267,737501958.2,N/A,2023728000,33235780,0,91200000,34.6081,3.3485,3.2955,-103.327,
002615.SZ,นþถ๛หน,2014-08-12,7.2811,7.2811,7.5731,7.2778,7.5534,4140379,94385269.4,0.2723,3.7404,22.7963,12.4576,765087655.6,N/A,2099424000,33235780,0,91200000,35.9026,3.4737,3.4188,-107.1918,
002615.SZ,นþถ๛หน,2014-08-13,7.5534,7.5502,7.7306,7.4452,7.7306,4205285,97124479.6,0.1772,2.3458,23.0958,12.6529,783034976.8,N/A,2148672000,33235780,0,91200000,36.7448,3.5552,3.499,-109.7063,
002615.SZ,นþถ๛หน,2014-08-14,7.7306,7.7208,7.9439,7.6355,7.6355,3863841,91827716.2,-0.0952,-1.2309,23.7659,11.6255,773396600.6,N/A,2122224000,33235780,0,91200000,36.2925,3.5115,3.4559,-108.356,
002615.SZ,นþถ๛หน,2014-08-15,7.6355,7.6847,7.8258,7.6158,7.7569,2202105,51948559.1,0.1214,1.59,23.5904,6.6257,785693839.2,N/A,2155968000,33235780,0,91200000,36.8695,3.5673,3.5109,-110.0788,
002615.SZ,นþถ๛หน,2014-08-18,7.7569,7.7602,7.875,7.7109,7.8028,1801741,42784656.5,0.0459,0.5922,23.7463,5.4211,790346848.4,N/A,2168736000,33235780,0,91200000,37.0879,3.5884,3.5317,-110.7308,
002615.SZ,นþถ๛หน,2014-08-19,7.8028,7.8028,7.8258,7.5141,7.7044,3274012,76043530.3,-0.0984,-1.2616,23.2264,9.8509,780376114.4,N/A,2141376000,33235780,0,91200000,36.62,3.5432,3.4871,-109.3338,
002615.SZ,นþถ๛หน,2014-08-20,7.7044,7.7109,8.1637,7.7044,8.0292,4463191,107991644.8,0.3248,4.2164,24.1961,13.4289,813279536.6,N/A,2231664000,33235780,0,91200000,38.164,3.6926,3.6341,-113.9437,
002615.SZ,นþถ๛หน,2014-08-21,8.0292,7.9997,8.0456,7.7766,7.8028,3079715,74076329.7,-0.2264,-2.8198,24.053,9.2663,790346848.4,N/A,2168736000,33235780,0,91200000,37.0879,3.5884,3.5317,-110.7308,
002615.SZ,นþถ๛หน,2014-08-22,7.8028,7.8881,8.1966,7.875,8.1112,3559607,87371315,0.3084,3.9529,24.5452,10.7102,821588481.6,N/A,2254464000,33235780,0,91200000,38.5539,3.7303,3.6713,-115.1078,
002615.SZ,นþถ๛หน,2014-08-25,8.1112,8.0587,8.1966,7.9636,8.1047,1693671,41702048.1,-0.0066,-0.0809,24.6223,5.0959,820923766,N/A,2252640000,33235780,0,91200000,38.5227,3.7273,3.6683,-115.0147,
002615.SZ,นþถ๛หน,2014-08-26,8.1047,8.0719,8.1506,7.6552,7.7372,2981055,71468390,-0.3675,-4.5344,23.9742,8.9694,783699692.4,N/A,2150496000,33235780,0,91200000,36.776,3.5583,3.5019,-109.7995,
002615.SZ,นþถ๛หน,2014-08-27,7.7372,7.7077,7.8258,7.6322,7.8094,1570555,37037577.3,0.0722,0.933,23.5825,4.7255,791011564,N/A,2170560000,33235780,0,91200000,37.1191,3.5915,3.5346,-110.8239,
002615.SZ,นþถ๛หน,2014-08-28,7.8094,7.8094,7.8127,7.6519,7.665,749516,17594693.5,-0.1444,-1.8487,23.4747,2.2551,776387820.8,N/A,2130432000,33235780,0,91200000,36.4328,3.5251,3.4693,-108.775,
002615.SZ,นþถ๛หน,2014-08-29,7.665,7.7044,7.8356,7.6748,7.7897,756711,17928821.4,0.1247,1.6267,23.6931,2.2768,789017417.2,N/A,2165088000,33235780,0,91200000,37.0255,3.5824,3.5257,-110.5445,
