¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
000022.SZ,…Ó≥‡ÕÂA,1993-05-05,N/A,4.3496,4.3496,3.7697,3.8224,318500,23827000,N/A,N/A,74.81,0.7963,580000000,N/A,4501815000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-06,3.8224,3.8224,3.8224,3.6379,3.7433,225100,15915000,-0.0791,-2.069,70.7019,0.5627,568000000,N/A,4408674000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-07,3.7433,3.7828,3.8751,3.7169,3.8487,227100,16448000,0.1054,2.8169,72.4262,0.5677,584000000,N/A,4532862000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-10,3.8487,3.8619,3.9542,3.8619,3.8751,191900,14224000,0.0264,0.6849,74.1219,0.4797,588000000,N/A,4563909000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-11,3.8751,3.8751,3.8751,3.7433,3.8224,125500,9002000,-0.0527,-1.3605,71.7291,0.3138,580000000,N/A,4501815000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-12,3.8224,3.8224,3.9278,3.796,3.9015,179900,13133000,0.0791,2.069,73.0017,0.4497,592000000,N/A,4594956000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-13,3.9015,3.9015,3.9542,3.9015,3.941,204300,15266000,0.0395,1.0135,74.7234,0.5108,598000000,N/A,4641526500,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-14,3.941,3.9542,4.0201,3.941,3.9542,150700,11361000,0.0132,0.3344,75.3882,0.3768,600000000,N/A,4657050000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-17,3.9542,3.9542,3.9674,3.7697,3.796,400800,5859000,-0.1582,-4,14.6183,1.002,576000000,N/A,4470768000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-18,3.796,3.8224,3.8487,3.7433,3.8224,297300,4289000,0.0264,0.6944,14.4265,0.7432,580000000,N/A,4501815000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-19,3.8224,3.8224,3.8224,3.7697,3.796,229800,3304000,-0.0264,-0.6897,14.3777,0.5745,576000000,N/A,4470768000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-20,3.796,3.796,3.8224,3.7433,3.7565,282200,4031000,-0.0395,-1.0417,14.2842,0.7055,570000000,N/A,4424197500,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-21,3.7565,3.7433,3.7433,3.6115,3.6906,333100,4651000,-0.0659,-1.7544,13.9628,0.8327,560000000,N/A,4346580000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-24,3.6906,3.651,3.651,3.3742,3.427,312900,4087000,-0.2636,-7.1429,13.0617,0.7823,520000000,N/A,4036110000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-25,3.427,3.427,3.5192,3.3479,3.5192,389000,5035000,0.0923,2.6923,12.9434,0.9725,534000000,N/A,4144774500,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-26,3.5192,3.5192,3.5588,3.427,3.427,326600,4309000,-0.0923,-2.6217,13.1935,0.8165,520000000,N/A,4036110000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-27,3.427,3.4665,3.4665,3.3215,3.4006,280300,3619000,-0.0264,-0.7692,12.9112,0.7007,516000000,N/A,4005063000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-28,3.4006,3.427,3.4401,3.3611,3.4006,247000,3185000,0,0,12.8947,0.6175,516000000,N/A,4005063000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
000022.SZ,…Ó≥‡ÕÂA,1993-05-31,3.4006,3.427,3.4665,3.3742,3.427,262800,3408000,0.0264,0.7752,12.968,0.657,520000000,N/A,4036110000,40000000,40000000,310470000,N/A,N/A,N/A,N/A,
