旗鷹,酒各,晩豚,念辺徒勺(圷),蝕徒勺(圷),恷互勺(圷),恷詰勺(圷),辺徒勺(圷),撹住楚(紘),撹住署駆(圷),嫻鋸(圷),嫻鋸嫌(%),譲勺(圷),算返楕(%),A紘送宥偏峙(圷),B紘送宥偏峙(圷),悳偏峙(圷),A紘送宥紘云(紘),B紘送宥紘云(紘),悳紘云(紘),偏哢楕,偏昌楕,偏��楕,偏�崑�,
002397.SZ,知準社慶,2011-12-14,5.8822,5.7607,5.863,5.7586,5.8204,86864,2361615.2,-0.0618,-1.0511,27.1875,0.187,1268254396.5,N/A,4127760000,46456205,0,151200000,44.9885,4.0287,4.827,13.1997,
002397.SZ,知準社慶,2011-12-15,5.8204,5.8161,5.8183,5.6136,5.6946,79960,2139185.6,-0.1258,-2.1612,26.7532,0.1721,1240845235.55,N/A,4038552000,46456205,0,151200000,44.0162,3.9416,4.7227,12.9144,
002397.SZ,知準社慶,2011-12-16,5.6946,5.6776,5.8204,5.6221,5.7735,113845,3069252,0.0789,1.3852,26.9599,0.2451,1258034031.4,N/A,4094496000,46456205,0,151200000,44.626,3.9962,4.7881,13.0933,
002397.SZ,知準社慶,2011-12-19,5.7735,5.7181,5.7564,5.6754,5.7181,149471,4004459.4,-0.0554,-0.9601,26.7909,0.3217,1245955418.1,N/A,4055184000,46456205,0,151200000,44.1975,3.9578,4.7422,12.9676,
002397.SZ,知準社慶,2011-12-20,5.7181,5.6669,5.8097,5.6285,5.7138,222376,5982612.1,-0.0043,-0.0746,26.9031,0.4787,1245026294,N/A,4052160000,46456205,0,151200000,44.1646,3.9549,4.7386,12.9579,
002397.SZ,知準社慶,2011-12-21,5.7138,5.7095,5.7436,5.6328,5.7095,92261,2467038.1,-0.0043,-0.0746,26.7398,0.1986,1244097169.9,N/A,4049136000,46456205,0,151200000,44.1316,3.9519,4.7351,12.9482,
002397.SZ,知準社慶,2011-12-22,5.7095,5.6712,5.7351,5.5496,5.7053,148424,3953514,-0.0043,-0.0747,26.6366,0.3195,1243168045.8,N/A,4046112000,46456205,0,151200000,44.0986,3.949,4.7315,12.9386,
002397.SZ,知準社慶,2011-12-23,5.7053,5.7223,5.7628,5.6712,5.7309,321880,8626272.6,0.0256,0.4484,26.7997,0.6929,1248742790.4,N/A,4064256000,46456205,0,151200000,44.2964,3.9667,4.7528,12.9966,
002397.SZ,知準社慶,2011-12-26,5.7309,5.7309,5.7309,5.6072,5.6285,124970,3326829,-0.1023,-1.7857,26.621,0.269,1226443812,N/A,3991680000,46456205,0,151200000,43.5054,3.8958,4.6679,12.7645,
002397.SZ,知準社慶,2011-12-27,5.6285,5.556,5.6776,5.3727,5.507,114160,2945629.6,-0.1215,-2.1591,25.8026,0.2457,1199963775.15,N/A,3905496000,46456205,0,151200000,42.5661,3.8117,4.5671,12.4889,
002397.SZ,知準社慶,2011-12-28,5.507,5.4366,5.4366,5.1318,5.4366,106413,2658613.2,-0.0704,-1.2776,24.9839,0.2291,1184633227.5,N/A,3855600000,46456205,0,151200000,42.0223,3.763,4.5088,12.3293,
002397.SZ,知準社慶,2011-12-29,5.4366,5.3684,5.5731,5.2853,5.5432,146606,3779207.5,0.1066,1.9608,25.778,0.3156,1207861330,N/A,3931200000,46456205,0,151200000,42.8462,3.8368,4.5972,12.5711,
002397.SZ,知準社慶,2011-12-30,5.5432,5.62,5.62,5.4793,5.5859,140659,3663771.3,0.0426,0.7692,26.0472,0.3028,1217152571,N/A,3961440000,46456205,0,151200000,43.1758,3.8663,4.6325,12.6678,
002397.SZ,知準社慶,2012-01-04,5.5859,5.5859,5.5859,5.2895,5.3258,151262,3810095.4,-0.2601,-4.6565,25.1887,0.3256,1160386072.9,N/A,3776976000,46452605,0,151200000,33.7716,3.4678,3.017,-71.961,
002397.SZ,知準社慶,2012-01-05,5.3258,5.2234,5.2234,4.9314,5.0913,338922,8024279.6,-0.2345,-4.4035,23.6759,0.7296,1109288207.4,N/A,3610656000,46452605,0,151200000,32.2845,3.3151,2.8841,-68.7922,
002397.SZ,知準社慶,2012-01-06,5.0913,4.9377,5.0763,4.8205,5.0529,442589,10279782.8,-0.0384,-0.7538,23.2265,0.9528,1100926738.5,N/A,3583440000,46452605,0,151200000,32.0411,3.2901,2.8624,-68.2737,
002397.SZ,知準社慶,2012-01-09,5.0529,4.9292,5.1168,4.8077,5.1062,258135,6013474.7,0.0533,1.0549,23.2959,0.5557,1112539889.75,N/A,3621240000,46452605,0,151200000,32.3791,3.3248,2.8926,-68.9938,
002397.SZ,知準社慶,2012-01-10,5.1062,5.0316,5.2895,4.925,5.281,258660,6252995.8,0.1748,3.4238,24.1746,0.5568,1150631025.85,N/A,3745224000,46452605,0,151200000,33.4877,3.4386,2.9916,-71.3561,
002397.SZ,知準社慶,2012-01-11,5.281,5.1851,5.2789,5.1424,5.1872,209269,5110491,-0.0938,-1.7763,24.4207,0.4505,1130191879.65,N/A,3678696000,46452605,0,151200000,32.8929,3.3775,2.9385,-70.0885,
002397.SZ,知準社慶,2012-01-12,5.1872,5.1872,5.1872,4.9697,5.0209,343779,8138272.4,-0.1663,-3.2059,23.673,0.7401,1093958847.75,N/A,3560760000,46452605,0,151200000,31.8383,3.2692,2.8443,-67.8415,
002397.SZ,知準社慶,2012-01-13,5.0209,4.8994,4.9783,4.6414,4.7672,382727,8573671.8,-0.2537,-5.0531,22.4015,0.8239,1038680247.8,N/A,3380832000,46452605,0,151200000,30.2295,3.1041,2.7005,-64.4135,
002397.SZ,知準社慶,2012-01-16,4.7672,4.6947,4.6947,4.328,4.3493,317213,6629320.2,-0.4179,-8.7657,20.8986,0.6829,947633142,N/A,3084480000,46452605,0,151200000,27.5797,2.832,2.4638,-58.7672,
002397.SZ,知準社慶,2012-01-17,4.3493,4.3493,4.6052,4.2747,4.5113,414938,8625761.7,0.162,3.7255,20.7881,0.8933,982937121.8,N/A,3199392000,46452605,0,151200000,28.6072,2.9375,2.5556,-60.9566,
002397.SZ,知準社慶,2012-01-18,4.5113,4.5092,4.5838,4.3493,4.4133,1013105,21015049.7,-0.0981,-2.1739,20.7432,2.1809,961568923.5,N/A,3129840000,46452605,0,151200000,27.9853,2.8736,2.5001,-59.6314,
002397.SZ,知準社慶,2012-01-19,4.4133,4.3706,4.5604,4.3088,4.5582,1104226,22923034.1,0.145,3.285,20.7594,2.3771,993156694.9,N/A,3232656000,46452605,0,151200000,28.9046,2.968,2.5822,-61.5903,
002397.SZ,知準社慶,2012-01-20,4.5582,4.5582,4.7118,4.5028,4.6393,549133,11813252.5,0.081,1.7774,21.5126,1.1821,1010808684.8,N/A,3290112000,46452605,0,151200000,29.4184,3.0208,2.6281,-62.685,
002397.SZ,知準社慶,2012-01-30,4.6393,4.6393,4.7224,4.5455,4.6052,404094,8821611.1,-0.0341,-0.7353,21.8306,0.8699,1003376268,N/A,3265920000,46452605,0,151200000,29.202,2.9985,2.6088,-62.2241,
002397.SZ,知準社慶,2012-01-31,4.6052,4.603,4.6265,4.5412,4.6052,136817,2945729.2,0,0,21.5304,0.2945,1003376268,N/A,3265920000,46452605,0,151200000,29.202,2.9985,2.6088,-62.2241,
002397.SZ,知準社慶,2012-02-01,4.6052,4.6094,4.6265,4.4815,4.5412,178228,3813215.4,-0.064,-1.3889,21.3952,0.3837,989440486.5,N/A,3220560000,46452605,0,151200000,28.7965,2.9569,2.5725,-61.3599,
002397.SZ,知準社慶,2012-02-02,4.5412,4.5412,4.5753,4.4858,4.5497,422038,8988347.4,0.0085,0.1878,21.2975,0.9085,991298590.7,N/A,3226608000,46452605,0,151200000,28.8505,2.9625,2.5774,-61.4751,
002397.SZ,知準社慶,2012-02-03,4.5497,4.5924,4.6478,4.522,4.6478,427188,9213743.7,0.0981,2.1556,21.5684,0.9196,1012666789,N/A,3296160000,46452605,0,151200000,29.4724,3.0263,2.6329,-62.8002,
002397.SZ,知準社慶,2012-02-06,4.6478,4.6862,4.6862,4.5902,4.6265,687688,14900728.3,-0.0213,-0.4587,21.6679,1.4804,1008021528.5,N/A,3281040000,46452605,0,151200000,29.3372,3.0124,2.6208,-62.5122,
002397.SZ,知準社慶,2012-02-07,4.6265,4.6158,4.6158,4.4261,4.4602,574277,12090945.5,-0.1663,-3.5945,21.0542,1.2363,971788496.6,N/A,3163104000,46452605,0,151200000,28.2827,2.9041,2.5266,-60.2652,
002397.SZ,知準社慶,2012-02-08,4.4602,4.4602,4.5732,4.392,4.5582,1109025,23335785.3,0.0981,2.1989,21.0417,2.3874,993156694.9,N/A,3232656000,46452605,0,151200000,28.9046,2.968,2.5822,-61.5903,
002397.SZ,知準社慶,2012-02-09,4.5582,4.5177,4.6478,4.5028,4.6158,933906,20112485.7,0.0576,1.2629,21.5359,2.0104,1005698898.25,N/A,3273480000,46452605,0,151200000,29.2696,3.0055,2.6148,-62.3681,
002397.SZ,知準社慶,2012-02-10,4.6158,4.603,4.7288,4.5774,4.6414,936633,20429211.4,0.0256,0.5543,21.8113,2.0163,1011273210.85,N/A,3291624000,46452605,0,151200000,29.4319,3.0221,2.6293,-62.7138,
002397.SZ,知準社慶,2012-02-13,4.6414,4.6393,4.9633,4.5902,4.9463,1515274,34226772.9,0.3049,6.5687,22.5878,3.262,1077700436,N/A,3507840000,46452605,0,151200000,31.3652,3.2207,2.802,-66.8333,
002397.SZ,知準社慶,2012-02-14,4.9463,4.9463,5.006,4.861,4.91,859147,19864516,-0.0362,-0.7328,23.1212,1.8495,1069803493.15,N/A,3482136000,46452605,0,151200000,31.1353,3.1971,2.7815,-66.3436,
002397.SZ,知準社慶,2012-02-15,4.91,4.8717,4.9676,4.8674,4.9676,1050992,24211973.8,0.0576,1.1724,23.0373,2.2625,1082345696.5,N/A,3522960000,46452605,0,151200000,31.5004,3.2345,2.8141,-67.1214,
002397.SZ,知準社慶,2012-02-16,4.9676,4.9463,5.0913,4.8781,5.0145,1244836,29230343.4,0.0469,0.9442,23.4813,2.6798,1092565269.6,N/A,3556224000,46452605,0,151200000,31.7978,3.2651,2.8406,-67.7551,
002397.SZ,知準社慶,2012-02-17,5.0145,5.0145,5.1787,4.974,5.1211,1051387,25049256,0.1066,2.1259,23.825,2.2634,1115791572.1,N/A,3631824000,46452605,0,151200000,32.4738,3.3345,2.901,-69.1955,
002397.SZ,知準社慶,2012-02-20,5.1211,5.2213,5.2213,5.0571,5.0827,753504,18083963.2,-0.0384,-0.7494,23.9998,1.6221,1107430103.2,N/A,3604608000,46452605,0,151200000,32.2304,3.3095,2.8793,-68.677,
002397.SZ,知準社慶,2012-02-21,5.0827,5.0571,5.1062,4.9271,5.0763,490118,11514130.5,-0.0064,-0.1258,23.4926,1.0551,1106036525.05,N/A,3600072000,46452605,0,151200000,32.1898,3.3053,2.8757,-68.5905,
002397.SZ,知準社慶,2012-02-22,5.0763,5.0443,5.1019,5.006,5.0849,1153355,27454318.8,0.0085,0.168,23.8039,2.4829,1107894629.25,N/A,3606120000,46452605,0,151200000,32.2439,3.3109,2.8805,-68.7058,
002397.SZ,知準社慶,2012-02-23,5.0849,5.0849,5.2597,5.0699,5.2021,2253150,54882052.6,0.1173,2.3061,24.3579,4.8504,1133443562,N/A,3689280000,46452605,0,151200000,32.9875,3.3872,2.9469,-70.2902,
002397.SZ,知準社慶,2012-02-24,5.2021,5.1872,5.2874,5.119,5.281,835236,20325491,0.0789,1.5164,24.335,1.798,1150631025.85,N/A,3745224000,46452605,0,151200000,33.4877,3.4386,2.9916,-71.3561,
002397.SZ,知準社慶,2012-02-27,5.281,5.3045,5.3045,5.168,5.2064,977165,23917975.3,-0.0746,-1.413,24.4769,2.1036,1134372614.1,N/A,3692304000,46452605,0,151200000,33.0145,3.39,2.9493,-70.3478,
002397.SZ,知準社慶,2012-02-28,5.2064,5.1915,5.1915,4.9783,5.0145,823662,19503529.3,-0.1919,-3.6855,23.679,1.7731,1092565269.6,N/A,3556224000,46452605,0,151200000,31.7978,3.2651,2.8406,-67.7551,
002397.SZ,知準社慶,2012-02-29,5.0145,4.9591,5.0294,4.8717,4.8781,751076,17377758.8,-0.1364,-2.7211,23.1372,1.6169,1062835602.4,N/A,3459456000,46452605,0,151200000,30.9325,3.1762,2.7634,-65.9114,
002397.SZ,知準社慶,2012-03-01,4.8781,4.8589,4.9676,4.7288,4.9676,1807546,40706448.3,0.0895,1.8357,22.5203,3.8912,1082345696.5,N/A,3522960000,46452605,0,151200000,31.5004,3.2345,2.8141,-67.1214,
002397.SZ,知準社慶,2012-03-02,4.9676,4.9463,4.9719,4.8674,4.9505,1734403,40030318.1,-0.0171,-0.3433,23.0802,3.7337,1078629488.1,N/A,3510864000,46452605,0,151200000,31.3922,3.2234,2.8044,-66.8909,
002397.SZ,知準社慶,2012-03-05,4.9505,4.9527,4.9868,4.7651,4.8034,2768711,63270480.8,-0.1471,-2.9716,22.852,5.9603,1046577190.65,N/A,3406536000,46452605,0,151200000,30.4594,3.1277,2.7211,-64.9032,
002397.SZ,知準社慶,2012-03-06,4.8034,4.7842,4.8141,4.6691,4.7011,1759045,38862258.5,-0.1023,-2.1305,22.0928,3.7868,1024279940.25,N/A,3333960000,46452605,0,151200000,29.8104,3.061,2.6631,-63.5204,
002397.SZ,知準社慶,2012-03-07,4.7011,4.6542,4.7373,4.6265,4.6648,1219783,26862136.8,-0.0362,-0.771,22.0221,2.6259,1016382997.4,N/A,3308256000,46452605,0,151200000,29.5806,3.0374,2.6426,-63.0307,
002397.SZ,知準社慶,2012-03-08,4.6648,4.6904,4.7309,4.6606,4.716,1098401,24222532.8,0.0512,1.0969,22.0525,2.3646,1027531622.6,N/A,3344544000,46452605,0,151200000,29.9051,3.0707,2.6716,-63.7221,
002397.SZ,知準社慶,2012-03-09,4.716,4.7288,4.8717,4.7288,4.8717,1996843,45080029.9,0.1556,3.3002,22.5757,4.2987,1061442024.25,N/A,3454920000,46452605,0,151200000,30.892,3.1721,2.7597,-65.825,
002397.SZ,知準社慶,2012-03-12,4.8717,4.8781,4.9889,4.8077,4.8717,2698510,62160855.5,0,0,23.0353,5.8092,1061442024.25,N/A,3454920000,46452605,0,151200000,30.892,3.1721,2.7597,-65.825,
002397.SZ,知準社慶,2012-03-13,4.8717,4.8738,4.9847,4.8503,4.9804,2437681,56421151,0.1087,2.2319,23.1454,5.2477,1085132852.8,N/A,3532032000,46452605,0,151200000,31.5815,3.2429,2.8213,-67.2942,
002397.SZ,知準社慶,2012-03-14,4.9804,4.9974,5.1659,4.8184,4.9079,3446826,80847391.9,-0.0725,-1.4555,23.4556,7.4201,1069338967.1,N/A,3480624000,46452605,0,151200000,31.1218,3.1957,2.7803,-66.3148,
002397.SZ,知準社慶,2012-03-15,4.9079,4.8823,5.0252,4.7565,4.9569,1534718,35282279.1,0.049,0.9991,22.9894,3.3038,1080023066.25,N/A,3515400000,46452605,0,151200000,31.4328,3.2276,2.808,-66.9773,
002397.SZ,知準社慶,2012-03-16,4.9569,4.9548,5.1701,4.9463,5.1595,2459124,58547426.5,0.2025,4.086,23.8082,5.2938,1124153041,N/A,3659040000,46452605,0,151200000,32.7171,3.3595,2.9228,-69.714,
002397.SZ,知準社慶,2012-03-19,5.1595,5.2085,5.2298,5.0998,5.136,1655048,40102234.5,-0.0235,-0.4545,24.2303,3.5629,1119043254.45,N/A,3642408000,46452605,0,151200000,32.5684,3.3442,2.9095,-69.3971,
002397.SZ,知準社慶,2012-03-20,5.136,5.1403,5.1403,4.925,4.9847,1143713,26894169,-0.1514,-2.9473,23.5148,2.4621,1086061904.9,N/A,3535056000,46452605,0,151200000,31.6085,3.2456,2.8237,-67.3518,
002397.SZ,知準社慶,2012-03-21,4.9847,5.0316,5.0316,4.8397,4.9228,869967,20092687.5,-0.0618,-1.2404,23.0959,1.8728,1072590649.45,N/A,3491208000,46452605,0,151200000,31.2164,3.2054,2.7887,-66.5164,
002397.SZ,知準社慶,2012-03-22,4.9228,4.797,4.9143,4.797,4.8674,602420,13749106.7,-0.0554,-1.126,22.8231,1.2968,1060512972.15,N/A,3451896000,46452605,0,151200000,30.8649,3.1693,2.7573,-65.7674,
002397.SZ,知準社慶,2012-03-23,4.8674,4.8738,4.8951,4.6798,4.6926,974918,21726206.1,-0.1748,-3.5918,22.2852,2.0987,1022421836.05,N/A,3327912000,46452605,0,151200000,29.7563,3.0555,2.6583,-63.4052,
002397.SZ,知準社慶,2012-03-26,4.6926,4.6904,4.7011,4.6307,4.7011,488074,10688262.6,0.0085,0.1817,21.8989,1.0507,1024279940.25,N/A,3333960000,46452605,0,151200000,29.8104,3.061,2.6631,-63.5204,
002397.SZ,知準社慶,2012-03-27,4.7011,4.7139,4.7757,4.6648,4.7075,455294,10090103,0.0064,0.1361,22.1617,0.9801,1025673518.4,N/A,3338496000,46452605,0,151200000,29.851,3.0652,2.6667,-63.6068,
002397.SZ,知準社慶,2012-03-28,4.7075,4.6712,4.7181,4.4772,4.4772,474942,10171332.7,-0.2303,-4.8913,21.4159,1.0224,975504705,N/A,3175200000,46452605,0,151200000,28.3909,2.9153,2.5363,-60.4956,
002397.SZ,知準社慶,2012-03-29,4.4772,4.3493,4.4474,4.3493,4.392,505642,10417955.6,-0.0853,-1.9048,20.6034,1.0885,956923663,N/A,3114720000,46452605,0,151200000,27.8501,2.8597,2.488,-59.3433,
002397.SZ,知準社慶,2012-03-30,4.392,4.4047,4.4453,4.2917,4.3323,428826,8776994.5,-0.0597,-1.3592,20.4675,0.9231,943916933.6,N/A,3072384000,46452605,0,151200000,27.4716,2.8209,2.4542,-58.5367,
002397.SZ,知準社慶,2012-04-05,4.3323,4.3323,4.5113,4.3301,4.4922,462183,9632772.5,0.1599,3.6909,20.8419,0.995,978756387.35,N/A,3185784000,46452605,0,151200000,28.4855,2.925,2.5447,-60.6973,
002397.SZ,知準社慶,2012-04-06,4.4922,4.4943,4.5625,4.4346,4.4964,465455,9825880.2,0.0043,0.0949,21.1103,1.002,979685439.45,N/A,3188808000,46452605,0,151200000,28.5126,2.9277,2.5472,-60.7549,
002397.SZ,知準社慶,2012-04-09,4.4964,4.554,4.6009,4.473,4.5391,811261,17261789.4,0.0426,0.9483,21.2777,1.7464,988975960.45,N/A,3219048000,46452605,0,151200000,28.7829,2.9555,2.5713,-61.3311,
002397.SZ,知準社慶,2012-04-10,4.5391,4.4346,4.4346,4.1084,4.3216,1786532,35531133.4,-0.2175,-4.791,19.8883,3.8459,941594303.35,N/A,3064824000,46452605,0,151200000,27.404,2.8139,2.4481,-58.3927,
002397.SZ,知準社慶,2012-04-11,4.3216,4.1873,4.2598,4.1297,4.1787,2234373,43649116.7,-0.1428,-3.3054,19.5353,4.81,910471058,N/A,2963520000,46452605,0,151200000,26.4982,2.7209,2.3672,-56.4626,
002397.SZ,知準社慶,2012-04-12,4.1787,4.1787,4.2576,4.1702,4.2555,2247008,44468038.4,0.0768,1.8367,19.7899,4.8372,927193995.8,N/A,3017952000,46452605,0,151200000,26.9849,2.7709,2.4107,-57.4997,
002397.SZ,知準社慶,2012-04-13,4.2555,4.2811,4.2981,4.2214,4.2491,2238758,44620222.8,-0.0064,-0.1503,19.9308,4.8194,925800417.65,N/A,3013416000,46452605,0,151200000,26.9443,2.7667,2.4071,-57.4132,
002397.SZ,知準社慶,2012-04-16,4.2491,4.1894,4.2299,4.1638,4.2086,2150245,42234695,-0.0405,-0.9533,19.6418,4.6289,916974422.7,N/A,2984688000,46452605,0,151200000,26.6874,2.7403,2.3841,-56.8659,
002397.SZ,知準社慶,2012-04-17,4.2086,4.2129,4.2129,4.1297,4.1489,1519716,29623559.1,-0.0597,-1.4184,19.4928,3.2715,903967693.3,N/A,2942352000,46452605,0,151200000,26.3089,2.7015,2.3503,-56.0593,
002397.SZ,知準社慶,2012-04-18,4.1489,4.1596,4.2534,4.151,4.2534,2508052,49632637.7,0.1045,2.518,19.7893,5.3992,926729469.75,N/A,3016440000,46452605,0,151200000,26.9713,2.7695,2.4095,-57.4709,
002397.SZ,知準社慶,2012-04-19,4.2534,4.2555,4.2917,4.2427,4.279,2357181,47219077,0.0256,0.6015,20.032,5.0744,932303782.35,N/A,3034584000,46452605,0,151200000,27.1336,2.7861,2.424,-57.8166,
002397.SZ,知準社慶,2012-04-20,4.279,4.2534,4.4026,4.2534,4.3983,2626886,53709475.4,0.1194,2.7902,20.4461,5.655,958317241.15,N/A,3119256000,46452605,0,151200000,27.8907,2.8639,2.4916,-59.4298,
002397.SZ,知準社慶,2012-04-23,4.3983,4.4026,4.4559,4.2214,4.2406,2401975,48778386.2,-0.1578,-3.587,20.3076,5.1708,923942313.45,N/A,3007368000,46452605,0,151200000,26.8902,2.7612,2.4022,-57.298,
002397.SZ,知準社慶,2012-04-24,4.2406,4.1894,4.2384,3.989,4.0849,1872109,35990566.5,-0.1556,-3.6702,19.2246,4.0301,890031911.8,N/A,2896992000,46452605,0,151200000,25.9033,2.6598,2.3141,-55.1951,
002397.SZ,知準社慶,2012-04-25,4.0849,4.0487,4.1148,4.0082,4.1041,1534013,29117285.6,0.0192,0.4697,18.9811,3.3023,894212646.25,N/A,2910600000,46452605,0,151200000,26.025,2.6723,2.3249,-55.4543,
002397.SZ,知準社慶,2012-04-26,4.1041,4.1041,4.1148,4.0508,4.0572,1147071,21933116.7,-0.0469,-1.1429,19.121,2.4693,883993073.15,N/A,2877336000,46452605,0,151200000,25.7275,2.6418,2.2984,-54.8206,
002397.SZ,知準社慶,2012-04-27,4.0572,4.0594,4.0977,4.0316,4.0764,586273,11195954.9,0.0192,0.4729,19.0968,1.2621,888173807.6,N/A,2890944000,46452605,0,151200000,25.8492,2.6543,2.3092,-55.0798,
002397.SZ,知準社慶,2012-05-02,4.0764,4.0764,4.0764,4.0764,4.0764,N/A,N/A,0,0,N/A,N/A,888173807.6,N/A,2890944000,46452605,0,151200000,25.8492,2.6543,2.3092,-55.0798,
002397.SZ,知準社慶,2012-05-03,4.0764,4.1063,4.1681,4.0828,4.1681,1404785,27129472.6,0.0917,2.249,19.3122,3.0241,908148427.75,N/A,2955960000,46452605,0,151200000,26.4306,2.714,2.3612,-56.3186,
002397.SZ,知準社慶,2012-05-04,4.1681,4.1745,4.2193,4.1212,4.2086,1590410,31087292.2,0.0405,0.9719,19.5467,3.4237,916974422.7,N/A,2984688000,46452605,0,151200000,26.6874,2.7403,2.3841,-56.8659,
002397.SZ,知準社慶,2012-05-07,4.2086,4.2001,4.3067,4.1596,4.279,1667965,33280140.1,0.0704,1.6717,19.9525,3.5907,932303782.35,N/A,3034584000,46452605,0,151200000,27.1336,2.7861,2.424,-57.8166,
002397.SZ,知準社慶,2012-05-08,4.279,4.279,4.4431,4.2448,4.3685,2470512,50397804.9,0.0895,2.0927,20.3997,5.3183,951813876.45,N/A,3098088000,46452605,0,151200000,27.7014,2.8445,2.4747,-59.0265,
002397.SZ,知準社慶,2012-05-09,4.3685,4.3109,4.377,4.2576,4.3685,1768336,35823158.9,0,0,20.2581,3.8068,951813876.45,N/A,3098088000,46452605,0,151200000,27.7014,2.8445,2.4747,-59.0265,
002397.SZ,知準社慶,2012-05-10,4.3685,4.3323,4.4687,4.3323,4.4538,2297838,47577721.1,0.0853,1.9522,20.7054,4.9466,970394918.45,N/A,3158568000,46452605,0,151200000,28.2422,2.9,2.523,-60.1788,
002397.SZ,知準社慶,2012-05-11,4.4538,4.4751,4.4858,4.3557,4.3578,2011724,41797515.2,-0.0959,-2.1541,20.777,4.3307,949491246.2,N/A,3090528000,46452605,0,151200000,27.6338,2.8375,2.4687,-58.8824,
002397.SZ,知準社慶,2012-05-14,4.3578,4.3706,4.4602,4.2768,4.392,2168024,44601731.4,0.0341,0.7828,20.5725,4.6672,956923663,N/A,3114720000,46452605,0,151200000,27.8501,2.8597,2.488,-59.3433,
002397.SZ,知準社慶,2012-05-15,4.392,4.328,4.5519,4.3088,4.522,2201748,45924394.2,0.1301,2.9612,20.8582,4.7398,985259752.05,N/A,3206952000,46452605,0,151200000,28.6748,2.9444,2.5617,-61.1006,
002397.SZ,知準社慶,2012-05-16,4.522,4.5071,4.6158,4.4772,4.5582,3214244,68924758.3,0.0362,0.8015,21.4435,6.9194,993156694.9,N/A,3232656000,46452605,0,151200000,28.9046,2.968,2.5822,-61.5903,
002397.SZ,知準社慶,2012-05-17,4.5582,4.5327,4.5582,4.392,4.5113,1095893,23073726.6,-0.0469,-1.029,21.0547,2.3592,982937121.8,N/A,3199392000,46452605,0,151200000,28.6072,2.9375,2.5556,-60.9566,
002397.SZ,知準社慶,2012-05-18,4.5113,4.4431,4.5412,4.4282,4.4538,1409207,29687604.8,-0.0576,-1.276,21.0669,3.0336,970394918.45,N/A,3158568000,46452605,0,151200000,28.2422,2.9,2.523,-60.1788,
002397.SZ,知準社慶,2012-05-21,4.4538,4.4495,4.4495,4.3259,4.3344,984112,20129699.3,-0.1194,-2.6807,20.4547,2.1185,944381459.65,N/A,3073896000,46452605,0,151200000,27.4851,2.8222,2.4554,-58.5655,
002397.SZ,知準社慶,2012-05-22,4.3344,4.3514,4.4986,4.3301,4.4772,750938,15535098.3,0.1428,3.2956,20.6876,1.6166,975504705,N/A,3175200000,46452605,0,151200000,28.3909,2.9153,2.5363,-60.4956,
002397.SZ,知準社慶,2012-05-23,4.4772,4.4879,4.49,4.3706,4.3877,578081,12008352.5,-0.0895,-2,20.7728,1.2445,955994610.9,N/A,3111696000,46452605,0,151200000,27.8231,2.8569,2.4856,-59.2857,
002397.SZ,知準社慶,2012-05-24,4.3877,4.3813,4.4175,4.3088,4.3216,615632,12586641.7,-0.0661,-1.5063,20.4451,1.3253,941594303.35,N/A,3064824000,46452605,0,151200000,27.404,2.8139,2.4481,-58.3927,
002397.SZ,知準社慶,2012-05-25,4.3216,4.3259,4.3706,4.1468,4.1617,844621,16850120.4,-0.1599,-3.7,19.9499,1.8182,906754849.6,N/A,2951424000,46452605,0,151200000,26.39,2.7098,2.3575,-56.2321,
002397.SZ,知準社慶,2012-05-28,4.1617,4.1596,4.1937,4.0892,4.1787,822969,15955316,0.0171,0.4098,19.3875,1.7716,910471058,N/A,2963520000,46452605,0,151200000,26.4982,2.7209,2.3672,-56.4626,
002397.SZ,知準社慶,2012-05-29,4.1787,4.2218,4.2821,4.1766,4.2757,651256,12811849.9,0.0969,2.3196,19.6725,1.402,922084209.25,N/A,3001320000,46452605,0,151200000,26.8361,2.7556,2.3974,-57.1828,
002397.SZ,知準社慶,2012-05-30,4.2757,4.2757,4.364,4.2757,4.3468,697947,14024113,0.0711,1.6625,20.0934,1.5025,937413568.9,N/A,3051216000,46452605,0,151200000,27.2823,2.8014,2.4373,-58.1334,
002397.SZ,知準社慶,2012-05-31,4.3468,4.2994,4.3618,4.2563,4.3295,510200,10214426.4,-0.0172,-0.3964,20.0204,1.0983,933697360.5,N/A,3039120000,46452605,0,151200000,27.1741,2.7903,2.4276,-57.903,
002397.SZ,知準社慶,2012-06-01,4.3295,4.3295,4.3511,4.2735,4.336,468472,9390977.1,0.0065,0.1493,20.046,1.0085,935090938.65,N/A,3043656000,46452605,0,151200000,27.2147,2.7945,2.4312,-57.9894,
002397.SZ,知準社慶,2012-06-04,4.336,4.308,4.308,4.1701,4.2477,504435,9923765,-0.0883,-2.0368,19.673,1.0859,916045370.6,N/A,2981664000,46452605,0,151200000,26.6604,2.7376,2.3817,-56.8083,
002397.SZ,知準社慶,2012-06-05,4.2477,4.2046,4.2929,4.2046,4.2477,349934,6889405.7,0,0,19.6877,0.7533,916045370.6,N/A,2981664000,46452605,0,151200000,26.6604,2.7376,2.3817,-56.8083,
002397.SZ,知準社慶,2012-06-06,4.2477,4.2477,4.2886,4.0926,4.1034,497706,9630806.5,-0.1443,-3.3976,19.3504,1.0714,884922125.25,N/A,2880360000,46452605,0,151200000,25.7546,2.6446,2.3008,-54.8782,
