旗鷹,酒各,晩豚,念辺徒勺(圷),蝕徒勺(圷),恷互勺(圷),恷詰勺(圷),辺徒勺(圷),撹住楚(紘),撹住署駆(圷),嫻鋸(圷),嫻鋸嫌(%),譲勺(圷),算返楕(%),A紘送宥偏峙(圷),B紘送宥偏峙(圷),悳偏峙(圷),A紘送宥紘云(紘),B紘送宥紘云(紘),悳紘云(紘),偏哢楕,偏昌楕,偏��楕,偏�崑�,
002397.SZ,知準社慶,2010-04-29,N/A,5.1911,5.304,5.0783,5.2232,8647735,520005235.4,N/A,N/A,60.132,67.5604,770176000,N/A,3790710000,12800000,0,63000000,42.7801,18.0543,6.008,732.6512,
002397.SZ,知準社慶,2010-04-30,5.2232,4.948,4.948,4.7006,4.7006,2790525,152164822.5,-0.5226,-10.005,54.5291,21.801,693120000,N/A,3411450000,12800000,0,63000000,38.5,16.2479,5.4069,659.3495,
002397.SZ,知準社慶,2010-05-04,4.7006,4.3404,4.5123,4.2579,4.4394,2364262,120009430.5,-0.2613,-5.5586,50.7598,18.4708,654592000,N/A,3221820000,12800000,0,63000000,36.3599,15.3448,5.1064,622.6987,
002397.SZ,知準社慶,2010-05-05,4.4394,4.3847,4.6963,4.3499,4.6164,2073324,109010633.1,0.1771,3.989,52.5777,16.1978,680704000,N/A,3350340000,12800000,0,63000000,37.8103,15.9569,5.3101,647.5385,
002397.SZ,知準社慶,2010-05-06,4.6164,4.5565,4.6755,4.4012,4.4229,1668300,87481391.5,-0.1936,-4.1933,52.4374,13.0336,652160000,N/A,3209850000,12800000,0,63000000,36.2248,15.2878,5.0874,620.3852,
002397.SZ,知準社慶,2010-05-07,4.4229,4.3013,4.3838,4.2102,4.2102,1587109,78708532.9,-0.2127,-4.8086,49.5924,12.3993,620800000,N/A,3055500000,12800000,0,63000000,34.4829,14.5526,4.8428,590.5531,
002397.SZ,知準社慶,2010-05-10,4.2102,4.2362,4.2822,3.8673,3.9515,1371838,63378434.6,-0.2587,-6.1443,46.1996,10.7175,582656000,N/A,2867760000,12800000,0,63000000,32.3642,13.6585,4.5452,554.2676,
002397.SZ,知準社慶,2010-05-11,3.9515,4.0435,4.0748,3.7414,3.7501,1275872,57001817.4,-0.2014,-5.0967,44.6768,9.9678,552960000,N/A,2721600000,12800000,0,63000000,30.7147,12.9623,4.3136,526.0184,
002397.SZ,知準社慶,2010-05-12,3.7501,3.7223,3.8057,3.6459,3.7449,846515,36321055.2,-0.0052,-0.1389,42.9066,6.6134,552192000,N/A,2717820000,12800000,0,63000000,30.672,12.9443,4.3076,525.2879,
002397.SZ,知準社慶,2010-05-13,3.7449,3.7458,3.8682,3.6893,3.8629,1148078,50235633.6,0.1181,3.1525,43.7563,8.9694,569600000,N/A,2803500000,12800000,0,63000000,31.6389,13.3524,4.4434,541.8477,
002397.SZ,知準社慶,2010-05-14,3.8629,3.8395,3.9168,3.8091,3.8942,813351,36181363,0.0313,0.809,44.4843,6.3543,574208000,N/A,2826180000,12800000,0,63000000,31.8949,13.4604,4.4793,546.2312,
002397.SZ,知準社慶,2010-05-17,3.8942,3.8195,3.8933,3.6633,3.6633,684208,29951920.4,-0.2309,-5.9296,43.776,5.3454,540160000,N/A,2658600000,12800000,0,63000000,30.0037,12.6623,4.2137,513.8421,
002397.SZ,知準社慶,2010-05-18,3.6633,3.6372,3.7588,3.6043,3.718,818190,34613458.2,0.0547,1.4929,42.3049,6.3921,548224000,N/A,2698290000,12800000,0,63000000,30.4516,12.8513,4.2766,521.5132,
002397.SZ,知準社慶,2010-05-19,3.718,3.711,3.9923,3.6893,3.9263,1472180,65981069.7,0.2083,5.6035,44.8186,11.5014,578944000,N/A,2849490000,12800000,0,63000000,32.158,13.5714,4.5163,550.7365,
002397.SZ,知準社慶,2010-05-20,3.9263,3.8716,3.9758,3.8577,3.915,1013696,45843188.8,-0.0113,-0.2874,45.2238,7.9195,577280000,N/A,2841300000,12800000,0,63000000,32.0655,13.5324,4.5033,549.1535,
002397.SZ,知準社慶,2010-05-21,3.915,3.8195,4.0713,3.777,4.0539,1063763,48593337.1,0.1389,3.5477,45.6806,8.3106,597760000,N/A,2942100000,12800000,0,63000000,33.2031,14.0125,4.663,568.6357,
002397.SZ,知準社慶,2010-05-24,4.0539,4.0305,4.2189,4.0305,4.1911,1165951,55670161.1,0.1372,3.3833,47.7466,9.109,617984000,N/A,3041640000,12800000,0,63000000,34.3265,14.4866,4.8208,587.8743,
002397.SZ,知準社慶,2010-05-25,4.1911,4.1668,4.2137,4.0522,4.0973,843536,40044042.1,-0.0938,-2.237,47.4716,6.5901,604160000,N/A,2973600000,12800000,0,63000000,33.5586,14.1626,4.713,574.7239,
002397.SZ,知準社慶,2010-05-26,4.0973,4.08,4.165,3.9932,4.0105,584705,27186066.2,-0.0868,-2.1186,46.4954,4.568,591360000,N/A,2910600000,12800000,0,63000000,32.8476,13.8625,4.6131,562.5475,
002397.SZ,知準社慶,2010-05-27,4.0105,3.9923,4.1216,3.9749,4.0895,510762,23844237.7,0.079,1.9697,46.6837,3.9903,603008000,N/A,2967930000,12800000,0,63000000,33.4946,14.1355,4.704,573.628,
002397.SZ,知準社慶,2010-05-28,4.0895,4.1373,4.1885,4.086,4.1546,779502,37176673.4,0.0651,1.592,47.6929,6.0899,612608000,N/A,3015180000,12800000,0,63000000,34.0279,14.3606,4.7789,582.7603,
002397.SZ,知準社慶,2010-05-31,4.1546,4.1347,4.1407,3.9932,3.9932,459922,21560647.8,-0.1615,-3.8863,46.8789,3.5931,588800000,N/A,2898000000,12800000,0,63000000,32.7054,13.8025,4.5931,560.1122,
002397.SZ,知準社慶,2010-06-01,3.9932,3.9081,3.9758,3.757,3.8725,602162,26851739.5,-0.1207,-3.0217,44.5922,4.7044,571008000,N/A,2810430000,12800000,0,63000000,31.7172,13.3854,4.4544,543.1871,
002397.SZ,知準社慶,2010-06-02,3.8725,3.7848,3.9498,3.7848,3.9498,437014,19520439.1,0.0773,1.9951,44.6678,3.4142,582400000,N/A,2866500000,12800000,0,63000000,32.3499,13.6525,4.5432,554.024,
002397.SZ,知準社慶,2010-06-03,3.9498,3.9584,4.0565,3.9498,3.9932,651351,30112358.5,0.0434,1.0989,46.2306,5.0887,588800000,N/A,2898000000,12800000,0,63000000,32.7054,13.8025,4.5931,560.1122,
002397.SZ,知準社慶,2010-06-04,3.9932,3.9758,4.0973,3.9758,4.0626,472449,22061076.2,0.0694,1.7391,46.6951,3.691,599040000,N/A,2948400000,12800000,0,63000000,33.2742,14.0425,4.673,569.8533,
002397.SZ,知準社慶,2010-06-07,4.0626,3.9932,4.2979,3.9758,4.2536,1442140,69383297.5,0.191,4.7009,48.1113,11.2667,627200000,N/A,3087000000,12800000,0,63000000,34.8384,14.7027,4.8927,596.6413,
002397.SZ,知準社慶,2010-06-08,4.2536,4.1928,4.231,4.1459,4.1841,773528,37308898.3,-0.0694,-1.6327,48.2321,6.0432,616960000,N/A,3036600000,12800000,0,63000000,34.2696,14.4626,4.8128,586.9002,
002397.SZ,知準社慶,2010-06-09,4.1841,4.2171,4.2536,4.1581,4.2206,764048,36977697.7,0.0365,0.8714,48.3971,5.9691,622336000,N/A,3063060000,12800000,0,63000000,34.5682,14.5886,4.8548,592.0143,
002397.SZ,知準社慶,2010-06-10,4.2206,4.2206,4.2206,4.2206,4.2206,N/A,N/A,0,0,N/A,N/A,622336000,N/A,3063060000,12800000,0,63000000,34.5682,14.5886,4.8548,592.0143,
002397.SZ,知準社慶,2010-06-11,4.2206,4.3317,4.4098,4.2814,4.3126,1200717,60010501.7,0.092,2.1802,49.9789,9.3806,635904000,N/A,3129840000,12800000,0,63000000,35.3219,14.9067,4.9606,604.9212,
002397.SZ,知準社慶,2010-06-17,4.3126,4.3838,4.5357,4.3647,4.4611,2073734,106415333,0.1484,3.442,51.3158,16.201,657792000,N/A,3237570000,12800000,0,63000000,36.5376,15.4198,5.1313,625.7428,
002397.SZ,知準社慶,2010-06-18,4.4611,4.4654,4.4654,4.1841,4.2362,1255726,63289478,-0.2248,-5.0399,50.4007,9.8104,624640000,N/A,3074400000,12800000,0,63000000,34.6962,14.6426,4.8727,594.2061,
002397.SZ,知準社慶,2010-06-21,4.2362,4.2536,4.5921,4.211,4.5921,1489986,76408034.5,0.3559,8.4016,51.281,11.6405,677120000,N/A,3332700000,12800000,0,63000000,37.6112,15.8729,5.2821,644.1291,
002397.SZ,知準社慶,2010-06-22,4.5921,4.5791,4.7961,4.534,4.7302,1916181,103966577,0.138,3.0057,54.2572,14.9702,697472000,N/A,3432870000,12800000,0,63000000,38.7417,16.3499,5.4409,663.4895,
002397.SZ,知準社慶,2010-06-23,4.7302,4.7215,4.8178,4.6876,4.8048,1527295,83687099.3,0.0747,1.5783,54.7943,11.932,708480000,N/A,3487050000,12800000,0,63000000,39.3532,16.608,5.5267,673.9611,
002397.SZ,知準社慶,2010-06-24,4.8048,4.8048,4.8439,4.6894,4.7137,1257209,69259853.1,-0.0911,-1.897,55.0902,9.8219,695040000,N/A,3420900000,12800000,0,63000000,38.6066,16.2929,5.4219,661.176,
002397.SZ,知準社慶,2010-06-25,4.7137,4.6486,4.7701,4.5027,4.5999,1009390,53666315.7,-0.1137,-2.4125,53.1671,7.8859,678272000,N/A,3338370000,12800000,0,63000000,37.6752,15.8999,5.2911,645.225,
002397.SZ,知準社慶,2010-06-28,4.5999,4.6095,4.8604,4.5835,4.8604,2115442,115401628.3,0.2604,5.6614,54.552,16.5269,716672000,N/A,3527370000,12800000,0,63000000,39.8082,16.8,5.5907,681.754,
002397.SZ,知準社慶,2010-06-29,4.8604,4.81,4.8508,4.5635,4.6008,1155391,62496568.4,-0.2596,-5.3402,54.0913,9.0265,678400000,N/A,3339000000,12800000,0,63000000,37.6823,15.9029,5.2921,645.3467,
002397.SZ,知準社慶,2010-06-30,4.6008,4.514,4.7623,4.3647,4.6668,1162671,61191344.2,0.066,1.434,52.63,9.0834,688128000,N/A,3386880000,12800000,0,63000000,38.2227,16.1309,5.368,654.6008,
002397.SZ,知準社慶,2010-07-01,4.6668,4.6138,4.7493,4.4775,4.488,614919,32679217.1,-0.1788,-3.8318,53.1439,4.8041,661760000,N/A,3257100000,12800000,0,63000000,36.7581,15.5128,5.1623,629.5175,
002397.SZ,知準社慶,2010-07-02,4.488,4.4706,4.8395,4.3308,4.5453,1899133,100693989.5,0.0573,1.2766,53.021,14.837,670208000,N/A,3298680000,12800000,0,63000000,37.2273,15.7108,5.2282,637.5538,
002397.SZ,知準社慶,2010-07-05,4.5453,4.4272,4.488,4.1694,4.3838,1446783,71751278.6,-0.1615,-3.5523,49.5937,11.303,646400000,N/A,3181500000,12800000,0,63000000,35.9049,15.1527,5.0425,614.9058,
002397.SZ,知準社慶,2010-07-06,4.3838,4.3404,4.6529,4.3022,4.6529,1454740,75268341,0.2691,6.1386,51.7401,11.3652,686080000,N/A,3376800000,12800000,0,63000000,38.1089,16.0829,5.352,652.6525,
002397.SZ,知準社慶,2010-07-07,4.6529,4.5661,4.7857,4.5149,4.6442,1388815,74372066.3,-0.0087,-0.1866,53.5507,10.8501,684800000,N/A,3370500000,12800000,0,63000000,38.0378,16.0529,5.342,651.4349,
002397.SZ,知準社慶,2010-07-08,4.6442,4.6147,4.8595,4.5904,4.7362,1509971,82357691.1,0.092,1.9813,54.5426,11.7966,698368000,N/A,3437280000,12800000,0,63000000,38.7915,16.371,5.4479,664.3419,
002397.SZ,知準社慶,2010-07-09,4.7362,4.7406,4.896,4.6182,4.8595,1454356,80078194.6,0.1233,2.6026,55.0609,11.3622,716544000,N/A,3526740000,12800000,0,63000000,39.8011,16.797,5.5897,681.6323,
002397.SZ,知準社慶,2010-07-12,4.8595,4.8569,4.8786,4.7571,4.8005,878716,48655668.9,-0.059,-1.2147,55.3713,6.865,707840000,N/A,3483900000,12800000,0,63000000,39.3176,16.593,5.5218,673.3524,
002397.SZ,知準社慶,2010-07-13,4.8005,4.7571,5.1911,4.6894,5.1026,2280762,131506437.4,0.3021,6.2929,57.659,17.8185,752384000,N/A,3703140000,12800000,0,63000000,41.7918,17.6372,5.8692,715.726,
002397.SZ,知準社慶,2010-07-14,5.1026,5.0453,5.1737,5.0001,5.139,1310460,76617866.8,0.0365,0.7145,58.4664,10.238,757760000,N/A,3729600000,12800000,0,63000000,42.0905,17.7632,5.9112,720.8401,
002397.SZ,知準社慶,2010-07-15,5.139,5.0791,5.2953,4.8612,4.8612,1598329,93591623.3,-0.2778,-5.4054,58.5559,12.4869,716800000,N/A,3528000000,12800000,0,63000000,39.8153,16.803,5.5917,681.8758,
002397.SZ,知準社慶,2010-07-16,4.8612,4.9133,4.9915,4.8178,4.9411,841140,47551135.2,0.0799,1.6429,56.5318,6.5714,728576000,N/A,3585960000,12800000,0,63000000,40.4694,17.0791,5.6835,693.078,
002397.SZ,知準社慶,2010-07-19,4.9411,4.8612,5.0861,4.7484,5.0783,837127,48018233.8,0.1372,2.7758,57.3608,6.5401,748800000,N/A,3685500000,12800000,0,63000000,41.5928,17.5532,5.8413,712.3167,
002397.SZ,知準社慶,2010-07-20,5.0783,5.0783,5.152,4.955,5.1043,1085218,63283102.7,0.026,0.5128,58.3137,8.4783,752640000,N/A,3704400000,12800000,0,63000000,41.8061,17.6432,5.8712,715.9695,
002397.SZ,知準社慶,2010-07-21,5.1043,5.1043,5.1364,5.0175,5.1095,909914,53077797.2,0.0052,0.102,58.3328,7.1087,753408000,N/A,3708180000,12800000,0,63000000,41.8487,17.6612,5.8772,716.7001,
002397.SZ,知準社慶,2010-07-22,5.1095,5.0704,5.2015,5.0704,5.1086,726683,42874307.7,-0.0009,-0.017,59,5.6772,753280000,N/A,3707550000,12800000,0,63000000,41.8416,17.6582,5.8762,716.5784,
002397.SZ,知準社慶,2010-07-23,5.1086,5.0548,5.1112,4.9298,4.9671,1219688,70100265.8,-0.1415,-2.7698,57.4739,9.5288,732416000,N/A,3604860000,12800000,0,63000000,40.6827,17.1691,5.7135,696.731,
002397.SZ,知準社慶,2010-07-26,4.9671,4.948,5.014,4.8769,4.9784,806671,46077808.9,0.0113,0.2272,57.1209,6.3021,734080000,N/A,3613050000,12800000,0,63000000,40.7751,17.2081,5.7265,698.3138,
002397.SZ,知準社慶,2010-07-27,4.9784,4.948,5.0132,4.922,4.9741,782064,44817748.7,-0.0043,-0.0872,57.307,6.1099,733440000,N/A,3609900000,12800000,0,63000000,40.7396,17.1931,5.7215,697.705,
002397.SZ,知準社慶,2010-07-28,4.9741,4.9698,5.1208,4.948,5.0392,1294254,75500762.1,0.0651,1.3089,58.3354,10.1114,743040000,N/A,3657150000,12800000,0,63000000,41.2728,17.4181,5.7963,706.8373,
002397.SZ,知準社慶,2010-07-29,5.0392,5.0062,5.1981,4.9915,5.1356,2625569,154076314.8,0.0964,1.9121,58.683,16.4098,946560000,N/A,3727080000,16000000,0,63000000,42.062,17.7512,5.9072,720.353,
002397.SZ,知準社慶,2010-07-30,5.1356,5.1364,5.1685,5.0696,5.1677,1053477,62245876.2,0.0321,0.6254,59.0861,6.5842,952480000,N/A,3750390000,16000000,0,63000000,42.3251,17.8622,5.9441,724.8583,
002397.SZ,知準社慶,2010-08-02,5.1677,5.1781,5.2545,5.1208,5.1998,1105502,65782647.9,0.0321,0.6215,59.5048,6.9094,958400000,N/A,3773700000,16000000,0,63000000,42.5882,17.9732,5.9811,729.3635,
002397.SZ,知準社慶,2010-08-03,5.1998,5.2085,5.2093,5.0453,5.0496,1283746,75551802.6,-0.1502,-2.8881,58.8526,8.0234,930720000,N/A,3664710000,16000000,0,63000000,41.3581,17.4541,5.8083,708.2985,
002397.SZ,知準社慶,2010-08-04,5.0496,5.0357,5.1651,4.909,5.1217,1052596,61160973.7,0.0721,1.4269,58.1049,6.5787,944000000,N/A,3717000000,16000000,0,63000000,41.9483,17.7032,5.8912,718.4048,
002397.SZ,知準社慶,2010-08-05,5.1217,5.1182,5.284,5.0687,5.2093,1298710,77279191.3,0.0877,1.7119,59.5046,8.1169,960160000,N/A,3780630000,16000000,0,63000000,42.6664,18.0062,5.9921,730.7029,
002397.SZ,知準社慶,2010-08-06,5.2093,5.1824,5.2553,5.0522,5.1043,1574619,92985146.2,-0.105,-2.0163,59.0525,9.8414,940800000,N/A,3704400000,16000000,0,63000000,41.8061,17.6432,5.8712,715.9695,
002397.SZ,知準社慶,2010-08-09,5.1043,5.2293,5.304,5.1477,5.1937,2274423,136429338.2,0.0894,1.7517,59.9842,14.2151,957280000,N/A,3769290000,16000000,0,63000000,42.5384,17.9522,5.9741,728.5112,
002397.SZ,知準社慶,2010-08-10,5.1937,5.2172,5.2172,4.9932,4.9932,1201338,70609267.7,-0.2005,-3.8609,58.7755,7.5084,920320000,N/A,3623760000,16000000,0,63000000,40.896,17.2591,5.7434,700.3839,
002397.SZ,知準社慶,2010-08-11,4.9932,4.9958,5.0652,4.9203,5.001,884337,50747604.4,0.0078,0.1565,57.3849,5.5271,921760000,N/A,3629430000,16000000,0,63000000,40.96,17.2861,5.7524,701.4797,
002397.SZ,知準社慶,2010-08-12,5.001,4.9654,5.047,4.896,4.9125,854424,48895271.9,-0.0885,-1.7705,57.226,5.3401,905440000,N/A,3565170000,16000000,0,63000000,40.2348,16.9801,5.6506,689.0598,
002397.SZ,知準社慶,2010-08-13,4.9125,4.909,5.0323,4.909,5.0088,949495,54237638,0.0964,1.9615,57.1226,5.9343,923200000,N/A,3635100000,16000000,0,63000000,41.024,17.3131,5.7614,702.5756,
002397.SZ,知準社慶,2010-08-16,5.0088,5.0349,5.1607,5.0088,5.139,994128,58440363,0.1302,2.5997,58.7856,6.2133,947200000,N/A,3729600000,16000000,0,63000000,42.0905,17.7632,5.9112,720.8401,
002397.SZ,知準社慶,2010-08-17,5.139,5.1599,5.2501,5.146,5.1642,1044139,62435730,0.0252,0.4899,59.7964,6.5259,951840000,N/A,3747870000,16000000,0,63000000,42.2966,17.8502,5.9401,724.3713,
002397.SZ,知準社慶,2010-08-18,5.1642,5.1911,5.2432,5.1338,5.1963,809468,48272546.8,0.0321,0.622,59.6349,5.0592,957760000,N/A,3771180000,16000000,0,63000000,42.5597,17.9612,5.9771,728.8765,
002397.SZ,知準社慶,2010-08-19,5.1963,5.1972,5.4689,5.1842,5.4116,1733237,106916547.7,0.2153,4.143,61.6861,10.8327,997440000,N/A,3927420000,16000000,0,63000000,44.323,18.7054,6.2247,759.0739,
002397.SZ,知準社慶,2010-08-20,5.4116,5.3543,5.4411,5.2736,5.3335,1012197,62354143.9,-0.0781,-1.4437,61.6028,6.3262,983040000,N/A,3870720000,16000000,0,63000000,43.6831,18.4353,6.1348,748.1151,
002397.SZ,知準社慶,2010-08-23,5.3335,5.3647,5.5366,5.3396,5.4021,1070900,67259024.7,0.0686,1.2858,62.8061,6.6931,995680000,N/A,3920490000,16000000,0,63000000,44.2448,18.6724,6.2137,757.7344,
002397.SZ,知準社慶,2010-08-24,5.4021,5.4021,5.442,5.3213,5.396,741211,45989613,-0.0061,-0.1125,62.0466,4.6326,994560000,N/A,3916080000,16000000,0,63000000,44.195,18.6514,6.2067,756.8821,
002397.SZ,知準社慶,2010-08-25,5.396,5.3908,5.3908,5.2345,5.2614,695421,42349657.4,-0.1346,-2.4936,60.8979,4.3464,969760000,N/A,3818430000,16000000,0,63000000,43.093,18.1863,6.052,738.0088,
002397.SZ,知準社慶,2010-08-26,5.2614,5.2614,5.317,5.2241,5.2692,538932,32733754.6,0.0078,0.1485,60.7382,3.3683,971200000,N/A,3824100000,16000000,0,63000000,43.1569,18.2133,6.061,739.1046,
002397.SZ,知準社慶,2010-08-27,5.2692,5.2692,5.2692,5.2692,5.2692,N/A,N/A,0,0,N/A,N/A,971200000,N/A,3824100000,16000000,0,63000000,43.1569,18.2133,6.061,739.1046,
002397.SZ,知準社慶,2010-08-30,5.2692,5.4307,5.633,5.4168,5.4246,1315244,83350684.1,0.1554,2.9489,63.3728,8.2203,999840000,N/A,3936870000,16000000,0,63000000,44.4296,18.7504,6.2397,760.9003,
002397.SZ,知準社慶,2010-08-31,5.4246,5.3864,5.7727,5.3864,5.7276,1379363,88900641.2,0.303,5.5849,64.4505,8.621,1055680000,N/A,4156740000,16000000,0,63000000,46.911,19.7976,6.5882,803.3958,
002397.SZ,知準社慶,2010-09-01,5.7276,5.6686,5.7276,5.4368,5.5201,1245300,79791283.1,-0.2075,-3.6223,64.0739,7.7831,1017440000,N/A,4006170000,16000000,0,63000000,45.2117,19.0804,6.3495,774.2943,
002397.SZ,知準社慶,2010-09-02,5.5201,5.5644,5.771,5.5166,5.7293,1138281,73822546.1,0.2092,3.7899,64.8544,7.1143,1056000000,N/A,4158000000,16000000,0,63000000,46.9252,19.8036,6.5902,803.6393,
002397.SZ,知準社慶,2010-09-03,5.7293,5.7467,5.7684,5.5557,5.6442,1458918,94981592.2,-0.0851,-1.4848,65.1041,9.1182,1040320000,N/A,4096260000,16000000,0,63000000,46.2284,19.5095,6.4923,791.7065,
002397.SZ,知準社慶,2010-09-06,5.6442,5.6521,5.6937,5.5019,5.5305,786710,50369102.1,-0.1137,-2.0148,64.025,4.9169,1019360000,N/A,4013730000,16000000,0,63000000,45.297,19.1164,6.3615,775.7554,
002397.SZ,知準社慶,2010-09-07,5.5305,5.521,5.7163,5.4993,5.6903,949335,61657796.3,0.1597,2.8881,64.9484,5.9333,1048800000,N/A,4129650000,16000000,0,63000000,46.6052,19.6685,6.5452,798.16,
002397.SZ,知準社慶,2010-09-08,5.6903,5.6868,5.751,5.6165,5.7015,1104395,72189272.8,0.0113,0.1983,65.3654,6.9025,1050880000,N/A,4137840000,16000000,0,63000000,46.6977,19.7076,6.5582,799.7429,
002397.SZ,知準社慶,2010-09-09,5.7015,5.6607,5.6673,5.4972,5.5341,1433779,60439606,-0.1674,-2.9364,42.1541,5.9741,1007520000,N/A,3967110000,24000000,0,94500000,44.7709,18.8944,6.2876,766.7449,
002397.SZ,知準社慶,2010-09-10,5.5341,5.5499,5.7833,5.5104,5.7081,1349373,57665191.9,0.174,3.1444,42.7348,5.6224,1039200000,N/A,4091850000,24000000,0,94500000,46.1786,19.4885,6.4853,790.8541,
002397.SZ,知準社慶,2010-09-13,5.7081,5.7081,5.7477,5.6027,5.6778,1283742,55282563.7,-0.0303,-0.5312,43.0636,5.3489,1033680000,N/A,4070115000,24000000,0,94500000,45.9333,19.385,6.4509,786.6533,
002397.SZ,知準社慶,2010-09-14,5.6778,5.6818,5.6818,5.5565,5.5882,1128905,47946335.4,-0.0896,-1.5788,42.4715,4.7038,1017360000,N/A,4005855000,24000000,0,94500000,45.2081,19.0789,6.349,774.2334,
002397.SZ,知準社慶,2010-09-15,5.5882,5.5908,5.6277,5.3403,5.3786,1385184,58020979,-0.2096,-3.7509,41.8868,5.7716,979200000,N/A,3855600000,24000000,0,94500000,43.5124,18.3633,6.1109,745.1928,
002397.SZ,知準社慶,2010-09-16,5.3786,5.3522,5.4708,5.2533,5.3443,1158285,46981319.4,-0.0343,-0.6373,40.5611,4.8262,972960000,N/A,3831030000,24000000,0,94500000,43.2351,18.2463,6.0719,740.444,
002397.SZ,知準社慶,2010-09-17,5.3443,5.3456,5.4577,5.3127,5.397,1033525,42377530.1,0.0527,0.9867,41.0029,4.3064,982560000,N/A,3868830000,24000000,0,94500000,43.6617,18.4263,6.1318,747.7499,
002397.SZ,知準社慶,2010-09-20,5.397,5.3997,5.6014,5.2771,5.5697,1061004,43983755.8,0.1727,3.1998,41.4548,4.4208,1014000000,N/A,3992625000,24000000,0,94500000,45.0588,19.0159,6.3281,771.6764,
002397.SZ,知準社慶,2010-09-21,5.5697,5.5697,5.6356,5.484,5.5473,662936,27915812.3,-0.0224,-0.4024,42.1094,2.7622,1009920000,N/A,3976560000,24000000,0,94500000,44.8775,18.9394,6.3026,768.5714,
002397.SZ,知準社慶,2010-09-27,5.5473,5.5499,5.6159,5.4511,5.5631,715779,29950369.9,0.0158,0.2852,41.843,2.9824,1012800000,N/A,3987900000,24000000,0,94500000,45.0055,18.9934,6.3206,770.7632,
002397.SZ,知準社慶,2010-09-28,5.5631,5.5605,5.6488,5.4853,5.5697,824530,34866762.8,0.0066,0.1185,42.2868,3.4355,1014000000,N/A,3992625000,24000000,0,94500000,45.0588,19.0159,6.3281,771.6764,
002397.SZ,知準社慶,2010-09-29,5.5697,5.571,5.803,5.5236,5.774,2010118,86993444,0.2043,3.6686,43.2778,8.3755,1051200000,N/A,4139100000,24000000,0,94500000,46.7119,19.7136,6.5602,799.9864,
002397.SZ,知準社慶,2010-09-30,5.774,5.7187,5.8769,5.7081,5.7965,1242918,54917469.4,0.0224,0.3881,44.1843,5.1788,1055280000,N/A,4155165000,24000000,0,94500000,46.8932,19.7901,6.5857,803.0914,
002397.SZ,知準社慶,2010-10-08,5.7965,5.8241,5.9283,5.774,5.8927,1154263,51497097.1,0.0962,1.6602,44.6147,4.8094,1072800000,N/A,4224150000,24000000,0,94500000,47.6717,20.1186,6.695,816.4245,
002397.SZ,知準社慶,2010-10-11,5.8927,5.9059,5.9059,5.4287,5.5302,3378749,143438629.6,-0.3625,-6.1521,42.4532,14.0781,1006800000,N/A,3964275000,24000000,0,94500000,44.7389,18.8809,6.2831,766.197,
002397.SZ,知準社慶,2010-10-12,5.5302,5.4128,5.571,5.339,5.5302,2056216,84643600,0,0,41.1647,8.5676,1006800000,N/A,3964275000,24000000,0,94500000,44.7389,18.8809,6.2831,766.197,
002397.SZ,知準社慶,2010-10-13,5.5302,5.4761,5.5341,5.339,5.4511,770093,31747088.9,-0.0791,-1.4303,41.225,3.2087,992400000,N/A,3907575000,24000000,0,94500000,44.099,18.6109,6.1933,755.2383,
002397.SZ,知準社慶,2010-10-14,5.4511,5.4511,5.4511,5.2573,5.2678,1367509,55199439.5,-0.1832,-3.3615,40.365,5.698,959040000,N/A,3776220000,24000000,0,94500000,42.6166,17.9852,5.9851,729.8506,
002397.SZ,知準社慶,2010-10-15,5.2678,5.2573,5.4102,5.1808,5.4049,1125706,45567424.3,0.1371,2.6026,40.479,4.6904,984000000,N/A,3874500000,24000000,0,94500000,43.7257,18.4533,6.1408,748.8457,
002397.SZ,知準社慶,2010-10-18,5.4049,5.4036,5.5104,5.02,5.4049,1257120,50192071.3,0,0,39.9262,5.238,984000000,N/A,3874500000,24000000,0,94500000,43.7257,18.4533,6.1408,748.8457,
002397.SZ,知準社慶,2010-10-19,5.4049,5.4062,5.6462,5.339,5.6106,1169717,49324092.8,0.2057,3.8049,42.1675,4.8738,1021440000,N/A,4021920000,24000000,0,94500000,45.3894,19.1555,6.3745,777.3384,
002397.SZ,知準社慶,2010-10-20,5.6106,5.571,5.6686,5.3891,5.4972,992539,41835809.1,-0.1134,-2.0207,42.1503,4.1356,1000800000,N/A,3940650000,24000000,0,94500000,44.4723,18.7684,6.2457,761.6309,
002397.SZ,知準社慶,2010-10-21,5.4972,5.5104,5.5895,5.4339,5.4603,461866,19209977.5,-0.0369,-0.6715,41.5921,1.9244,994080000,N/A,3914190000,24000000,0,94500000,44.1737,18.6424,6.2037,756.5168,
002397.SZ,知準社慶,2010-10-22,5.4603,5.4722,5.5882,5.4313,5.5104,506710,21108722.7,0.0501,0.9174,41.6584,2.1113,1003200000,N/A,3950100000,24000000,0,94500000,44.5789,18.8134,6.2607,763.4573,
002397.SZ,知準社慶,2010-10-25,5.5104,5.5078,5.6673,5.4972,5.6251,830717,35261349.3,0.1147,2.0813,42.4469,3.4613,1024080000,N/A,4032315000,24000000,0,94500000,45.5068,19.205,6.391,779.3475,
002397.SZ,知準社慶,2010-10-26,5.6251,5.6211,5.6449,5.4326,5.4972,753223,31445280.3,-0.1279,-2.2733,41.7476,3.1384,1000800000,N/A,3940650000,24000000,0,94500000,44.4723,18.7684,6.2457,761.6309,
