¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002528.SZ,”¢∑…Õÿ,2010-12-24,N/A,9.3142,9.7409,8.9308,8.9433,19244096,1149279202.5,N/A,N/A,59.7211,64.948,1707576900,N/A,8471610000,29630000,0,147000000,105.6677,32.9767,22.4845,-230.9505,
002528.SZ,”¢∑…Õÿ,2010-12-27,8.9433,9.1217,9.1497,8.5041,8.5274,8609139,484393509.6,-0.4159,-4.6504,56.265,29.0555,1628168500,N/A,8077650000,29630000,0,147000000,100.7538,31.4432,21.4389,-220.2105,
002528.SZ,”¢∑…Õÿ,2010-12-28,8.5274,8.2248,8.2977,7.8384,7.8678,5588598,289098827.6,-0.6595,-7.7343,51.7301,18.8613,1502241000,N/A,7452900000,29630000,0,147000000,92.9612,29.0112,19.7807,-203.1787,
002528.SZ,”¢∑…Õÿ,2010-12-29,7.8678,7.8384,8.1441,7.8384,7.9966,2716821,140169174.3,0.1288,1.6371,51.5931,9.1692,1526833900,N/A,7574910000,29630000,0,147000000,94.4831,29.4862,20.1045,-206.5049,
002528.SZ,”¢∑…Õÿ,2010-12-30,7.9966,8.0091,8.172,7.8601,8.0215,2723951,141284530,0.0248,0.3105,51.8675,9.1932,1531574700,N/A,7598430000,29630000,0,147000000,94.7764,29.5777,20.167,-207.1461,
002528.SZ,”¢∑…Õÿ,2010-12-31,8.0215,7.9144,8.1254,7.9144,7.9982,2489294,128780513.5,-0.0233,-0.2902,51.7338,8.4013,1527130200,N/A,7576380000,29630000,0,147000000,94.5014,29.4919,20.1084,-206.545,
002528.SZ,”¢∑…Õÿ,2011-01-04,7.9982,8.0261,8.2061,8.0075,8.1627,2691568,140818264.1,0.1645,2.0567,52.3183,9.0839,1558538000,N/A,7732200000,29630000,0,147000000,65.6564,3.4702,15.9757,4.1261,
002528.SZ,”¢∑…Õÿ,2011-01-05,8.1627,8.186,8.4187,8.1316,8.3427,3292304,176800059.8,0.18,2.2053,53.701,11.1114,1592908800,N/A,7902720000,29630000,0,147000000,67.1043,3.5468,16.328,4.2171,
002528.SZ,”¢∑…Õÿ,2011-01-06,8.3427,8.3443,8.3489,8.0401,8.0479,2224346,117253473.2,-0.2948,-3.5342,52.7137,7.5071,1536611800,N/A,7623420000,29630000,0,147000000,64.7327,3.4214,15.751,4.0681,
002528.SZ,”¢∑…Õÿ,2011-01-07,8.0479,8.023,8.0339,7.8942,7.933,1902892,97420839.9,-0.1148,-1.4269,51.1962,6.4222,1514685600,N/A,7514640000,29630000,0,147000000,63.809,3.3726,15.5262,4.01,
002528.SZ,”¢∑…Õÿ,2011-01-10,7.933,7.933,7.9563,7.7716,7.7949,1426538,72329916,-0.1381,-1.741,50.7031,4.8145,1488314900,N/A,7383810000,29630000,0,147000000,62.6981,3.3139,15.2559,3.9402,
002528.SZ,”¢∑…Õÿ,2011-01-11,7.7949,7.7902,7.7933,7.5559,7.5776,1775032,87340672.6,-0.2173,-2.7872,49.2051,5.9907,1446832900,N/A,7178010000,29630000,0,147000000,60.9506,3.2215,14.8307,3.8304,
002528.SZ,”¢∑…Õÿ,2011-01-12,7.5776,7.5885,7.708,7.5652,7.6785,848232,41679812.8,0.1009,1.3311,49.1373,2.8627,1466092400,N/A,7273560000,29630000,0,147000000,61.7619,3.2644,15.0281,3.8814,
002528.SZ,”¢∑…Õÿ,2011-01-13,7.6785,7.677,7.7049,7.604,7.618,717675,35297034.1,-0.0605,-0.7882,49.1825,2.4221,1454536700,N/A,7216230000,29630000,0,147000000,61.2751,3.2387,14.9097,3.8508,
002528.SZ,”¢∑…Õÿ,2011-01-14,7.618,7.618,7.6289,7.4349,7.4411,1345909,64888946.6,-0.1769,-2.3223,48.212,4.5424,1420758500,N/A,7048650000,29630000,0,147000000,59.8521,3.1634,14.5634,3.7614,
002528.SZ,”¢∑…Õÿ,2011-01-17,7.4411,7.4318,7.4938,7.1431,7.154,1038551,48578176.8,-0.2871,-3.8582,46.775,3.5051,1365943000,N/A,6776700000,29630000,0,147000000,57.5429,3.0414,14.0015,3.6162,
002528.SZ,”¢∑…Õÿ,2011-01-18,7.154,7.1524,7.289,7.1105,7.2099,641972,29765155.9,0.0559,0.7809,46.3652,2.1666,1376609800,N/A,6829620000,29630000,0,147000000,57.9923,3.0651,14.1109,3.6445,
002528.SZ,”¢∑…Õÿ,2011-01-19,7.2099,7.2161,7.2937,7.14,7.2874,917499,42762912.9,0.0776,1.0762,46.6081,3.0965,1391424800,N/A,6903120000,29630000,0,147000000,58.6164,3.0981,14.2627,3.6837,
002528.SZ,”¢∑…Õÿ,2011-01-20,7.2874,7.2766,7.2766,6.9445,6.9445,1127816,51475112.1,-0.343,-4.7061,45.6414,3.8063,1325942500,N/A,6578250000,29630000,0,147000000,55.8578,2.9523,13.5915,3.5103,
002528.SZ,”¢∑…Õÿ,2011-01-21,6.9445,6.9088,7.0097,6.8607,6.8747,794607,35508498.6,-0.0698,-1.0056,44.6869,2.6818,1312609000,N/A,6512100000,29630000,0,147000000,55.2961,2.9226,13.4548,3.475,
002528.SZ,”¢∑…Õÿ,2011-01-24,6.8747,6.8747,6.9585,6.6636,6.6729,970527,42511545,-0.2017,-2.9345,43.8025,3.2755,1274090000,N/A,6321000000,29630000,0,147000000,53.6734,2.8369,13.06,3.3731,
002528.SZ,”¢∑…Õÿ,2011-01-25,6.6729,6.6729,6.7691,6.5038,6.735,924996,39493171.6,0.0621,0.9302,42.6955,3.1218,1285942000,N/A,6379800000,29630000,0,147000000,54.1727,2.8633,13.1815,3.4044,
002528.SZ,”¢∑…Õÿ,2011-01-26,6.735,6.7195,6.8591,6.6745,6.7303,1304334,56875781.8,-0.0047,-0.0691,43.6052,4.4021,1285053100,N/A,6375390000,29630000,0,147000000,54.1353,2.8613,13.1724,3.4021,
002528.SZ,”¢∑…Õÿ,2011-01-27,6.7303,6.7303,6.7303,6.7303,6.7303,N/A,N/A,0,0,N/A,N/A,1285053100,N/A,6375390000,29630000,0,147000000,54.1353,2.8613,13.1724,3.4021,
002528.SZ,”¢∑…Õÿ,2011-01-28,6.7303,6.7676,6.8809,6.7396,6.8747,1071093,46952973.4,0.1443,2.1443,43.8365,3.6149,1312609000,N/A,6512100000,29630000,0,147000000,55.2961,2.9226,13.4548,3.475,
002528.SZ,”¢∑…Õÿ,2011-01-31,6.8747,6.8747,6.9305,6.7909,6.9041,749221,33173987.5,0.0295,0.4289,44.278,2.5286,1318238700,N/A,6540030000,29630000,0,147000000,55.5333,2.9352,13.5125,3.4899,
002528.SZ,”¢∑…Õÿ,2011-02-01,6.9041,6.9057,6.9445,6.8452,6.9336,516471,22919475,0.0295,0.4271,44.3771,1.7431,1323868400,N/A,6567960000,29630000,0,147000000,55.7705,2.9477,13.5702,3.5048,
002528.SZ,”¢∑…Õÿ,2011-02-09,6.9336,6.9135,6.9367,6.8359,6.8514,436204,19346560.3,-0.0822,-1.1862,44.3521,1.4722,1308164500,N/A,6490050000,29630000,0,147000000,55.1089,2.9127,13.4093,3.4633,
