¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002555.SZ,»˝∆ﬂª•”È,2011-03-02,N/A,3.2717,3.4309,3.2593,3.2611,8827250,330382434.6,N/A,N/A,37.4276,64.9063,501568000,N/A,2470960000,13600000,0,67000000,50.2001,13.5544,7.8008,-75.2202,
002555.SZ,»˝∆ﬂª•”È,2011-03-03,3.2611,3.2186,3.2186,3.0966,3.1037,3510580,124491966,-0.1574,-4.8265,35.4619,25.8131,477360000,N/A,2351700000,13600000,0,67000000,47.7772,12.9002,7.4243,-71.5897,
002555.SZ,»˝∆ﬂª•”È,2011-03-04,3.1037,3.0754,3.1426,3.0727,3.1258,1484295,52274455.7,0.0221,0.7123,35.2184,10.9139,480760000,N/A,2368450000,13600000,0,67000000,48.1175,12.9921,7.4772,-72.0996,
002555.SZ,»˝∆ﬂª•”È,2011-03-07,3.1258,3.1081,3.1258,3.0957,3.1125,1694556,59486191.3,-0.0133,-0.4243,35.1043,12.46,478720000,N/A,2358400000,13600000,0,67000000,47.9134,12.937,7.4454,-71.7937,
002555.SZ,»˝∆ﬂª•”È,2011-03-08,3.1125,3.1196,3.1214,3.0462,3.0612,1652825,57421538,-0.0513,-1.6477,34.7415,12.1531,470832000,N/A,2319540000,13600000,0,67000000,47.1239,12.7238,7.3228,-70.6107,
002555.SZ,»˝∆ﬂª•”È,2011-03-09,3.0612,3.0612,3.101,3.0506,3.0948,1011529,35213984.6,0.0336,1.0976,34.8126,7.4377,476000000,N/A,2345000000,13600000,0,67000000,47.6411,12.8635,7.4031,-71.3858,
002555.SZ,»˝∆ﬂª•”È,2011-03-10,3.0948,3.0948,3.0993,3.0595,3.0719,856096,29774135.4,-0.023,-0.7429,34.779,6.2948,472464000,N/A,2327580000,13600000,0,67000000,47.2872,12.7679,7.3481,-70.8555,
002555.SZ,»˝∆ﬂª•”È,2011-03-11,3.0719,3.0524,3.0816,3.0506,3.0639,777340,26988424.3,-0.008,-0.2591,34.7189,5.7157,471240000,N/A,2321550000,13600000,0,67000000,47.1647,12.7349,7.3291,-70.6719,
002555.SZ,»˝∆ﬂª•”È,2011-03-14,3.0639,3.0595,3.1108,3.0577,3.1002,769314,26890312.1,0.0363,1.1833,34.9536,5.6567,476816000,N/A,2349020000,13600000,0,67000000,47.7228,12.8855,7.4158,-71.5081,
002555.SZ,»˝∆ﬂª•”È,2011-03-15,3.1002,3.0931,3.109,3.0515,3.0772,775341,26956273.2,-0.023,-0.7416,34.767,5.701,473280000,N/A,2331600000,13600000,0,67000000,47.3689,12.79,7.3608,-70.9779,
