´úÂë,¼ò³Æ,ÈÕÆÚ,Ç°ÊÕÅÌ¼Û(Ôª),¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),³É½»½ð¶î(Ôª),ÕÇµø(Ôª),ÕÇµø·ù(%),¾ù¼Û(Ôª),»»ÊÖÂÊ(%),A¹ÉÁ÷Í¨ÊÐÖµ(Ôª),B¹ÉÁ÷Í¨ÊÐÖµ(Ôª),×ÜÊÐÖµ(Ôª),A¹ÉÁ÷Í¨¹É±¾(¹É),B¹ÉÁ÷Í¨¹É±¾(¹É),×Ü¹É±¾(¹É),ÊÐÓ¯ÂÊ,ÊÐ¾»ÂÊ,ÊÐÏúÂÊ,ÊÐÏÖÂÊ,
002161.SZ,Ô¶Íû¹È,2007-08-21,N/A,5.6125,6.0802,5.3319,5.3412,8576161,508160203,N/A,N/A,59.2526,66.5851,735448000,N/A,3665820000,12880000,0,64200000,111.2438,24.4506,32.5744,137.4909,
002161.SZ,Ô¶Íû¹È,2007-08-22,5.3412,5.5498,5.6686,5.3337,5.3786,3053402,178953677.6,0.0374,0.7005,58.608,23.7065,740600000,N/A,3691500000,12880000,0,64200000,112.0231,24.6219,32.8026,138.4541,
002161.SZ,Ô¶Íû¹È,2007-08-23,5.3786,5.3328,5.3768,4.866,4.9016,2972767,159866853.5,-0.4771,-8.8696,53.7771,23.0805,674912000,N/A,3364080000,12880000,0,64200000,102.0871,22.438,29.8932,126.1738,
002161.SZ,Ô¶Íû¹È,2007-08-24,4.9016,4.9652,5.0325,4.8642,4.9166,1180869,62332921.2,0.015,0.3053,52.7856,9.1682,676972800,N/A,3374352000,12880000,0,64200000,102.3989,22.5065,29.9845,126.5591,
002161.SZ,Ô¶Íû¹È,2007-08-27,4.9166,4.9278,5.0503,4.7239,4.7566,1546147,80542578.4,-0.16,-3.2534,52.0924,12.0042,654948000,N/A,3264570000,12880000,0,64200000,99.0674,21.7743,29.0089,122.4415,
002161.SZ,Ô¶Íû¹È,2007-08-28,4.7566,4.7613,4.9353,4.5723,4.8885,1287267,65431302.9,0.1319,2.7729,50.8296,9.9943,673108800,N/A,3355092000,12880000,0,64200000,101.8144,22.3781,29.8133,125.8367,
002161.SZ,Ô¶Íû¹È,2007-08-29,4.8885,4.8894,4.8894,4.5929,4.62,812486,40797652.3,-0.2685,-5.4918,50.2134,6.3081,636143200,N/A,3170838000,12880000,0,64200000,96.223,21.1491,28.176,118.926,
002161.SZ,Ô¶Íû¹È,2007-08-30,4.62,4.621,4.8455,4.6032,4.7697,583173,29370067.3,0.1497,3.2395,50.3625,4.5277,656751200,N/A,3273558000,12880000,0,64200000,99.3401,21.8343,29.0888,122.7787,
002161.SZ,Ô¶Íû¹È,2007-08-31,4.7697,5.2468,5.2468,5.2458,5.2468,1007239,56495932,0.4771,10.002,56.0899,7.8202,722439200,N/A,3600978000,12880000,0,64200000,109.2761,24.0181,31.9983,135.0589,
002161.SZ,Ô¶Íû¹È,2007-09-03,5.2468,5.7014,5.7014,5.3337,5.3786,2378050,139266225.7,0.1319,2.5138,58.5632,18.4631,740600000,N/A,3691500000,12880000,0,64200000,112.0231,24.6219,32.8026,138.4541,
002161.SZ,Ô¶Íû¹È,2007-09-04,5.3786,5.3936,5.4048,5.0531,5.1467,871658,48307880.6,-0.232,-4.313,55.4207,6.7675,708657600,N/A,3532284000,12880000,0,64200000,107.1915,23.5599,31.3878,132.4825,
002161.SZ,Ô¶Íû¹È,2007-09-05,5.1467,5.0868,5.1775,4.9886,5.0494,571899,31019441.8,-0.0973,-1.8902,54.2394,4.4402,695262400,N/A,3465516000,12880000,0,64200000,105.1653,23.1146,30.7945,129.9783,
002161.SZ,Ô¶Íû¹È,2007-09-06,5.0494,5.098,5.1102,5.0138,5.1102,480157,25954608.2,0.0608,1.2041,54.0544,3.7279,703634400,N/A,3507246000,12880000,0,64200000,106.4317,23.3929,31.1654,131.5434,
002161.SZ,Ô¶Íû¹È,2007-09-07,5.1102,5.0513,5.1354,5.0325,5.0428,437092,23655104.5,-0.0674,-1.318,54.1193,3.3936,694360800,N/A,3461022000,12880000,0,64200000,105.029,23.0846,30.7546,129.8097,
002161.SZ,Ô¶Íû¹È,2007-09-10,5.0428,4.9774,5.0793,4.8455,4.9109,693119,36226368.2,-0.1319,-2.6155,52.2657,5.3814,676200000,N/A,3370500000,12880000,0,64200000,102.282,22.4809,29.9502,126.4146,
002161.SZ,Ô¶Íû¹È,2007-09-11,4.9109,4.8576,4.8782,4.62,4.6303,517821,26426132.3,-0.2806,-5.7143,51.0333,4.0203,637560000,N/A,3177900000,12880000,0,64200000,96.4373,21.1962,28.2388,119.1909,
002161.SZ,Ô¶Íû¹È,2007-09-12,4.6303,4.91,5.0933,4.6397,5.0933,1411905,73226030.4,0.463,10,51.8633,10.962,701316000,N/A,3495690000,12880000,0,64200000,106.081,23.3159,31.0627,131.11,
002161.SZ,Ô¶Íû¹È,2007-09-13,5.0933,5.0513,5.2383,4.9484,5.0513,848690,46182418.8,-0.0421,-0.8264,54.4161,6.5892,695520000,N/A,3466800000,12880000,0,64200000,105.2043,23.1232,30.806,130.0264,
002161.SZ,Ô¶Íû¹È,2007-09-14,5.0513,5.0513,5.1392,4.9371,5.0026,481145,25832372.1,-0.0486,-0.963,53.6894,3.7356,688822400,N/A,3433416000,12880000,0,64200000,104.1912,22.9005,30.5093,128.7743,
002161.SZ,Ô¶Íû¹È,2007-09-17,5.0026,4.983,5.1167,4.8688,4.9951,680102,36134566.7,-0.0075,-0.1496,53.1311,5.2803,687792000,N/A,3428280000,12880000,0,64200000,104.0354,22.8662,30.4637,128.5817,
002161.SZ,Ô¶Íû¹È,2007-09-18,4.9951,5.0774,5.0774,4.8314,4.9109,533263,27784060.2,-0.0842,-1.6854,52.102,4.1402,676200000,N/A,3370500000,12880000,0,64200000,102.282,22.4809,29.9502,126.4146,
