¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
002550.SZ,«ß∫Ï÷∆“©,2011-02-18,N/A,4.428,4.8836,4.2189,4.5822,25756951,977990301.2,N/A,N/A,37.97,80.4905,1255040000,N/A,6275200000,32000000,0,160000000,41.688,15.921,5.4816,268.2706,
002550.SZ,«ß∫Ï÷∆“©,2011-02-21,4.5822,4.4981,4.8486,4.449,4.7668,13519565,542270861.5,0.1846,4.0286,40.1101,42.2486,1305600000,N/A,6528000000,32000000,0,160000000,43.3674,16.5624,5.7025,279.078,
002550.SZ,«ß∫Ï÷∆“©,2011-02-22,4.7668,4.6839,4.7154,4.4397,4.4619,9041242,353520513,-0.3049,-6.3971,39.1009,28.2539,1222080000,N/A,6110400000,32000000,0,160000000,40.5932,15.5029,5.3377,261.2252,
002550.SZ,«ß∫Ï÷∆“©,2011-02-23,4.4619,4.4549,4.6114,4.4525,4.5565,5107099,198867202.1,0.0946,2.121,38.9394,15.9597,1248000000,N/A,6240000000,32000000,0,160000000,41.4542,15.8317,5.4509,266.7657,
002550.SZ,«ß∫Ï÷∆“©,2011-02-24,4.5565,4.5296,4.5752,4.4537,4.5437,4201898,162449441.9,-0.0129,-0.2821,38.661,13.1309,1244480000,N/A,6222400000,32000000,0,160000000,41.3373,15.7871,5.4355,266.0133,
002550.SZ,«ß∫Ï÷∆“©,2011-02-25,4.5437,4.5098,4.5098,4.3813,4.435,3907736,148513191.1,-0.1087,-2.3914,38.0049,12.2117,1214720000,N/A,6073600000,32000000,0,160000000,40.3487,15.4096,5.3055,259.652,
002550.SZ,«ß∫Ï÷∆“©,2011-02-28,4.435,4.4303,4.567,4.4105,4.5366,3123321,120257871.5,0.1016,2.2919,38.5032,9.7604,1242560000,N/A,6212800000,32000000,0,160000000,41.2735,15.7627,5.4271,265.6029,
002550.SZ,«ß∫Ï÷∆“©,2011-03-01,4.5366,4.5542,4.6733,4.5226,4.5717,3562830,140442326,0.0351,0.7726,39.4188,11.1338,1252160000,N/A,6260800000,32000000,0,160000000,41.5924,15.8845,5.4691,267.655,
002550.SZ,«ß∫Ï÷∆“©,2011-03-02,4.5717,4.5402,4.8486,4.525,4.7563,5636437,227020496,0.1846,4.0378,40.2773,17.6139,1302720000,N/A,6513600000,32000000,0,160000000,43.2718,16.5259,5.6899,278.4624,
002550.SZ,«ß∫Ï÷∆“©,2011-03-03,4.7563,4.7902,4.7902,4.6184,4.6617,3466122,139350468.9,-0.0946,-1.9897,40.2036,10.8316,1276800000,N/A,6384000000,32000000,0,160000000,42.4108,16.1971,5.5767,272.9219,
