¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),Aπ…¡˜Õ® –÷µ(‘™),Bπ…¡˜Õ® –÷µ(‘™),◊‹ –÷µ(‘™),Aπ…¡˜Õ®π…±æ(π…),Bπ…¡˜Õ®π…±æ(π…),◊‹π…±æ(π…), –”Ø¬ , –æª¬ , –œ˙¬ , –œ÷¬ ,
300043.SZ,ª•∂Ø”È¿÷,2010-01-20,N/A,2.4447,2.6403,2.4105,2.4457,6292001,317818409.9,N/A,N/A,50.5115,59.5833,528211200,N/A,2641056000,10560000,0,52800000,67.6058,26.0698,11.321,371.5924,
300043.SZ,ª•∂Ø”È¿÷,2010-01-21,2.4457,2.4584,2.4584,2.3469,2.3782,1893691,92666466,-0.0675,-2.7589,48.9343,17.9327,513638400,N/A,2568192000,10560000,0,52800000,65.7407,25.3506,11.0087,361.3406,
300043.SZ,ª•∂Ø”È¿÷,2010-01-22,2.3782,2.3474,2.3474,2.2159,2.2408,1628645,75487312.9,-0.1374,-5.7771,46.3498,15.4228,483964800,N/A,2419824000,10560000,0,52800000,61.9427,23.886,10.3727,340.4654,
300043.SZ,ª•∂Ø”È¿÷,2010-01-25,2.2408,2.2393,2.2403,2.1812,2.1953,933420,42062891.5,-0.0455,-2.0292,45.0632,8.8392,474144000,N/A,2370720000,10560000,0,52800000,60.6858,23.4013,10.1622,333.5566,
300043.SZ,ª•∂Ø”È¿÷,2010-01-26,2.1953,2.2222,2.2369,2.1616,2.1782,749967,33583311.2,-0.0171,-0.7795,44.7797,7.102,470448000,N/A,2352240000,10560000,0,52800000,60.2127,23.2189,10.083,330.9565,
300043.SZ,ª•∂Ø”È¿÷,2010-01-27,2.1782,2.1904,2.1992,2.1513,2.1807,650659,29049931.2,0.0024,0.1122,44.6469,6.1615,470976000,N/A,2354880000,10560000,0,52800000,60.2803,23.245,10.0943,331.3279,
300043.SZ,ª•∂Ø”È¿÷,2010-01-28,2.1807,2.1802,2.1997,2.0922,2.0946,1037174,45062365.9,-0.0861,-3.9462,43.4473,9.8217,452390400,N/A,2261952000,10560000,0,52800000,57.9015,22.3277,9.696,318.2531,
300043.SZ,ª•∂Ø”È¿÷,2010-01-29,2.0946,2.0878,2.1186,2.0604,2.0814,616376,26403898.4,-0.0132,-0.6303,42.8373,5.8369,449539200,N/A,2247696000,10560000,0,52800000,57.5366,22.1869,9.6348,316.2473,
300043.SZ,ª•∂Ø”È¿÷,2010-02-01,2.0814,2.0477,2.0487,1.9851,2.0095,778181,31895975.1,-0.0719,-3.4531,40.9879,7.3691,434016000,N/A,2170080000,10560000,0,52800000,55.5498,21.4208,9.3021,305.3268,
300043.SZ,ª•∂Ø”È¿÷,2010-02-02,2.0095,2.0144,2.033,1.9831,1.9841,579949,23802006.1,-0.0254,-1.2652,41.0416,5.4919,428524800,N/A,2142624000,10560000,0,52800000,54.847,21.1498,9.1844,301.4638,
300043.SZ,ª•∂Ø”È¿÷,2010-02-03,1.9841,1.989,1.9963,1.8829,1.944,703494,27830547,-0.0401,-2.0207,39.5605,6.6619,419865600,N/A,2099328000,10560000,0,52800000,53.7387,20.7224,8.9989,295.3721,
300043.SZ,ª•∂Ø”È¿÷,2010-02-04,1.944,1.9196,1.9841,1.9122,1.9577,503269,20148731.8,0.0137,0.7042,40.0357,4.7658,422822400,N/A,2114112000,10560000,0,52800000,54.1171,20.8683,9.0622,297.4522,
300043.SZ,ª•∂Ø”È¿÷,2010-02-05,1.9577,1.9313,1.9743,1.9166,1.945,470332,18672343.3,-0.0127,-0.6494,39.7003,4.4539,420076800,N/A,2100384000,10560000,0,52800000,53.7657,20.7328,9.0034,295.5207,
300043.SZ,ª•∂Ø”È¿÷,2010-02-08,1.945,1.9313,1.9694,1.9313,1.9567,279930,11209585.4,0.0117,0.6033,40.0442,2.6509,422611200,N/A,2113056000,10560000,0,52800000,54.0901,20.8579,9.0577,297.3036,
300043.SZ,ª•∂Ø”È¿÷,2010-02-09,1.9567,1.9533,1.9611,1.9176,1.9337,228194,9035122.8,-0.023,-1.1744,39.594,2.1609,417648000,N/A,2088240000,10560000,0,52800000,53.4548,20.613,8.9513,293.8121,
300043.SZ,ª•∂Ø”È¿÷,2010-02-10,1.9337,1.9416,2.0081,1.9416,1.9939,542320,21959396,0.0601,3.11,40.4916,5.1356,430636800,N/A,2153184000,10560000,0,52800000,55.1173,21.254,9.2297,302.9496,
300043.SZ,ª•∂Ø”È¿÷,2010-02-11,1.9939,1.9949,2.0433,1.9582,2.0105,396357,16315801.5,0.0166,0.8337,41.1644,3.7534,434227200,N/A,2171136000,10560000,0,52800000,55.5768,21.4312,9.3067,305.4754,
300043.SZ,ª•∂Ø”È¿÷,2010-02-12,2.0105,2.0051,2.0379,1.9978,2.034,329392,13614239.4,0.0235,1.1673,41.3314,3.1192,439296000,N/A,2196480000,10560000,0,52800000,56.2256,21.6814,9.4153,309.0413,
300043.SZ,ª•∂Ø”È¿÷,2010-02-22,2.034,2.0242,2.0413,2.0071,2.0134,200162,8279070.8,-0.0205,-1.0096,41.3619,1.8955,434860800,N/A,2174304000,10560000,0,52800000,55.6579,21.4625,9.3202,305.9211,
300043.SZ,ª•∂Ø”È¿÷,2010-02-23,2.0134,2.0242,2.0242,1.9802,2.011,228748,9331487.2,-0.0024,-0.1214,40.7937,2.1662,434332800,N/A,2171664000,10560000,0,52800000,55.5903,21.4364,9.3089,305.5497,
300043.SZ,ª•∂Ø”È¿÷,2010-02-24,2.011,2.0193,2.0868,1.9924,2.0809,627174,26460066,0.0699,3.4768,42.1894,5.9391,449433600,N/A,2247168000,10560000,0,52800000,57.5231,22.1817,9.6326,316.173,
300043.SZ,ª•∂Ø”È¿÷,2010-02-25,2.0809,2.0927,2.1415,2.0917,2.1318,708931,30744733.1,0.0508,2.4436,43.3677,6.7134,460416000,N/A,2302080000,10560000,0,52800000,58.9287,22.7238,9.868,323.899,
